,input_rate,output_rate,ndpi_stats-pcm_new_System-Date,ndpi_stats-pcm_new_System-Time,ndpi_stats-pcm_new_Socket 0-EXEC,ndpi_stats-pcm_new_Socket 0-IPC,ndpi_stats-pcm_new_Socket 0-FREQ,ndpi_stats-pcm_new_Socket 0-AFREQ,ndpi_stats-pcm_new_Socket 0-L3MISS,ndpi_stats-pcm_new_Socket 0-L2MISS,ndpi_stats-pcm_new_Socket 0-L3HIT,ndpi_stats-pcm_new_Socket 0-L2HIT,ndpi_stats-pcm_new_Socket 0-L3MPI,ndpi_stats-pcm_new_Socket 0-L2MPI,ndpi_stats-pcm_new_Socket 0-L3OCC,ndpi_stats-pcm_new_Socket 0-READ,ndpi_stats-pcm_new_Socket 0-WRITE,ndpi_stats-pcm_new_Socket 0-LOCAL,ndpi_stats-pcm_new_Socket 0-TEMP,ndpi_stats-pcm_new_Socket 0-INST,ndpi_stats-pcm_new_Socket 0-ACYC,ndpi_stats-pcm_new_Socket 0-TIME(ticks),ndpi_stats-pcm_new_Socket 0-PhysIPC,ndpi_stats-pcm_new_Socket 0-PhysIPC%,ndpi_stats-pcm_new_Socket 0-INSTnom,ndpi_stats-pcm_new_Socket 0-INSTnom%,ndpi_stats-pcm_new_Socket 1-EXEC,ndpi_stats-pcm_new_Socket 1-IPC,ndpi_stats-pcm_new_Socket 1-FREQ,ndpi_stats-pcm_new_Socket 1-AFREQ,ndpi_stats-pcm_new_Socket 1-L3MISS,ndpi_stats-pcm_new_Socket 1-L2MISS,ndpi_stats-pcm_new_Socket 1-L3HIT,ndpi_stats-pcm_new_Socket 1-L2HIT,ndpi_stats-pcm_new_Socket 1-L3MPI,ndpi_stats-pcm_new_Socket 1-L2MPI,ndpi_stats-pcm_new_Socket 1-L3OCC,ndpi_stats-pcm_new_Socket 1-READ,ndpi_stats-pcm_new_Socket 1-WRITE,ndpi_stats-pcm_new_Socket 1-LOCAL,ndpi_stats-pcm_new_Socket 1-TEMP,ndpi_stats-pcm_new_Socket 1-INST,ndpi_stats-pcm_new_Socket 1-ACYC,ndpi_stats-pcm_new_Socket 1-TIME(ticks),ndpi_stats-pcm_new_Socket 1-PhysIPC,ndpi_stats-pcm_new_Socket 1-PhysIPC%,ndpi_stats-pcm_new_Socket 1-INSTnom,ndpi_stats-pcm_new_Socket 1-INSTnom%,ndpi_stats-pcm_new_SKT0 Core C-State-C0res%,ndpi_stats-pcm_new_SKT0 Core C-State-C1res%,ndpi_stats-pcm_new_SKT0 Core C-State-C3res%,ndpi_stats-pcm_new_SKT0 Core C-State-C6res%,ndpi_stats-pcm_new_SKT0 Core C-State-C7res%,ndpi_stats-pcm_new_SKT0 Package C-State-C0res%,ndpi_stats-pcm_new_SKT0 Package C-State-C2res%,ndpi_stats-pcm_new_SKT0 Package C-State-C3res%,ndpi_stats-pcm_new_SKT0 Package C-State-C6res%,ndpi_stats-pcm_new_SKT0 Package C-State-C7res%,ndpi_stats-pcm_new_SKT1 Core C-State-C0res%,ndpi_stats-pcm_new_SKT1 Core C-State-C1res%,ndpi_stats-pcm_new_SKT1 Core C-State-C3res%,ndpi_stats-pcm_new_SKT1 Core C-State-C6res%,ndpi_stats-pcm_new_SKT1 Core C-State-C7res%,ndpi_stats-pcm_new_SKT1 Package C-State-C0res%,ndpi_stats-pcm_new_SKT1 Package C-State-C2res%,ndpi_stats-pcm_new_SKT1 Package C-State-C3res%,ndpi_stats-pcm_new_SKT1 Package C-State-C6res%,ndpi_stats-pcm_new_SKT1 Package C-State-C7res%,ndpi_stats-pcm_new_Proc Energy (Joules)-SKT0,ndpi_stats-pcm_new_Proc Energy (Joules)-SKT1,ndpi_stats-pcm_new_DRAM Energy (Joules)-SKT0,ndpi_stats-pcm_new_DRAM Energy (Joules)-SKT1,ndpi_stats-pcm_new_LLCRDMISSLAT (ns)-SKT0,ndpi_stats-pcm_new_LLCRDMISSLAT (ns)-SKT1,ndpi_stats-pcm_new_UncFREQ (Ghz)-SKT0,ndpi_stats-pcm_new_UncFREQ (Ghz)-SKT1,ndpi_stats-pcm_new_Core3 (Socket 0)-EXEC,ndpi_stats-pcm_new_Core3 (Socket 0)-IPC,ndpi_stats-pcm_new_Core3 (Socket 0)-FREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-AFREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L3HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L2HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L3OCC,ndpi_stats-pcm_new_Core3 (Socket 0)-C0res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C1res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C3res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C6res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C7res%,ndpi_stats-pcm_new_Core3 (Socket 0)-TEMP,ndpi_stats-pcm_new_Core3 (Socket 0)-INST,ndpi_stats-pcm_new_Core3 (Socket 0)-ACYC,ndpi_stats-pcm_new_Core3 (Socket 0)-TIME(ticks),ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC,ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC%,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom%,ndpi_stats-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur-total,pcm-pcie_new_skt-0_RFO-total,pcm-pcie_new_skt-0_CRd-total,pcm-pcie_new_skt-0_DRd-total,pcm-pcie_new_skt-0_ItoM-total,pcm-pcie_new_skt-0_PRd-total,pcm-pcie_new_skt-0_WiL-total,pcm-pcie_new_skt-0_PCIRdCur-miss,pcm-pcie_new_skt-0_RFO-miss,pcm-pcie_new_skt-0_CRd-miss,pcm-pcie_new_skt-0_DRd-miss,pcm-pcie_new_skt-0_ItoM-miss,pcm-pcie_new_skt-0_PRd-miss,pcm-pcie_new_skt-0_WiL-miss,pcm-pcie_new_skt-0_PCIRdCur-hit,pcm-pcie_new_skt-0_RFO-hit,pcm-pcie_new_skt-0_CRd-hit,pcm-pcie_new_skt-0_DRd-hit,pcm-pcie_new_skt-0_ItoM-hit,pcm-pcie_new_skt-0_PRd-hit,pcm-pcie_new_skt-0_WiL-hit,pcm-pcie_new_skt-1_PCIRdCur-total,pcm-pcie_new_skt-1_RFO-total,pcm-pcie_new_skt-1_CRd-total,pcm-pcie_new_skt-1_DRd-total,pcm-pcie_new_skt-1_ItoM-total,pcm-pcie_new_skt-1_PRd-total,pcm-pcie_new_skt-1_WiL-total,pcm-pcie_new_skt-1_PCIRdCur-miss,pcm-pcie_new_skt-1_RFO-miss,pcm-pcie_new_skt-1_CRd-miss,pcm-pcie_new_skt-1_DRd-miss,pcm-pcie_new_skt-1_ItoM-miss,pcm-pcie_new_skt-1_PRd-miss,pcm-pcie_new_skt-1_WiL-miss,pcm-pcie_new_skt-1_PCIRdCur-hit,pcm-pcie_new_skt-1_RFO-hit,pcm-pcie_new_skt-1_CRd-hit,pcm-pcie_new_skt-1_DRd-hit,pcm-pcie_new_skt-1_ItoM-hit,pcm-pcie_new_skt-1_PRd-hit,pcm-pcie_new_skt-1_WiL-hit,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_SKT1-Ch0Read,pcm-memory_new_SKT1-Ch0Write,pcm-memory_new_SKT1-Ch1Read,pcm-memory_new_SKT1-Ch1Write,pcm-memory_new_SKT1-Mem Read (MB/s),pcm-memory_new_SKT1-Mem Write (MB/s),pcm-memory_new_SKT1-P. Write (T/s),pcm-memory_new_SKT1-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory,ddio_ways_new_cos_way,ddio_ways_new_binary,ddio_ways_new_ddio_ways,latency_new_latency,tx_stats_PacketRate,tx_stats_Mbit,tx_stats_MbitWithFraming,tx_stats_TotalPackets,tx_stats_TotalBytes,packetsize
0,3841.9141410274,2372.2361977915,2024-02-22,23:40:53.428,0.36,1.94,0.19,1.19,0.14,157.47,1.0,0.31,0.0,0.0084,9200.0,0.03,0.01,70.0,46.0,18726.39,9645.19,2598.81,3.88,97.08,0.72,18.01,0.18,1.33,0.13,1.23,0.2,64.88,1.0,0.48,0.0,0.0071,17520.0,0.02,0.02,82.0,38.0,9171.39,6899.57,2598.81,2.66,66.46,0.35,8.82,15.64,15.79,0.01,68.56,0.0,100.0,0.0,0.0,0.0,0.0,10.77,13.88,0.14,75.22,0.0,100.0,0.0,0.0,0.0,0.0,57.23,52.17,4.08,4.23,1112325.61,1119822.13,3.0,3.0,2.36,1.99,1.19,1.19,0.01,47.15,1.0,0.11,0.0,0.0077,920.0,99.79,0.21,0.0,0.0,0.0,47.0,6128.95,3084.34,2598.81,3.97,99.36,4.72,117.91,,15352876.0,12102286.0,230678.0,132810468.0,2433928.0,168.0,632688(Total),364.0,672.0,104300.0,49574.0,14.0,448.0,630616(Miss),15352512.0,12101614.0,126378.0,132760894.0,2433914.0,0.0,2072(Hit),15210692.0,687120.0,3595970.0,60890508.0,0.0,0.0,215852(Total),0.0,0.0,129724.0,300734.0,0.0,0.0,205310(Miss),15210692.0,687120.0,3466246.0,60589774.0,0.0,0.0,10542(Hit),5.01,1.67,24.96,12.68,29.97,14.35,105019.0,44.32,7.66,6.56,10.83,9.94,18.5,16.5,52466.0,35.0,48.47,30.85,79.32,fe000,1.111111e+19,7.0,296966.0,5.717115090831,2927.1757264945,3841.9141410274,5717181.0,365901440.0,256
1,1643.1224243914,1648.4987758195,2024-02-22,23:40:54.428,0.32,1.74,0.19,1.19,0.1,178.09,1.0,0.31,0.0,0.0106,11160.0,0.02,0.01,68.0,43.0,16777.96,9623.16,2597.19,3.49,87.17,0.65,16.15,0.18,1.36,0.13,1.23,0.09,72.1,1.0,0.41,0.0,0.0077,18160.0,0.01,0.01,64.0,39.0,9353.34,6876.75,2597.19,2.72,68.01,0.36,9.0,15.61,15.64,0.0,68.75,0.0,100.0,0.0,0.0,0.0,0.0,10.72,13.43,0.0,75.85,0.0,100.0,0.0,0.0,0.0,0.0,57.02,52.12,4.11,4.2,0.0,0.0,3.0,3.0,2.06,1.73,1.19,1.19,0.01,53.13,1.0,0.11,0.0,0.0099,720.0,99.78,0.22,0.0,0.0,0.0,47.0,5345.21,3083.13,2597.19,3.47,86.68,4.12,102.9,,15275890.0,12197402.0,229502.0,133788606.0,2466016.0,196.0,620620(Total),14.0,826.0,37002.0,35742.0,28.0,616.0,637014(Miss),15275876.0,12196576.0,192500.0,133752864.0,2465988.0,0.0,0(Hit),15162140.0,691040.0,3249246.0,61594498.0,0.0,0.0,205604(Total),0.0,0.0,112812.0,42154.0,0.0,0.0,217252(Miss),15162140.0,691040.0,3136434.0,61552344.0,0.0,0.0,0(Hit),3.74,1.23,20.41,10.33,24.16,11.57,104932.0,35.72,4.67,2.73,7.88,6.04,12.55,8.77,52463.0,21.32,36.71,20.34,57.04,fe000,1.111111e+19,7.0,457181.0,2.445123409819,1251.9026788204,1643.1224243914,8186384.0,523930368.0,512
2,4356.1970679971,4357.715037787,2024-02-22,23:40:55.428,0.32,1.74,0.19,1.19,0.09,178.12,1.0,0.31,0.0,0.0107,10800.0,0.02,0.01,66.0,44.0,16717.69,9611.74,2596.97,3.48,86.96,0.64,16.09,0.18,1.36,0.13,1.23,0.08,72.25,1.0,0.41,0.0,0.0077,18840.0,0.01,0.01,66.0,38.0,9381.78,6892.26,2596.97,2.72,68.06,0.36,9.03,15.61,15.96,0.01,68.42,0.0,100.0,0.0,0.0,0.0,0.0,10.75,13.41,0.01,75.84,0.0,100.0,0.0,0.0,0.0,0.0,56.96,52.09,4.09,4.19,0.0,0.0,3.0,3.0,2.06,1.74,1.19,1.19,0.01,53.11,1.0,0.11,0.0,0.0099,560.0,99.75,0.25,0.0,0.0,0.0,48.0,5347.19,3078.2,2596.97,3.47,86.86,4.12,102.95,,15228794.0,12020792.0,467362.0,132054804.0,2345042.0,182.0,628068(Total),42.0,266.0,17584.0,36540.0,14.0,168.0,644910(Miss),15228752.0,12020526.0,449778.0,132018264.0,2345028.0,14.0,0(Hit),14502110.0,650986.0,3291316.0,60406374.0,0.0,0.0,215362(Total),0.0,0.0,56504.0,34524.0,0.0,0.0,214032(Miss),14502110.0,650986.0,3234812.0,60371850.0,0.0,0.0,1330(Hit),3.08,0.81,17.82,8.74,20.9,9.56,104816.0,30.45,3.77,2.08,6.96,5.39,10.73,7.46,52406.0,18.19,31.63,17.02,48.65,fe000,1.111111e+19,7.0,5159.0,6.4824376368963,3319.0070460936,4356.1970679971,14668839.0,938807360.0,256
3,7202.3388652101,6418.8568959814,2024-02-22,23:40:56.428,0.32,1.74,0.19,1.19,0.09,177.59,1.0,0.31,0.0,0.0106,11360.0,0.02,0.01,69.0,44.0,16758.17,9630.67,2597.01,3.48,87.0,0.65,16.13,0.18,1.36,0.13,1.23,0.08,72.34,1.0,0.41,0.0,0.0077,19240.0,0.01,0.01,64.0,37.0,9348.83,6898.81,2597.01,2.71,67.76,0.36,9.0,15.63,15.73,0.0,68.64,0.0,100.0,0.0,0.0,0.0,0.0,10.76,13.45,0.0,75.79,0.0,100.0,0.0,0.0,0.0,0.0,57.07,52.16,4.12,4.2,0.0,0.0,3.0,3.0,2.06,1.74,1.19,1.19,0.01,52.97,1.0,0.11,0.0,0.0099,960.0,99.79,0.21,0.0,0.0,0.0,47.0,5351.64,3082.32,2597.01,3.47,86.81,4.12,103.03,,14979720.0,11884306.0,193060.0,132687058.0,2388302.0,168.0,627690(Total),0.0,56.0,53984.0,161742.0,14.0,140.0,640136(Miss),14979720.0,11884250.0,139076.0,132525316.0,2388288.0,28.0,0(Hit),14908558.0,675038.0,3544520.0,60403490.0,0.0,0.0,217294(Total),0.0,0.0,73416.0,23758.0,0.0,0.0,209286(Miss),14908558.0,675038.0,3471104.0,60379732.0,0.0,0.0,8008(Hit),3.44,0.78,19.43,9.3,22.88,10.08,104938.0,32.95,4.18,2.12,7.4,5.48,11.57,7.6,52455.0,19.17,34.45,17.68,52.13,fe000,1.111111e+19,7.0,287257.0,10.717764644661,5487.4965220643,7202.3388652101,25386628.0,1624745984.0,64
4,7237.2903975237,6421.4901989717,2024-02-22,23:40:57.429,0.32,1.75,0.18,1.19,0.07,177.92,1.0,0.31,0.0,0.0106,11640.0,0.02,0.01,65.0,44.0,16791.48,9610.23,2599.42,3.49,87.36,0.65,16.15,0.18,1.36,0.13,1.24,0.07,72.2,1.0,0.41,0.0,0.0077,18680.0,0.01,0.01,69.0,38.0,9359.12,6889.05,2599.42,2.72,67.93,0.36,9.0,15.57,15.59,0.0,68.83,0.0,100.0,0.0,0.0,0.0,0.0,10.73,13.31,0.0,75.97,0.0,100.0,0.0,0.0,0.0,0.0,57.14,52.18,4.13,4.2,0.0,0.0,3.0,3.0,2.06,1.74,1.19,1.19,0.01,53.03,1.0,0.11,0.0,0.0099,880.0,99.79,0.21,0.0,0.0,0.0,46.0,5359.29,3086.66,2599.42,3.47,86.81,4.12,103.09,,15245440.0,11712596.0,407624.0,132771450.0,2425682.0,364.0,625324(Total),0.0,168.0,24822.0,33628.0,14.0,196.0,633906(Miss),15245440.0,11712428.0,382802.0,132737822.0,2425668.0,168.0,0(Hit),14858578.0,661122.0,3524962.0,60567696.0,0.0,0.0,215040(Total),0.0,0.0,61628.0,18382.0,0.0,0.0,206612(Miss),14858578.0,661122.0,3463334.0,60549314.0,0.0,0.0,8428(Hit),2.73,0.68,16.59,8.12,19.33,8.81,104824.0,28.13,3.46,1.71,6.65,5.04,10.11,6.76,52404.0,16.87,29.44,15.56,45.0,fe000,1.111111e+19,7.0,701859.0,10.769775853461,5514.12626097,7237.2903975237,36156426.0,2314013184.0,64
5,7214.7566265976,6415.1144829155,2024-02-22,23:40:58.429,0.32,1.74,0.18,1.18,0.11,177.17,1.0,0.31,0.0,0.0106,12160.0,0.02,0.01,69.0,44.0,16723.69,9599.23,2596.86,3.48,87.11,0.64,16.1,0.18,1.35,0.13,1.23,0.09,71.55,1.0,0.41,0.0,0.0077,18720.0,0.01,0.01,65.0,38.0,9257.01,6833.36,2596.86,2.71,67.73,0.36,8.91,15.65,17.1,0.01,67.24,0.0,100.0,0.0,0.0,0.0,0.0,10.74,14.99,0.02,74.25,0.0,100.0,0.0,0.0,0.0,0.0,57.02,52.21,4.11,4.19,0.33,0.33,3.0,3.0,2.05,1.74,1.18,1.18,0.01,52.89,1.0,0.11,0.0,0.0099,680.0,99.78,0.22,0.0,0.0,0.0,46.0,5322.95,3067.57,2596.86,3.47,86.76,4.1,102.49,,15188292.0,11554970.0,575092.0,127944740.0,2353736.0,252.0,623476(Total),98.0,0.0,71834.0,218246.0,14.0,168.0,649474(Miss),15188194.0,11554970.0,503258.0,127726494.0,2353722.0,84.0,0(Hit),14736876.0,635838.0,4483206.0,57990800.0,0.0,0.0,202272(Total),0.0,0.0,36176.0,23240.0,0.0,0.0,224952(Miss),14736876.0,635838.0,4447030.0,57967560.0,0.0,0.0,0(Hit),3.61,1.02,20.0,9.88,23.61,10.89,104935.0,34.51,4.54,2.04,7.76,5.39,12.29,7.43,52459.0,19.72,35.91,18.32,54.23,fe000,1.111111e+19,7.0,1637033.0,10.736244980056,5496.9574297887,7214.7566265976,46892763.0,3001138752.0,64
6,7203.2699639234,6414.9694057112,2024-02-22,23:40:59.428,0.32,1.74,0.18,1.19,0.08,178.17,1.0,0.31,0.0,0.0106,12200.0,0.02,0.01,64.0,45.0,16756.5,9603.61,2596.86,3.49,87.24,0.65,16.13,0.18,1.36,0.13,1.23,0.08,72.34,1.0,0.41,0.0,0.0077,18680.0,0.01,0.01,68.0,39.0,9357.06,6880.91,2596.86,2.72,67.99,0.36,9.01,15.58,15.65,0.01,68.76,0.0,100.0,0.0,0.0,0.0,0.0,10.73,13.43,0.0,75.84,0.0,100.0,0.0,0.0,0.0,0.0,57.11,52.15,4.1,4.2,0.0,0.0,3.0,3.0,2.06,1.74,1.19,1.19,0.01,53.11,1.0,0.11,0.0,0.0099,1280.0,99.8,0.2,0.0,0.0,0.0,47.0,5351.03,3083.77,2596.86,3.47,86.76,4.12,103.03,,15253420.0,11611698.0,1372742.0,131778052.0,2347128.0,140.0,628292(Total),14.0,0.0,4704.0,36946.0,14.0,0.0,641410(Miss),15253406.0,11611698.0,1368038.0,131741106.0,2347114.0,140.0,0(Hit),14617526.0,646072.0,4152176.0,60202156.0,0.0,0.0,215250(Total),0.0,0.0,79212.0,21938.0,0.0,0.0,212926(Miss),14617526.0,646072.0,4072964.0,60180218.0,0.0,0.0,2324(Hit),2.97,0.9,17.51,8.72,20.48,9.61,104816.0,30.09,3.84,1.84,7.01,5.15,10.84,6.98,52407.0,17.82,31.32,16.59,47.91,fe000,1.111111e+19,7.0,1905753.0,10.719151732029,5488.2056867988,7203.2699639234,57611957.0,3687167168.0,64
7,7167.4511087259,6402.1407796377,2024-02-22,23:41:00.429,0.32,1.66,0.19,1.18,0.43,175.39,1.0,0.31,0.0,0.0105,13840.0,0.08,0.04,52.0,44.0,16747.93,10118.21,2597.02,3.31,82.76,0.64,16.12,0.18,1.28,0.14,1.21,0.69,73.85,0.99,0.42,0.0001,0.0078,21880.0,0.07,0.04,76.0,37.0,9501.12,7416.83,2597.02,2.56,64.05,0.37,9.14,16.55,17.53,0.11,65.82,0.0,100.0,0.0,0.0,0.0,0.0,11.78,16.26,0.03,71.94,0.0,100.0,0.0,0.0,0.0,0.0,57.47,52.93,4.12,4.25,0.0,0.0,3.0,3.0,2.02,1.71,1.18,1.18,0.01,51.64,1.0,0.11,0.0,0.0099,160.0,99.58,0.42,0.0,0.0,0.0,47.0,5233.78,3059.45,2597.02,3.42,85.53,4.03,100.76,,15253000.0,11406430.0,2191490.0,125578250.0,2317196.0,140.0,623798(Total),14.0,1022.0,38710.0,329084.0,28.0,0.0,645358(Miss),15252986.0,11405408.0,2152780.0,125249166.0,2317168.0,140.0,0(Hit),14989940.0,621544.0,6394052.0,56981680.0,0.0,0.0,205282(Total),0.0,0.0,43568.0,38934.0,0.0,0.0,216804(Miss),14989940.0,621544.0,6350484.0,56942746.0,0.0,0.0,0(Hit),16.32,6.34,59.86,30.54,76.18,36.88,105005.0,113.06,33.4,19.57,35.38,22.79,68.78,42.36,52491.0,111.14,144.96,79.24,224.2,fe000,1.111111e+19,7.0,645763.0,10.665847578473,5460.9154961703,7167.4511087259,68277858.0,4369785024.0,64
8,7195.6070405894,6408.8526994318,2024-02-22,23:41:01.429,0.32,1.73,0.19,1.19,0.13,178.34,1.0,0.31,0.0,0.0106,12760.0,0.03,0.01,60.0,44.0,16746.38,9701.32,2597.57,3.45,86.31,0.64,16.12,0.18,1.35,0.13,1.23,0.18,73.66,1.0,0.42,0.0,0.0078,22440.0,0.02,0.01,80.0,37.0,9440.54,7008.4,2597.57,2.69,67.35,0.36,9.09,15.75,15.71,0.01,68.53,0.0,100.0,0.0,0.0,0.0,0.0,10.96,13.73,0.0,75.31,0.0,100.0,0.0,0.0,0.0,0.0,57.16,52.38,4.11,4.22,0.0,0.0,3.0,3.0,2.06,1.74,1.19,1.19,0.01,52.95,1.0,0.11,0.0,0.0099,280.0,99.73,0.27,0.0,0.0,0.0,47.0,5345.14,3080.38,2597.57,3.47,86.76,4.12,102.89,,15030666.0,12269754.0,3141306.0,133637336.0,2471070.0,168.0,640164(Total),28.0,0.0,121408.0,52192.0,14.0,0.0,632842(Miss),15030638.0,12269754.0,3019898.0,133585144.0,2471056.0,168.0,7322(Hit),15088500.0,692748.0,5280422.0,61435304.0,0.0,0.0,216636(Total),0.0,0.0,319284.0,46424.0,0.0,0.0,210350(Miss),15088500.0,692748.0,4961138.0,61388880.0,0.0,0.0,6286(Hit),4.71,2.03,23.41,12.27,28.12,14.31,104834.0,42.42,8.33,4.76,11.52,8.11,19.85,12.87,52421.0,32.71,47.96,27.17,75.13,fe000,1.111111e+19,7.0,1393676.0,10.707747810402,5482.367390925,7195.6070405894,78985624.0,5055082112.0,64
9,7080.5893807603,6256.3614645122,2024-02-22,23:41:02.429,0.32,1.73,0.19,1.19,0.1,178.64,1.0,0.31,0.0,0.0107,13400.0,0.02,0.01,69.0,44.0,16717.59,9647.52,2597.28,3.47,86.64,0.64,16.09,0.18,1.37,0.13,1.23,0.1,72.58,1.0,0.41,0.0,0.0077,21040.0,0.01,0.01,70.0,37.0,9416.21,6895.42,2597.28,2.73,68.28,0.36,9.06,15.66,15.75,0.0,68.59,0.0,100.0,0.0,0.0,0.0,0.0,10.75,13.4,0.01,75.85,0.0,100.0,0.0,0.0,0.0,0.0,57.21,52.23,4.11,4.19,0.0,0.0,3.0,3.0,2.06,1.74,1.19,1.19,0.01,53.11,1.0,0.11,0.0,0.0099,480.0,99.74,0.26,0.0,0.0,0.0,48.0,5352.67,3080.22,2597.28,3.48,86.89,4.12,103.05,,15032920.0,11653530.0,2426466.0,132898794.0,2339708.0,140.0,631946(Total),0.0,0.0,728.0,257544.0,14.0,0.0,647626(Miss),15032920.0,11653530.0,2425738.0,132641250.0,2339694.0,140.0,0(Hit),14954212.0,651406.0,5011006.0,61690370.0,0.0,0.0,217028(Total),0.0,0.0,2492.0,25144.0,0.0,0.0,217336(Miss),14954212.0,651406.0,5008514.0,61665226.0,0.0,0.0,0(Hit),3.66,1.43,20.26,10.45,23.92,11.88,104920.0,35.8,4.13,1.92,7.31,5.22,11.44,7.15,52456.0,18.59,35.36,19.03,54.39,e0000,1.11e+19,3.0,1674169.0,10.536588292805,5394.7352539116,7080.5893807603,89522235.0,5729425472.0,64
