,ndpi_stats-pcm_new_System-Date,ndpi_stats-pcm_new_System-Time,ndpi_stats-pcm_new_Socket 0-EXEC,ndpi_stats-pcm_new_Socket 0-IPC,ndpi_stats-pcm_new_Socket 0-FREQ,ndpi_stats-pcm_new_Socket 0-AFREQ,ndpi_stats-pcm_new_Socket 0-L3MISS,ndpi_stats-pcm_new_Socket 0-L2MISS,ndpi_stats-pcm_new_Socket 0-L3HIT,ndpi_stats-pcm_new_Socket 0-L2HIT,ndpi_stats-pcm_new_Socket 0-L3MPI,ndpi_stats-pcm_new_Socket 0-L2MPI,ndpi_stats-pcm_new_Socket 0-L3OCC,ndpi_stats-pcm_new_Socket 0-LMB,ndpi_stats-pcm_new_Socket 0-RMB,ndpi_stats-pcm_new_Socket 0-READ,ndpi_stats-pcm_new_Socket 0-WRITE,ndpi_stats-pcm_new_Socket 0-LOCAL,ndpi_stats-pcm_new_Socket 0-TEMP,ndpi_stats-pcm_new_Socket 0-INST,ndpi_stats-pcm_new_Socket 0-ACYC,ndpi_stats-pcm_new_Socket 0-TIME(ticks),ndpi_stats-pcm_new_Socket 0-PhysIPC,ndpi_stats-pcm_new_Socket 0-PhysIPC%,ndpi_stats-pcm_new_Socket 0-INSTnom,ndpi_stats-pcm_new_Socket 0-INSTnom%,ndpi_stats-pcm_new_SKT0 Core C-State-C0res%,ndpi_stats-pcm_new_SKT0 Core C-State-C1res%,ndpi_stats-pcm_new_SKT0 Core C-State-C3res%,ndpi_stats-pcm_new_SKT0 Core C-State-C6res%,ndpi_stats-pcm_new_SKT0 Core C-State-C7res%,ndpi_stats-pcm_new_SKT0 Package C-State-C0res%,ndpi_stats-pcm_new_SKT0 Package C-State-C2res%,ndpi_stats-pcm_new_SKT0 Package C-State-C3res%,ndpi_stats-pcm_new_SKT0 Package C-State-C6res%,ndpi_stats-pcm_new_SKT0 Package C-State-C7res%,ndpi_stats-pcm_new_Proc Energy (Joules)-SKT0,ndpi_stats-pcm_new_DRAM Energy (Joules)-SKT0,ndpi_stats-pcm_new_LLCRDMISSLAT (ns)-SKT0,ndpi_stats-pcm_new_UncFREQ (Ghz)-SKT0,ndpi_stats-pcm_new_Core3 (Socket 0)-EXEC,ndpi_stats-pcm_new_Core3 (Socket 0)-IPC,ndpi_stats-pcm_new_Core3 (Socket 0)-FREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-AFREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L3HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L2HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L3OCC,ndpi_stats-pcm_new_Core3 (Socket 0)-LMB,ndpi_stats-pcm_new_Core3 (Socket 0)-RMB,ndpi_stats-pcm_new_Core3 (Socket 0)-C0res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C1res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C3res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C6res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C7res%,ndpi_stats-pcm_new_Core3 (Socket 0)-TEMP,ndpi_stats-pcm_new_Core3 (Socket 0)-INST,ndpi_stats-pcm_new_Core3 (Socket 0)-ACYC,ndpi_stats-pcm_new_Core3 (Socket 0)-TIME(ticks),ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC,ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC%,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom%,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Ch2Read,pcm-memory_new_SKT0-Ch2Write,pcm-memory_new_SKT0-Ch3Read,pcm-memory_new_SKT0-Ch3Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory
10,2023-11-28,14:42:53.589,0.32,1.6,0.2,1.31,36.24,54.79,0.34,0.36,0.0024,0.0036,8120.0,0.0,0.0,2.52,1.05,100.0,54.0,15198.68,9503.03,2399.98,3.2,79.97,0.63,15.83,15.16,17.04,0.0,67.79,0.0,100.0,0.0,0.0,0.0,0.0,38.22,8.83,0.33,2.7,1.16,0.88,1.31,1.32,19.78,22.4,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.65,1.35,0.0,0.0,0.0,57.0,2772.42,3136.08,2399.98,1.77,44.2,2.31,57.76,7439698.0,5453686.0,5014422.0,59605868.0,1002428.0,0.0,298858.0,616.93,256.07,636.6,266.27,574.01,253.33,694.12,273.44,2521.67,1049.11,125720.0,3570.78,2521.67,1049.11,3570.78
11,2023-11-28,14:42:54.589,0.32,1.6,0.2,1.3,36.23,54.77,0.34,0.36,0.0024,0.0036,8360.0,1.0,0.0,2.52,1.05,100.0,54.0,15183.54,9500.53,2400.21,3.2,79.91,0.63,15.82,15.19,17.33,0.03,67.45,0.0,100.0,0.0,0.0,0.0,0.0,38.2,8.8,0.37,2.7,1.15,0.88,1.3,1.32,19.75,22.37,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.59,1.41,0.0,0.0,0.0,56.0,2769.35,3131.81,2400.21,1.77,44.21,2.31,57.69,7410270.0,5420800.0,5035772.0,59568488.0,1025094.0,168.0,297710.0,617.19,256.44,637.09,266.42,575.46,253.97,696.21,274.3,2525.95,1051.13,125909.0,3577.08,2525.95,1051.13,3577.08
12,2023-11-28,14:42:55.589,0.32,1.6,0.2,1.31,36.18,54.73,0.34,0.36,0.0024,0.0036,8400.0,0.0,0.0,2.52,1.05,100.0,54.0,15190.75,9497.32,2399.91,3.2,79.97,0.63,15.82,15.16,17.13,0.03,67.68,0.0,100.0,0.0,0.0,0.0,0.0,38.26,8.83,0.37,2.7,1.15,0.88,1.31,1.32,19.76,22.38,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.6,1.4,0.0,0.0,0.0,56.0,2771.01,3133.67,2399.91,1.77,44.21,2.31,57.73,7434084.0,5410454.0,5119492.0,59770172.0,1023414.0,0.0,298158.0,615.12,255.66,634.6,265.62,574.17,253.23,694.49,273.48,2518.37,1047.99,125746.0,3566.36,2518.37,1047.99,3566.36
13,2023-11-28,14:42:56.589,0.32,1.6,0.2,1.31,36.37,54.84,0.34,0.36,0.0024,0.0036,8440.0,0.0,0.0,2.54,1.06,100.0,54.0,15207.75,9502.02,2400.07,3.2,80.02,0.63,15.84,15.16,17.09,0.0,67.76,0.0,100.0,0.0,0.0,0.0,0.0,38.25,8.79,0.26,2.7,1.15,0.88,1.31,1.32,19.77,22.39,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.66,1.34,0.0,0.0,0.0,57.0,2769.68,3136.18,2400.07,1.77,44.16,2.31,57.7,7451542.0,5441058.0,5018762.0,59543162.0,1010170.0,0.0,298284.0,620.37,257.8,641.46,268.3,579.31,255.79,700.15,276.0,2541.29,1057.89,125886.0,3599.19,2541.29,1057.89,3599.19
14,2023-11-28,14:42:57.589,0.32,1.6,0.2,1.3,36.16,54.71,0.34,0.36,0.0024,0.0036,8600.0,0.0,0.0,2.52,1.05,100.0,54.0,15185.96,9497.93,2400.04,3.2,79.94,0.63,15.82,15.17,17.25,0.01,67.56,0.0,100.0,0.0,0.0,0.0,0.0,38.19,8.76,0.33,2.7,1.15,0.88,1.31,1.32,19.74,22.38,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.6,1.4,0.0,0.0,0.0,56.0,2770.05,3132.57,2400.04,1.77,44.21,2.31,57.71,7439992.0,5418070.0,5090232.0,59635506.0,1028244.0,0.0,298074.0,614.88,255.45,634.91,265.41,573.46,253.4,693.78,273.26,2517.02,1047.52,125785.0,3564.55,2517.02,1047.52,3564.55
15,2023-11-28,14:42:58.589,0.32,1.6,0.2,1.3,36.15,54.73,0.34,0.36,0.0024,0.0036,8680.0,0.0,0.0,2.52,1.05,100.0,55.0,15195.84,9504.54,2399.98,3.2,79.94,0.63,15.83,15.18,17.2,0.01,67.61,0.0,100.0,0.0,0.0,0.0,0.0,38.18,8.78,0.37,2.7,1.16,0.88,1.31,1.32,19.75,22.39,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.64,1.36,0.0,0.0,0.0,56.0,2772.79,3134.67,2399.98,1.77,44.23,2.31,57.77,7450478.0,5395306.0,5173462.0,59779132.0,1025920.0,0.0,297346.0,614.65,255.26,634.24,265.23,572.34,252.99,693.97,273.08,2515.19,1046.55,125755.0,3561.75,2515.19,1046.55,3561.75
16,2023-11-28,14:42:59.589,0.32,1.6,0.2,1.3,36.01,54.65,0.34,0.36,0.0024,0.0036,8840.0,0.0,0.0,2.5,1.04,100.0,54.0,15180.53,9497.95,2400.08,3.2,79.91,0.63,15.81,15.2,17.38,0.01,67.41,0.0,100.0,0.0,0.0,0.0,0.0,38.16,8.81,0.37,2.7,1.15,0.89,1.3,1.32,19.72,22.36,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.56,1.44,0.0,0.0,0.0,57.0,2770.29,3130.03,2400.08,1.77,44.25,2.31,57.71,7434546.0,5418490.0,5090526.0,59545052.0,1020824.0,0.0,297724.0,612.36,254.4,631.68,264.33,569.9,251.64,692.04,272.25,2505.98,1042.62,125866.0,3548.6,2505.98,1042.62,3548.6
17,2023-11-28,14:43:00.589,0.32,1.6,0.2,1.3,36.04,54.65,0.34,0.36,0.0024,0.0036,9000.0,0.0,0.0,2.5,1.04,100.0,55.0,15194.46,9500.08,2399.96,3.2,79.97,0.63,15.83,15.17,17.21,0.01,67.61,0.0,100.0,0.0,0.0,0.0,0.0,38.2,8.77,0.37,2.7,1.16,0.88,1.31,1.32,19.73,22.37,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.63,1.37,0.0,0.0,0.0,57.0,2772.29,3133.93,2399.96,1.77,44.23,2.31,57.76,7453670.0,5396552.0,5139834.0,59608556.0,1027922.0,0.0,297598.0,611.26,254.04,631.01,264.01,568.74,251.14,691.47,271.99,2502.49,1041.19,125739.0,3543.68,2502.49,1041.19,3543.68
18,2023-11-28,14:43:01.589,0.32,1.6,0.2,1.31,36.05,54.67,0.34,0.36,0.0024,0.0036,9280.0,1.0,0.0,2.5,1.04,100.0,55.0,15201.54,9503.85,2400.06,3.2,79.98,0.63,15.83,15.16,17.05,0.0,67.79,0.0,100.0,0.0,0.0,0.0,0.0,38.19,8.8,0.37,2.7,1.16,0.88,1.31,1.32,19.73,22.38,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.66,1.34,0.0,0.0,0.0,56.0,2773.63,3136.28,2400.06,1.77,44.22,2.31,57.78,7450814.0,5424048.0,5128788.0,59483760.0,1024478.0,0.0,298648.0,611.77,254.38,631.52,263.99,569.84,251.4,691.42,271.86,2504.55,1041.63,125686.0,3546.18,2504.55,1041.63,3546.18
19,2023-11-28,14:43:02.589,0.32,1.6,0.2,1.3,36.06,54.65,0.34,0.36,0.0024,0.0036,9480.0,0.0,0.0,2.51,1.04,100.0,55.0,15193.1,9499.85,2400.15,3.2,79.96,0.63,15.82,15.18,17.28,0.01,67.53,0.0,100.0,0.0,0.0,0.0,0.0,38.2,8.83,0.33,2.7,1.15,0.88,1.31,1.32,19.72,22.36,0.12,0.11,0.0071,0.0081,0.0,0.0,0.0,98.61,1.39,0.0,0.0,0.0,57.0,2770.42,3132.87,2400.15,1.77,44.22,2.31,57.71,7458920.0,5399702.0,5226494.0,59651970.0,1027726.0,966.0,296828.0,612.68,254.9,632.54,264.79,570.67,251.78,692.85,272.82,2508.73,1044.29,125873.0,3553.03,2508.73,1044.29,3553.03
