skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL,skt-1_PCIRdCur,skt-1_RFO,skt-1_CRd,skt-1_DRd,skt-1_ItoM,skt-1_PRd,skt-1_WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7536158,5487944,5187266,60702936,1038982,0,301924
7543004,5430936,5585468,60596858,1028412,0,302232,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7561134,5469072,5080166,60530302,1034376,168,299908
7528640,5473272,5096994,60474652,1032696,0,301952,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7535780,5451152,5071010,60335394,1016260,0,300202
7541016,5450718,5091296,60349996,1028090,0,300440,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7560546,5461596,5428570,60176606,1013726,0,298620
7533246,5439840,5012518,60092172,1008658,0,298858,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7523124,5449612,5109426,60000304,1014860,168,298186
7529914,5459272,5018958,60014752,1007076,0,298830,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7534940,5452888,5059208,59888038,1016316,0,298102
7508606,5444712,5016508,59959802,1026410,0,298382,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7516250,5442766,5019826,59838492,1029070,0,298424
7555772,5458152,4907322,60012484,1036994,0,297598,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7532574,5463752,4952892,59944346,1028860,168,298788
7557592,5458936,4949504,60005554,1031226,0,297710,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7528710,5480538,4914910,59922212,1027936,0,297388
7525224,5453560,4991014,59977092,1036028,966,297612,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7554022,5432084,4926460,59929996,1027754,966,297374
7532686,5443144,4900448,59862586,1035986,966,295470,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7534240,5456864,4889052,59855194,1029532,1134,296198
7561246,5447204,5041624,59873310,1033046,966,296800,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7549640,5494874,4965324,59821818,1039514,0,294994
7528542,5469800,4931402,59968384,1022266,0,296310,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7549528,5442752,4944268,59769864,1033200,0,295498
7547792,5430432,4913104,59747674,1038324,0,295960,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7533330,5424426,4965786,59775674,1032178,0,295092
7531538,5444782,5000268,59663940,1038058,0,294938,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7541534,5459048,4881800,59774218,1028160,14,292488
7537894,5438636,4947040,59771306,1030624,14,293258,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7540288,5442234,4939858,59695426,1027250,0,293622
7528066,5429368,5049772,59722404,1031128,0,293762,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7483518,5454400,4990426,59689364,1033592,0,293888
7512470,5416474,5060230,59750054,1023960,0,294140,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7482034,5418476,4987108,59649464,1033760,0,296394
7454916,5456598,4984924,59635450,1026298,0,297556,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7449834,5436256,5045586,59582250,1036196,0,296254
7422268,5442962,5002788,59581690,1034460,0,296184,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7413126,5404630,4984882,59631894,1031926,0,296366
7379862,5438216,5041960,59584896,1034950,0,296478,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7330806,5453210,4911270,59605938,1026956,0,296520
7323134,5431034,4916422,59656254,1034852,0,295848,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7359744,5415802,4929778,59528966,1029812,0,297318
7349370,5437012,4934440,59525914,1023792,0,297556,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7392602,5425728,4971456,59503794,1034180,0,297500
7403648,5403258,5063044,59431568,1034306,0,297556,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7514388,5367012,5041512,59476984,1019690,0,298424
7501172,5385464,5019168,59546802,1034866,0,297430,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7492912,5360292,5072326,59500868,1025920,0,297948
7513702,5380284,4974256,59582600,1037148,0,297822,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7506828,5382202,4945570,59470894,1026060,0,297780
7498106,5337920,4933670,59590104,1025262,0,298508,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7492856,5314106,5052642,59505180,1020768,0,297332
7490504,5295612,5192712,59369968,1033382,0,296660,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7489216,5319076,5100018,59319694,1021832,0,298074
7482902,5324648,5197836,59444714,1032416,0,297752,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7432908,5335008,5896954,59084494,1023932,0,298004
7478562,5379416,5452594,59140634,1026396,0,297934,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7456316,5413184,5782224,59299142,1032556,0,297920
7495376,5413786,5962054,59156832,1030764,14,298340,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7460194,5397364,5891004,59146794,1029840,14,297724
7491148,5415228,6449506,59138268,1032668,0,298382,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7495432,5405176,6200936,59290350,1026830,0,297808
7496174,5441576,8774234,59203886,1021426,0,298508,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7495446,5420268,9043006,59138856,1032948,0,298662
7467558,5428654,8710170,59189550,1016932,0,298620,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7508578,5409950,8515178,59184286,1033284,0,298662
7502544,5396902,8234212,59150378,1024520,0,298410,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7495866,5424790,6745088,59174640,1022476,0,298774
7485226,5409222,5045068,59163888,1031324,168,298802,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7484204,5422718,4988004,59144260,1026172,0,298396
7493374,5411574,5266240,59235960,1032248,0,298998,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7498176,5412904,4914952,59177398,1033340,0,298382
7477120,5410230,4939564,59033114,1030904,0,298480,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7488796,5405106,5012056,59911880,1028664,0,297178
7444976,5406408,4994976,60186868,1026718,168,298270,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7496440,5408816,4957022,60299148,1031926,0,298508
7462182,5411196,4924570,60403084,1026522,0,296912,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7446376,5411322,4954082,60210570,1023974,0,296786
7485632,5400416,4863782,60282530,1029490,0,298368,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7479640,5415410,4857594,59194128,1028958,0,298606
7474404,5404882,4890046,59214302,1025836,168,297640,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7460642,5346334,5273226,59074624,1019130,0,298634
7492716,5405064,5014772,59110352,1024100,0,296940,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7500990,5408620,4946718,59200414,1024366,0,297892
7471744,5406226,4941132,59210382,1020978,0,297514,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7482328,5372164,4924290,59176754,1019242,0,297808
7484442,5405204,4939914,59043166,1014328,168,298732,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7483742,5404350,4951940,59069738,1008224,0,298718
7473018,5395404,4923296,59165274,1009036,0,297864,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7485408,5397770,5020848,59141488,1017128,14,297948
7484680,5397336,4950442,59151582,1022812,14,297948,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7482034,5401326,5048078,59144484,1026382,0,298326
7501270,5394088,4953676,59182508,1029532,168,297136,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7480228,5405932,4964890,59089646,1024352,0,297206
7478492,5397322,4903696,59124212,1029938,0,298046,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7473970,5388320,5058690,59245298,1026200,0,298564
7502236,5390602,5751214,59106124,1031870,532,297808,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7447412,5393920,5310592,59195654,1032808,966,297262
7479122,5389272,5177858,59141642,1032752,1134,298340,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7473746,5395152,5129558,59090332,1031968,966,294826
7435946,5398400,5144188,59234518,1032724,966,296716,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7484596,5402054,5133450,59241574,1029266,966,297094
7495838,5408410,5098982,59161592,1027432,0,296282,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7487816,5411560,5123090,59138226,1024268,0,294728
7482272,5398232,5242328,59318056,1028916,168,294644,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7388052,5412022,5295906,59194870,1022210,0,294140
7481404,5387746,5194686,59318028,1021888,0,294434,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7481782,5394872,5147226,59483690,1022210,0,293370
7493570,5398134,5271574,59179260,1023148,0,291830,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7485114,5415606,5187882,59319848,1025612,0,292250
7467852,5406758,5367880,59226160,1029798,168,292180,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7481726,5399828,5193762,59283490,1022070,0,293258
7488502,5403286,5260080,59257450,1024380,0,294350,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7458836,5396762,5279414,59208870,1030596,0,297136
7437738,5410286,5192180,59220308,1013866,0,298214,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7418026,5397910,5212900,59135496,1022364,0,297990
7417746,5408620,5228818,59266788,1013502,168,298536,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7399672,5401032,5286008,59284932,1022644,0,297990
7383992,5416516,5158286,59349542,1012018,0,297682,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7374304,5434114,5343282,59221470,1021818,0,297444
7333452,5397532,5285560,59289006,1022070,14,297906,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7326494,5413408,5100046,59255182,1017548,14,297458
7347900,5393430,4982418,59338426,1017128,168,297458,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7363594,5395726,5056716,59280984,1009596,0,294630
7394422,5390756,5035324,59296902,1025164,0,296842,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7458164,5373242,5140296,59291610,1022280,0,297290
7481110,5362112,5106108,59262434,1024730,0,297528,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7482846,5335904,5094320,59281614,1021958,0,296086
7480074,5352158,5112044,58984016,1014678,168,298018,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7487942,5322520,4941888,59497620,1026844,0,298508
7510692,5355378,4919236,59476774,1025626,0,295876,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7502460,5283096,4940782,59375246,1023428,0,298732
7509726,5302108,4917612,59329746,1019508,0,298438,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7507472,5331564,4924010,59479238,1026298,0,298452
7499590,5322940,4983706,59578204,1027054,168,299040,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7506674,5352494,5288388,59420270,1019690,0,298858
7510972,5368888,5325250,59496136,1026872,0,298592,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7514612,5421934,5497646,59369464,1019872,0,298956
7505904,5397588,5525576,59531318,1023666,0,298130,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7512120,5425070,5825330,59507210,1024100,0,298088
7491134,5453672,6122858,59485832,1019704,168,296366,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7509628,5437796,6406960,58249646,994798,0,297976
7511504,5434268,6010466,59428096,1007636,0,299012,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7487606,5412932,5052852,59454360,1028580,0,298956
7404488,5414864,4908330,59336536,1028860,0,299474,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7343098,5442136,4906258,59256302,1023820,0,298886
7316932,5418798,4910122,59257576,1029252,0,298620,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7330372,5418490,4894330,59338342,1031282,0,298648
7350812,5413114,4936890,59400096,1031240,0,298382,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7378826,5410342,5020078,59188962,1024450,0,297010
7375648,5403958,4866092,59309264,1020558,0,298956,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7478800,5353278,4905404,59407656,1020992,14,297892
7463400,5362210,4867380,59324608,1028006,14,298914,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7494214,5374082,4869956,59244066,1021552,0,298760
7498554,5353852,4831568,59765524,1029070,0,298830,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7419356,5295262,5031096,59467128,1031436,0,298606
7493360,5333888,4925578,59501750,1012270,0,298536,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7477134,5235286,4874968,59730650,1032878,0,297444
7482118,5305762,4891040,59602816,1021986,0,298956,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7486990,5279792,4890900,59588634,1019326,0,299166
7500640,5294464,4970574,59603194,1032976,0,298956,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7487158,5334140,5376742,59676582,1031100,0,299040
7494578,5361132,5142340,59940090,1033102,0,298340,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7487438,5403202,5505766,59896144,1033662,980,297444
7491960,5427786,5378114,59720164,1017506,0,299152,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7503566,5382622,5662398,59909850,1033060,0,298410
7498750,5405204,5921286,59825080,1032346,980,298886,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7503538,5429102,6286742,59783794,1023064,980,299404
7514668,5393024,7959574,59710098,1031604,0,299096,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7451444,5408844,9004772,59729460,1030428,0,298774
7499086,5365990,9042656,59812046,1029308,980,298830,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7496720,5405092,8194060,59904908,1031842,980,299082
7513856,5410706,8117564,59810198,1017744,0,299390,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7509880,5393962,6921936,59838604,1029182,0,296884
7508746,5416152,4901778,60012428,1031324,980,298732,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7486108,5410384,4827046,59870538,1023694,980,299222
