skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL,skt-1_PCIRdCur,skt-1_RFO,skt-1_CRd,skt-1_DRd,skt-1_ItoM,skt-1_PRd,skt-1_WiL
17054632,4666060,1033298,51325204,13738018,0,715834,22313746,345618,4123574,27949516,0,71680,394002
17339336,4734996,301504,51462964,13842990,0,718942,22275260,345660,3234938,27659674,0,71694,391524
17557064,4754232,267148,51505762,13962802,0,722064,22304828,346108,3141124,26958484,0,71666,395276
17672060,4823266,353808,52115378,13637876,0,723898,22295420,346080,3352762,27882778,0,71666,393722
12456234,4037250,998046,52552304,14166026,0,710654,22762362,344428,3690400,26967654,0,72100,382648
17484810,4873162,400540,52559696,14208950,0,723520,22302266,346080,3311938,27951392,0,72100,387156
17981250,4904606,314090,53170110,14143220,0,723982,22305682,346164,3195682,27301778,0,72100,389200
17840158,4933152,294168,52416980,14465010,392,726390,22312836,345912,3231438,29119860,0,71582,387422
18211970,4932704,266056,53017944,14511294,140,724332,22296484,346108,3104430,28231224,0,71148,392714
18094370,4973346,359688,53078984,14570654,140,730534,22312752,346080,3161410,28270830,0,71134,388444
18473476,5008780,246232,53372088,14631470,140,730030,22311758,346290,2986354,28772212,0,71176,389928
18242532,5061406,500038,53050228,14570752,168,736204,22291682,348894,3182046,27981982,0,71092,388332
18662196,5104512,238224,53775722,14628474,168,733572,22292340,348516,3041654,28567280,0,67508,388906
18398814,5103910,217042,53979520,14602336,336,735042,22299942,348628,2961112,28284704,0,71078,393358
18727898,4914644,4713296,48361180,14722610,196,724178,22284108,348572,10715334,29713516,0,71092,382536
18148368,5137216,472682,54661026,14749644,168,748356,22519840,348684,3226370,27720056,0,71190,395262
19073264,5163536,216888,54601162,14806708,140,748104,22518440,348614,3002720,26960878,0,71162,399336
18786684,5091590,225008,55043002,14830480,168,746606,22509214,348698,3082072,26871124,0,71050,395374
19264574,5213656,220080,55119750,14842044,140,749938,22517194,348586,3097948,27590584,0,71246,395164
18947474,5238716,500514,55213536,14921732,420,757624,22512770,348544,3336872,27039586,0,71120,402192
19481770,5238506,284564,55433476,14946554,168,762454,22521240,348558,3302026,27124734,0,71162,399252
19386584,5268046,342062,55560540,14837396,140,762272,22514198,348558,3222576,28091392,0,71078,399392
19504926,5267724,372316,55783392,14582526,210,768390,22441454,348530,3090962,26878054,0,71204,402542
19640124,5301324,565138,54707072,14642572,0,774130,22515724,348488,3453240,26118596,0,71750,400162
19957644,5342568,402150,42287882,9458470,0,748664,22519560,345926,3163958,32110862,0,71330,396564
19412792,5220670,375186,55973176,14082852,0,767410,22300544,345674,3162334,27344772,0,71680,399448
19440946,5289536,280798,55897576,14800506,0,823382,22318940,346206,3027192,26713134,0,71680,402906
19541396,5325222,744506,56290206,14712614,0,852586,22328334,346052,3076962,26209890,0,72338,398944
20240472,5523070,305858,56699174,15010170,0,804454,22338442,346472,3075716,27298740,0,72296,395402
20419476,5586126,348194,57342572,14985936,0,829794,22321978,345996,3154396,26567086,0,71610,400764
20822340,5692148,279076,57344490,14904386,0,843122,22323756,345968,3327002,26292280,0,71680,396018
20808732,5862906,380478,57477616,14842002,0,840448,22315818,346108,3322242,27346172,0,71764,396270
20849332,5875716,269766,57469188,14864612,168,845880,22328250,345870,3005128,26426008,0,71050,400540
20868652,5950224,258594,57614466,14804986,168,852894,22234100,345884,3124436,26338550,0,71092,395766
21006314,5657008,274792,57647996,14816158,168,516530,22311380,346402,2964262,27407996,0,71218,370468
16385502,5443466,236516,57586256,14831922,700,812504,22042510,345184,3013374,26847618,0,70294,399840
21023660,5967444,237132,57612520,14797454,308,801276,22333290,345646,3090514,26495560,0,70924,395066
20804938,6036296,554330,57587054,14718228,168,854980,22331792,348656,3002692,27467524,0,71106,396074
21053998,6055630,228046,57573152,14601846,168,809200,22321096,348530,3170496,26798982,0,71036,399812
21091308,6012426,204386,57631140,14735462,140,858648,22312164,348502,2995062,26568500,0,71288,395570
21076076,6154344,295344,57710016,14680974,140,817110,22316840,348992,3032288,27700456,0,71288,395794
21360808,6145482,205842,57267182,14692398,140,855246,22524166,348656,3023020,27584298,0,71190,399252
21394898,6171144,190624,57347906,14678930,168,821030,22520372,348754,2973138,26412778,0,71190,396004
21464058,6124818,192948,57355326,14668780,168,860272,22519336,348558,3205748,27409200,0,71288,394744
21443576,6189176,203350,57405614,14632618,168,810712,22521590,348180,3005254,26807480,0,70574,398720
19820360,3874108,4466588,55301106,14655914,196,852096,22528870,337078,5894448,27358800,0,71022,398524
21432348,6158768,280952,57291682,14663446,0,803320,22520806,348586,3008642,27341076,0,71820,398636
21456540,5983810,284942,57378160,14703752,0,848736,22523620,346038,3142720,26888302,0,71638,401646
21468398,6076322,315098,57372182,14603918,0,836472,22522164,345968,2995146,26404392,0,71652,398524
21391874,6084862,315756,57086064,14543060,0,843528,22521800,345982,2986326,27284138,0,71722,397404
21503188,6153770,308868,57392230,14586082,0,833728,22520428,345576,2959894,27055280,0,71708,400792
21431704,6080578,340466,57376578,14719264,0,813610,22490762,345884,3013822,26507278,0,71666,398272
21228088,6114864,311962,57349222,14678440,0,799036,22329146,345996,2945040,26733770,0,71652,394506
21220724,6174672,312088,57385104,14668836,0,794626,22317792,346108,3175186,27452026,0,71652,396802
21303604,6169898,290542,57413370,14688422,0,828086,22322496,345758,2974832,26528474,0,71666,399896
21273714,6128402,277354,57839558,12930148,0,763168,22307264,345632,3023860,26379458,0,70126,390180
21313614,6080690,331520,57795738,14722568,0,813400,22339520,346276,3040590,27451634,0,71694,391426
21250418,5713680,284900,57843226,14732816,0,829878,22319626,344260,2984296,27159902,0,71666,398286
21261086,6193600,275086,57735538,14684684,0,857192,22332408,345954,3104220,26704006,42,72114,397712
21319732,6154078,209552,57824872,14696794,168,875490,22324918,345982,3024840,27012552,42,71624,395612
21304836,6188364,191044,57652560,14657230,168,877674,22315314,345954,2999864,27807724,42,71232,396312
21293692,6204380,234696,57759940,14548506,252,871010,22324932,345926,3034570,27425706,42,71246,400848
21254772,6147582,261478,57818404,14539448,644,869260,22312738,346122,2996672,26352522,42,71148,395570
21278586,6224344,269654,57814008,14355376,140,876302,22302490,345856,3001936,27335294,42,71190,396186
21222600,6323842,287280,57812132,14462532,252,873894,22307992,348516,3064502,27185494,42,71190,397782
21247464,6306118,289380,57829142,14439992,168,685454,22312892,348698,2958802,26569424,42,71078,388752
20887426,6171816,211512,57830514,14234906,140,874692,22228752,347130,2907842,26315184,42,71218,395766
20836438,5924170,226590,57855070,14475034,140,876904,22278158,346150,2902494,27222006,42,71120,395220
20299916,6235306,206864,57493450,14518364,140,876526,22482782,348530,2885680,27068930,42,71120,397012
20523188,6266036,204484,57462062,14476196,168,870240,22473654,348670,2864204,26288220,42,71120,400610
20564964,6332074,206038,57582588,14499842,168,878332,22488270,348558,2904622,26174946,42,71148,395962
20419826,6364400,195692,57472590,14448308,168,889574,22487290,348628,2946160,27300210,42,70952,399490
