,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-11-28,13:53:50.664,  434.15,  288.22,  432.76,  288.70,  438.89,  294.98,  435.75,  288.05,,, 1741.53, 1159.95,    125706, 2901.48,   1741.53,   1159.95,   2901.48
2023-11-28,13:53:51.663,  433.34,  287.57,  431.88,  288.05,  437.98,  294.32,  434.69,  287.41,,, 1737.90, 1157.35,    125652, 2895.26,   1737.90,   1157.35,   2895.26
2023-11-28,13:53:52.664,  435.82,  288.85,  433.60,  288.90,  439.99,  295.35,  436.56,  288.40,,, 1745.98, 1161.51,    125589, 2907.49,   1745.98,   1161.51,   2907.49
2023-11-28,13:53:53.665,  432.62,  287.02,  431.07,  287.48,  437.37,  293.78,  433.61,  286.70,,, 1734.68, 1154.99,    125746, 2889.67,   1734.68,   1154.99,   2889.67
2023-11-28,13:53:54.664,  433.01,  287.11,  431.19,  287.78,  437.47,  293.98,  433.73,  286.89,,, 1735.40, 1155.77,    125619, 2891.17,   1735.40,   1155.77,   2891.17
2023-11-28,13:53:55.665,  434.31,  287.69,  432.07,  288.11,  438.43,  294.25,  435.08,  287.39,,, 1739.89, 1157.45,    125580, 2897.33,   1739.89,   1157.45,   2897.33
2023-11-28,13:53:56.666,  433.77,  287.36,  431.63,  287.74,  437.90,  294.19,  434.66,  286.97,,, 1737.96, 1156.26,    125729, 2894.22,   1737.96,   1156.26,   2894.22
2023-11-28,13:53:57.665,  432.87,  286.77,  431.11,  287.21,  436.99,  293.30,  433.89,  286.48,,, 1734.86, 1153.76,    125556, 2888.61,   1734.86,   1153.76,   2888.61
2023-11-28,13:53:58.666,  432.89,  286.89,  431.44,  287.43,  437.05,  293.24,  433.74,  286.60,,, 1735.12, 1154.16,    125721, 2889.28,   1735.12,   1154.16,   2889.28
2023-11-28,13:53:59.665,  432.85,  286.98,  431.42,  287.48,  437.31,  293.28,  433.92,  286.77,,, 1735.50, 1154.51,    125608, 2890.01,   1735.50,   1154.51,   2890.01
2023-11-28,13:54:00.665,  430.85,  285.86,  430.22,  286.82,  435.80,  292.49,  432.47,  285.81,,, 1729.34, 1150.98,    125577, 2880.32,   1729.34,   1150.98,   2880.32
2023-11-28,13:54:01.666,  432.43,  286.76,  431.80,  287.69,  436.94,  293.27,  433.42,  286.53,,, 1734.60, 1154.26,    125748, 2888.85,   1734.60,   1154.26,   2888.85
2023-11-28,13:54:02.665,  434.53,  287.91,  433.83,  289.24,  439.20,  294.75,  436.04,  288.05,,, 1743.60, 1159.95,    125581, 2903.55,   1743.60,   1159.95,   2903.55
2023-11-28,13:54:03.665,  431.63,  286.07,  430.60,  287.29,  436.49,  292.96,  432.98,  286.15,,, 1731.69, 1152.47,    125565, 2884.16,   1731.69,   1152.47,   2884.16
2023-11-28,13:54:04.666,  431.91,  286.53,  431.05,  287.38,  436.93,  293.34,  433.55,  286.64,,, 1733.44, 1153.89,    125704, 2887.33,   1733.44,   1153.89,   2887.33
2023-11-28,13:54:05.665,  433.24,  287.20,  432.11,  287.95,  438.02,  293.87,  435.16,  287.31,,, 1738.53, 1156.33,    125573, 2894.86,   1738.53,   1156.33,   2894.86
2023-11-28,13:54:06.666,  432.45,  286.96,  430.82,  287.07,  436.82,  293.35,  433.85,  286.49,,, 1733.93, 1153.88,    125657, 2887.81,   1733.93,   1153.88,   2887.81
2023-11-28,13:54:07.667,  431.71,  286.52,  430.79,  287.10,  436.74,  293.18,  433.23,  286.30,,, 1732.47, 1153.10,    125719, 2885.57,   1732.47,   1153.10,   2885.57
2023-11-28,13:54:08.666,  432.99,  287.21,  431.91,  287.67,  437.53,  293.65,  434.25,  287.00,,, 1736.68, 1155.53,    125578, 2892.21,   1736.68,   1155.53,   2892.21
2023-11-28,13:54:09.667,  432.81,  287.32,  432.72,  288.07,  438.29,  294.23,  434.06,  287.17,,, 1737.87, 1156.79,    125711, 2894.66,   1737.87,   1156.79,   2894.66
2023-11-28,13:54:10.667,  432.03,  286.68,  431.62,  287.28,  436.85,  293.34,  433.22,  286.63,,, 1733.72, 1153.93,    125593, 2887.65,   1733.72,   1153.93,   2887.65
2023-11-28,13:54:11.666,  430.41,  285.43,  429.72,  286.11,  434.95,  292.10,  431.86,  285.56,,, 1726.95, 1149.21,    125597, 2876.15,   1726.95,   1149.21,   2876.15
2023-11-28,13:54:12.667,  433.65,  287.66,  433.25,  288.18,  438.87,  294.61,  435.63,  287.73,,, 1741.41, 1158.18,    125712, 2899.58,   1741.41,   1158.18,   2899.58
2023-11-28,13:54:13.667,  432.48,  287.44,  432.09,  287.58,  437.65,  293.95,  434.57,  287.28,,, 1736.78, 1156.24,    125618, 2893.03,   1736.78,   1156.24,   2893.03
2023-11-28,13:54:14.666,  430.90,  286.13,  430.65,  286.55,  436.06,  292.65,  432.56,  285.98,,, 1730.18, 1151.31,    125625, 2881.48,   1730.18,   1151.31,   2881.48
2023-11-28,13:54:15.667,  435.59,  288.91,  435.06,  289.63,  440.60,  295.53,  437.35,  289.03,,, 1748.60, 1163.10,    125754, 2911.70,   1748.60,   1163.10,   2911.70
2023-11-28,13:54:16.667,  432.00,  286.50,  431.40,  287.18,  436.82,  292.96,  433.63,  286.61,,, 1733.85, 1153.25,    125616, 2887.11,   1733.85,   1153.25,   2887.11
2023-11-28,13:54:17.666,  431.18,  286.05,  429.99,  286.51,  435.87,  292.49,  432.66,  286.14,,, 1729.71, 1151.19,    125596, 2880.90,   1729.71,   1151.19,   2880.90
2023-11-28,13:54:18.667,  434.48,  288.05,  433.37,  288.82,  439.33,  294.71,  435.86,  288.18,,, 1743.04, 1159.76,    125765, 2902.80,   1743.04,   1159.76,   2902.80
2023-11-28,13:54:19.666,  432.07,  286.51,  430.69,  286.91,  436.73,  293.01,  433.08,  286.34,,, 1732.57, 1152.76,    125566, 2885.33,   1732.57,   1152.76,   2885.33
2023-11-28,13:54:20.667,  430.89,  285.83,  429.58,  286.18,  436.20,  292.53,  431.49,  285.44,,, 1728.16, 1149.98,    125587, 2878.14,   1728.16,   1149.98,   2878.14
2023-11-28,13:54:21.668,  433.04,  287.17,  432.30,  287.69,  438.53,  293.85,  434.46,  287.23,,, 1738.33, 1155.95,    125735, 2894.28,   1738.33,   1155.95,   2894.28
2023-11-28,13:54:22.667,  433.58,  287.82,  432.75,  288.33,  439.15,  294.39,  434.99,  287.85,,, 1740.47, 1158.40,    125619, 2898.87,   1740.47,   1158.40,   2898.87
2023-11-28,13:54:23.668,  431.97,  286.58,  431.43,  287.19,  437.49,  293.22,  433.16,  286.61,,, 1734.05, 1153.60,    125594, 2887.65,   1734.05,   1153.60,   2887.65
2023-11-28,13:54:24.668,  433.35,  287.34,  432.81,  287.83,  438.91,  294.02,  434.32,  287.31,,, 1739.38, 1156.49,    125712, 2895.88,   1739.38,   1156.49,   2895.88
2023-11-28,13:54:25.667,  432.99,  287.25,  432.84,  287.93,  438.38,  293.92,  433.50,  286.96,,, 1737.71, 1156.05,    125588, 2893.76,   1737.71,   1156.05,   2893.76
2023-11-28,13:54:26.668,  432.58,  287.17,  432.52,  287.77,  437.62,  293.54,  433.59,  286.89,,, 1736.31, 1155.37,    125714, 2891.68,   1736.31,   1155.37,   2891.68
2023-11-28,13:54:27.668,  431.93,  286.52,  432.29,  287.36,  437.64,  293.46,  432.56,  286.13,,, 1734.42, 1153.47,    125629, 2887.88,   1734.42,   1153.47,   2887.88
2023-11-28,13:54:28.667,  433.63,  287.62,  433.39,  288.42,  439.16,  294.51,  434.19,  287.31,,, 1740.36, 1157.86,    125568, 2898.23,   1740.36,   1157.86,   2898.23
2023-11-28,13:54:29.668,  432.92,  287.13,  432.35,  287.82,  438.93,  294.25,  433.76,  286.80,,, 1737.96, 1155.99,    125712, 2893.95,   1737.96,   1155.99,   2893.95
2023-11-28,13:54:30.668,  429.28,  284.82,  428.78,  285.67,  435.08,  291.57,  430.50,  284.60,,, 1723.64, 1146.66,    125548, 2870.30,   1723.64,   1146.66,   2870.30
2023-11-28,13:54:31.668,  433.21,  287.24,  432.79,  288.18,  438.62,  293.88,  434.55,  287.45,,, 1739.16, 1156.76,    125606, 2895.92,   1739.16,   1156.76,   2895.92
2023-11-28,13:54:32.669,  433.37,  287.39,  432.86,  288.25,  438.77,  294.22,  434.33,  287.29,,, 1739.33, 1157.15,    125722, 2896.48,   1739.33,   1157.15,   2896.48
2023-11-28,13:54:33.668,  431.81,  286.29,  431.72,  287.32,  437.26,  293.44,  432.75,  285.88,,, 1733.54, 1152.93,    125618, 2886.47,   1733.54,   1152.93,   2886.47
2023-11-28,13:54:34.669,  432.46,  287.01,  432.52,  287.57,  438.07,  293.90,  433.60,  286.61,,, 1736.64, 1155.09,    125567, 2891.73,   1736.64,   1155.09,   2891.73
2023-11-28,13:54:35.670,  437.75,  289.01,  437.38,  289.47,  442.93,  295.84,  438.84,  288.74,,, 1756.90, 1163.07,    125675, 2919.97,   1756.90,   1163.07,   2919.97
2023-11-28,13:54:36.669,  431.60,  286.62,  430.86,  286.62,  436.56,  293.18,  432.77,  286.41,,, 1731.79, 1152.84,    125579, 2884.63,   1731.79,   1152.84,   2884.63
2023-11-28,13:54:37.670,  434.01,  288.10,  433.34,  288.04,  439.11,  294.75,  434.93,  287.55,,, 1741.40, 1158.44,    125564, 2899.84,   1741.40,   1158.44,   2899.84
2023-11-28,13:54:38.671,  435.11,  288.60,  433.98,  288.53,  439.71,  295.11,  435.77,  287.84,,, 1744.56, 1160.08,    125687, 2904.64,   1744.56,   1160.08,   2904.64
2023-11-28,13:54:39.670,  431.50,  286.31,  430.43,  286.35,  436.36,  293.02,  432.07,  285.76,,, 1730.35, 1151.45,    125580, 2881.80,   1730.35,   1151.45,   2881.80
2023-11-28,13:54:40.671,  431.96,  286.57,  431.57,  286.98,  437.50,  293.46,  433.06,  286.30,,, 1734.09, 1153.32,    125683, 2887.41,   1734.09,   1153.32,   2887.41
2023-11-28,13:54:41.671,  432.47,  287.04,  432.53,  287.93,  438.14,  294.15,  433.57,  286.79,,, 1736.69, 1155.92,    125646, 2892.61,   1736.69,   1155.92,   2892.61
2023-11-28,13:54:42.670,  430.40,  285.57,  430.16,  286.27,  435.77,  292.43,  431.23,  285.44,,, 1727.56, 1149.70,    125586, 2877.27,   1727.56,   1149.70,   2877.27
2023-11-28,13:54:43.671,  432.76,  287.02,  432.12,  287.69,  437.84,  293.81,  433.32,  286.51,,, 1736.03, 1155.03,    125699, 2891.06,   1736.03,   1155.03,   2891.06
2023-11-28,13:54:44.671,  432.90,  287.09,  431.51,  287.19,  437.56,  293.39,  433.80,  286.76,,, 1735.76, 1154.43,    125556, 2890.19,   1735.76,   1154.43,   2890.19
2023-11-28,13:54:45.671,  433.49,  287.48,  432.28,  287.90,  438.25,  293.96,  434.19,  287.24,,, 1738.20, 1156.58,    125585, 2894.78,   1738.20,   1156.58,   2894.78
2023-11-28,13:54:46.672,  431.82,  286.47,  430.87,  287.01,  436.59,  292.88,  432.94,  286.41,,, 1732.21, 1152.77,    125715, 2884.98,   1732.21,   1152.77,   2884.98
2023-11-28,13:54:47.672,  433.08,  286.97,  432.00,  287.33,  438.18,  293.75,  433.78,  286.80,,, 1737.05, 1154.86,    125591, 2891.91,   1737.05,   1154.86,   2891.91
2023-11-28,13:54:48.672,  434.20,  288.24,  433.26,  288.46,  439.22,  294.71,  435.36,  288.01,,, 1742.05, 1159.43,    125618, 2901.47,   1742.05,   1159.43,   2901.47
2023-11-28,13:54:49.673,  432.44,  286.92,  430.99,  286.99,  437.02,  293.14,  432.91,  286.43,,, 1733.37, 1153.47,    125723, 2886.84,   1733.37,   1153.47,   2886.84
2023-11-28,13:54:50.673,  429.70,  284.79,  428.22,  284.94,  434.35,  291.08,  430.06,  284.44,,, 1722.32, 1145.25,    125573, 2867.57,   1722.32,   1145.25,   2867.57
2023-11-28,13:54:51.672,  433.61,  287.55,  432.89,  288.01,  438.43,  293.74,  434.55,  287.43,,, 1739.48, 1156.73,    125634, 2896.21,   1739.48,   1156.73,   2896.21
2023-11-28,13:54:52.673,  432.98,  287.47,  432.37,  287.83,  438.37,  294.24,  433.34,  287.06,,, 1737.06, 1156.60,    125676, 2893.67,   1737.06,   1156.60,   2893.67
2023-11-28,13:54:53.673,  431.75,  286.59,  431.19,  286.97,  437.21,  293.24,  432.30,  286.31,,, 1732.46, 1153.12,    125581, 2885.57,   1732.46,   1153.12,   2885.57
2023-11-28,13:54:54.672,  433.43,  287.41,  433.57,  288.39,  438.98,  294.25,  434.51,  287.50,,, 1740.49, 1157.55,    125619, 2898.04,   1740.49,   1157.55,   2898.04
2023-11-28,13:54:55.673,  433.05,  287.15,  432.91,  287.99,  438.82,  294.22,  433.97,  287.20,,, 1738.75, 1156.58,    125717, 2895.33,   1738.75,   1156.58,   2895.33
2023-11-28,13:54:56.673,  431.94,  286.72,  431.86,  287.32,  437.31,  293.47,  432.93,  286.45,,, 1734.03, 1153.96,    125533, 2888.00,   1734.03,   1153.96,   2888.00
2023-11-28,13:54:57.673,  431.11,  285.83,  431.54,  286.97,  437.07,  293.07,  432.62,  285.94,,, 1732.35, 1151.82,    125613, 2884.17,   1732.35,   1151.82,   2884.17
2023-11-28,13:54:58.674,  434.32,  288.24,  434.36,  289.29,  440.58,  295.63,  436.09,  288.36,,, 1745.36, 1161.52,    125719, 2906.88,   1745.36,   1161.52,   2906.88
2023-11-28,13:54:59.674,  432.87,  286.78,  432.49,  287.63,  438.37,  293.56,  434.43,  286.74,,, 1738.15, 1154.71,    125620, 2892.87,   1738.15,   1154.71,   2892.87
2023-11-28,13:55:00.673,  431.74,  286.74,  431.22,  287.22,  436.83,  293.18,  432.91,  286.32,,, 1732.71, 1153.47,    125558, 2886.17,   1732.71,   1153.47,   2886.17
2023-11-28,13:55:01.674,  434.88,  288.64,  434.65,  289.41,  440.63,  295.54,  435.92,  288.22,,, 1746.08, 1161.82,    125738, 2907.90,   1746.08,   1161.82,   2907.90
2023-11-28,13:55:02.674,  432.39,  287.08,  431.98,  287.77,  438.14,  294.07,  433.70,  286.96,,, 1736.21, 1155.88,    125584, 2892.10,   1736.21,   1155.88,   2892.10
2023-11-28,13:55:03.673,  431.02,  286.16,  431.22,  286.98,  437.10,  293.14,  432.44,  286.07,,, 1731.79, 1152.34,    125553, 2884.13,   1731.79,   1152.34,   2884.13
2023-11-28,13:55:04.674,  433.89,  288.08,  434.44,  289.04,  440.19,  295.25,  435.13,  287.93,,, 1743.65, 1160.30,    125748, 2903.95,   1743.65,   1160.30,   2903.95
2023-11-28,13:55:05.674,  432.21,  287.13,  432.41,  287.58,  437.89,  293.73,  433.41,  286.80,,, 1735.93, 1155.24,    125540, 2891.17,   1735.93,   1155.24,   2891.17
2023-11-28,13:55:06.674,  431.04,  286.37,  430.91,  286.34,  436.78,  292.88,  432.30,  285.71,,, 1731.03, 1151.31,    125609, 2882.34,   1731.03,   1151.31,   2882.34
2023-11-28,13:55:07.675,  433.83,  288.30,  434.49,  288.90,  440.04,  294.91,  435.72,  288.06,,, 1744.08, 1160.18,    125702, 2904.26,   1744.08,   1160.18,   2904.26
2023-11-28,13:55:08.675,  432.12,  287.32,  432.70,  287.81,  437.89,  293.55,  433.72,  286.91,,, 1736.43, 1155.60,    125630, 2892.04,   1736.43,   1155.60,   2892.04
2023-11-28,13:55:09.675,  431.41,  286.75,  432.01,  287.33,  437.49,  293.11,  433.13,  286.57,,, 1734.03, 1153.77,    125722, 2887.80,   1734.03,   1153.77,   2887.80
2023-11-28,13:55:10.675,  434.88,  288.70,  434.72,  289.18,  440.50,  295.12,  436.04,  288.43,,, 1746.15, 1161.44,    125620, 2907.58,   1746.15,   1161.44,   2907.58
