Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8442210,6086528,1334298,58869160,1105510,0,327040
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8411102,6139406,1557122,58860032,1110634,0,328174
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8475964,6119470,1301468,58915318,1114680,0,574924
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9386986,7063182,1736588,67668034,1097404,0,571928
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9305632,7283696,1922774,66151736,1081738,0,563388
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9104186,7209146,2076326,66219846,1062040,0,566090
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9216256,7213486,2365426,67291462,1106238,0,571256
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9541196,6801774,2266110,69158670,1016372,0,550676
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8894354,6942768,2547300,66300220,1044148,168,552300
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9032044,7146930,2464742,58388624,1106518,0,330400
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8409674,6151978,2369556,58438758,1108380,0,326564
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8344588,6181532,2335186,58263982,1111166,0,328006
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8377026,6133428,4684134,58083676,1105062,0,568708
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9550086,7012642,5784744,68918864,1111544,14,569212
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9508100,7001722,5399352,68933662,1118068,14,572838
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9557002,7166936,5187560,68316178,1118600,14,561358
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9286886,7075866,5411924,68337122,1106812,0,565432
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9386496,7157822,4932760,68665604,1118698,280,566146
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9426060,7215180,4785872,67534782,1118894,0,567868
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9327766,7222012,4579162,67742444,1098552,0,569212
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9367120,6693078,3146906,68788342,1110410,0,567798
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9464364,6969970,1459836,58176398,1122996,0,332500
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8423268,6172264,1246448,57673602,1119062,0,332220
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8404816,6188616,1251040,58340338,1125404,0,331912
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8424556,6252386,1253616,58322390,1119902,0,329868
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8437506,6217596,1234450,58405718,1112048,0,332654
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8434748,6036002,1263976,58426942,1095724,280,330442
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8452878,6027868,1283450,58348892,1070790,0,330484
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8437002,6088306,1290268,58672334,1065876,0,331366
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8443512,6027322,1278718,59640938,1074094,0,332444
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8419306,6140946,1294986,59705576,1080884,0,333704
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8430086,6143578,1244362,59773154,1091692,0,331618
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8456784,6149640,1255296,59259200,1104222,0,326676
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8430828,6192928,1242374,59281334,1109248,0,328034
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8439522,6282948,1221906,59413928,1115716,0,329028
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8439158,6288464,1251138,59347806,1114694,280,329308
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8449196,6244084,1166508,59432954,1123514,0,329364
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8435420,6216532,1157996,58867158,1116304,0,330974
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8457498,6212332,1174376,58275826,1116052,0,329084
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8406006,6157648,1225154,58260916,1109962,0,328636
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8444492,6268108,1250032,58326814,1115632,0,328706
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8450722,6248354,1432298,70133056,1071056,0,562842
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9511586,6718600,1499946,71071602,1083936,0,564452
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9616544,6729912,1405376,70413336,1049146,0,553896
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9388470,6779500,1755012,70570444,1041432,280,543004
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9230046,6824174,1441272,70057204,1026102,0,499940
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8927492,6920830,1435924,69151166,1034306,0,509054
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9028726,6920774,1459654,69538070,1041040,0,331338
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8398152,6101382,1191680,59122350,1049258,0,330624
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8411102,6065444,1184792,59144610,1055614,0,331058
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8400854,6112204,1266020,59061282,1070524,0,332262
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8409870,6131776,1232098,58901206,1067360,0,332836
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8402758,6121066,1236676,62631646,1053920,0,544474
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8886542,6946450,1442196,66056312,1052254,280,541772
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,9005388,6981814,1425746,66248280,1063440,0,539518
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8942710,7022554,1709988,66405346,1042776,0,536508
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,8972194,7074144,1478274,66333316,1061522,0,528472
