Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7458430,5510932,5501034,61364352,1036854,0,304010
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7549010,5483520,5563698,61398442,1037946,0,301084
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7593936,5521250,5493810,61309262,1047914,168,302946
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7547372,5515286,5567982,61236420,1037806,0,302386
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7555254,5526514,5480272,61098898,1044820,0,302666
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7552594,5537700,5706260,60796792,1024996,966,302596
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7566510,5525660,5655524,61057570,1042580,966,302484
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7594272,5480538,5662342,61332922,1030848,966,301056
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7584906,5523994,5571944,60959920,1040242,966,302624
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7553868,5475904,5596472,61103868,1037540,966,302078
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7575792,5518086,5531708,60765530,1038604,966,301854
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7502180,5510176,5569018,60755128,1024786,1134,300286
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7549150,5487202,5546632,60638200,1032234,966,300244
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7550690,5490338,5428304,60524268,1025668,0,299698
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7523488,5485774,5422746,60462934,1029434,0,298802
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7526316,5486642,5428430,60426604,1026074,0,299670
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7538202,5472292,5475596,60269692,1033410,0,298298
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7517874,5467882,5367572,60245920,1025234,0,297472
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7539280,5484556,5344808,60318160,1032822,0,296240
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7551222,5475008,5483926,60121908,1027726,0,296688
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7546658,5473524,5406912,60112920,1027558,168,296702
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7520982,5461610,5430054,60219278,1030456,0,294546
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7504420,5459734,5457550,59959228,1037078,0,293706
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7512498,5430810,5407080,60053924,1035944,0,294546
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7475986,5460378,5411952,59972976,1037092,0,294658
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,7523012,5447540,6618640,59927854,1027054,0,294574
