Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4481750,3230514,8005340,49381066,627536,0,176078
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4500272,3232852,8108632,49595938,628460,14,176806
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4500790,3221288,7895664,49596736,628292,14,177030
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4504556,3232516,7897386,49634914,628320,14,176834
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4499068,3246348,7876246,49724948,628376,0,176302
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4502932,3232516,8216124,49813372,628390,0,177450
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4491018,3237416,7911162,49699356,629174,0,178178
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4503156,3242848,7920360,50071812,627760,0,178136
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4504192,3237990,7949690,50908984,628544,0,177800
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4490794,3220434,8086428,50691200,626864,0,177254
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4486174,3234238,8194242,50827126,626612,0,177450
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4459014,3226356,8090208,50777454,625632,0,178122
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4487280,3217270,8072148,50244152,624554,0,178584
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4489716,3180044,8070846,49544530,625590,0,177086
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4475324,3166184,8149344,49466956,625254,0,176330
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4483878,3144484,8017674,49406056,625310,0,177688
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4478922,3152254,8161804,49673666,626150,0,178332
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4479328,3153080,8152592,49474418,626108,0,178150
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4477410,3154354,7976724,49546294,627494,0,177912
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4484256,3162166,8186878,49341796,627382,0,177142
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4483192,3177916,8080576,49406840,627620,0,176708
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4479160,3178294,8196188,49504266,626430,0,177310
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4450180,3198188,8095318,49465920,627060,0,178150
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4488708,3225754,8122044,49393974,627970,0,178262
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4485166,3231200,8349810,49315588,626850,0,178388
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4491438,3232586,8565788,49357896,626864,0,178360
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4486664,3231004,8477868,49372372,624512,0,176288
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4437230,3195220,8813392,49386960,622006,0,179564
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4485852,3234266,9071048,49335902,627690,0,178710
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4485138,3222408,9460192,49332206,627060,0,178094
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4488890,3230374,9166318,49382802,627718,0,178934
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4474316,3233734,11020968,49539952,627606,0,178416
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4491676,3228064,12080124,49389914,627662,0,179214
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4491522,3217200,11863684,49317940,627746,168,178976
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4491494,3226062,11632908,49375088,625940,0,179004
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4491354,3229212,11677414,49354060,627648,0,179466
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4487574,3230318,11509190,49411292,625730,0,179186
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4485026,3227448,11489450,49337022,626696,0,179396
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4464866,3225306,11075442,49246736,625352,0,179424
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4461800,3222380,11362834,49295190,626024,0,179368
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4474064,3232348,7962192,49155204,622748,0,179186
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4468982,3226244,8948940,49296226,628166,0,179186
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4472804,3222758,7997570,49343126,626332,168,179466
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4472566,3230402,8033200,49173600,625226,0,179116
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4483430,3197894,8050602,49311108,627116,0,179550
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4481554,3230066,8110802,49292950,628530,0,179144
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4486482,3230416,8078686,49248332,628460,0,179564
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4475800,3226090,7978922,49256312,609238,14,178626
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4466840,3217494,7944272,50146208,626514,14,179200
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4457376,3221974,7953274,50449224,627522,14,179186
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4475786,3224368,7934878,50573516,626990,0,179102
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4469332,3230276,7963004,50398572,627816,168,179466
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4479720,3228022,8028804,50424444,627130,0,179634
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4475366,3220560,8157926,50458730,628194,0,179634
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4483598,3226776,8033438,50524726,626962,0,179522
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4480084,3230066,8430450,50436526,627676,0,179424
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4480938,3227098,8041782,49888580,626486,0,179634
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4478768,3226062,8039668,49191716,626920,0,179704
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4480434,3227868,8087352,49233912,626178,0,179368
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4474624,3230318,8088304,49191114,627326,0,179592
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4476024,3229744,8003968,49279524,624386,168,179088
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4470816,3232684,7955388,49163380,622020,0,179452
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4482646,3234350,7925414,49200298,622468,0,179410
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4470228,3234378,7957446,49237678,620662,0,179410
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4481960,3234140,8091706,49112042,619528,0,178962
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4484648,3237444,7993762,49165914,614908,0,179256
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4484410,3236072,8236522,49191618,612850,0,179564
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4463298,3230304,8054200,49198310,614250,0,179452
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4487056,3230416,7973504,49082544,616182,0,179564
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4474022,3228008,7938154,49154854,614950,168,179648
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4487126,3233370,7902944,49243754,615132,0,179508
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4461800,3230094,7953918,49299110,618520,0,177884
Skt,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
0,4474708,3231690,7945854,49288652,618996,0,179452
