skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL,skt-1_PCIRdCur,skt-1_RFO,skt-1_CRd,skt-1_DRd,skt-1_ItoM,skt-1_PRd,skt-1_WiL
10686172,1206324,130270,25954670,9691248,0,594762,9756376,46914,3555734,5681732,0,9618,56756
10888430,1204392,128394,26023452,9690436,0,611282,9933756,46830,3125612,5075336,0,9618,56994
10888836,1206366,157094,26002424,9690828,0,605612,9927050,46858,3245648,4330494,0,9618,57008
10889088,1198974,158634,26003138,9689596,0,610162,9911552,46816,3044566,5631654,0,9618,56756
10888346,1206324,169106,26034988,9690268,0,610078,9943234,46872,3188262,4203906,0,9618,56672
10885644,1205638,161336,25991994,9690184,0,844116,9920792,46858,3041136,6349322,0,9618,81522
15134770,1451646,132398,35884744,13946730,0,510916,14305340,67158,3159898,6047076,0,13874,79856
13983578,786996,211932,12721240,9551206,140,139468,14343322,67830,3175116,6788992,0,14084,80990
8265866,188160,109214,12410202,9401420,140,138334,14265398,67354,3189326,7379260,0,13790,80976
8304688,190820,73528,12169556,9285906,140,139650,14268716,67508,3098284,7427812,0,14350,81354
8273832,193074,164598,12187448,9322460,154,145040,14341194,67592,3337418,6368404,0,14434,81984
8131340,190050,163450,12242314,9301432,14,144676,14349426,67270,3180520,5080138,0,14364,82376
8173914,194026,168924,12336744,9285794,14,140112,14246680,67270,3312596,5255642,0,14336,81410
8225056,193690,163996,11980668,9445296,154,138656,14261618,67158,3191258,6220032,0,13650,81312
8209334,190568,254016,12093830,9481416,140,139678,14261128,67060,3078236,6774068,0,13776,81326
8087898,196602,272104,12118596,9425024,112,139524,14258356,67578,3011652,7376894,0,9758,57624
8330476,158844,4608590,20223896,9825578,0,631344,10107440,50806,7074802,5607224,14,9744,57862
11044068,1220044,184380,21168448,9822470,0,631792,10052378,47474,3039246,4366348,14,9744,57876
11043830,1218728,161644,21124474,9824052,0,628124,10067582,47446,3006262,4918956,14,9744,57904
11043382,1220030,158844,21199962,9843274,0,628950,10062752,47530,3008544,5132792,14,9758,57918
11042710,1217986,157766,21082474,9821826,0,631526,10057572,47488,3063900,3720920,14,9758,57862
11042374,1219484,159124,21222992,9823772,0,631204,10061352,47460,2979340,5445048,14,9744,57778
11042472,1218938,159040,21291942,9821826,0,630168,10063116,47502,3025708,4272506,14,9744,57862
11043130,1219330,159054,21214242,9823534,0,629678,10073686,47488,3097122,5214566,14,9744,58044
11042444,1218350,160692,21159810,9821952,0,623070,10058314,47516,3024602,4782708,14,9744,57666
11042710,1219302,169736,21197288,13552154,0,892332,10066308,47460,3047814,3575600,14,14014,82964
15880228,1746010,6982318,29757308,14018984,0,879172,14476952,68320,15216586,5692582,14,14462,82880
15872584,1747914,169652,29548862,14130816,0,891268,14475286,68334,3096366,5075042,14,14462,82950
15872836,1747256,179088,29544746,14127470,168,891016,14469336,68292,3177006,5850306,14,14448,82936
15872276,1748124,115220,29531446,14129486,168,891072,14463274,68306,3119620,6663524,14,14028,82908
15873242,1747284,90678,29487192,14124250,168,887768,14474572,68292,2992864,7334068,14,14028,82894
15872276,1748264,72506,29545600,14127358,168,888986,14471898,68320,2944984,6685098,0,14028,82936
15872710,1749328,72436,29580376,14127302,168,885388,14472794,68320,2987656,5633908,0,14014,82950
15873130,1748614,115836,29637482,14127358,182,873684,14479556,68320,3097262,4889640,0,14028,83006
15872626,1734166,74312,29492162,14127414,140,912352,14461874,68362,3097710,5497604,0,14028,87122
15873452,1763062,75908,29481410,17206182,140,1049566,14475174,68334,3012898,6692658,0,17080,100968
19301590,2144534,93408,33729514,16844100,196,1028216,17636080,83202,3000312,11593442,0,17066,100954
19303214,2143862,76790,35217700,17138240,168,1035846,17628618,83188,2961812,6962550,0,17066,100898
19307204,2144072,125944,35226408,17206686,140,1041642,17627932,83146,3192532,6379254,0,17066,100870
19501762,2142826,109662,35018830,17203032,168,1052632,17634820,83146,3077914,8060920,0,17080,100982
19389720,2143288,80920,35070658,17212314,602,1055992,17627218,83104,3001684,8017786,0,17080,100912
19309402,2143330,75068,34885732,17202738,252,1057308,17631768,83202,2958186,6202714,0,17066,100954
19307512,2143694,205968,34971804,17202668,168,1060416,17633630,83188,3051342,7378994,0,17080,101066
19308912,2143442,45430,34924484,17202108,140,1048138,17630102,83202,3033674,8816318,0,17080,100856
19301506,2142308,268870,34989626,17202500,140,1057938,17621324,83174,2989224,7434476,0,17080,101276
19309276,2143526,125776,34993784,8110340,364,517454,17629220,83188,3226160,6434372,0,8050,47824
9122890,1015588,287966,17524038,8112636,140,306824,8321754,39242,3007522,4105430,0,8092,48286
9011142,799204,240534,16180738,8129926,0,327810,8348270,39396,3025064,4207518,0,8078,47950
