skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL,skt-1_PCIRdCur,skt-1_RFO,skt-1_CRd,skt-1_DRd,skt-1_ItoM,skt-1_PRd,skt-1_WiL
7468216,5416810,4943862,60551218,1029266,0,298396,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7474586,5396678,5500110,60574136,1032976,0,298732
7480088,5402278,5059376,60748268,1037932,0,298704,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7484540,5373340,5038992,60594954,1032234,980,298634
7482314,5405778,4999288,59657262,1031940,0,298970,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7478674,5414892,5005798,59497214,1031758,0,299250
7472710,5430376,4969566,59558394,1032906,980,298676,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7494242,5406002,4981690,59551814,1028216,980,299026
7481572,5416516,4975334,59526082,1034334,0,298872,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7468944,5425518,4925858,59497718,1023792,0,298340
7492548,5412596,4983916,59604482,1022056,980,298452,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7483700,5391960,4939900,59398780,1017086,980,298200
7460236,5402166,4930044,59438848,1018654,0,298634,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7486220,5398358,4885020,59518928,1017058,0,298424
7481894,5401606,4878328,59576090,1020110,980,296044,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7477582,5391120,4925830,59498600,1032332,980,298144
7480032,5423390,4918130,59494134,1028790,168,298466,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7473522,5405708,4971190,59437854,1034376,0,298536
7499520,5404714,5508692,59417456,1033480,980,297864,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7479038,5409670,4913594,59434396,1021244,994,298172
7491232,5408592,4949476,59385928,1035300,14,298676,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7466410,5470416,4903010,59504508,1030988,966,296548
7479472,5421178,4863502,59502912,1031366,1134,298928,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7464912,5411742,4861234,59520580,1031870,1946,298676
7484988,5408900,4928770,59547544,1035034,966,298074,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7486640,5414556,4914644,59593254,1021664,966,297290
7490406,5405638,5006246,59387566,1028678,966,297696,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7488614,5410720,4978470,59422118,1025038,0,298004
7481698,5406380,4932704,58111536,1019270,168,291998,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7398776,5365822,4884446,59124590,1022952,0,295764
7440272,5374852,5028156,59334338,1025696,0,295792,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7474656,5423376,5058508,59299730,1029546,0,294686
7471016,5400332,5040924,59374518,1024394,0,293216,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7467348,5401410,5150530,59366076,1030106,0,292516
7475972,5401312,5049212,59377136,1025626,168,293370,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7481334,5396090,5075840,59378354,1019074,0,294056
7483238,5397420,5067580,59439044,1027362,0,294434,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7478030,5407570,5128018,59363612,1024716,0,296100
7479388,5417972,5102286,59442824,1023876,0,297990,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7446866,5408536,5102146,59531206,1026256,0,299068
7452480,5404602,5296144,59367448,1010842,168,298382,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7424060,5378170,5208112,59453548,1027824,0,299082
7416192,5412414,5088342,59481226,1026116,0,299082,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7373982,5398582,5119268,59424862,1024646,0,298956
7341852,5399044,5179412,59423014,1029700,0,298326,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7323540,5417286,5090484,59402602,1017996,0,297920
7313054,5389776,5128802,59388126,1027782,168,298368,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7326116,5405246,5207412,59477460,1022252,0,298536
7346038,5390266,5202652,59535266,1024324,0,297948,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7392392,5385324,5297348,59473862,1029826,14,297612
7462350,5344710,5169010,59525074,1027110,14,298102,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7486542,5409222,5372612,59442768,1030778,14,298662
7482622,5408284,5103126,59461920,1030512,168,296996,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7402920,5342932,5054266,59047380,1027866,0,296324
7443996,5385534,5041540,59273592,1022840,0,297640,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7375200,5340132,5088916,59081862,1007006,0,296926
7469462,5353628,4962202,59136868,1009792,0,297486,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7475734,5388838,4957904,59320996,1016932,0,298256
7471940,5394410,5000380,59350690,1012032,168,298214,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7480690,5385422,5027120,59428152,1014692,0,298536
7472248,5395278,5068518,59462200,1027908,0,298284,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7486598,5390490,5083512,59483760,1024436,0,298410
7484288,5398022,4973570,59469886,1028720,0,296604,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7481376,5399772,5038334,59602676,1025990,0,297976
7489944,5371044,5107242,59444014,1030022,168,298284,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7485016,5409782,5049310,59448634,1032822,966,298158
7489202,5411154,5137888,59620148,1030484,966,298228,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7492926,5410930,5100172,59441200,1030078,966,298802
7499282,5402558,5127864,59505082,1033830,966,298550,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7489496,5422858,5198774,59334100,1031646,966,297220
7471072,5403958,5060636,59458658,1033872,168,297696,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7503454,5416558,5022878,59364634,1032822,0,297808
7494172,5405554,5028142,59514210,1036266,0,296198,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7492030,5419078,5078150,59496332,1034516,0,294056
7486234,5402222,5025076,61737676,1031422,0,294658,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7495124,5427394,4968726,59718246,1032192,0,291158
7506506,5421948,5114984,59817590,1033354,168,292516,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7442680,5431986,4975740,59841390,1027978,0,293664
7514766,5426330,4955020,59929548,1030372,0,293916,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7513128,5407570,5108628,59876334,1034740,0,295176
7519470,5413856,5045572,59973830,1036028,0,295932,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7514794,5420086,4837854,60106466,1037176,14,299054
7456680,5429368,4830574,60030040,1035650,182,299278,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7431382,5413254,4865896,60215652,1033284,0,299390
7436912,5417692,5035212,60162816,1035706,0,299264,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7405020,5407206,4864804,60299078,1033480,0,299124
7342958,5404868,5036052,60181450,1034166,0,299236,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7329448,5404826,4866960,60091500,1033564,0,298732
7315308,5415004,4857426,60183256,1031576,168,299376,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7341320,5397910,4865854,59984400,1031562,0,299488
7366394,5393164,4838582,60293254,1029686,0,299530,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7500850,5369028,5035226,60107572,1032668,0,299040
7510006,5290712,5114270,60455906,1029140,0,299250,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7500556,5367026,5028940,59736026,1031604,0,298200
7506226,5351808,5066040,60373292,1031716,168,299726,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7505022,5315002,4894064,60461030,1031548,0,299264
7516712,5278546,4880218,60635428,1036126,0,299558,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7505862,5256370,5007212,60272534,1029672,0,299628
