SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),System-Read,System-Write,System-Memory
  611.80,  246.24,  611.30,  264.43,  545.53,  245.41,  660.46,  260.70, 2429.09, 1016.79,4264306799, 3445.88,   2429.09,   1016.79,   3445.88
  609.83,  245.41,  609.25,  264.21,  543.34,  244.56,  658.36,  260.16, 2420.78, 1014.33,4263971270, 3435.11,   2420.78,   1014.33,   3435.11
  610.96,  245.87,  610.25,  264.68,  543.06,  244.37,  658.71,  260.59, 2422.98, 1015.50,4268095354, 3438.48,   2422.98,   1015.50,   3438.48
  607.09,  244.28,  605.30,  262.44,  538.18,  242.25,  653.30,  258.95, 2403.87, 1007.93,4263985473, 3411.79,   2403.87,   1007.93,   3411.79
  610.46,  245.38,  609.19,  264.44,  541.67,  243.86,  656.82,  260.29, 2418.15, 1013.96,4264235191, 3432.11,   2418.15,   1013.96,   3432.11
  610.71,  246.18,  609.58,  264.87,  542.95,  244.53,  657.69,  260.86, 2420.94, 1016.44,4268139815, 3437.38,   2420.94,   1016.44,   3437.38
  609.19,  244.82,  609.13,  264.42,  541.85,  243.66,  657.21,  260.06, 2417.37, 1012.96,4264315729, 3430.33,   2417.37,   1012.96,   3430.33
  608.58,  244.85,  608.50,  264.23,  542.64,  243.94,  657.43,  260.48, 2417.15, 1013.50,4264228309, 3430.66,   2417.15,   1013.50,   3430.66
  611.09,  245.90,  611.56,  265.63,  544.31,  244.60,  659.69,  261.20, 2426.65, 1017.32,4268118403, 3443.97,   2426.65,   1017.32,   3443.97
  608.95,  245.13,  611.58,  265.41,  542.39,  244.06,  658.00,  260.41, 2420.92, 1015.01,4264241561, 3435.93,   2420.92,   1015.01,   3435.93
  609.26,  245.02,  609.46,  264.60,  542.89,  243.91,  657.63,  260.04, 2419.23, 1013.58,4264225443, 3432.81,   2419.23,   1013.58,   3432.81
  610.97,  246.25,  610.31,  264.68,  543.95,  244.49,  658.71,  260.56, 2423.94, 1015.98,4268118197, 3439.92,   2423.94,   1015.98,   3439.92
  609.28,  245.14,  609.00,  264.51,  542.97,  244.03,  657.62,  260.43, 2418.87, 1014.12,4264029843, 3432.99,   2418.87,   1014.12,   3432.99
  609.07,  245.31,  609.14,  264.35,  543.02,  244.10,  657.93,  260.28, 2419.16, 1014.05,4264219698, 3433.21,   2419.16,   1014.05,   3433.21
  608.51,  245.08,  609.49,  264.85,  543.21,  244.25,  657.62,  260.24, 2418.84, 1014.42,4268111735, 3433.25,   2418.84,   1014.42,   3433.25
  606.46,  244.11,  607.75,  263.81,  540.83,  243.48,  654.48,  259.25, 2409.51, 1010.65,4264284747, 3420.16,   2409.51,   1010.65,   3420.16
  608.41,  245.27,  609.72,  264.86,  543.11,  244.64,  658.08,  260.77, 2419.33, 1015.54,4264235447, 3434.87,   2419.33,   1015.54,   3434.87
  607.63,  244.60,  608.49,  264.27,  542.99,  244.27,  657.48,  260.28, 2416.59, 1013.41,4268098715, 3430.00,   2416.59,   1013.41,   3430.00
  608.04,  244.80,  608.69,  264.61,  542.67,  244.09,  658.09,  260.66, 2417.50, 1014.16,4263975367, 3431.66,   2417.50,   1014.16,   3431.66
  606.38,  244.29,  606.04,  263.68,  541.09,  243.43,  656.59,  260.20, 2410.10, 1011.60,4264234264, 3421.70,   2410.10,   1011.60,   3421.70
  605.47,  243.78,  606.35,  263.89,  541.51,  243.77,  656.80,  260.19, 2410.13, 1011.64,4268263542, 3421.76,   2410.13,   1011.64,   3421.76
