TIME 2024-02-05 15:10:11
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96          9k         0.0         0.0         0.0
       1        0.99          7k       160.0         0.1         0.0
       2        0.97          8k         0.0         0.1         0.0
       3        1.00          8k        80.0         0.4         0.0
       4        2.43        488k      2120.0        33.3         0.7
       5        0.23          2k       320.0         0.3         0.1
       6        0.23          0k         0.0         0.0         0.0
       7        0.22          0k        80.0         0.0         0.0
       8        0.25          0k        40.0         0.0         0.0
       9        0.20          0k         0.0         0.0         0.0
      10        0.95         10k       600.0         0.4         0.7
      11        0.13          0k         0.0         0.0         0.0
      12        0.23          0k         0.0         0.0         0.0
      13        0.24          0k        40.0         0.0         0.0
      14        0.48          2k         0.0         0.0         0.0
      15        0.21          0k        80.0         0.0         0.0
      16        0.23          0k         0.0         0.0         0.0
      17        0.22          0k         0.0         0.0         0.0
      18        0.19          0k         0.0         0.0         0.0
      19        0.21          0k        40.0         0.0         0.0
      20        0.30          0k         0.0         0.0         0.0
      21        0.29          0k        40.0         0.0         0.1
      22        0.31          0k        40.0         0.0         0.0
      23        0.31          0k         0.0         0.0         0.0
      24        0.29          0k         0.0         0.0         0.0
      25        0.22          2k        80.0         0.0         0.0
      26        0.21          0k         0.0         0.0         0.0
      27        0.25          0k         0.0         0.0         0.0
      28        0.28          0k         0.0         0.0         0.0
      29        0.25          0k         0.0         0.0         0.0
      30        0.11          0k        40.0         0.0         0.0
      31        0.32          0k         0.0         0.0         0.0
      32        0.24          0k         0.0         0.0         0.0
      33        0.24          0k         0.0         0.0         0.0
      34        0.20          0k         0.0         0.0         0.0
      35        0.24          0k        40.0         0.0         0.0
      36        0.21          0k        40.0         0.0         0.0
      37        0.25          0k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.24          0k         0.0         0.0         0.0
TIME 2024-02-05 15:10:12
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        208k        80.0         0.9         0.0
       1        1.00        173k       200.0         2.6         0.1
       2        0.97        166k         0.0         3.7         0.0
       3        1.00        181k       240.0         1.7         0.0
       4        3.38      21193k      1440.0       192.1         0.0
       5        0.25          6k       160.0         0.5         0.4
       6        0.19          1k         0.0         0.0         0.0
       7        0.09          1k        80.0         0.0         0.0
       8        0.21          1k        40.0         0.0         0.0
       9        0.17          1k         0.0         0.0         0.0
      10        1.42         77k      4600.0         6.2         2.1
      11        0.05          1k         0.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.26          1k        40.0         0.0         0.0
