System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),UncFREQ (Ghz),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),
2023-11-28,14:18:09.521,0.25,1.25,0.20,1.31,48.32,66.53,0.27,0.31,0.0041,0.0056,  7880,1,0,3.43,1.17,100,55,11886.07,9518.44,2400.05,2.50,62.44,0.50,12.38,15.19,17.03,0.00,67.78,0.00,100.00,0.00,0.00,0.00,0.00,37.44,9.05 ,0.00 ,2.70,1.17,0.90,1.31,1.32,23.55,26.19,0.10,0.10,0.0084,0.0093,    40,0,0,98.75,1.25,0.00,0.00,0.00,56,2814.98,3139.70,2400.05,1.79,44.83,2.35,58.64,
2023-11-28,14:18:10.521,0.25,1.25,0.20,1.31,48.08,66.40,0.28,0.31,0.0040,0.0056,  7960,0,0,3.40,1.17,100,55,11885.76,9514.80,2400.12,2.50,62.46,0.50,12.38,15.18,17.28,0.05,67.49,0.00,100.00,0.00,0.00,0.00,0.00,37.48,9.02 ,0.37 ,2.70,1.17,0.90,1.31,1.32,23.46,26.13,0.10,0.10,0.0083,0.0093,    40,0,0,98.81,1.19,0.00,0.00,0.00,56,2819.14,3139.34,2400.12,1.80,44.90,2.35,58.73,
2023-11-28,14:18:11.521,0.25,1.25,0.20,1.31,48.24,66.37,0.27,0.31,0.0041,0.0056,  8040,0,0,3.42,1.18,100,55,11900.30,9522.22,2399.98,2.50,62.49,0.50,12.40,15.18,17.04,0.03,67.75,0.00,100.00,0.00,0.00,0.00,0.00,37.49,9.03 ,0.37 ,2.70,1.17,0.90,1.31,1.32,23.37,25.99,0.10,0.10,0.0083,0.0092,    40,0,0,98.82,1.18,0.00,0.00,0.00,57,2813.36,3141.80,2399.98,1.79,44.77,2.34,58.61,
2023-11-28,14:18:12.521,0.26,1.30,0.20,1.29,47.91,66.13,0.28,0.31,0.0038,0.0052,  8720,1,0,3.39,1.17,100,55,12694.05,9797.40,2400.08,2.59,64.78,0.53,13.22,15.87,17.65,0.03,66.45,0.00,100.00,0.00,0.00,0.00,0.00,37.75,9.05 ,0.37 ,2.70,1.17,0.90,1.30,1.32,23.27,25.92,0.10,0.10,0.0083,0.0092,    40,0,0,98.85,1.15,0.00,0.00,0.00,56,2814.77,3129.81,2400.08,1.80,44.97,2.35,58.64,
2023-11-28,14:18:13.521,0.25,1.25,0.20,1.31,48.01,66.20,0.27,0.31,0.0040,0.0056,  8880,0,0,3.40,1.18,100,55,11909.88,9526.62,2400.08,2.50,62.51,0.50,12.41,15.17,16.85,0.02,67.97,0.00,100.00,0.00,0.00,0.00,0.00,37.43,8.99 ,0.37 ,2.70,1.17,0.90,1.31,1.33,23.24,25.88,0.10,0.10,0.0083,0.0092,    40,0,0,98.86,1.14,0.00,0.00,0.00,56,2816.39,3144.82,2400.08,1.79,44.78,2.35,58.67,
2023-11-28,14:18:14.521,0.25,1.25,0.20,1.31,47.90,66.12,0.28,0.31,0.0040,0.0056,  8880,1,0,3.39,1.18,100,55,11908.58,9521.10,2399.97,2.50,62.54,0.50,12.40,15.18,17.16,0.01,67.66,0.00,100.00,0.00,0.00,0.00,0.00,37.40,9.03 ,0.37 ,2.70,1.17,0.90,1.31,1.32,23.19,25.83,0.10,0.10,0.0082,0.0092,    40,0,0,98.88,1.12,0.00,0.00,0.00,56,2817.52,3142.47,2399.97,1.79,44.83,2.35,58.70,
2023-11-28,14:18:15.521,0.25,1.25,0.20,1.31,47.80,66.03,0.28,0.31,0.0040,0.0055,  9160,1,0,3.38,1.18,100,55,11901.51,9522.97,2400.06,2.50,62.49,0.50,12.40,15.19,16.99,0.05,67.77,0.00,100.00,0.00,0.00,0.00,0.00,37.45,8.99 ,0.37 ,2.70,1.17,0.90,1.31,1.32,23.12,25.76,0.10,0.10,0.0082,0.0091,    40,0,0,98.80,1.20,0.00,0.00,0.00,56,2815.21,3141.64,2400.06,1.79,44.80,2.35,58.65,
2023-11-28,14:18:16.521,0.25,1.25,0.20,1.30,47.71,65.95,0.28,0.31,0.0040,0.0055,  9160,0,0,3.38,1.17,100,55,11898.52,9514.23,2399.97,2.50,62.53,0.50,12.39,15.20,17.44,0.04,67.32,0.00,100.00,0.00,0.00,0.00,0.00,37.47,9.03 ,0.37 ,2.70,1.17,0.90,1.31,1.32,23.07,25.71,0.10,0.10,0.0082,0.0091,    40,0,0,98.81,1.19,0.00,0.00,0.00,56,2813.96,3137.59,2399.97,1.79,44.84,2.34,58.62,
2023-11-28,14:18:17.521,0.25,1.25,0.20,1.31,47.60,65.89,0.28,0.31,0.0040,0.0055,  9200,0,0,3.36,1.17,100,55,11910.91,9526.24,2400.01,2.50,62.52,0.50,12.41,15.16,16.79,0.00,68.04,0.00,100.00,0.00,0.00,0.00,0.00,37.41,9.06 ,0.37 ,2.70,1.17,0.90,1.31,1.33,23.06,25.71,0.10,0.10,0.0082,0.0091,    40,0,0,98.86,1.14,0.00,0.00,0.00,56,2819.70,3145.51,2400.01,1.79,44.82,2.35,58.74,
2023-11-28,14:18:18.521,0.25,1.25,0.20,1.31,47.91,66.03,0.27,0.31,0.0040,0.0055,  9240,0,0,3.40,1.19,100,55,11918.93,9528.91,2399.82,2.50,62.54,0.50,12.42,15.17,16.79,0.01,68.03,0.00,100.00,0.00,0.00,0.00,0.00,37.44,9.06 ,0.37 ,2.70,1.17,0.89,1.31,1.33,23.03,25.65,0.10,0.10,0.0082,0.0091,    40,0,0,98.89,1.11,0.00,0.00,0.00,56,2813.47,3145.97,2399.82,1.79,44.72,2.34,58.62,
2023-11-28,14:18:19.521,0.25,1.25,0.20,1.31,47.58,65.86,0.28,0.31,0.0040,0.0055,  9320,1,0,3.37,1.17,100,55,11914.43,9526.59,2400.22,2.50,62.53,0.50,12.41,15.18,16.94,0.01,67.86,0.00,100.00,0.00,0.00,0.00,0.00,37.48,8.99 ,0.37 ,2.70,1.17,0.90,1.31,1.33,22.99,25.64,0.10,0.10,0.0082,0.0091,    40,0,0,98.84,1.16,0.00,0.00,0.00,56,2815.95,3143.49,2400.22,1.79,44.79,2.35,58.66,
2023-11-28,14:18:20.521,0.25,1.25,0.20,1.31,47.57,65.83,0.28,0.31,0.0040,0.0055,  9640,1,0,3.36,1.17,100,55,11921.98,9528.67,2400.00,2.50,62.56,0.50,12.42,15.17,16.84,0.01,67.98,0.00,100.00,0.00,0.00,0.00,0.00,37.48,9.03 ,0.37 ,2.70,1.17,0.90,1.31,1.33,22.99,25.64,0.10,0.10,0.0082,0.0091,    40,0,0,98.89,1.11,0.00,0.00,0.00,56,2817.29,3145.84,2400.00,1.79,44.78,2.35,58.69,
2023-11-28,14:18:21.521,0.25,1.25,0.20,1.31,47.60,65.86,0.28,0.31,0.0040,0.0055,  9680,1,0,3.37,1.17,100,55,11919.77,9530.70,2399.99,2.50,62.53,0.50,12.42,15.18,16.84,0.04,67.94,0.00,100.00,0.00,0.00,0.00,0.00,37.47,8.99 ,0.37 ,2.70,1.17,0.90,1.31,1.33,22.97,25.61,0.10,0.10,0.0082,0.0091,    40,0,0,98.87,1.13,0.00,0.00,0.00,56,2816.56,3145.41,2399.99,1.79,44.77,2.35,58.68,
2023-11-28,14:18:22.521,0.25,1.25,0.20,1.31,47.40,65.75,0.28,0.31,0.0040,0.0055,  9800,0,0,3.35,1.17,100,55,11907.77,9527.17,2400.21,2.50,62.49,0.50,12.40,15.20,16.99,0.03,67.78,0.00,100.00,0.00,0.00,0.00,0.00,37.40,9.00 ,0.37 ,2.70,1.17,0.90,1.31,1.32,22.93,25.59,0.10,0.10,0.0081,0.0091,    40,0,0,98.82,1.18,0.00,0.00,0.00,56,2816.75,3142.44,2400.21,1.79,44.82,2.35,58.68,
2023-11-28,14:18:23.521,0.25,1.25,0.20,1.31,47.44,65.79,0.28,0.31,0.0040,0.0055,  9800,1,0,3.35,1.17,100,55,11919.73,9531.42,2400.03,2.50,62.53,0.50,12.42,15.18,16.80,0.01,68.01,0.00,100.00,0.00,0.00,0.00,0.00,37.43,9.04 ,0.37 ,2.70,1.18,0.90,1.31,1.33,22.95,25.61,0.10,0.10,0.0081,0.0091,    40,0,0,98.90,1.10,0.00,0.00,0.00,56,2820.22,3146.57,2400.03,1.79,44.81,2.35,58.75,
2023-11-28,14:18:24.521,0.25,1.25,0.20,1.31,47.32,65.68,0.28,0.31,0.0040,0.0055,  9840,0,0,3.34,1.17,100,55,11916.45,9525.28,2400.19,2.50,62.55,0.50,12.41,15.17,16.84,0.01,67.98,0.00,100.00,0.00,0.00,0.00,0.00,37.45,9.05 ,0.37 ,2.70,1.17,0.90,1.31,1.33,22.92,25.58,0.10,0.10,0.0081,0.0091,    40,0,0,98.84,1.16,0.00,0.00,0.00,56,2818.77,3144.33,2400.19,1.79,44.82,2.35,58.72,
2023-11-28,14:18:25.521,0.25,1.25,0.20,1.31,47.41,65.73,0.28,0.31,0.0040,0.0055,  9800,0,0,3.35,1.17,100,55,11916.95,9528.14,2399.99,2.50,62.54,0.50,12.41,15.18,16.87,0.01,67.94,0.00,100.00,0.00,0.00,0.00,0.00,37.48,9.06 ,0.37 ,2.70,1.17,0.90,1.31,1.33,22.91,25.56,0.10,0.10,0.0081,0.0091,    40,0,0,98.87,1.13,0.00,0.00,0.00,56,2817.11,3145.15,2399.99,1.79,44.78,2.35,58.69,
2023-11-28,14:18:26.521,0.25,1.25,0.20,1.31,47.26,65.60,0.28,0.31,0.0040,0.0055,  9800,0,0,3.34,1.17,100,55,11914.07,9527.45,2400.04,2.50,62.52,0.50,12.41,15.17,16.87,0.00,67.96,0.00,100.00,0.00,0.00,0.00,0.00,37.47,9.03 ,0.37 ,2.70,1.17,0.90,1.31,1.33,22.85,25.50,0.10,0.10,0.0081,0.0091,    40,0,0,98.87,1.13,0.00,0.00,0.00,56,2817.59,3145.15,2400.04,1.79,44.79,2.35,58.70,
2023-11-28,14:18:27.521,0.25,1.25,0.20,1.30,46.82,65.20,0.28,0.31,0.0039,0.0055,  9880,0,0,3.30,1.16,100,55,11903.35,9520.83,2400.10,2.50,62.51,0.50,12.40,15.21,17.21,0.07,67.52,0.00,100.00,0.00,0.00,0.00,0.00,37.46,9.05 ,0.37 ,2.70,1.17,0.90,1.31,1.32,22.63,25.29,0.11,0.10,0.0081,0.0090,    40,0,0,98.75,1.25,0.00,0.00,0.00,56,2810.60,3138.04,2400.10,1.79,44.78,2.34,58.55,
2023-11-28,14:18:28.521,0.25,1.25,0.20,1.31,46.69,65.00,0.28,0.31,0.0039,0.0055, 10080,0,0,3.29,1.16,100,55,11925.35,9525.97,2400.14,2.50,62.59,0.50,12.42,15.18,16.92,0.01,67.89,0.00,100.00,0.00,0.00,0.00,0.00,37.47,9.02 ,0.37 ,2.70,1.17,0.89,1.31,1.33,22.51,25.16,0.11,0.10,0.0080,0.0090,    40,0,0,98.86,1.14,0.00,0.00,0.00,56,2809.34,3144.18,2400.14,1.79,44.68,2.34,58.53,
2023-11-28,14:18:29.521,0.25,1.25,0.20,1.30,46.33,64.67,0.28,0.31,0.0039,0.0054, 10200,0,0,3.26,1.15,100,54,11905.76,9510.93,2400.21,2.50,62.59,0.50,12.40,15.19,17.31,0.01,67.49,0.00,100.00,0.00,0.00,0.00,0.00,37.39,8.95 ,0.37 ,2.70,1.17,0.89,1.31,1.32,22.34,25.00,0.11,0.10,0.0080,0.0089,    40,0,0,98.74,1.26,0.00,0.00,0.00,56,2803.61,3136.72,2400.21,1.79,44.69,2.34,58.40,
2023-11-28,14:18:30.521,0.25,1.25,0.20,1.31,46.21,64.54,0.28,0.31,0.0039,0.0054, 10480,0,0,3.25,1.15,100,55,11938.89,9528.64,2400.18,2.51,62.65,0.50,12.44,15.17,16.81,0.00,68.02,0.00,100.00,0.00,0.00,0.00,0.00,37.41,8.97 ,0.37 ,2.70,1.17,0.89,1.31,1.33,22.27,24.93,0.11,0.10,0.0079,0.0089,    40,0,0,98.87,1.13,0.00,0.00,0.00,56,2804.98,3145.81,2400.18,1.78,44.58,2.34,58.43,
2023-11-28,14:18:31.521,0.25,1.25,0.20,1.31,46.04,64.37,0.28,0.31,0.0039,0.0054, 10600,0,0,3.24,1.15,100,55,11935.03,9526.40,2400.08,2.51,62.64,0.50,12.43,15.18,16.95,0.00,67.87,0.00,100.00,0.00,0.00,0.00,0.00,37.43,8.94 ,0.37 ,2.70,1.17,0.89,1.31,1.33,22.17,24.82,0.11,0.10,0.0079,0.0089,    40,0,0,98.85,1.15,0.00,0.00,0.00,57,2801.01,3143.56,2400.08,1.78,44.55,2.33,58.35,
2023-11-28,14:18:32.521,0.25,1.25,0.20,1.31,45.77,64.13,0.29,0.31,0.0038,0.0054, 10600,0,0,3.22,1.15,100,55,11942.12,9523.57,2400.10,2.51,62.70,0.50,12.44,15.17,16.87,0.00,67.97,0.00,100.00,0.00,0.00,0.00,0.00,37.40,8.94 ,0.37 ,2.70,1.17,0.89,1.31,1.33,22.08,24.74,0.11,0.10,0.0079,0.0088,    40,0,0,98.83,1.17,0.00,0.00,0.00,56,2799.30,3143.86,2400.10,1.78,44.52,2.33,58.32,
2023-11-28,14:18:33.522,0.25,1.25,0.20,1.30,45.64,64.05,0.29,0.31,0.0038,0.0054, 10720,1,0,3.20,1.14,100,55,11940.35,9531.76,2402.59,2.51,62.63,0.50,12.42,15.20,17.12,0.02,67.65,0.00,100.00,0.00,0.00,0.00,0.00,37.47,9.00 ,0.37 ,2.70,1.16,0.89,1.31,1.32,21.99,24.66,0.11,0.10,0.0079,0.0088,    40,0,0,98.76,1.24,0.00,0.00,0.00,56,2796.43,3142.30,2402.59,1.78,44.50,2.33,58.20,
2023-11-28,14:18:34.523,0.25,1.25,0.20,1.31,45.60,63.96,0.29,0.31,0.0038,0.0053, 10760,0,0,3.20,1.14,100,54,11960.29,9533.74,2402.57,2.51,62.73,0.50,12.45,15.15,16.76,0.02,68.07,0.00,100.00,0.00,0.00,0.00,0.00,37.42,8.97 ,0.37 ,2.70,1.16,0.89,1.31,1.33,21.95,24.61,0.11,0.10,0.0078,0.0088,    40,0,0,98.83,1.17,0.00,0.00,0.00,56,2796.71,3148.21,2402.57,1.78,44.42,2.33,58.20,
2023-11-28,14:18:35.523,0.25,1.25,0.20,1.31,45.28,63.69,0.29,0.31,0.0038,0.0053, 10960,1,0,3.17,1.14,100,54,11944.61,9522.10,2400.06,2.51,62.72,0.50,12.44,15.17,16.88,0.02,67.94,0.00,100.00,0.00,0.00,0.00,0.00,37.36,8.95 ,0.37 ,2.70,1.16,0.89,1.31,1.33,21.85,24.52,0.11,0.10,0.0078,0.0088,    40,0,0,98.80,1.20,0.00,0.00,0.00,57,2792.59,3142.84,2400.06,1.78,44.43,2.33,58.18,
2023-11-28,14:18:36.524,0.25,1.25,0.20,1.31,45.40,63.74,0.29,0.31,0.0038,0.0053, 10960,0,0,3.19,1.14,100,55,11957.94,9528.66,2400.00,2.51,62.75,0.50,12.46,15.17,16.80,0.01,68.02,0.00,100.00,0.00,0.00,0.00,0.00,37.39,9.00 ,0.37 ,2.70,1.16,0.89,1.31,1.33,21.81,24.47,0.11,0.10,0.0078,0.0088,    40,0,0,98.88,1.12,0.00,0.00,0.00,56,2790.48,3146.09,2400.00,1.77,44.35,2.33,58.13,
2023-11-28,14:18:37.524,0.25,1.25,0.20,1.31,45.10,63.51,0.29,0.31,0.0038,0.0053, 11040,1,0,3.16,1.13,100,54,11943.14,9520.80,2400.14,2.51,62.72,0.50,12.44,15.17,16.94,0.02,67.87,0.00,100.00,0.00,0.00,0.00,0.00,37.39,8.99 ,0.37 ,2.70,1.16,0.89,1.31,1.33,21.75,24.42,0.11,0.10,0.0078,0.0088,    40,0,0,98.80,1.20,0.00,0.00,0.00,56,2788.74,3142.28,2400.14,1.77,44.37,2.32,58.10,
2023-11-28,14:18:38.524,0.25,1.26,0.20,1.31,45.00,63.44,0.29,0.31,0.0038,0.0053, 11040,0,0,3.15,1.13,100,55,11952.56,9523.65,2399.94,2.51,62.75,0.50,12.45,15.18,16.93,0.03,67.85,0.00,100.00,0.00,0.00,0.00,0.00,37.43,9.04 ,0.37 ,2.70,1.16,0.89,1.31,1.33,21.70,24.36,0.11,0.10,0.0078,0.0087,    40,0,0,98.79,1.21,0.00,0.00,0.00,56,2786.97,3141.88,2399.94,1.77,44.35,2.32,58.06,
2023-11-28,14:18:39.524,0.25,1.25,0.20,1.31,44.96,63.37,0.29,0.31,0.0038,0.0053, 11120,0,0,3.15,1.13,100,55,11939.65,9520.33,2400.01,2.51,62.71,0.50,12.44,15.19,17.02,0.03,67.76,0.00,100.00,0.00,0.00,0.00,0.00,37.43,8.98 ,0.37 ,2.70,1.16,0.89,1.31,1.32,21.65,24.32,0.11,0.10,0.0078,0.0087,    40,0,0,98.76,1.24,0.00,0.00,0.00,56,2784.13,3140.04,2400.01,1.77,44.33,2.32,58.00,
2023-11-28,14:18:40.524,0.25,1.26,0.20,1.31,44.83,63.25,0.29,0.31,0.0038,0.0053, 11120,0,0,3.14,1.13,100,55,11937.87,9508.78,2400.25,2.51,62.77,0.50,12.43,15.17,17.24,0.01,67.58,0.00,100.00,0.00,0.00,0.00,0.00,37.43,8.96 ,0.37 ,2.70,1.16,0.89,1.31,1.32,21.61,24.27,0.11,0.10,0.0078,0.0087,    40,0,0,98.77,1.23,0.00,0.00,0.00,57,2782.50,3138.24,2400.25,1.77,44.33,2.32,57.96,
2023-11-28,14:18:41.524,0.25,1.26,0.20,1.31,44.86,63.29,0.29,0.31,0.0038,0.0053, 11120,0,0,3.14,1.13,100,55,11961.54,9528.73,2400.07,2.51,62.77,0.50,12.46,15.15,16.70,0.11,68.04,0.00,100.00,0.00,0.00,0.00,0.00,37.41,8.98 ,0.37 ,2.70,1.16,0.89,1.31,1.33,21.62,24.28,0.11,0.10,0.0078,0.0087,    40,0,0,98.89,1.11,0.00,0.00,0.00,56,2785.91,3147.24,2400.07,1.77,44.26,2.32,58.04,
2023-11-28,14:18:42.524,0.25,1.26,0.20,1.31,44.78,63.22,0.29,0.31,0.0037,0.0053, 11200,0,0,3.13,1.13,100,55,11958.10,9526.99,2400.05,2.51,62.76,0.50,12.46,15.16,16.77,0.01,68.06,0.00,100.00,0.00,0.00,0.00,0.00,37.43,8.98 ,0.37 ,2.70,1.16,0.88,1.31,1.33,21.58,24.25,0.11,0.10,0.0078,0.0087,    40,0,0,98.85,1.15,0.00,0.00,0.00,56,2783.57,3145.37,2400.05,1.77,44.25,2.32,57.99,
2023-11-28,14:18:43.524,0.25,1.26,0.20,1.31,44.76,63.21,0.29,0.31,0.0037,0.0053, 11240,0,0,3.13,1.13,100,55,11960.12,9529.15,2400.17,2.51,62.76,0.50,12.46,15.18,16.85,0.04,67.93,0.00,100.00,0.00,0.00,0.00,0.00,37.39,8.98 ,0.37 ,2.70,1.16,0.88,1.31,1.33,21.56,24.22,0.11,0.10,0.0077,0.0087,    40,0,0,98.88,1.12,0.00,0.00,0.00,56,2783.26,3145.43,2400.17,1.77,44.24,2.32,57.98,
2023-11-28,14:18:44.524,0.25,1.25,0.20,1.30,44.59,63.06,0.29,0.31,0.0037,0.0053, 11320,0,0,3.12,1.12,100,55,11936.66,9514.39,2399.89,2.51,62.73,0.50,12.43,15.20,17.33,0.02,67.46,0.00,100.00,0.00,0.00,0.00,0.00,37.39,8.94 ,0.48 ,2.70,1.16,0.89,1.31,1.32,21.49,24.16,0.11,0.10,0.0077,0.0087,    40,0,0,98.76,1.24,0.00,0.00,0.00,57,2778.62,3137.19,2399.89,1.77,44.29,2.32,57.89,
