,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-11-28,14:20:44.448, 1000.34,  303.89,  621.55,  257.14,  591.01,  256.40,  794.39,  282.10,,, 3007.30, 1099.52,4268096980, 4106.82,   3007.30,   1099.52,   4106.82
2023-11-28,14:20:45.448, 1001.21,  304.27,  621.98,  256.99,  590.99,  256.24,  795.01,  282.51,,, 3009.19, 1100.02,4264084366, 4109.21,   3009.19,   1100.02,   4109.21
2023-11-28,14:20:46.448, 1000.84,  303.93,  621.61,  256.75,  589.37,  255.62,  793.91,  282.27,,, 3005.73, 1098.56,4264345219, 4104.29,   3005.73,   1098.56,   4104.29
2023-11-28,14:20:47.448, 1001.46,  303.95,  622.27,  257.13,  590.38,  255.95,  793.72,  281.85,,, 3007.83, 1098.88,4268026091, 4106.71,   3007.83,   1098.88,   4106.71
2023-11-28,14:20:48.448, 1001.74,  304.60,  622.36,  257.22,  590.68,  255.91,  793.85,  281.83,,, 3008.63, 1099.56,4264225417, 4108.20,   3008.63,   1099.56,   4108.20
2023-11-28,14:20:49.448, 1000.71,  303.88,  621.78,  256.88,  590.03,  255.71,  792.64,  281.46,,, 3005.17, 1097.93,4263976527, 4103.09,   3005.17,   1097.93,   4103.09
2023-11-28,14:20:50.448, 1002.68,  304.45,  622.81,  257.42,  591.34,  256.22,  793.60,  281.95,,, 3010.43, 1100.04,4268081580, 4110.47,   3010.43,   1100.04,   4110.47
2023-11-28,14:20:51.448, 1000.86,  304.23,  621.39,  257.12,  589.81,  255.23,  791.96,  281.71,,, 3004.02, 1098.30,4264206578, 4102.32,   3004.02,   1098.30,   4102.32
2023-11-28,14:20:52.448,  997.11,  302.81,  619.59,  256.27,  587.92,  254.91,  790.77,  280.94,,, 2995.40, 1094.92,4264239119, 4090.32,   2995.40,   1094.92,   4090.32
2023-11-28,14:20:53.449, 1003.11,  304.81,  622.81,  257.60,  590.17,  255.92,  794.33,  282.09,,, 3010.42, 1100.42,4268010735, 4110.84,   3010.42,   1100.42,   4110.84
2023-11-28,14:20:54.448, 1001.95,  304.06,  622.90,  257.47,  590.26,  255.87,  794.16,  282.00,,, 3009.27, 1099.40,4264044563, 4108.67,   3009.27,   1099.40,   4108.67
2023-11-28,14:20:55.449, 1003.77,  305.03,  624.74,  258.19,  592.91,  256.82,  796.24,  282.59,,, 3017.66, 1102.64,4263829709, 4120.29,   3017.66,   1102.64,   4120.29
2023-11-28,14:20:56.449, 1000.30,  303.64,  622.10,  257.38,  590.46,  255.75,  793.85,  281.73,,, 3006.70, 1098.50,4268290033, 4105.20,   3006.70,   1098.50,   4105.20
2023-11-28,14:20:57.449,  999.09,  303.50,  621.67,  257.27,  590.26,  255.59,  792.80,  281.52,,, 3003.83, 1097.88,4263982387, 4101.71,   3003.83,   1097.88,   4101.71
2023-11-28,14:20:58.450, 1003.38,  304.38,  623.41,  257.77,  591.47,  256.16,  794.84,  282.32,,, 3013.09, 1100.63,4263992211, 4113.73,   3013.09,   1100.63,   4113.73
2023-11-28,14:20:59.450, 1003.35,  304.74,  623.23,  257.85,  591.56,  256.34,  794.49,  282.06,,, 3012.62, 1100.99,4268245099, 4113.61,   3012.62,   1100.99,   4113.61
2023-11-28,14:21:00.450, 1002.05,  304.96,  621.20,  258.22,  590.05,  256.80,  791.84,  282.52,,, 3005.14, 1102.50,4263965976, 4107.64,   3005.14,   1102.50,   4107.64
2023-11-28,14:21:01.451, 1001.40,  304.69,  622.56,  258.32,  590.80,  256.47,  793.13,  282.04,,, 3007.90, 1101.53,4268195341, 4109.43,   3007.90,   1101.53,   4109.43
2023-11-28,14:21:02.450,  997.59,  303.43,  619.24,  257.18,  588.94,  255.84,  789.42,  280.88,,, 2995.19, 1097.33,4263966121, 4092.52,   2995.19,   1097.33,   4092.52
2023-11-28,14:21:03.450,  997.78,  303.41,  620.38,  257.70,  589.25,  255.72,  789.82,  281.34,,, 2997.23, 1098.16,4263971655, 4095.40,   2997.23,   1098.16,   4095.40
2023-11-28,14:21:04.451, 1000.21,  304.19,  621.03,  257.75,  589.85,  255.68,  792.17,  282.01,,, 3003.26, 1099.62,4268303451, 4102.88,   3003.26,   1099.62,   4102.88
2023-11-28,14:21:05.450, 1002.27,  305.16,  623.56,  258.77,  593.41,  257.16,  794.83,  282.64,,, 3014.07, 1103.73,4264241111, 4117.80,   3014.07,   1103.73,   4117.80
2023-11-28,14:21:06.450,  998.32,  303.41,  620.45,  257.20,  589.92,  255.55,  791.65,  281.37,,, 3000.34, 1097.53,4263956065, 4097.87,   3000.34,   1097.53,   4097.87
2023-11-28,14:21:07.451,  998.25,  303.36,  620.71,  257.64,  589.97,  255.54,  791.13,  281.10,,, 3000.05, 1097.63,4268162981, 4097.69,   3000.05,   1097.63,   4097.69
2023-11-28,14:21:08.450,  998.46,  303.65,  620.90,  257.58,  590.53,  255.60,  790.89,  281.04,,, 3000.78, 1097.88,4263948598, 4098.65,   3000.78,   1097.88,   4098.65
2023-11-28,14:21:09.450,  996.87,  303.15,  619.96,  257.25,  588.65,  255.12,  789.62,  281.09,,, 2995.10, 1096.60,4263972714, 4091.70,   2995.10,   1096.60,   4091.70
2023-11-28,14:21:10.451,  999.84,  304.06,  623.16,  258.11,  589.67,  255.68,  791.28,  281.44,,, 3003.94, 1099.29,4268237496, 4103.23,   3003.94,   1099.29,   4103.23
2023-11-28,14:21:11.450,  998.48,  303.66,  620.19,  256.72,  589.70,  255.23,  789.50,  280.89,,, 2997.87, 1096.51,4263992173, 4094.38,   2997.87,   1096.51,   4094.38
2023-11-28,14:21:12.450,  998.51,  303.73,  620.76,  257.45,  590.10,  255.37,  790.11,  281.32,,, 2999.48, 1097.87,4263974813, 4097.34,   2999.48,   1097.87,   4097.34
2023-11-28,14:21:13.451,  998.59,  304.16,  620.24,  257.96,  589.22,  255.85,  789.75,  281.90,,, 2997.80, 1099.88,4268612369, 4097.68,   2997.80,   1099.88,   4097.68
2023-11-28,14:21:14.450,  997.32,  303.47,  618.25,  256.84,  588.21,  255.29,  788.01,  280.75,,, 2991.79, 1096.35,4263971811, 4088.14,   2991.79,   1096.35,   4088.14
2023-11-28,14:21:15.450, 1001.36,  305.01,  622.10,  258.36,  591.82,  257.04,  792.61,  282.35,,, 3007.88, 1102.75,4263975323, 4110.64,   3007.88,   1102.75,   4110.64
2023-11-28,14:21:16.451,  999.32,  304.02,  620.27,  257.12,  589.48,  255.40,  791.67,  281.50,,, 3000.73, 1098.04,4268227659, 4098.77,   3000.73,   1098.04,   4098.77
2023-11-28,14:21:17.450,  998.05,  303.75,  618.91,  256.49,  588.35,  255.02,  789.97,  280.61,,, 2995.27, 1095.87,4263988509, 4091.15,   2995.27,   1095.87,   4091.15
2023-11-28,14:21:18.450,  998.58,  303.84,  619.03,  256.79,  588.34,  255.23,  789.78,  280.77,,, 2995.73, 1096.63,4263993489, 4092.36,   2995.73,   1096.63,   4092.36
2023-11-28,14:21:19.451,  997.43,  303.78,  618.66,  256.65,  587.76,  255.18,  788.54,  280.96,,, 2992.39, 1096.58,4268241199, 4088.97,   2992.39,   1096.58,   4088.97
2023-11-28,14:21:20.450, 1001.25,  305.12,  621.80,  257.62,  591.90,  256.71,  793.24,  282.46,,, 3008.19, 1101.91,4263984187, 4110.10,   3008.19,   1101.91,   4110.10
2023-11-28,14:21:21.451,  996.51,  302.98,  618.23,  255.98,  588.25,  254.59,  790.10,  280.88,,, 2993.08, 1094.44,4263999453, 4087.53,   2993.08,   1094.44,   4087.53
2023-11-28,14:21:22.452,  998.14,  303.56,  618.44,  256.55,  589.02,  255.52,  791.37,  281.48,,, 2996.97, 1097.10,4268255290, 4094.07,   2996.97,   1097.10,   4094.07
2023-11-28,14:21:23.451,  997.66,  303.66,  618.46,  256.04,  588.92,  255.15,  791.47,  281.32,,, 2996.52, 1096.16,4263963622, 4092.68,   2996.52,   1096.16,   4092.68
2023-11-28,14:21:24.452,  996.02,  303.22,  617.64,  256.05,  587.52,  254.76,  789.56,  280.63,,, 2990.74, 1094.67,4263994164, 4085.40,   2990.74,   1094.67,   4085.40
2023-11-28,14:21:25.452,  995.82,  302.99,  618.75,  256.22,  588.82,  255.17,  789.88,  280.77,,, 2993.27, 1095.15,4268090693, 4088.43,   2993.27,   1095.15,   4088.43
2023-11-28,14:21:26.452,  998.19,  303.66,  619.12,  256.60,  590.27,  255.88,  790.54,  281.40,,, 2998.12, 1097.54,4263988868, 4095.66,   2998.12,   1097.54,   4095.66
2023-11-28,14:21:27.453,  997.57,  303.75,  618.77,  256.20,  589.48,  255.41,  789.87,  280.83,,, 2995.69, 1096.18,4264201872, 4091.87,   2995.69,   1096.18,   4091.87
2023-11-28,14:21:28.452,  997.44,  303.98,  617.81,  255.96,  589.15,  255.60,  790.14,  281.21,,, 2994.54, 1096.74,4268322545, 4091.28,   2994.54,   1096.74,   4091.28
2023-11-28,14:21:29.452,  995.37,  303.02,  616.38,  255.21,  587.80,  254.76,  788.44,  280.51,,, 2987.99, 1093.50,4264036346, 4081.49,   2987.99,   1093.50,   4081.49
2023-11-28,14:21:30.453,  997.71,  303.91,  618.08,  256.03,  588.95,  255.28,  790.10,  281.37,,, 2994.84, 1096.58,4264256700, 4091.42,   2994.84,   1096.58,   4091.42
2023-11-28,14:21:31.454,  997.33,  303.59,  618.58,  256.25,  588.50,  255.11,  789.12,  281.08,,, 2993.53, 1096.03,4268253136, 4089.56,   2993.53,   1096.03,   4089.56
2023-11-28,14:21:32.453,  996.57,  303.50,  618.41,  256.43,  588.79,  255.16,  788.48,  280.84,,, 2992.25, 1095.93,4263962786, 4088.18,   2992.25,   1095.93,   4088.18
2023-11-28,14:21:33.454,  998.55,  304.02,  619.63,  257.01,  589.58,  255.50,  790.25,  281.51,,, 2998.00, 1098.04,4268239047, 4096.05,   2998.00,   1098.04,   4096.05
2023-11-28,14:21:34.453,  997.01,  303.61,  616.98,  255.96,  588.77,  255.45,  788.36,  281.07,,, 2991.12, 1096.09,4263986327, 4087.21,   2991.12,   1096.09,   4087.21
2023-11-28,14:21:35.453,  996.88,  303.43,  616.59,  255.90,  588.04,  254.87,  787.74,  280.85,,, 2989.25, 1095.06,4263991775, 4084.31,   2989.25,   1095.06,   4084.31
2023-11-28,14:21:36.454, 1001.39,  304.95,  620.11,  257.38,  592.18,  256.94,  792.80,  282.54,,, 3006.48, 1101.80,4268254828, 4108.28,   3006.48,   1101.80,   4108.28
2023-11-28,14:21:37.453,  998.23,  303.91,  617.91,  256.44,  588.33,  255.32,  789.41,  280.76,,, 2993.88, 1096.43,4263952875, 4090.31,   2993.88,   1096.43,   4090.31
2023-11-28,14:21:38.453,  999.28,  303.87,  619.97,  256.95,  590.18,  255.38,  789.24,  281.31,,, 2998.67, 1097.51,4263981983, 4096.18,   2998.67,   1097.51,   4096.18
2023-11-28,14:21:39.454,  998.56,  303.94,  617.98,  256.54,  588.43,  255.56,  788.16,  280.98,,, 2993.13, 1097.02,4268257357, 4090.15,   2993.13,   1097.02,   4090.15
2023-11-28,14:21:40.453,  998.45,  303.99,  616.98,  256.11,  587.59,  255.45,  787.56,  280.69,,, 2990.57, 1096.24,4263988575, 4086.81,   2990.57,   1096.24,   4086.81
2023-11-28,14:21:41.453,  999.14,  304.15,  618.08,  256.55,  588.31,  255.64,  788.26,  281.02,,, 2993.78, 1097.37,4264006105, 4091.15,   2993.78,   1097.37,   4091.15
2023-11-28,14:21:42.454,  998.85,  304.05,  619.11,  256.87,  588.90,  255.57,  788.40,  280.93,,, 2995.26, 1097.42,4268251692, 4092.68,   2995.26,   1097.42,   4092.68
2023-11-28,14:21:43.453,  996.76,  303.47,  617.94,  256.71,  586.85,  255.40,  786.79,  280.89,,, 2988.35, 1096.47,4263973941, 4084.82,   2988.35,   1096.47,   4084.82
2023-11-28,14:21:44.454, 1000.03,  304.73,  619.57,  257.16,  588.72,  255.63,  789.79,  281.51,,, 2998.10, 1099.03,4263989748, 4097.13,   2998.10,   1099.03,   4097.13
2023-11-28,14:21:45.455,  999.49,  304.48,  618.13,  256.69,  588.31,  255.72,  788.14,  281.04,,, 2994.07, 1097.92,4268285543, 4092.00,   2994.07,   1097.92,   4092.00
2023-11-28,14:21:46.454,  877.97,   55.40,  113.71,   47.15,  107.91,   46.89,  150.77,   58.15,,, 1250.35,  207.59,4263736822, 1457.95,   1250.35,    207.59,   1457.95
2023-11-28,14:21:47.455,  845.20,    0.30,    1.14,    0.41,    0.96,    0.41,    8.98,    8.31,,,  856.28,    9.44,4263967480,  865.72,    856.28,      9.44,    865.72
2023-11-28,14:21:48.455,  853.39,    0.27,    1.37,    0.36,    1.07,    0.38,    9.27,    8.32,,,  865.10,    9.33,4268245052,  874.43,    865.10,      9.33,    874.43
2023-11-28,14:21:49.454,  852.97,    0.39,    1.28,    0.43,    1.04,    0.47,    9.24,    8.42,,,  864.53,    9.71,4263947206,  874.24,    864.53,      9.71,    874.24
2023-11-28,14:21:50.455,  847.93,    0.26,    1.02,    0.35,    0.85,    0.38,    8.92,    8.31,,,  858.71,    9.30,4268238583,  868.01,    858.71,      9.30,    868.01
2023-11-28,14:21:51.454,  848.03,    0.26,    1.02,    0.35,    0.87,    0.39,    8.91,    8.28,,,  858.84,    9.29,4263959285,  868.12,    858.84,      9.29,    868.12
2023-11-28,14:21:52.454,  935.91,  159.56,  322.98,  132.93,  310.30,  133.84,  414.32,  148.98,,, 1983.51,  575.31,4263962093, 2558.82,   1983.51,    575.31,   2558.82
2023-11-28,14:21:53.455,  880.04,   59.40,  120.53,   49.67,  115.84,   50.29,  160.05,   60.78,,, 1276.46,  220.14,4268235014, 1496.60,   1276.46,    220.14,   1496.60
2023-11-28,14:21:54.454,  852.57,    0.28,    1.14,    0.42,    0.88,    0.39,    8.93,    8.31,,,  863.52,    9.40,4263966458,  872.92,    863.52,      9.40,    872.92
2023-11-28,14:21:55.455,  849.82,    0.29,    1.09,    0.39,    0.93,    0.41,    8.93,    8.30,,,  860.75,    9.39,4263979950,  870.14,    860.75,      9.39,    870.14
2023-11-28,14:21:56.456,  851.25,    0.26,    1.20,    0.38,    0.93,    0.38,    9.01,    8.28,,,  862.38,    9.31,4268229518,  871.69,    862.38,      9.31,    871.69
2023-11-28,14:21:57.455,  850.97,    0.30,    1.45,    0.44,    1.01,    0.41,    9.17,    8.33,,,  862.60,    9.49,4263945652,  872.08,    862.60,      9.49,    872.08
2023-11-28,14:21:58.456,  850.25,    0.30,    1.05,    0.37,    0.96,    0.40,    8.96,    8.32,,,  861.22,    9.39,4268172089,  870.61,    861.22,      9.39,    870.61
2023-11-28,14:21:59.456,  914.01,  109.28,  222.18,   91.64,  214.40,   92.26,  286.60,  104.66,,, 1637.19,  397.84,4263943795, 2035.04,   1637.19,    397.84,   2035.04
2023-11-28,14:22:00.455,  997.51,  303.69,  613.72,  253.28,  590.55,  256.07,  782.54,  277.02,,, 2984.33, 1090.06,4264003504, 4074.39,   2984.33,   1090.06,   4074.39
2023-11-28,14:22:01.456,  995.67,  302.95,  611.86,  252.44,  587.35,  254.99,  779.90,  276.28,,, 2974.79, 1086.66,4268576162, 4061.45,   2974.79,   1086.66,   4061.45
2023-11-28,14:22:02.456,  995.51,  302.95,  610.22,  251.84,  587.26,  254.84,  778.73,  276.23,,, 2971.72, 1085.86,4264070260, 4057.58,   2971.72,   1085.86,   4057.58
2023-11-28,14:22:03.455,  993.48,  302.15,  607.61,  251.01,  586.13,  254.66,  776.91,  275.31,,, 2964.14, 1083.14,4263955640, 4047.27,   2964.14,   1083.14,   4047.27
2023-11-28,14:22:04.456,  995.14,  302.70,  610.74,  252.19,  587.89,  255.37,  778.45,  275.73,,, 2972.22, 1085.98,4268240930, 4058.20,   2972.22,   1085.98,   4058.20
2023-11-28,14:22:05.456,  992.98,  301.80,  608.86,  251.57,  586.93,  255.13,  777.62,  275.22,,, 2966.39, 1083.72,4263986840, 4050.11,   2966.39,   1083.72,   4050.11
2023-11-28,14:22:06.455,  993.39,  302.24,  609.27,  251.53,  586.11,  254.66,  778.74,  275.30,,, 2967.51, 1083.72,4263826076, 4051.23,   2967.51,   1083.72,   4051.23
2023-11-28,14:22:07.456,  995.17,  302.81,  608.41,  251.46,  586.58,  254.95,  778.78,  275.79,,, 2968.94, 1085.00,4268230448, 4053.94,   2968.94,   1085.00,   4053.94
2023-11-28,14:22:08.455,  994.63,  302.67,  609.35,  251.65,  586.40,  254.70,  778.75,  275.50,,, 2969.13, 1084.52,4263990993, 4053.65,   2969.13,   1084.52,   4053.65
2023-11-28,14:22:09.455,  991.17,  301.42,  607.99,  250.91,  585.11,  254.21,  776.69,  274.79,,, 2960.97, 1081.32,4263968750, 4042.28,   2960.97,   1081.32,   4042.28
2023-11-28,14:22:10.456,  994.84,  302.55,  609.72,  252.07,  587.18,  255.03,  779.13,  275.78,,, 2970.86, 1085.42,4268492914, 4056.29,   2970.86,   1085.42,   4056.29
2023-11-28,14:22:11.456,  993.81,  302.13,  608.54,  251.39,  586.90,  255.21,  776.93,  275.18,,, 2966.18, 1083.91,4263984135, 4050.08,   2966.18,   1083.91,   4050.08
2023-11-28,14:22:12.455,  994.54,  302.29,  610.22,  252.36,  587.46,  255.31,  777.62,  275.27,,, 2969.84, 1085.22,4264013853, 4055.06,   2969.84,   1085.22,   4055.06
2023-11-28,14:22:13.456,  993.49,  302.16,  608.98,  251.81,  587.16,  255.21,  777.30,  275.33,,, 2966.92, 1084.50,4268490496, 4051.43,   2966.92,   1084.50,   4051.43
2023-11-28,14:22:14.456,  993.26,  302.39,  608.22,  251.49,  586.51,  254.91,  777.16,  274.98,,, 2965.16, 1083.77,4263991495, 4048.92,   2965.16,   1083.77,   4048.92
2023-11-28,14:22:15.455,  991.57,  301.53,  608.17,  251.81,  586.25,  254.98,  776.29,  275.17,,, 2962.28, 1083.48,4263991645, 4045.77,   2962.28,   1083.48,   4045.77
2023-11-28,14:22:16.456,  993.68,  302.08,  608.99,  252.16,  586.53,  255.11,  777.48,  275.33,,, 2966.69, 1084.67,4268261369, 4051.36,   2966.69,   1084.67,   4051.36
2023-11-28,14:22:17.456,  992.62,  301.66,  607.60,  251.56,  586.14,  255.03,  777.05,  275.51,,, 2963.41, 1083.76,4263992327, 4047.17,   2963.41,   1083.76,   4047.17
2023-11-28,14:22:18.455,  991.88,  301.73,  608.70,  251.93,  585.99,  254.70,  777.72,  275.25,,, 2964.29, 1083.61,4264221688, 4047.90,   2964.29,   1083.61,   4047.90
2023-11-28,14:22:19.456,  997.15,  303.17,  611.50,  253.25,  589.00,  256.19,  780.06,  276.61,,, 2977.71, 1089.21,4268231416, 4066.92,   2977.71,   1089.21,   4066.92
2023-11-28,14:22:20.456,  995.14,  302.94,  609.33,  252.43,  586.94,  255.07,  779.04,  276.27,,, 2970.44, 1086.71,4263993682, 4057.16,   2970.44,   1086.71,   4057.16
2023-11-28,14:22:21.456,  994.95,  302.98,  608.71,  252.17,  587.65,  255.48,  779.14,  276.30,,, 2970.46, 1086.93,4263968176, 4057.39,   2970.46,   1086.93,   4057.39
2023-11-28,14:22:22.457,  994.52,  302.66,  608.40,  252.13,  586.38,  255.10,  779.06,  275.92,,, 2968.36, 1085.80,4268537360, 4054.16,   2968.36,   1085.80,   4054.16
2023-11-28,14:22:23.456,  992.95,  302.25,  608.32,  251.93,  585.59,  254.89,  777.45,  275.58,,, 2964.32, 1084.65,4263600755, 4048.97,   2964.32,   1084.65,   4048.97
2023-11-28,14:22:24.457,  993.29,  302.30,  608.58,  251.71,  585.17,  254.26,  776.31,  275.28,,, 2963.35, 1083.55,4263923617, 4046.90,   2963.35,   1083.55,   4046.90
2023-11-28,14:22:25.458,  994.22,  303.29,  609.04,  253.36,  586.93,  255.65,  776.33,  276.11,,, 2966.52, 1088.40,4268171169, 4054.92,   2966.52,   1088.40,   4054.92
2023-11-28,14:22:26.457,  988.73,  302.07,  602.63,  251.70,  581.69,  254.70,  770.55,  275.55,,, 2943.61, 1084.02,4263902317, 4027.63,   2943.61,   1084.02,   4027.63
2023-11-28,14:22:27.458,  990.01,  302.14,  603.20,  251.12,  582.82,  254.29,  773.24,  275.53,,, 2949.27, 1083.08,4263949968, 4032.35,   2949.27,   1083.08,   4032.35
2023-11-28,14:22:28.458,  992.40,  302.43,  605.82,  251.83,  584.61,  254.66,  775.68,  276.17,,, 2958.49, 1085.10,4268457758, 4043.59,   2958.49,   1085.10,   4043.59
2023-11-28,14:22:29.457,  991.45,  302.16,  605.69,  251.50,  584.52,  254.63,  774.92,  275.23,,, 2956.58, 1083.52,4263995859, 4040.10,   2956.58,   1083.52,   4040.10
2023-11-28,14:22:30.458,  994.20,  303.11,  607.14,  251.82,  586.19,  255.05,  776.82,  275.43,,, 2964.34, 1085.41,4263919095, 4049.75,   2964.34,   1085.41,   4049.75
2023-11-28,14:22:31.459,  994.18,  303.13,  606.82,  251.12,  585.91,  254.84,  776.89,  275.63,,, 2963.80, 1084.72,4268278867, 4048.52,   2963.80,   1084.72,   4048.52
2023-11-28,14:22:32.458,  992.98,  302.48,  606.63,  251.42,  585.03,  254.48,  776.24,  275.61,,, 2960.88, 1083.99,4264024798, 4044.88,   2960.88,   1083.99,   4044.88
2023-11-28,14:22:33.459,  994.34,  302.74,  608.69,  251.90,  586.17,  255.10,  778.13,  275.70,,, 2967.34, 1085.45,4268222725, 4052.78,   2967.34,   1085.45,   4052.78
2023-11-28,14:22:34.459,  992.38,  302.22,  606.85,  250.87,  585.02,  254.50,  776.76,  275.37,,, 2961.01, 1082.96,4263936975, 4043.97,   2961.01,   1082.96,   4043.97
2023-11-28,14:22:35.458,  993.15,  302.55,  607.76,  251.43,  585.50,  254.62,  777.26,  275.69,,, 2963.67, 1084.29,4263990184, 4047.96,   2963.67,   1084.29,   4047.96
2023-11-28,14:22:36.459,  993.49,  302.61,  607.58,  251.45,  586.05,  254.89,  777.98,  275.97,,, 2965.10, 1084.92,4268266610, 4050.02,   2965.10,   1084.92,   4050.02
2023-11-28,14:22:37.459,  992.61,  302.75,  606.64,  251.16,  585.50,  254.83,  776.81,  275.42,,, 2961.56, 1084.17,4263963084, 4045.73,   2961.56,   1084.17,   4045.73
2023-11-28,14:22:38.458,  992.48,  302.23,  606.47,  251.31,  584.64,  254.76,  775.69,  275.36,,, 2959.29, 1083.65,4263969782, 4042.94,   2959.29,   1083.65,   4042.94
2023-11-28,14:22:39.459,  990.91,  301.47,  604.82,  250.78,  583.41,  254.22,  774.74,  274.91,,, 2953.88, 1081.38,4268517631, 4035.26,   2953.88,   1081.38,   4035.26
2023-11-28,14:22:40.459,  991.71,  301.90,  605.81,  250.97,  584.41,  254.60,  775.08,  275.28,,, 2957.00, 1082.75,4263986160, 4039.74,   2957.00,   1082.75,   4039.74
2023-11-28,14:22:41.458,  992.67,  302.06,  607.24,  251.74,  584.83,  254.54,  775.50,  275.33,,, 2960.23, 1083.67,4263970383, 4043.90,   2960.23,   1083.67,   4043.90
2023-11-28,14:22:42.459,  994.21,  302.64,  607.08,  251.50,  585.41,  254.60,  776.23,  275.03,,, 2962.92, 1083.77,4268266374, 4046.70,   2962.92,   1083.77,   4046.70
2023-11-28,14:22:43.459,  991.49,  301.87,  605.68,  250.89,  583.88,  253.83,  774.48,  274.50,,, 2955.54, 1081.09,4263958137, 4036.63,   2955.54,   1081.09,   4036.63
2023-11-28,14:22:44.458,  992.29,  302.14,  606.74,  251.29,  585.22,  254.36,  775.95,  275.30,,, 2960.20, 1083.09,4263989387, 4043.29,   2960.20,   1083.09,   4043.29
2023-11-28,14:22:45.459,  992.62,  302.35,  606.91,  251.61,  585.00,  254.56,  776.71,  275.54,,, 2961.24, 1084.06,4268238349, 4045.30,   2961.24,   1084.06,   4045.30
2023-11-28,14:22:46.459,  992.15,  302.18,  607.44,  251.57,  584.50,  254.08,  776.77,  275.73,,, 2960.85, 1083.57,4264229654, 4044.43,   2960.85,   1083.57,   4044.43
2023-11-28,14:22:47.458,  992.13,  302.07,  607.68,  251.39,  584.57,  254.11,  777.53,  275.84,,, 2961.91, 1083.42,4263973173, 4045.33,   2961.91,   1083.42,   4045.33
2023-11-28,14:22:48.459,  990.95,  301.35,  606.56,  251.37,  583.31,  253.60,  776.71,  275.43,,, 2957.53, 1081.74,4268257322, 4039.27,   2957.53,   1081.74,   4039.27
2023-11-28,14:22:49.459,  989.89,  300.93,  604.76,  250.34,  582.32,  253.57,  774.77,  274.64,,, 2951.74, 1079.48,4263959249, 4031.22,   2951.74,   1079.48,   4031.22
2023-11-28,14:22:50.458,  991.82,  301.71,  606.30,  251.08,  584.31,  254.44,  775.98,  274.97,,, 2958.41, 1082.19,4264322325, 4040.60,   2958.41,   1082.19,   4040.60
2023-11-28,14:22:51.459,  993.03,  302.40,  607.02,  251.68,  584.53,  254.68,  776.47,  275.07,,, 2961.05, 1083.83,4268267000, 4044.87,   2961.05,   1083.83,   4044.87
2023-11-28,14:22:52.459,  993.34,  302.74,  607.73,  251.94,  584.69,  254.72,  776.92,  275.24,,, 2962.69, 1084.64,4263998682, 4047.33,   2962.69,   1084.64,   4047.33
2023-11-28,14:22:53.458,  992.83,  302.70,  606.37,  251.17,  584.80,  254.88,  776.13,  274.56,,, 2960.12, 1083.31,4264300745, 4043.43,   2960.12,   1083.31,   4043.43
2023-11-28,14:22:54.459,  992.13,  302.40,  605.48,  251.25,  584.21,  254.00,  776.92,  275.40,,, 2958.75, 1083.04,4268249361, 4041.79,   2958.75,   1083.04,   4041.79
2023-11-28,14:22:55.459,  991.47,  301.74,  606.08,  251.34,  583.78,  253.66,  776.08,  275.48,,, 2957.41, 1082.23,4263971016, 4039.63,   2957.41,   1082.23,   4039.63
2023-11-28,14:22:56.459,  993.29,  302.57,  607.19,  251.41,  584.64,  254.10,  776.45,  275.29,,, 2961.58, 1083.37,4264011550, 4044.95,   2961.58,   1083.37,   4044.95
2023-11-28,14:22:57.460,  994.31,  302.89,  607.79,  251.60,  585.92,  254.81,  778.57,  275.93,,, 2966.59, 1085.23,4268253664, 4051.82,   2966.59,   1085.23,   4051.82
2023-11-28,14:22:58.460,  992.42,  302.15,  608.04,  251.53,  584.47,  254.21,  777.81,  275.77,,, 2962.74, 1083.66,4263997749, 4046.40,   2962.74,   1083.66,   4046.40
