TIME 2024-01-14 20:58:48
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.06          1k        80.0         0.1         0.1
       1        0.11          1k       160.0         0.0         0.0
       2        0.00        206k      2440.0        36.8         1.8
       3        0.00          1k       160.0         0.0         0.0
       4        0.00          0k        40.0         0.0         0.0
       5        0.00          0k       120.0         0.1         0.0
       6        0.00          0k         0.0         0.0         0.0
       7        0.00          0k        40.0         0.2         0.0
       8        0.00          0k         0.0         0.2         0.0
       9        0.00          0k        40.0         0.0         0.0
      10        0.00          5k       920.0         1.1         0.5
      11        0.00          0k        40.0         0.0         0.0
      12        0.27          0k        80.0         0.0         0.0
      13        0.23          0k         0.0         0.0         0.0
      14        0.28          1k         0.0         0.0         0.0
      15        0.21          0k         0.0         0.0         0.0
      16        0.20          0k         0.0         0.0         0.0
      17        0.22          0k         0.0         0.0         0.0
      18        0.32          0k         0.0         0.0         0.0
      19        0.21          0k         0.0         0.0         0.0
      20        0.23          0k         0.0         0.0         0.0
      21        0.17          0k         0.0         0.0         0.0
      22        0.13          1k         0.0         0.1         0.0
      23        0.18          0k         0.0         0.0         0.0
      24        0.20          1k        40.0         0.0         0.0
      25        0.21          1k         0.0         0.0         0.0
      26        0.15          1k        40.0         0.0         0.0
      27        0.32          1k         0.0         0.0         0.0
      28        0.19          1k         0.0         0.0         0.0
      29        0.19          1k         0.0         0.0         0.0
      30        0.11          0k         0.0         0.0         0.0
      31        0.16          0k         0.0         0.0         0.0
      32        0.25          0k        80.0         0.0         0.0
      33        0.26          0k         0.0         0.0         0.0
      34        0.35          0k         0.0         0.0         0.0
      35        0.24          0k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.24          0k        40.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.24          0k         0.0         0.0         0.0
TIME 2024-01-14 20:58:49
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95         40k       120.0         3.9         0.7
       1        0.98         28k       200.0         5.0         0.2
       2        2.05       5570k      2000.0       906.6         0.0
       3        1.00         45k       200.0         2.0         0.0
       4        0.13          8k        40.0         0.0         0.0
       5        0.18          8k       160.0         0.4         0.0
       6        0.17          7k         0.0         0.0         0.0
       7        0.13          7k        80.0         7.1         0.0
       8        0.17          7k        40.0        10.4         0.0
       9        0.17          6k        40.0         0.0         0.0
      10        1.24         21k      3080.0         1.6         1.5
      11        0.14          5k        40.0         0.0         0.0
      12        0.09          0k        80.0         0.0         0.0
      13        0.20          0k         0.0         0.0         0.0
      14        0.23         16k        80.0         0.1         0.0
      15        0.19          0k         0.0         0.0         0.0
      16        0.16          0k         0.0         0.0         0.0
      17        0.31          1k         0.0         0.0         0.0
      18        0.34          2k        40.0         0.0         0.0
      19        0.16          0k         0.0         0.0         0.0
      20        0.01          0k         0.0         0.0         0.0
      21        0.04          3k        40.0         0.1         0.2
      22        0.04          1k         0.0         0.1         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.16         18k       320.0         1.3         0.9
      25        0.01         13k        40.0         0.0         0.0
      26        0.15         22k       200.0         0.0         0.1
      27        0.03         15k         0.0         0.0         0.1
      28        0.01         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.00         12k         0.0         0.0         0.0
      31        0.00         13k         0.0         0.0         0.0
      32        0.29          1k        80.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.07         13k        40.0         0.0         0.0
      35        0.22          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.05          1k        40.0         0.0         0.0
      38        0.17          1k        40.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-01-14 20:58:50
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         41k       120.0         3.7         0.3
       1        0.97         28k       280.0         2.0         0.0
       2        2.11       5595k      1760.0      1083.4         0.3
       3        1.00         48k       200.0         0.5         0.0
       4        0.13          7k        40.0         0.1         0.0
       5        0.17          7k       200.0         0.1         0.0
       6        0.17          7k         0.0         0.0         0.0
       7        0.14          7k        40.0        12.8         0.0
       8        0.17          7k        40.0         8.2         0.0
       9        0.17          6k        40.0         0.0         0.0
      10        1.23          8k      3120.0         0.2         0.3
      11        0.14          5k        40.0         0.0         0.0
      12        0.31          1k       160.0         0.1         0.0
      13        0.16          0k         0.0         0.0         0.0
      14        0.23         15k       160.0         0.0         0.0
      15        0.18          1k         0.0         0.0         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.32          1k         0.0         0.0         0.0
      18        0.40          2k        40.0         0.0         0.0
      19        0.34          0k        40.0         0.0         0.0
      20        0.01          0k         0.0         0.0         0.0
      21        0.01          0k        40.0         0.0         0.0
      22        0.04          1k         0.0         0.0         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.07         12k       200.0         0.4         0.1
      25        0.00         12k        40.0         0.0         0.0
      26        0.04         15k       160.0         0.0         0.0
      27        0.07         16k       120.0         0.3         0.5
      28        0.00         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.00         12k         0.0         0.0         0.0
      31        0.00         13k        40.0         0.0         0.0
      32        0.27          0k        80.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.04         13k        80.0         0.0         0.0
      35        0.20          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.06          1k        40.0         0.0         0.0
      38        0.20          0k        40.0         0.0         0.0
      39        0.15          0k         0.0         0.0         0.0
TIME 2024-01-14 20:58:51
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         41k       200.0         4.6         0.7
       1        0.97         28k       240.0         3.9         0.0
       2        2.03       5520k      1480.0      1176.9         0.8
       3        1.00         50k       200.0         1.4         0.0
       4        0.13          7k        40.0         0.0         0.0
       5        0.18          7k       200.0         0.0         0.0
       6        0.17          7k         0.0         0.0         0.0
       7        0.13          7k        40.0        15.7         0.0
       8        0.17          7k         0.0         6.5         0.0
       9        0.17          6k        40.0         0.0         0.0
      10        0.42          6k      3160.0         0.0         0.2
      11        0.14          5k        40.0         0.0         0.0
      12        0.14          0k       160.0         0.0         0.0
      13        0.20          0k         0.0         0.0         0.0
      14        0.23         14k       160.0         0.0         0.0
      15        0.13          0k         0.0         0.0         0.0
      16        0.22          0k         0.0         0.0         0.0
      17        0.30          0k         0.0         0.0         0.0
      18        0.38          0k        40.0         0.0         0.0
      19        0.19          0k        40.0         0.0         0.0
      20        0.01          0k         0.0         0.0         0.0
      21        0.02          0k        40.0         0.0         0.0
      22        0.04          0k         0.0         0.0         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.01          9k       200.0         0.0         0.0
      25        0.00         13k        40.0         0.0         0.0
      26        0.02         14k       160.0         0.0         0.0
      27        0.09         18k        80.0         0.7         0.6
      28        0.00         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.00         12k         0.0         0.0         0.0
      31        0.00         13k        40.0         0.0         0.0
      32        0.28          0k        80.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.00         12k        80.0         0.0         0.0
      35        0.23          0k         0.0         0.0         0.0
      36        0.15          0k         0.0         0.0         0.0
      37        0.06          1k        40.0         0.0         0.0
      38        0.22          0k        40.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-01-14 20:58:52
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         39k       240.0         3.8         0.5
       1        0.96         28k       280.0         5.0         0.0
       2        1.96       5227k      1280.0       421.3         0.2
       3        0.99         48k       200.0         1.8         0.0
       4        0.13          7k        40.0         0.0         0.0
       5        0.17          7k       200.0         0.0         0.0
       6        0.17          7k         0.0         0.0         0.0
       7        0.14          7k       120.0        12.3         0.0
       8        0.17          7k        40.0         6.6         0.0
       9        0.17          6k        40.0         0.0         0.0
      10        1.85          5k      3240.0         0.2         0.2
      11        0.14          5k        40.0         0.0         0.0
      12        0.29          1k       200.0         0.1         0.0
      13        0.17          0k         0.0         0.0         0.0
      14        0.23         15k       160.0         0.0         0.0
      15        0.23          0k         0.0         0.0         0.0
      16        0.17          0k        40.0         0.0         0.0
      17        0.28          1k         0.0         0.0         0.0
      18        0.32          1k        40.0         0.0         0.0
      19        0.30          0k        40.0         0.0         0.0
      20        0.01          0k         0.0         0.0         0.0
      21        0.02          0k        40.0         0.1         0.0
      22        0.04          1k         0.0         0.0         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.01          9k       200.0         0.0         0.0
      25        0.02         13k        80.0         0.0         0.0
      26        0.04         15k       160.0         0.0         0.0
      27        0.11         20k       280.0         0.7         0.6
      28        0.01         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.03         13k        40.0         0.0         0.0
      31        0.01         13k        40.0         0.0         0.0
      32        0.26          1k        80.0         0.0         0.0
      33        0.21          0k         0.0         0.0         0.0
      34        0.01         12k        40.0         0.0         0.0
      35        0.21          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.10          1k        40.0         0.0         0.0
      38        0.22          0k        40.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-01-14 20:58:53
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         38k       320.0         1.2         0.4
       1        0.97         28k       440.0         6.6         0.2
       2        2.02       5482k      1640.0       355.4         0.1
       3        1.00         48k       240.0         2.2         0.0
       4        0.14          7k        40.0         0.1         0.0
       5        0.18          7k       160.0         0.2         0.0
       6        0.17          7k         0.0         0.0         0.0
       7        0.14          7k       120.0         4.0         0.0
