TIME 2024-01-14 20:53:27
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.00          0k        80.0         0.0         0.0
       1        0.00          0k       160.0         0.1         0.0
       2        0.00          8k       880.0        39.7         0.6
       3        0.00          1k       120.0         1.1         0.0
       4        0.00          0k         0.0         0.0         0.0
       5        0.00          0k         0.0         0.3         0.0
       6        0.00          0k         0.0         0.1         0.0
       7        0.00          0k         0.0         0.0         0.0
       8        0.00          0k        40.0         0.0         0.0
       9        0.00          0k         0.0         0.0         0.0
      10        0.00          4k       280.0         0.4         0.3
      11        0.00          0k         0.0         0.0         0.0
      12        0.26          0k         0.0         0.0         0.0
      13        0.23          0k         0.0         0.0         0.0
      14        0.28          1k        40.0         0.0         0.0
      15        0.22          0k         0.0         0.0         0.0
      16        0.22          0k         0.0         0.0         0.0
      17        0.22          0k         0.0         0.0         0.0
      18        0.47          0k         0.0         0.0         0.0
      19        0.21          0k        40.0         0.0         0.0
      20        0.22          0k        40.0         0.0         0.0
      21        0.18          0k        40.0         0.0         0.0
      22        0.14          0k         0.0         0.0         0.0
      23        0.19          0k        80.0         0.0         0.0
      24        0.17          0k        40.0         0.0         0.0
      25        0.19          1k        80.0         0.0         0.0
      26        0.19          1k         0.0         0.0         0.0
      27        0.14          1k        40.0         0.0         0.0
      28        0.14          1k         0.0         0.0         0.0
      29        0.17          1k         0.0         0.1         0.0
      30        0.13          0k         0.0         0.0         0.0
      31        0.18          0k         0.0         0.0         0.0
      32        0.24          0k         0.0         0.0         0.0
      33        0.25          0k         0.0         0.0         0.0
      34        0.22          0k         0.0         0.0         0.0
      35        0.27          0k         0.0         0.0         0.0
      36        0.22          0k         0.0         0.0         0.0
      37        0.27          0k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.24          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:28
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95         36k        80.0         0.2         0.0
       1        0.97         30k       200.0         2.1         0.0
       2        2.06       7384k      1120.0      1090.2         4.9
       3        1.00        104k       120.0        46.0         0.0
       4        0.13          9k         0.0         0.0         0.0
       5        0.14          8k        40.0         0.7         0.0
       6        0.14          8k        40.0         1.3         0.0
       7        0.13          8k         0.0         0.0         1.2
       8        0.13          8k        40.0         0.0         0.0
       9        0.13          8k        40.0         2.9         0.3
      10        1.17         22k      2120.0         1.5         1.0
      11        0.14          5k         0.0         0.0         0.0
      12        0.26          1k        80.0         0.1         0.0
      13        0.18          0k         0.0         0.0         0.0
      14        0.22         16k        80.0         0.0         0.0
      15        0.27          1k        40.0         0.0         0.0
      16        0.24          1k       120.0         0.1         0.0
      17        0.30          1k         0.0         0.0         0.0
      18        0.29          2k        40.0         0.0         0.0
      19        0.17          0k        40.0         0.0         0.0
      20        0.01          0k        40.0         0.0         0.0
      21        0.03          1k        40.0         0.0         0.0
      22        0.05          2k         0.0         0.2         0.0
      23        0.01          0k        80.0         0.0         0.0
      24        0.01          9k        40.0         0.0         0.0
      25        0.01         13k        80.0         0.1         0.0
      26        0.14         23k       120.0         0.8         0.2
      27        0.02         14k        40.0         0.2         0.0
      28        0.01         13k         0.0         0.0         0.0
      29        0.02         14k         0.0         0.0         0.0
      30        0.01         12k        80.0         0.1         0.0
      31        0.01         13k         0.0         0.0         0.0
      32        0.24          1k        40.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.08         13k         0.0         0.0         0.0
      35        0.18          1k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.11          1k         0.0         0.0         0.0
      38        0.21          1k         0.0         0.0         0.0
      39        0.19          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:29
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95         37k       160.0         0.3         0.0
       1        0.97         30k       200.0         3.2         0.0
       2        2.04       7592k      1160.0      1463.0         5.5
       3        1.00        106k       160.0        45.1         0.0
       4        0.13          7k         0.0         0.0         0.0
       5        0.14          7k        40.0         0.4         0.0
       6        0.14          7k        40.0         0.7         0.0
       7        0.13          8k         0.0         0.0         1.1
       8        0.13          8k        40.0         2.7         0.0
       9        0.13          8k         0.0         4.5         0.0
      10        1.10          8k      2240.0         0.1         0.1
      11        0.14          5k         0.0         0.0         0.0
      12        0.22          1k        80.0         0.0         0.0
      13        0.17          0k         0.0         0.0         0.0
      14        0.23         15k       160.0         0.1         0.0
      15        0.70          3k       480.0         0.3         0.2
      16        0.50          7k       200.0         0.1         0.0
      17        0.33          1k         0.0         0.0         0.0
      18        0.37          1k        80.0         0.0         0.0
      19        0.34          0k        40.0         0.0         0.0
      20        0.01          0k        40.0         0.0         0.0
      21        0.01          0k        80.0         0.0         0.0
      22        0.03          1k         0.0         0.0         0.1
      23        0.00          0k        80.0         0.0         0.0
      24        0.00          9k        40.0         0.0         0.0
      25        0.01         13k        80.0         0.0         0.0
      26        0.10         20k        80.0         0.4         0.2
      27        0.01         14k        40.0         0.0         0.0
      28        0.00         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.00         12k        40.0         0.0         0.0
      31        0.00         13k         0.0         0.0         0.0
      32        0.29          0k        40.0         0.0         0.0
      33        0.18          0k         0.0         0.0         0.0
      34        0.02         13k         0.0         0.0         0.0
      35        0.18          0k         0.0         0.0         0.0
      36        0.09          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.19          1k         0.0         0.0         0.0
      39        0.15          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:30
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         41k       240.0         0.2         0.0
       1        0.97         32k       320.0         1.1         0.2
       2        2.00       7232k      1360.0      1163.9         4.5
       3        1.00        106k       120.0        45.0         0.0
       4        0.14          8k         0.0         0.0         0.0
       5        0.14          8k        40.0         0.4         0.0
       6        0.13          7k        80.0         1.2         0.0
       7        0.13          7k        40.0         0.0         1.1
       8        0.13          7k        40.0         4.5         0.0
       9        0.13          8k         0.0         5.5         0.2
      10        0.45          7k      2240.0         0.1         0.1
      11        0.14          5k         0.0         0.0         0.0
      12        0.29          0k        80.0         0.0         0.0
      13        0.20          0k         0.0         0.0         0.0
      14        0.24         15k       320.0         0.1         0.1
      15        0.43          7k       720.0         0.3         0.2
      16        0.16          0k       160.0         0.0         0.0
      17        0.32          1k         0.0         0.0         0.0
      18        0.36          0k        40.0         0.0         0.0
      19        0.14          0k        40.0         0.0         0.0
      20        0.01          0k        40.0         0.0         0.0
      21        0.03          3k        80.0         0.1         0.1
      22        0.05          2k        40.0         0.2         0.0
      23        0.00          0k        40.0         0.0         0.0
      24        0.01          9k        40.0         0.0         0.0
      25        0.00         13k        80.0         0.0         0.0
      26        0.02         15k         0.0         0.2         0.0
      27        0.07         17k        80.0         0.4         0.0
      28        0.00         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.00         12k         0.0         0.0         0.0
      31        0.01         13k         0.0         0.0         0.0
      32        0.26          0k        40.0         0.0         0.0
      33        0.19          0k         0.0         0.0         0.0
      34        0.02         12k         0.0         0.0         0.0
      35        0.05          2k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.07          1k         0.0         0.0         0.0
      38        0.24          0k         0.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:31
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         40k       280.0         0.3         0.0
       1        0.96         30k       280.0         1.3         0.0
       2        1.98       7385k      1240.0      1011.0         4.8
       3        0.99         99k       160.0        47.2         0.0
       4        0.13          8k         0.0         0.0         0.0
       5        0.14          8k        80.0         0.7         0.0
       6        0.14          7k        40.0         0.6         0.0
       7        0.13          7k        40.0         0.0         0.7
       8        0.13          8k        80.0         3.0         0.0
       9        0.13          7k        40.0         5.7         0.0
      10        1.99          5k      2200.0         0.0         0.1
      11        0.14          5k         0.0         0.0         0.0
      12        0.25          0k       120.0         0.0         0.0
      13        0.16          0k         0.0         0.0         0.0
      14        0.22         14k       280.0         0.0         0.0
      15        0.32          1k       600.0         0.0         0.0
      16        0.15          0k       160.0         0.0         0.0
      17        0.33          1k         0.0         0.0         0.0
      18        0.40          0k        40.0         0.0         0.0
      19        0.36          0k        40.0         0.0         0.0
      20        0.01          0k        40.0         0.0         0.0
      21        0.01          0k        80.0         0.0         0.0
      22        0.04          1k        40.0         0.1         0.0
      23        0.01          0k        40.0         0.0         0.0
      24        0.00          9k        40.0         0.0         0.0
      25        0.01         13k       120.0         0.0         0.1
      26        0.03         15k         0.0         0.1         0.0
      27        0.16         23k       200.0         1.1         0.9
      28        0.00         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.00         12k         0.0         0.0         0.0
      31        0.00         13k         0.0         0.0         0.0
      32        0.28          0k        40.0         0.0         0.0
      33        0.18          0k        40.0         0.0         0.0
      34        0.01         12k         0.0         0.0         0.0
      35        0.14          1k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.18          0k         0.0         0.0         0.0
      39        0.15          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:32
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         40k       240.0         0.3         0.0
       1        0.97         29k       320.0         0.7         0.0
       2        1.85       6900k      1200.0       733.5         3.2
       3        1.00         92k       160.0        38.2         0.0
       4        0.14          7k         0.0         0.0         0.0
       5        0.14          8k        80.0         0.7         0.0
       6        0.14          7k        80.0         1.1         0.0
       7        0.13          8k        40.0         0.1         0.0
       8        0.14          7k        40.0         3.0         0.0
       9        0.13          7k         0.0         1.4         0.0
      10        1.21          6k      2120.0         0.1         0.2
      11        0.14          5k         0.0         0.0         0.0
      12        0.26          0k       120.0         0.0         0.0
      13        0.18          0k         0.0         0.0         0.0
      14        0.23         15k       280.0         0.0         0.0
      15        0.22          0k       560.0         0.0         0.0
      16        0.17          0k       240.0         0.1         0.0
      17        0.31          1k         0.0         0.0         0.0
      18        0.24          0k        40.0         0.0         0.0
      19        0.16          0k        40.0         0.0         0.0
      20        0.01          0k        40.0         0.0         0.0
      21        0.02          0k        80.0         0.0         0.0
      22        0.06          1k        40.0         0.1         0.0
      23        0.01          0k        40.0         0.0         0.0
      24        0.01          9k        40.0         0.0         0.0
      25        0.01         13k        80.0         0.0         0.0
      26        0.03         15k        80.0         0.2         0.0
      27        0.17         23k       640.0         1.4         0.7
      28        0.01         13k         0.0         0.0         0.0
      29        0.02         13k         0.0         0.1         0.0
      30        0.01         12k        80.0         0.1         0.0
      31        0.01         13k         0.0         0.0         0.0
      32        0.25          0k        40.0         0.0         0.0
      33        0.24          0k         0.0         0.0         0.0
      34        0.01         13k         0.0         0.0         0.0
      35        0.21          0k         0.0         0.0         0.0
      36        0.20          0k         0.0         0.0         0.0
      37        0.11          1k         0.0         0.0         0.0
      38        0.23          0k         0.0         0.0         0.0
      39        0.19          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:33
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95         39k       160.0         0.4         0.0
       1        0.98         30k       280.0         1.5         0.0
       2        1.98       7143k      1200.0      1167.5         4.0
       3        1.00         99k       160.0        43.4         0.1
       4        0.13          8k         0.0         0.0         0.0
       5        0.14          8k        40.0         0.7         0.0
       6        0.14          7k        80.0         2.3         0.0
       7        0.13          8k        40.0         0.2         0.6
       8        0.14          7k        40.0        11.3         0.0
       9        0.13          7k        40.0         1.8         0.0
      10        1.76          6k      2440.0         0.2         0.1
      11        0.14          5k         0.0         0.0         0.0
      12        0.09          0k       120.0         0.0         0.0
      13        0.16          0k         0.0         0.0         0.0
      14        0.23         14k       360.0         0.1         0.0
      15        0.27          0k       560.0         0.0         0.0
      16        0.16          0k       160.0         0.0         0.0
      17        0.34          1k         0.0         0.0         0.0
      18        0.43          1k        40.0         0.0         0.0
      19        0.36          0k        40.0         0.0         0.0
      20        0.01          0k        40.0         0.0         0.0
      21        0.01          0k        80.0         0.0         0.0
      22        0.04          0k        40.0         0.1         0.0
      23        0.00          0k        80.0         0.0         0.0
      24        0.01          9k        40.0         0.0         0.0
      25        0.00         13k        80.0         0.0         0.0
      26        0.05         16k        40.0         0.2         0.1
      27        0.16         20k       280.0         1.4         0.5
      28        0.01         13k         0.0         0.0         0.0
      29        0.01         13k         0.0         0.0         0.0
      30        0.01         12k        40.0         0.0         0.0
      31        0.00         13k         0.0         0.0         0.0
      32        0.29          0k        40.0         0.0         0.0
      33        0.16          0k         0.0         0.0         0.0
      34        0.00         12k         0.0         0.0         0.0
      35        0.17          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.21          0k         0.0         0.0         0.0
      39        0.15          0k         0.0         0.0         0.0
TIME 2024-01-14 20:53:34
