TIME 2024-01-14 21:00:08
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.05          1k        40.0         0.1         0.0
       1        0.10          1k       320.0         0.0         0.0
       2        0.00         20k      1840.0        51.6         1.3
       3        0.00          1k       120.0         0.0         0.0
       4        0.00          0k        40.0         0.0         0.0
       5        0.00          0k       240.0         0.0         0.1
       6        0.00          0k        40.0         0.0         0.0
       7        0.00          0k         0.0         0.0         0.0
       8        0.00          0k         0.0         0.0         0.0
       9        0.00          0k        40.0         0.0         0.0
      10        0.00          4k       480.0         0.3         0.2
      11        0.00          0k        40.0         0.0         0.0
      12        0.26          0k        40.0         0.0         0.0
      13        0.24          0k        80.0         0.0         0.0
      14        0.45          2k       160.0         0.0         0.1
      15        0.49          0k        80.0         0.0         0.0
      16        0.22          0k         0.0         0.0         0.0
      17        0.25          0k       120.0         0.0         0.0
      18        0.37          0k        40.0         0.0         0.0
      19        0.20          0k         0.0         0.0         0.0
      20        0.23          0k        80.0         0.0         0.0
      21        0.18          0k         0.0         0.0         0.0
      22        0.16          1k        40.0         0.0         0.0
      23        0.18          0k         0.0         0.0         0.0
      24        0.19          0k        40.0         0.0         0.0
      25        0.18          0k         0.0         0.0         0.0
      26        0.16          1k         0.0         0.0         0.0
      27        0.14          1k         0.0         0.0         0.0
      28        0.22          1k        40.0         0.0         0.0
      29        0.19          1k        40.0         0.0         0.0
      30        0.12          0k         0.0         0.0         0.0
      31        0.16          0k        40.0         0.0         0.0
      32        0.24          0k         0.0         0.0         0.0
      33        0.21          0k         0.0         0.0         0.0
      34        0.28          1k         0.0         0.0         0.0
      35        0.24          0k        40.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.21          0k        40.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.24          0k         0.0         0.0         0.0
TIME 2024-01-14 21:00:09
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95         34k        80.0         1.0         0.6
       1        0.98         28k       320.0         1.8         0.0
       2        2.06       5712k      1560.0       675.1         0.6
       3        1.00         41k       240.0         9.5         0.0
       4        0.14          7k        80.0         0.1         0.0
       5        0.14          7k       240.0         0.0         0.0
       6        0.14          6k        40.0         0.0         0.0
       7        0.17          5k         0.0         0.0         0.0
       8        0.17          5k         0.0         0.0         0.0
       9        0.13          7k        40.0         0.0         0.0
      10        1.23         20k      2760.0         1.6         1.0
      11        0.18          5k        40.0         0.0         0.0
      12        0.08          0k        40.0         0.0         0.0
      13        0.20          0k        80.0         0.0         0.0
      14        0.22         16k       160.0         0.0         0.0
      15        0.21          1k       120.0         0.0         0.0
      16        0.33          1k         0.0         0.0         0.0
      17        0.30          1k       120.0         0.0         0.0
      18        0.34          1k        40.0         0.0         0.0
      19        0.19          0k         0.0         0.0         0.0
      20        0.03          1k       120.0         0.0         0.0
      21        0.02          1k        40.0         0.1         0.0
      22        0.12          7k       120.0         0.1         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.16         17k       520.0         0.9         0.7
      25        0.01         13k         0.0         0.0         0.0
      26        0.03         14k         0.0         0.0         0.0
      27        0.03         14k        40.0         0.0         0.0
      28        0.01         13k        40.0         0.0         0.0
      29        0.01         13k        40.0         0.0         0.0
      30        0.00         12k         0.0         0.0         0.0
      31        0.00         13k        80.0         0.0         0.0
      32        0.29          1k        40.0         0.0         0.0
      33        0.18          0k         0.0         0.0         0.0
      34        0.09         13k        40.0         0.0         0.0
      35        0.17          1k        40.0         0.0         0.0
      36        0.19          0k         0.0         0.0         0.0
      37        0.06          1k        40.0         0.0         0.0
      38        0.19          1k         0.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-01-14 21:00:10
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94         36k       160.0         0.7         0.6
       1        0.97         28k       320.0         3.2         0.0
       2        2.12       5676k      1560.0       704.5         0.0
       3        1.00         44k       240.0         8.0         0.0
       4        0.13          6k        80.0         0.0         0.0
       5        0.14          7k       200.0         0.0         0.0
       6        0.14          6k        40.0         0.0         0.0
       7        0.17          5k         0.0         0.0         0.0
