TIME 2024-01-14 21:04:08
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.00          2k       120.0         0.0         0.0
       1        0.00          2k       160.0         1.2         0.0
       2        0.00        159k      2000.0        27.4         1.3
       3        0.00          2k        80.0         2.3         0.0
       4        0.00          0k        80.0         0.0         0.0
       5        0.21          0k        80.0         0.2         0.0
       6        0.00          0k       120.0         0.0         0.0
       7        0.00          0k        80.0         0.0         0.0
       8        0.00          0k         0.0         0.0         0.0
       9        0.00          0k         0.0         0.0         0.0
      10        0.00          3k       440.0         0.9         0.0
      11        0.00          0k         0.0         0.0         0.0
      12        0.26          0k         0.0         0.0         0.0
      13        0.23          0k        40.0         0.0         0.0
      14        0.25          1k        40.0         0.0         0.0
      15        0.21          0k         0.0         0.0         0.0
      16        0.21          0k        40.0         0.0         0.0
      17        0.25          0k         0.0         0.0         0.0
      18        0.38          0k         0.0         0.0         0.0
      19        0.21          0k        80.0         0.0         0.0
      20        0.23          0k         0.0         0.0         0.0
      21        0.18          0k         0.0         0.0         0.0
      22        0.15          0k        40.0         0.0         0.0
      23        0.19          0k         0.0         0.0         0.0
      24        0.25          1k        80.0         0.1         0.1
      25        0.16          0k         0.0         0.0         0.0
      26        0.21          0k        40.0         0.0         0.0
      27        0.17          0k        40.0         0.0         0.0
      28        0.17          1k        80.0         0.0         0.0
      29        0.19          0k        80.0         0.0         0.0
      30        0.09          0k        40.0         0.0         0.0
      31        0.15          0k       120.0         0.0         0.0
      32        0.25          0k        40.0         0.0         0.0
      33        0.26          0k         0.0         0.0         0.0
      34        0.22          0k         0.0         0.0         0.0
      35        0.24          0k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.24          0k        80.0         0.0         0.0
      38        0.24          0k         0.0         0.0         0.0
      39        0.26          0k         0.0         0.0         0.0
TIME 2024-01-14 21:04:09
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95        127k       160.0         0.9         0.0
       1        0.97        143k       280.0        50.8         0.0
       2        2.03       6566k       840.0       575.5         0.5
       3        1.00        137k       160.0        58.2         0.0
       4        0.13          6k        80.0         0.1         0.0
       5        0.15          6k       120.0         0.4         0.0
       6        0.15          6k        80.0         0.0         0.0
       7        0.14          6k        80.0         0.0         0.0
       8        0.13          6k        40.0         0.0         0.0
       9        0.13          6k         0.0         0.0         0.0
      10        1.10         22k      2720.0         1.7         0.9
      11        0.14          5k         0.0         0.0         0.0
      12        0.21          1k        80.0         0.0         0.0
      13        0.18          0k        40.0         0.0         0.0
      14        0.23         17k       200.0         0.1         0.0
      15        0.10          1k         0.0         0.0         0.0
      16        0.17          0k        40.0         0.0         0.0
      17        0.30          1k         0.0         0.0         0.0
      18        0.29          2k         0.0         0.0         0.0
      19        0.29          1k        80.0         0.0         0.0
      20        0.01          0k         0.0         0.0         0.0
      21        0.03          1k         0.0         0.1         0.0
      22        0.05          1k        40.0         0.0         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.16         14k       560.0         0.7         0.6
      25        0.01         13k         0.0         0.0         0.0
      26        0.03         14k        40.0         0.0         0.0
      27        0.01         13k        40.0         0.0         0.0
      28        0.01         13k        80.0         0.0         0.0
      29        0.01         13k        80.0         0.0         0.0
      30        0.01         12k        80.0         0.0         0.0
      31        0.01         13k       120.0         0.0         0.0
      32        0.28          1k        40.0         0.0         0.0
      33        0.21          0k         0.0         0.0         0.0
      34        0.07         13k         0.0         0.0         0.0
      35        0.46          8k       240.0         0.2         0.1
      36        0.20          0k         0.0         0.0         0.0
      37        0.11          1k        40.0         0.0         0.0
      38        0.19          1k         0.0         0.0         0.0
      39        0.18          0k        40.0         0.0         0.0
TIME 2024-01-14 21:04:10
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94        137k       200.0         0.1         0.0
       1        0.96        150k       160.0        61.5         0.0
       2        2.07       7279k      1040.0       406.3         0.1
       3        1.00        147k       200.0        65.2         0.0
       4        0.13          6k        80.0         0.0         0.0
       5        0.14          6k       160.0         0.3         0.0
       6        0.14          6k        80.0         0.0         0.0
       7        0.13          6k        80.0         0.0         0.0
       8        0.13          6k        40.0         0.0         0.0
       9        0.13          6k         0.0         0.0         0.0
      10        1.02          8k      2800.0         0.4         0.0
      11        0.14          5k        40.0         0.0         0.0
      12        0.19          1k       120.0         0.0         0.0
      13        0.17          0k        40.0         0.0         0.0
      14        0.25         17k       600.0         0.1         0.3
      15        0.29          2k        80.0         0.1         0.0
      16        0.19          0k        40.0         0.0         0.0
      17        0.32          0k         0.0         0.0         0.0
      18        0.36          1k         0.0         0.0         0.0
      19        0.18          0k        80.0         0.0         0.0
      20        0.01          0k         0.0         0.0         0.0
      21        0.02          0k         0.0         0.0         0.0
      22        0.04          0k        40.0         0.1         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.07         10k       600.0         0.3         0.1
      25        0.00         13k         0.0         0.0         0.0
      26        0.02         13k        40.0         0.0         0.0
      27        0.02         13k        80.0         0.0         0.0
      28        0.01         13k        80.0         0.0         0.0
      29        0.00         13k        80.0         0.0         0.0
      30        0.00         12k        40.0         0.0         0.0
      31        0.00         13k       120.0         0.0         0.0
      32        0.30          2k       120.0         0.1         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.02         13k        40.0         0.0         0.0
      35        0.14          1k       240.0         0.0         0.0
      36        0.19          0k         0.0         0.0         0.0
      37        0.06          1k        40.0         0.0         0.0
      38        0.19          0k         0.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-01-14 21:04:11
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94        137k       280.0         0.2         0.0
       1        0.97        152k       280.0        67.7         0.0
       2        2.08       6938k      1320.0       783.1         0.1
       3        0.99        145k       240.0        67.7         0.0
       4        0.13          6k        80.0         0.0         0.0
       5        0.14          6k       120.0         0.2         0.0
       6        0.15          6k        80.0         0.0         0.0
       7        0.13          6k        80.0         0.0         0.0
       8        0.13          6k         0.0         0.0         0.0
       9        0.13          6k         0.0         0.0         0.0
      10        0.43          7k      2840.0         0.1         0.0
      11        0.14          5k        40.0         0.0         0.0
      12        0.32          0k       120.0         0.0         0.0
      13        0.20          0k        40.0         0.0         0.0
      14        0.23         15k       640.0         0.0         0.1
      15        0.12          0k        80.0         0.0         0.0
      16        0.15          0k        40.0         0.0         0.0
      17        0.31          0k         0.0         0.0         0.0
      18        0.29          0k         0.0         0.0         0.0
      19        0.35          0k        80.0         0.0         0.0
      20        0.00          0k         0.0         0.0         0.0
      21        0.02          0k         0.0         0.1         0.0
      22        0.04          0k        40.0         0.1         0.0
      23        0.01          0k         0.0         0.0         0.0
      24        0.07         10k       560.0         0.2         0.0
      25        0.00         13k         0.0         0.0         0.0
      26        0.15         17k       360.0         0.3         0.5
      27        0.01         13k        80.0         0.0         0.0
      28        0.01         13k        80.0         0.0         0.0
      29        0.00         13k        80.0         0.0         0.0
      30        0.00         12k        40.0         0.0         0.0
      31        0.00         13k       120.0         0.0         0.0
      32        0.27          0k       120.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.02         13k        40.0         0.0         0.0
      35        0.23          0k       200.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.06          1k        40.0         0.0         0.0
      38        0.19          0k         0.0         0.0         0.0
      39        0.15          0k         0.0         0.0         0.0
TIME 2024-01-14 21:04:12
