TIME 2024-02-05 15:06:50
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96         10k        40.0         0.0         0.0
       1        0.99         10k       200.0         1.6         0.0
       2        0.95          8k         0.0         0.0         0.0
       3        0.98          8k       160.0         1.7         0.0
       4        1.76         50k       840.0        12.7         1.1
       5        0.22          1k        80.0         0.2         0.0
       6        0.19          0k         0.0         0.0         0.0
       7        0.23          0k         0.0         0.0         0.0
       8        0.21          0k         0.0         0.0         0.0
       9        0.18          0k         0.0         0.0         0.0
      10        0.92         16k       360.0         0.7         0.4
      11        0.10          0k         0.0         0.0         0.0
      12        0.23          0k         0.0         0.0         0.0
      13        0.09          0k         0.0         0.0         0.0
      14        0.19          0k        40.0         0.0         0.0
      15        0.31          0k         0.0         0.0         0.0
      16        0.20          0k         0.0         0.0         0.0
      17        0.23          0k         0.0         0.0         0.0
      18        0.23          0k         0.0         0.0         0.0
      19        0.21          0k         0.0         0.0         0.0
      20        0.31          0k        80.0         0.0         0.0
      21        0.29          0k        40.0         0.0         0.0
      22        0.28          0k         0.0         0.0         0.0
      23        0.29          0k        40.0         0.0         0.0
      24        0.30          1k        40.0         0.0         0.0
      25        0.29          1k         0.0         0.0         0.0
      26        0.19          0k        40.0         0.0         0.0
      27        0.24          0k         0.0         0.0         0.0
      28        0.25          0k         0.0         0.0         0.0
      29        0.28          0k         0.0         0.0         0.0
      30        0.08          0k         0.0         0.0         0.0
      31        0.42          0k         0.0         0.0         0.0
      32        0.25          0k         0.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.20          0k         0.0         0.0         0.0
      35        0.25          0k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.24          0k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.24          0k         0.0         0.0         0.0
TIME 2024-02-05 15:06:51
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        658k        40.0         1.0         0.0
       1        0.99        628k       200.0        51.1         0.0
       2        0.96        491k         0.0         0.5         0.0
       3        0.99        583k       160.0        59.5         0.0
       4        3.32      23923k      1040.0       145.2         0.3
       5        0.24          4k        40.0         1.1         0.0
       6        0.14          0k         0.0         0.0         0.0
       7        0.10          0k         0.0         0.0         0.0
       8        0.18          0k         0.0         0.0         0.0
       9        0.15          0k         0.0         0.0         0.0
      10        1.41         74k      3920.0         4.4         2.7
      11        0.13          0k         0.0         0.0         0.0
      12        0.11          0k         0.0         0.0         0.0
      13        0.02          1k         0.0         0.0         0.0
      14        0.23         18k       200.0         0.1         0.0
      15        0.24          0k         0.0         0.0         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.29          2k       160.0         0.2         0.0
      18        0.12          0k         0.0         0.0         0.0
      19        0.31          0k         0.0         0.0         0.0
      20        0.26          0k        40.0         0.1         0.0
      21        0.17          1k        40.0         0.0         0.0
      22        0.32          0k         0.0         0.0         0.0
      23        0.25          0k        40.0         0.0         0.0
      24        0.21          0k        40.0         0.0         0.0
      25        0.35          5k        80.0         0.4         0.0
      26        0.35          1k        40.0         0.0         0.0
      27        0.34          1k         0.0         0.1         0.0
      28        0.26          0k         0.0         0.0         0.0
      29        0.33          1k         0.0         0.1         0.0
      30        0.02          1k         0.0         0.0         0.0
      31        0.33          1k        40.0         0.0         0.0
      32        0.43          2k        40.0         0.0         0.0
      33        0.23          2k         0.0         0.0         0.0
      34        0.02          8k         0.0         0.0         0.0
      35        0.19          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.05          1k         0.0         0.0         0.0
      38        0.24          1k         0.0         0.0         0.0
      39        0.13          0k         0.0         0.0         0.0
TIME 2024-02-05 15:06:52
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        625k        40.0         0.7         0.0
       1        0.99        593k       320.0        38.0         0.0
       2        0.96        523k        40.0         1.1         0.0
       3        0.99        529k       160.0        49.2         0.0
       4        3.25      22289k       760.0       231.0         0.0
       5        0.23          4k        40.0         1.0         0.0
       6        0.19          0k         0.0         0.0         0.0
       7        0.18          1k         0.0         0.0         0.0
       8        0.20          1k         0.0         0.0         0.0
       9        0.17          1k         0.0         0.0         0.0
      10        1.47         34k      4880.0         2.0         1.1
      11        0.32          1k         0.0         0.0         0.0
      12        0.09          0k         0.0         0.0         0.0
      13        0.08          0k         0.0         0.0         0.0
      14        0.23         16k       200.0         0.0         0.0
      15        0.13          0k         0.0         0.0         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.31          1k       160.0         0.0         0.0
      18        0.12          0k         0.0         0.0         0.0
      19        0.30          0k         0.0         0.0         0.0
      20        0.27          0k        40.0         0.2         0.0
      21        0.17          2k        40.0         0.0         0.1
      22        0.27          0k         0.0         0.0         0.0
      23        0.30          0k        40.0         0.0         0.0
      24        0.23          1k        40.0         0.0         0.0
      25        0.55          8k        40.0         0.4         0.3
      26        0.16          0k        40.0         0.0         0.0
      27        0.26          1k         0.0         0.0         0.0
      28        0.16          0k         0.0         0.0         0.0
      29        0.25          1k         0.0         0.1         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.39          0k        80.0         0.0         0.1
      32        0.36          1k        40.0         0.0         0.0
      33        0.29          0k         0.0         0.0         0.0
      34        0.02          8k         0.0         0.0         0.0
      35        0.23          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
