TIME 2024-02-08 12:35:18
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.99          2k        40.0         0.3         0.0
       1        1.03          1k         0.0         0.0         0.0
       2        0.98          1k        40.0         0.0         0.0
       3        1.02          4k        80.0         3.4         0.0
       4        2.21        406k      1920.0        20.4         1.1
       5        0.23          1k       280.0         0.3         0.0
       6        0.17          0k        40.0         0.0         0.0
       7        0.23          0k         0.0         0.0         0.0
       8        0.23          0k         0.0         0.0         0.0
       9        0.23          0k        40.0         0.0         0.0
      10        0.94         13k       440.0         0.3         0.5
      11        0.16          0k         0.0         0.0         0.0
      12        0.22          0k         0.0         0.0         0.0
      13        0.23          0k        80.0         0.0         0.0
      14        0.22          1k       120.0         0.0         0.0
      15        0.27          0k        40.0         0.0         0.0
      16        0.21          0k         0.0         0.0         0.0
      17        0.22          0k        80.0         0.0         0.0
      18        0.26          0k        80.0         0.0         0.0
      19        0.21          0k       120.0         0.0         0.0
      20        0.28          0k       120.0         0.0         0.0
      21        0.31          0k        40.0         0.0         0.0
      22        0.34          0k         0.0         0.0         0.0
      23        0.26          0k        40.0         0.0         0.0
      24        0.30          1k       120.0         0.0         0.0
      25        0.22          1k        40.0         0.0         0.0
      26        0.31          0k        40.0         0.0         0.0
      27        0.25          0k         0.0         0.0         0.0
      28        0.24          0k        80.0         0.0         0.0
      29        0.25          0k         0.0         0.0         0.0
      30        0.11          0k         0.0         0.0         0.0
      31        0.27          0k        40.0         0.0         0.0
      32        0.25          0k        80.0         0.0         0.0
      33        0.25          0k        40.0         0.0         0.0
      34        0.21          0k         0.0         0.0         0.0
      35        0.25          0k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.24          0k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.26          0k         0.0         0.0         0.0
TIME 2024-02-08 12:35:19
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.99         42k        40.0         9.0         0.0
       1        1.02         38k        40.0         0.1         0.1
       2        0.99         41k        80.0         0.1         0.0
       3        1.02        143k       120.0       140.9         0.0
       4        3.39      21146k      1800.0       295.0         0.3
       5        0.26          2k       240.0         0.3         0.0
       6        0.07          1k        40.0         0.0         0.0
       7        0.12          0k         0.0         0.0         0.0
       8        0.21          0k         0.0         0.0         0.0
       9        0.17          0k         0.0         0.0         0.0
      10        1.44         12k      1600.0         1.2         0.5
      11        0.08          0k         0.0         0.0         0.0
      12        0.15          0k         0.0         0.0         0.0
      13        0.14          0k        80.0         0.0         0.0
      14        0.23         17k       160.0         0.0         0.0
      15        0.18          1k       160.0         0.1         0.0
      16        0.37          1k        80.0         0.1         0.0
      17        0.32          1k        80.0         0.0         0.0
      18        0.09          0k        80.0         0.0         0.0
      19        0.15          0k       120.0         0.0         0.0
      20        0.32          0k       120.0         0.0         0.0
      21        0.27          2k        80.0         0.0         0.0
      22        0.18          0k         0.0         0.0         0.0
      23        0.33          0k        40.0         0.0         0.0
      24        0.29          0k       120.0         0.0         0.0
      25        0.12          1k        40.0         0.0         0.0
      26        0.36          5k        40.0         0.0         0.1
      27        0.30          2k         0.0         0.0         0.0
      28        0.21          0k        80.0         0.0         0.0
      29        0.21          0k         0.0         0.0         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.31          2k        40.0         0.0         0.0
      32        0.28          1k        80.0         0.0         0.0
      33        0.24          0k        40.0         0.0         0.0
      34        0.07         13k       160.0         0.0         0.2
      35        0.30          1k         0.0         0.0         0.0
      36        0.11          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.24          0k         0.0         0.0         0.0
      39        0.20          0k         0.0         0.0         0.0
TIME 2024-02-08 12:35:20
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.00         51k       120.0        39.1         0.1
       1        1.03         35k        80.0         0.2         0.0
       2        0.99         42k       200.0         0.2         0.0
       3        1.03        156k       120.0       146.4         0.0
       4        3.28      19367k      2240.0        42.5         0.0
       5        0.25          2k       160.0         0.3         0.0
       6        0.10          1k        40.0         0.0         0.0
       7        0.18          1k         0.0         0.0         0.0
       8        0.18          1k         0.0         0.0         0.0
       9        0.16          1k         0.0         0.0         0.0
      10        1.47          6k      1880.0         0.1         0.4
      11        0.21          1k        40.0         0.0         0.0
      12        0.17          0k         0.0         0.0         0.0
      13        0.18          0k        80.0         0.0         0.0
      14        0.22         16k        80.0         0.0         0.0
      15        0.14          0k       160.0         0.0         0.0
      16        0.34          0k       120.0         0.0         0.0
      17        0.30          1k        80.0         0.0         0.0
      18        0.17          0k       160.0         0.0         0.0
      19        0.17          0k       120.0         0.0         0.0
      20        0.31          0k       120.0         0.0         0.0
      21        0.29          0k        80.0         0.0         0.0
      22        0.20          1k         0.0         0.0         0.0
      23        0.34          0k        40.0         0.0         0.0
      24        0.30          1k       120.0         0.0         0.0
      25        0.16          1k        40.0         0.0         0.0
      26        0.35          5k        40.0         0.0         0.3
      27        0.27          1k         0.0         0.0         0.0
      28        0.20          1k        80.0         0.0         0.0
      29        0.26          1k         0.0         0.0         0.0
      30        0.20          1k         0.0         0.0         0.0
      31        0.33          1k        40.0         0.0         0.0
      32        0.20          0k        80.0         0.0         0.0
      33        0.21          0k        40.0         0.0         0.0
      34        0.01         13k       160.0         0.0         0.0
      35        0.28          0k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.10          1k         0.0         0.0         0.0
      38        0.24          0k         0.0         0.0         0.0
      39        0.21          0k         0.0         0.0         0.0
TIME 2024-02-08 12:35:21
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.00         44k         0.0         9.1         0.0
       1        1.03         36k       160.0         0.2         0.0
       2        0.99         42k       120.0         0.3         0.0
       3        1.02        142k       200.0       140.4         0.0
       4        3.19      19244k      1800.0       121.1         0.4
       5        0.25          2k       160.0         0.7         0.0
       6        0.07          1k        40.0         0.0         0.0
       7        0.12          0k         0.0         0.0         0.0
       8        0.21          0k         0.0         0.0         0.0
       9        0.18          0k         0.0         0.0         0.0
      10        1.48          5k      1880.0         0.2         0.2
      11        0.08          0k         0.0         0.0         0.0
      12        0.19          0k         0.0         0.0         0.0
      13        0.16          0k        80.0         0.0         0.0
      14        0.23         16k       120.0         0.0         0.0
      15        0.95         11k      1800.0         1.2         0.5
      16        0.41          0k       160.0         0.0         0.0
      17        0.30          1k        80.0         0.0         0.0
      18        0.12          0k       160.0         0.0         0.0
      19        0.15          0k        80.0         0.0         0.0
      20        0.33          0k       120.0         0.0         0.0
      21        0.23          2k        80.0         0.0         0.1
      22        0.18          0k         0.0         0.0         0.0
      23        0.33          0k        40.0         0.0         0.0
      24        0.24          2k       200.0         0.1         0.0
      25        0.13          1k        40.0         0.0         0.0
      26        0.36          4k        80.0         0.0         0.3
      27        0.32          1k         0.0         0.0         0.0
      28        0.20          0k        80.0         0.0         0.0
      29        0.26          0k         0.0         0.0         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.28          0k        40.0         0.0         0.0
      32        0.18          0k        80.0         0.0         0.0
      33        0.23          0k        40.0         0.0         0.0
      34        0.00         12k        40.0         0.0         0.0
      35        0.31          0k         0.0         0.0         0.0
      36        0.11          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.23          0k         0.0         0.0         0.0
      39        0.20          0k         0.0         0.0         0.0
TIME 2024-02-08 12:35:22
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01         44k         0.0         8.4         0.0
       1        1.04         40k       240.0         0.2         0.3
       2        0.99         40k       200.0         0.2         0.0
       3        1.03        128k        80.0       136.9         0.0
       4        3.38      19464k      1840.0       208.1         0.0
       5        0.28          3k       160.0         1.0         0.0
