,input_rate,output_rate,latency,bridge-pcm_new_System-Date,bridge-pcm_new_System-Time,bridge-pcm_new_Socket 0-EXEC,bridge-pcm_new_Socket 0-IPC,bridge-pcm_new_Socket 0-FREQ,bridge-pcm_new_Socket 0-AFREQ,bridge-pcm_new_Socket 0-L3MISS,bridge-pcm_new_Socket 0-L2MISS,bridge-pcm_new_Socket 0-L3HIT,bridge-pcm_new_Socket 0-L2HIT,bridge-pcm_new_Socket 0-L3MPI,bridge-pcm_new_Socket 0-L2MPI,bridge-pcm_new_Socket 0-L3OCC,bridge-pcm_new_Socket 0-READ,bridge-pcm_new_Socket 0-WRITE,bridge-pcm_new_Socket 0-LOCAL,bridge-pcm_new_Socket 0-TEMP,bridge-pcm_new_Socket 0-INST,bridge-pcm_new_Socket 0-ACYC,bridge-pcm_new_Socket 0-TIME(ticks),bridge-pcm_new_Socket 0-PhysIPC,bridge-pcm_new_Socket 0-PhysIPC%,bridge-pcm_new_Socket 0-INSTnom,bridge-pcm_new_Socket 0-INSTnom%,bridge-pcm_new_Socket 1-EXEC,bridge-pcm_new_Socket 1-IPC,bridge-pcm_new_Socket 1-FREQ,bridge-pcm_new_Socket 1-AFREQ,bridge-pcm_new_Socket 1-L3MISS,bridge-pcm_new_Socket 1-L2MISS,bridge-pcm_new_Socket 1-L3HIT,bridge-pcm_new_Socket 1-L2HIT,bridge-pcm_new_Socket 1-L3MPI,bridge-pcm_new_Socket 1-L2MPI,bridge-pcm_new_Socket 1-L3OCC,bridge-pcm_new_Socket 1-READ,bridge-pcm_new_Socket 1-WRITE,bridge-pcm_new_Socket 1-LOCAL,bridge-pcm_new_Socket 1-TEMP,bridge-pcm_new_Socket 1-INST,bridge-pcm_new_Socket 1-ACYC,bridge-pcm_new_Socket 1-TIME(ticks),bridge-pcm_new_Socket 1-PhysIPC,bridge-pcm_new_Socket 1-PhysIPC%,bridge-pcm_new_Socket 1-INSTnom,bridge-pcm_new_Socket 1-INSTnom%,bridge-pcm_new_SKT0 Core C-State-C0res%,bridge-pcm_new_SKT0 Core C-State-C1res%,bridge-pcm_new_SKT0 Core C-State-C3res%,bridge-pcm_new_SKT0 Core C-State-C6res%,bridge-pcm_new_SKT0 Core C-State-C7res%,bridge-pcm_new_SKT0 Package C-State-C0res%,bridge-pcm_new_SKT0 Package C-State-C2res%,bridge-pcm_new_SKT0 Package C-State-C3res%,bridge-pcm_new_SKT0 Package C-State-C6res%,bridge-pcm_new_SKT0 Package C-State-C7res%,bridge-pcm_new_SKT1 Core C-State-C0res%,bridge-pcm_new_SKT1 Core C-State-C1res%,bridge-pcm_new_SKT1 Core C-State-C3res%,bridge-pcm_new_SKT1 Core C-State-C6res%,bridge-pcm_new_SKT1 Core C-State-C7res%,bridge-pcm_new_SKT1 Package C-State-C0res%,bridge-pcm_new_SKT1 Package C-State-C2res%,bridge-pcm_new_SKT1 Package C-State-C3res%,bridge-pcm_new_SKT1 Package C-State-C6res%,bridge-pcm_new_SKT1 Package C-State-C7res%,bridge-pcm_new_Proc Energy (Joules)-SKT0,bridge-pcm_new_Proc Energy (Joules)-SKT1,bridge-pcm_new_DRAM Energy (Joules)-SKT0,bridge-pcm_new_DRAM Energy (Joules)-SKT1,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_new_UncFREQ (Ghz)-SKT0,bridge-pcm_new_UncFREQ (Ghz)-SKT1,bridge-pcm_new_Core4 (Socket 0)-EXEC,bridge-pcm_new_Core4 (Socket 0)-IPC,bridge-pcm_new_Core4 (Socket 0)-FREQ,bridge-pcm_new_Core4 (Socket 0)-AFREQ,bridge-pcm_new_Core4 (Socket 0)-L3MISS,bridge-pcm_new_Core4 (Socket 0)-L2MISS,bridge-pcm_new_Core4 (Socket 0)-L3HIT,bridge-pcm_new_Core4 (Socket 0)-L2HIT,bridge-pcm_new_Core4 (Socket 0)-L3MPI,bridge-pcm_new_Core4 (Socket 0)-L2MPI,bridge-pcm_new_Core4 (Socket 0)-L3OCC,bridge-pcm_new_Core4 (Socket 0)-C0res%,bridge-pcm_new_Core4 (Socket 0)-C1res%,bridge-pcm_new_Core4 (Socket 0)-C3res%,bridge-pcm_new_Core4 (Socket 0)-C6res%,bridge-pcm_new_Core4 (Socket 0)-C7res%,bridge-pcm_new_Core4 (Socket 0)-TEMP,bridge-pcm_new_Core4 (Socket 0)-INST,bridge-pcm_new_Core4 (Socket 0)-ACYC,bridge-pcm_new_Core4 (Socket 0)-TIME(ticks),bridge-pcm_new_Core4 (Socket 0)-PhysIPC,bridge-pcm_new_Core4 (Socket 0)-PhysIPC%,bridge-pcm_new_Core4 (Socket 0)-INSTnom,bridge-pcm_new_Core4 (Socket 0)-INSTnom%,bridge-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_,pcm-memory_new_SKT0,pcm-memory_new_SKT1,pcm-memory_new_System
0,2440.4498611224,315.6995822414,5.226,2023-09-21,09:35:51.084,0.55,2.95,0.19,1.18,0.21,24.03,0.99,0.56,0.0,0.0008,18200.0,0.1,0.58,99.0,52.0,28626.5,9698.0,2600.16,5.9,147.59,1.1,27.52,0.22,1.67,0.13,1.23,0.24,8.98,0.97,0.6,0.0,0.0008,20840.0,0.49,0.02,99.0,48.0,11666.07,6981.21,2600.16,3.34,83.55,0.45,11.21,15.74,16.04,0.16,68.07,0.0,100.0,0.0,0.0,0.0,0.0,10.9,13.73,0.02,75.35,0.0,100.0,0.0,0.0,0.0,0.0,57.4,50.82,4.3,4.38,1045273.11,1052070.07,3.0,3.0,4.06,3.43,1.18,1.19,0.0,7.99,1.0,0.07,0.0,0.0008,2240.0,99.73,0.27,0.0,0.0,0.0,54.0,10560.7,3080.98,2600.16,6.86,171.39,8.12,203.08,,10875256.0,1222606.0,240086.0,26248376.0,9689344.0,168.0,610708.0,9920484.0,46844.0,3725386.0,4750032.0,0.0,10066.0,57078.0,Date,Ch0Read,Ch0Read,Read
1,1277.0813191731,1469.2615542268,11.54,2023-09-21,09:35:52.084,0.55,2.92,0.19,1.19,0.21,25.68,0.99,0.55,0.0,0.0009,19520.0,0.1,0.62,99.0,52.0,28428.3,9732.78,2596.87,5.84,146.04,1.09,27.37,0.23,1.73,0.13,1.23,0.07,8.56,0.99,0.4,0.0,0.0007,21000.0,0.52,0.01,99.0,48.0,12004.66,6931.23,2596.87,3.46,86.6,0.46,11.56,15.8,15.58,0.0,68.62,0.0,100.0,0.0,0.0,0.0,0.0,10.81,13.38,0.01,75.79,0.0,100.0,0.0,0.0,0.0,0.0,57.42,50.77,4.31,4.35,0.03,0.1,3.0,3.0,4.02,3.39,1.19,1.19,0.0,8.58,1.0,0.07,0.0,0.0008,2560.0,99.78,0.22,0.0,0.0,0.0,55.0,10435.54,3082.18,2596.87,6.77,169.29,8.04,200.92,,10879974.0,1218784.0,161980.0,26032552.0,9694608.0,154.0,612094.0,9938992.0,46872.0,3091088.0,5177424.0,0.0,10066.0,57078.0,2023-09-21,22.21,269.47,658.62
2,3532.1778394278,4230.7680934787,8.055,2023-09-21,09:35:53.085,0.55,2.91,0.19,1.19,0.24,25.75,0.99,0.55,0.0,0.0009,19200.0,0.12,0.62,98.0,52.0,28447.11,9768.96,2599.01,5.82,145.6,1.09,27.36,0.23,1.71,0.13,1.2,0.14,8.78,0.98,0.42,0.0,0.0007,23280.0,0.52,0.01,99.0,48.0,11717.75,6842.23,2599.01,3.43,85.63,0.45,11.27,15.86,15.62,0.0,68.53,0.0,100.0,0.0,0.0,0.0,0.0,10.94,19.54,0.03,69.48,0.0,100.0,0.0,0.0,0.0,0.0,57.49,51.17,4.31,4.38,0.03,0.1,3.0,3.0,4.03,3.4,1.19,1.19,0.0,8.48,1.0,0.07,0.0,0.0008,2280.0,99.75,0.25,0.0,0.0,0.0,54.0,10465.09,3082.17,2599.01,6.79,169.77,8.05,201.33,,10867864.0,1218238.0,207172.0,25855284.0,9689190.0,336.0,610596.0,9937480.0,46830.0,3696756.0,3146234.0,0.0,10052.0,57050.0,2023-09-21,19.25,256.58,617.69
3,5097.0229594638,5097.0473744131,9.027,2023-09-21,09:35:54.085,0.54,2.9,0.19,1.18,0.21,25.63,0.99,0.55,0.0,0.0009,19880.0,0.1,0.61,99.0,52.0,28298.61,9768.86,2596.64,5.79,144.84,1.09,27.25,0.23,1.73,0.13,1.23,0.08,8.55,0.99,0.4,0.0,0.0007,22680.0,0.51,0.01,99.0,47.0,11961.79,6918.05,2596.64,3.46,86.45,0.46,11.52,15.98,17.74,0.0,66.27,0.0,100.0,0.0,0.0,0.0,0.0,10.83,14.0,0.05,75.12,0.0,100.0,0.0,0.0,0.0,0.0,57.15,50.81,4.31,4.37,0.03,0.1,3.0,3.0,3.99,3.39,1.18,1.18,0.0,8.55,1.0,0.07,0.0,0.0008,2280.0,99.83,0.17,0.0,0.0,0.0,54.0,10372.5,3059.88,2596.64,6.78,169.49,7.99,199.73,,10879414.0,1218700.0,139944.0,26158510.0,9689834.0,154.0,612948.0,9933644.0,46844.0,3186344.0,5739972.0,0.0,10052.0,57106.0,2023-09-21,23.33,258.01,638.52
4,5097.0547254832,5071.9607248347,10.457,2023-09-21,09:35:55.086,0.55,2.94,0.19,1.19,0.18,25.64,0.99,0.55,0.0,0.0009,19560.0,0.1,0.61,99.0,51.0,28555.45,9723.52,2598.92,5.87,146.84,1.1,27.47,0.23,1.73,0.13,1.23,0.07,8.51,0.99,0.41,0.0,0.0007,22720.0,0.5,0.01,99.0,47.0,11999.52,6943.23,2598.92,3.46,86.41,0.46,11.54,15.77,15.5,0.0,68.73,0.0,100.0,0.0,0.0,0.0,0.0,10.82,13.2,0.01,75.97,0.0,100.0,0.0,0.0,0.0,0.0,57.5,50.75,4.3,4.36,0.03,0.1,3.0,3.0,4.02,3.38,1.19,1.19,0.0,8.58,1.0,0.07,0.0,0.0008,2400.0,99.79,0.21,0.0,0.0,0.0,54.0,10440.78,3085.54,2598.92,6.77,169.19,8.03,200.87,,10878154.0,1218644.0,217798.0,26148990.0,9689540.0,154.0,610722.0,9931040.0,46844.0,3250730.0,4365914.0,0.0,9604.0,57120.0,2023-09-21,19.84,254.66,618.48
5,5097.0226675344,5097.0399429014,8.377,2023-09-21,09:35:56.085,0.55,2.92,0.19,1.18,0.21,25.62,0.99,0.55,0.0,0.0009,20120.0,0.1,0.6,99.0,51.0,28449.38,9733.13,2596.72,5.85,146.15,1.1,27.39,0.23,1.73,0.13,1.23,0.08,8.76,0.99,0.4,0.0,0.0007,23240.0,0.51,0.01,99.0,48.0,11930.21,6910.16,2596.72,3.45,86.32,0.46,11.49,15.84,16.17,0.0,67.99,0.0,100.0,0.0,0.0,0.0,0.0,10.85,14.46,0.0,74.7,0.0,100.0,0.0,0.0,0.0,0.0,57.41,50.84,4.31,4.37,0.33,0.3,3.0,3.0,4.02,3.39,1.18,1.19,0.0,8.57,1.0,0.07,0.0,0.0008,2360.0,99.79,0.21,0.0,0.0,0.0,53.0,10426.36,3075.82,2596.72,6.78,169.49,8.03,200.76,,10917424.0,1219596.0,140924.0,25923072.0,9690464.0,154.0,668304.0,9934106.0,46802.0,3280032.0,6725572.0,0.0,9618.0,62524.0,2023-09-21,19.1,250.07,604.96
6,5097.0350792885,5097.0709010984,8.452,2023-09-21,09:35:57.089,0.5,2.24,0.22,1.16,1.19,28.45,0.96,0.55,0.0,0.0011,22000.0,0.39,0.77,94.0,50.0,25770.5,11486.06,2598.72,4.49,112.18,0.99,24.78,0.23,1.33,0.17,1.17,0.83,32.64,0.97,0.52,0.0001,0.0028,25360.0,0.7,0.06,95.0,48.0,11803.03,8885.04,2598.72,2.66,66.42,0.45,11.35,19.05,19.26,0.01,61.68,0.0,100.0,0.0,0.0,0.0,0.0,14.6,21.05,0.32,64.02,0.0,100.0,0.0,0.0,0.0,0.0,57.85,53.24,4.45,4.45,0.03,0.1,3.0,3.0,3.9,3.35,1.16,1.17,0.01,7.94,1.0,0.08,0.0,0.0008,240.0,99.49,0.51,0.0,0.0,0.0,54.0,10128.69,3023.82,2598.72,6.7,167.48,7.8,194.88,,13194986.0,1479856.0,436282.0,25732084.0,10804164.0,140.0,70742.0,12097288.0,57092.0,44476418.0,12262712.0,0.0,11690.0,63868.0,2023-09-21,19.43,252.1,611.22
7,5097.0463137195,5096.9984548202,15000.0,2023-09-21,09:35:58.087,0.41,1.18,0.35,1.12,2.65,23.1,0.89,0.74,0.0001,0.0011,23520.0,0.77,0.79,96.0,51.0,21449.32,18131.44,2597.53,2.37,59.15,0.83,20.65,0.21,1.11,0.19,1.18,0.6,13.14,0.95,0.42,0.0001,0.0012,24360.0,0.73,0.04,91.0,47.0,10976.0,9917.65,2597.53,2.21,55.34,0.42,10.56,31.29,27.33,0.26,41.12,0.0,100.0,0.0,0.0,0.0,0.0,16.23,18.92,0.19,64.66,0.0,100.0,0.0,0.0,0.0,0.0,61.03,53.13,4.55,4.45,64241.03,128551.39,3.0,3.0,3.95,3.54,1.12,1.12,0.01,2.38,0.99,0.14,0.0,0.0002,400.0,99.99,0.01,0.0,0.0,0.0,54.0,10252.92,2897.24,2597.53,7.08,176.94,7.89,197.36,,3401804.0,46242.0,2606114.0,16731204.0,8777804.0,308.0,414988.0,12159756.0,57162.0,10676064.0,4782820.0,0.0,10038.0,69888.0,2023-09-21,94.29,361.53,1169.21
8,5689.2529774439,5890.3527911073,3564.285,2023-09-21,09:35:59.087,0.51,1.76,0.29,1.12,1.22,41.18,0.97,0.75,0.0,0.0015,22880.0,0.64,0.98,99.0,51.0,26736.04,15172.75,2596.62,3.52,88.11,1.03,25.74,0.23,1.6,0.14,1.22,0.19,11.04,0.98,0.42,0.0,0.0009,24520.0,0.66,0.02,96.0,46.0,11781.4,7350.09,2596.62,3.21,80.14,0.45,11.34,26.19,25.0,0.02,48.8,0.0,100.0,0.0,0.0,0.0,0.0,11.59,14.11,0.08,74.22,0.0,100.0,0.0,0.0,0.0,0.0,61.18,51.21,4.55,4.4,0.13,0.03,3.0,3.0,3.94,3.53,1.12,1.12,0.01,4.94,1.0,0.13,0.0,0.0005,120.0,99.97,0.03,0.0,0.0,0.0,54.0,10232.18,2896.39,2596.62,7.07,176.64,7.88,197.02,,12249944.0,664454.0,12494958.0,21235242.0,8538810.0,0.0,98392.0,12119142.0,57176.0,3390492.0,6084134.0,0.0,11606.0,69818.0,2023-09-21,164.94,356.97,1482.15
9,6174.0206941582,3027.36029138,15000.0,2023-09-21,09:36:00.087,0.48,1.58,0.31,1.12,1.4,42.42,0.97,0.71,0.0001,0.0017,22160.0,0.67,0.97,99.0,50.0,25143.39,15869.35,2598.42,3.17,79.22,0.97,24.19,0.23,1.59,0.14,1.21,0.16,12.3,0.99,0.43,0.0,0.001,24560.0,0.65,0.01,97.0,47.0,11756.25,7413.28,2598.42,3.17,79.29,0.45,11.31,27.38,24.83,0.06,47.73,0.0,100.0,0.0,0.0,0.0,0.0,11.79,15.76,0.2,72.25,0.0,100.0,0.0,0.0,0.0,0.0,61.05,51.42,4.54,4.41,0.0,0.03,3.0,3.0,3.97,3.57,1.11,1.12,0.01,4.42,1.0,0.14,0.0,0.0004,320.0,99.92,0.08,0.0,0.0,0.0,54.0,10326.91,2896.61,2598.42,7.13,178.26,7.95,198.72,,12146834.0,763392.0,23871218.0,26075308.0,7810362.0,42.0,337596.0,12160218.0,57050.0,3126466.0,6167588.0,0.0,11704.0,69566.0,2023-09-21,140.08,329.09,1309.43
