,input_rate,output_rate,latency,bridge-pcm_new_System-Date,bridge-pcm_new_System-Time,bridge-pcm_new_Socket 0-EXEC,bridge-pcm_new_Socket 0-IPC,bridge-pcm_new_Socket 0-FREQ,bridge-pcm_new_Socket 0-AFREQ,bridge-pcm_new_Socket 0-L3MISS,bridge-pcm_new_Socket 0-L2MISS,bridge-pcm_new_Socket 0-L3HIT,bridge-pcm_new_Socket 0-L2HIT,bridge-pcm_new_Socket 0-L3MPI,bridge-pcm_new_Socket 0-L2MPI,bridge-pcm_new_Socket 0-L3OCC,bridge-pcm_new_Socket 0-READ,bridge-pcm_new_Socket 0-WRITE,bridge-pcm_new_Socket 0-LOCAL,bridge-pcm_new_Socket 0-TEMP,bridge-pcm_new_Socket 0-INST,bridge-pcm_new_Socket 0-ACYC,bridge-pcm_new_Socket 0-TIME(ticks),bridge-pcm_new_Socket 0-PhysIPC,bridge-pcm_new_Socket 0-PhysIPC%,bridge-pcm_new_Socket 0-INSTnom,bridge-pcm_new_Socket 0-INSTnom%,bridge-pcm_new_Socket 1-EXEC,bridge-pcm_new_Socket 1-IPC,bridge-pcm_new_Socket 1-FREQ,bridge-pcm_new_Socket 1-AFREQ,bridge-pcm_new_Socket 1-L3MISS,bridge-pcm_new_Socket 1-L2MISS,bridge-pcm_new_Socket 1-L3HIT,bridge-pcm_new_Socket 1-L2HIT,bridge-pcm_new_Socket 1-L3MPI,bridge-pcm_new_Socket 1-L2MPI,bridge-pcm_new_Socket 1-L3OCC,bridge-pcm_new_Socket 1-READ,bridge-pcm_new_Socket 1-WRITE,bridge-pcm_new_Socket 1-LOCAL,bridge-pcm_new_Socket 1-TEMP,bridge-pcm_new_Socket 1-INST,bridge-pcm_new_Socket 1-ACYC,bridge-pcm_new_Socket 1-TIME(ticks),bridge-pcm_new_Socket 1-PhysIPC,bridge-pcm_new_Socket 1-PhysIPC%,bridge-pcm_new_Socket 1-INSTnom,bridge-pcm_new_Socket 1-INSTnom%,bridge-pcm_new_SKT0 Core C-State-C0res%,bridge-pcm_new_SKT0 Core C-State-C1res%,bridge-pcm_new_SKT0 Core C-State-C3res%,bridge-pcm_new_SKT0 Core C-State-C6res%,bridge-pcm_new_SKT0 Core C-State-C7res%,bridge-pcm_new_SKT0 Package C-State-C0res%,bridge-pcm_new_SKT0 Package C-State-C2res%,bridge-pcm_new_SKT0 Package C-State-C3res%,bridge-pcm_new_SKT0 Package C-State-C6res%,bridge-pcm_new_SKT0 Package C-State-C7res%,bridge-pcm_new_SKT1 Core C-State-C0res%,bridge-pcm_new_SKT1 Core C-State-C1res%,bridge-pcm_new_SKT1 Core C-State-C3res%,bridge-pcm_new_SKT1 Core C-State-C6res%,bridge-pcm_new_SKT1 Core C-State-C7res%,bridge-pcm_new_SKT1 Package C-State-C0res%,bridge-pcm_new_SKT1 Package C-State-C2res%,bridge-pcm_new_SKT1 Package C-State-C3res%,bridge-pcm_new_SKT1 Package C-State-C6res%,bridge-pcm_new_SKT1 Package C-State-C7res%,bridge-pcm_new_Proc Energy (Joules)-SKT0,bridge-pcm_new_Proc Energy (Joules)-SKT1,bridge-pcm_new_DRAM Energy (Joules)-SKT0,bridge-pcm_new_DRAM Energy (Joules)-SKT1,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_new_UncFREQ (Ghz)-SKT0,bridge-pcm_new_UncFREQ (Ghz)-SKT1,bridge-pcm_new_Core4 (Socket 0)-EXEC,bridge-pcm_new_Core4 (Socket 0)-IPC,bridge-pcm_new_Core4 (Socket 0)-FREQ,bridge-pcm_new_Core4 (Socket 0)-AFREQ,bridge-pcm_new_Core4 (Socket 0)-L3MISS,bridge-pcm_new_Core4 (Socket 0)-L2MISS,bridge-pcm_new_Core4 (Socket 0)-L3HIT,bridge-pcm_new_Core4 (Socket 0)-L2HIT,bridge-pcm_new_Core4 (Socket 0)-L3MPI,bridge-pcm_new_Core4 (Socket 0)-L2MPI,bridge-pcm_new_Core4 (Socket 0)-L3OCC,bridge-pcm_new_Core4 (Socket 0)-C0res%,bridge-pcm_new_Core4 (Socket 0)-C1res%,bridge-pcm_new_Core4 (Socket 0)-C3res%,bridge-pcm_new_Core4 (Socket 0)-C6res%,bridge-pcm_new_Core4 (Socket 0)-C7res%,bridge-pcm_new_Core4 (Socket 0)-TEMP,bridge-pcm_new_Core4 (Socket 0)-INST,bridge-pcm_new_Core4 (Socket 0)-ACYC,bridge-pcm_new_Core4 (Socket 0)-TIME(ticks),bridge-pcm_new_Core4 (Socket 0)-PhysIPC,bridge-pcm_new_Core4 (Socket 0)-PhysIPC%,bridge-pcm_new_Core4 (Socket 0)-INSTnom,bridge-pcm_new_Core4 (Socket 0)-INSTnom%,bridge-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_,pcm-memory_new_SKT0,pcm-memory_new_SKT1,pcm-memory_new_System
0,2506.7448694,309.9976428084,6.589,2023-09-22,09:34:14.242,0.51,2.35,0.22,1.16,1.4,21.66,0.94,0.65,0.0001,0.0008,23320.0,0.39,0.63,91.0,50.0,26542.9,11309.65,2602.17,4.69,117.35,1.02,25.49,0.27,1.7,0.16,1.19,1.34,11.92,0.89,0.65,0.0001,0.0008,24800.0,0.63,0.15,88.0,43.0,14168.15,8323.8,2602.17,3.4,85.11,0.54,13.6,18.71,18.83,0.07,62.39,0.0,100.0,0.0,0.0,0.0,0.0,13.39,19.07,0.04,67.5,0.0,100.0,0.0,0.0,0.0,0.0,57.73,54.14,4.46,4.55,940794.83,947178.08,3.0,3.0,4.1,3.54,1.16,1.17,0.01,5.02,1.0,0.11,0.0,0.0005,1040.0,99.33,0.67,0.0,0.0,0.0,54.0,10676.34,3016.39,2602.17,7.08,176.97,8.21,205.14,,6571516.0,190708.0,413014.0,23758084.0,9694468.0,770.0,195524.0,9968448.0,46984.0,3292072.0,15214374.0,0.0,9450.0,51282.0,Date,Ch0Read,Ch0Read,Read
1,1352.2131429742,1505.3746736055,61.178,2023-09-22,09:34:15.242,0.51,2.45,0.21,1.16,0.66,20.04,0.97,0.63,0.0,0.0008,20560.0,0.45,0.79,90.0,50.0,26580.21,10839.02,2597.45,4.9,122.61,1.02,25.59,0.24,1.51,0.16,1.18,2.13,24.85,0.91,0.41,0.0002,0.002,24280.0,0.86,0.26,95.0,43.0,12654.63,8360.65,2597.45,3.03,75.68,0.49,12.18,17.92,18.9,0.03,63.15,0.0,100.0,0.0,0.0,0.0,0.0,13.61,18.96,0.16,67.27,0.0,100.0,0.0,0.0,0.0,0.0,57.37,54.1,4.46,4.58,0.0,0.03,3.0,3.0,4.11,3.53,1.16,1.17,0.01,5.79,1.0,0.1,0.0,0.0005,2800.0,99.49,0.51,0.0,0.0,0.0,53.0,10673.31,3023.95,2597.45,7.06,176.48,8.22,205.46,,9659104.0,281778.0,311388.0,22223726.0,9685928.0,3752.0,596960.0,9960286.0,47068.0,4394866.0,26096560.0,0.0,9590.0,57134.0,2023-09-22,120.1,373.17,1293.51
2,3270.3153872973,3252.4173691354,9.497,2023-09-22,09:34:16.242,0.56,2.96,0.19,1.18,0.13,24.78,0.99,0.58,0.0,0.0008,22600.0,0.05,0.62,97.0,50.0,29158.88,9858.88,2597.26,5.92,147.88,1.12,28.07,0.25,1.55,0.16,1.18,0.75,22.92,0.97,0.56,0.0001,0.0018,25440.0,0.62,0.07,98.0,41.0,12856.65,8313.24,2597.26,3.09,77.33,0.5,12.38,16.1,16.97,0.03,66.9,0.0,100.0,0.0,0.0,0.0,0.0,13.61,19.32,0.0,67.06,0.0,100.0,0.0,0.0,0.0,0.0,57.57,53.62,4.3,4.44,0.0,0.03,3.0,3.0,4.0,3.4,1.18,1.18,0.0,8.14,1.0,0.09,0.0,0.0008,2640.0,99.61,0.39,0.0,0.0,0.0,53.0,10398.2,3060.35,2597.26,6.8,169.89,8.01,200.18,,10873072.0,1198610.0,158564.0,22697962.0,9350096.0,140.0,592914.0,9912210.0,46872.0,2725898.0,3529134.0,0.0,9604.0,57274.0,2023-09-22,67.95,444.73,1185.32
3,5054.8291001336,4663.4539081018,9.603,2023-09-22,09:34:17.241,0.55,2.99,0.19,1.18,0.07,24.48,1.0,0.58,0.0,0.0009,22920.0,0.03,0.61,98.0,49.0,28691.11,9609.25,2596.73,5.97,149.29,1.1,27.62,0.23,1.72,0.13,1.2,0.33,9.53,0.97,0.4,0.0,0.0008,24760.0,0.57,0.03,99.0,42.0,11766.73,6849.73,2596.73,3.44,85.89,0.45,11.33,15.64,16.52,0.0,67.83,0.0,100.0,0.0,0.0,0.0,0.0,10.95,19.7,0.11,69.24,0.0,100.0,0.0,0.0,0.0,0.0,57.3,52.21,4.3,4.41,0.0,0.03,3.0,3.0,4.02,3.4,1.18,1.19,0.0,8.2,1.0,0.09,0.0,0.0008,2680.0,99.79,0.21,0.0,0.0,0.0,52.0,10444.21,3073.41,2596.73,6.8,169.91,8.04,201.1,,10889998.0,1199576.0,119000.0,22729490.0,9759316.0,224.0,615860.0,9945488.0,46830.0,2608676.0,5488966.0,0.0,9618.0,57218.0,2023-09-22,10.03,308.78,664.2
4,5095.7448102856,5095.8457866343,8.998,2023-09-22,09:34:18.241,0.55,2.96,0.19,1.18,0.11,24.67,1.0,0.58,0.0,0.0009,22640.0,0.04,0.61,98.0,50.0,28619.58,9655.9,2596.37,5.93,148.2,1.1,27.56,0.23,1.7,0.13,1.2,0.33,11.59,0.97,0.45,0.0,0.001,25200.0,0.56,0.02,99.0,42.0,11774.02,6945.51,2596.37,3.39,84.76,0.45,11.34,15.72,16.5,0.01,67.78,0.0,100.0,0.0,0.0,0.0,0.0,11.16,20.45,0.09,68.31,0.0,100.0,0.0,0.0,0.0,0.0,57.35,52.49,4.27,4.4,0.0,0.03,3.0,3.0,4.01,3.39,1.18,1.19,0.01,8.16,1.0,0.09,0.0,0.0008,2800.0,99.66,0.34,0.0,0.0,0.0,52.0,10415.5,3069.65,2596.37,6.79,169.65,8.02,200.57,,10880786.0,1206940.0,334418.0,22756790.0,9688546.0,140.0,574952.0,9922192.0,46872.0,3013962.0,3979528.0,0.0,9604.0,56924.0,2023-09-22,5.72,278.14,583.75
5,5084.2023930085,5084.2199865028,8.054,2023-09-22,09:34:19.242,0.55,2.93,0.19,1.17,0.26,26.69,0.99,0.58,0.0,0.0009,20840.0,0.06,0.63,97.0,50.0,28407.68,9706.53,2598.78,5.85,146.33,1.09,27.32,0.24,1.47,0.16,1.17,0.62,32.15,0.98,0.62,0.0,0.0026,24360.0,0.59,0.04,97.0,43.0,12587.0,8552.09,2598.78,2.94,73.59,0.48,12.11,15.89,18.4,0.0,65.71,0.0,100.0,0.0,0.0,0.0,0.0,14.11,21.46,0.21,64.22,0.0,100.0,0.0,0.0,0.0,0.0,57.39,54.58,4.32,4.42,0.33,0.33,3.0,3.0,3.98,3.4,1.17,1.18,0.0,8.13,1.0,0.09,0.0,0.0008,2600.0,99.51,0.49,0.0,0.0,0.0,52.0,10351.97,3046.64,2598.78,6.8,169.89,7.97,199.17,,10894506.0,1211280.0,833700.0,22958796.0,9690800.0,140.0,1077804.0,9937200.0,46886.0,17574144.0,37612848.0,0.0,9576.0,104146.0,2023-09-22,9.02,280.35,603.89
6,5082.9855308985,5082.9774441596,14.592,2023-09-22,09:34:20.242,0.49,2.62,0.19,1.18,0.17,40.97,1.0,0.48,0.0,0.0016,22160.0,0.08,1.05,98.0,50.0,25543.14,9736.93,2597.28,5.25,131.17,0.98,24.59,0.26,1.7,0.15,1.17,0.77,26.21,0.97,0.59,0.0001,0.0019,25440.0,1.0,0.06,99.0,43.0,13500.01,7941.65,2597.28,3.4,84.99,0.52,13.0,15.88,16.74,0.0,67.38,0.0,100.0,0.0,0.0,0.0,0.0,13.04,21.02,0.21,65.73,0.0,100.0,0.0,0.0,0.0,0.0,56.71,54.03,4.5,4.53,0.0,0.0,3.0,3.0,3.56,3.02,1.18,1.18,0.0,13.39,1.0,0.1,0.0,0.0014,2720.0,99.55,0.45,0.0,0.0,0.0,53.0,9246.13,3061.68,2597.28,6.04,151.0,7.12,177.99,,19034820.0,2152710.0,115584.0,39572708.0,17790304.0,140.0,1103480.0,18196276.0,86030.0,2873948.0,6591466.0,0.0,17486.0,104370.0,2023-09-22,11.88,324.37,703.1
7,5096.884765816,5096.8956513862,16.509,2023-09-22,09:34:21.242,0.48,2.59,0.19,1.18,0.18,42.92,1.0,0.47,0.0,0.0017,22400.0,0.1,1.12,98.0,50.0,25177.3,9737.54,2597.28,5.17,129.28,0.97,24.24,0.25,1.55,0.16,1.16,0.83,19.98,0.96,0.55,0.0001,0.0016,24640.0,1.05,0.06,99.0,42.0,12770.61,8226.86,2597.28,3.1,77.62,0.49,12.29,15.87,16.87,0.09,67.17,0.0,100.0,0.0,0.0,0.0,0.0,13.62,22.55,0.24,63.59,0.0,100.0,0.0,0.0,0.0,0.0,56.75,54.02,4.54,4.54,0.0,0.03,3.0,3.0,3.51,2.98,1.18,1.18,0.01,13.9,1.0,0.1,0.0,0.0015,2960.0,99.57,0.43,0.0,0.0,0.0,52.0,9121.24,3063.9,2597.28,5.95,148.85,7.02,175.6,,17260040.0,2143344.0,87724.0,39041772.0,17788344.0,336.0,1060864.0,18033512.0,86002.0,2706158.0,8773632.0,0.0,17486.0,99078.0,2023-09-22,14.61,516.13,1103.55
8,7281.2665589019,7733.0260040761,15.315,2023-09-22,09:34:22.242,0.48,2.43,0.2,1.17,0.43,41.02,0.99,0.49,0.0,0.0016,22760.0,0.17,1.11,98.0,50.0,25172.21,10374.3,2597.48,4.85,121.32,0.97,24.23,0.22,1.54,0.15,1.2,0.7,15.64,0.96,0.45,0.0001,0.0013,25960.0,1.02,0.05,97.0,42.0,11671.16,7564.21,2597.48,3.09,77.15,0.45,11.23,17.04,18.1,0.09,64.78,0.0,100.0,0.0,0.0,0.0,0.0,12.18,19.09,0.19,68.55,0.0,100.0,0.0,0.0,0.0,0.0,57.09,52.99,4.55,4.53,0.0,0.03,3.0,3.0,3.56,3.04,1.17,1.18,0.0,12.83,1.0,0.11,0.0,0.0014,2520.0,99.51,0.49,0.0,0.0,0.0,53.0,9257.0,3048.35,2597.48,6.07,151.84,7.13,178.2,,19447722.0,2138066.0,250250.0,21555366.0,17313268.0,140.0,981036.0,18240852.0,85974.0,3244724.0,20485500.0,0.0,17444.0,104258.0,2023-09-22,20.8,525.66,1148.91
9,9340.455959228,9272.4865566421,10.096,2023-09-22,09:34:23.242,0.49,2.61,0.19,1.19,0.1,42.32,1.0,0.47,0.0,0.0017,22200.0,0.06,1.1,99.0,49.0,25232.91,9657.97,2597.03,5.23,130.63,0.97,24.29,0.22,1.7,0.13,1.21,0.18,11.9,0.99,0.4,0.0,0.001,25520.0,0.95,0.01,99.0,40.0,11593.92,6834.52,2597.03,3.39,84.82,0.45,11.16,15.68,15.73,0.0,68.59,0.0,100.0,0.0,0.0,0.0,0.0,10.85,17.47,0.01,71.67,0.0,100.0,0.0,0.0,0.0,0.0,56.68,52.27,4.52,4.49,0.0,0.0,3.0,3.0,3.51,2.96,1.19,1.19,0.0,14.29,1.0,0.11,0.0,0.0016,3000.0,99.78,0.22,0.0,0.0,0.0,52.0,9113.53,3081.74,2597.03,5.91,147.86,7.02,175.45,,20158782.0,2151296.0,63924.0,37917740.0,17787252.0,140.0,1086848.0,18226768.0,86030.0,2772924.0,8626240.0,0.0,17654.0,103782.0,2023-09-22,35.51,516.8,1208.49
