,input_rate,output_rate,latency,bridge-pcm_new_System-Date,bridge-pcm_new_System-Time,bridge-pcm_new_Socket 0-EXEC,bridge-pcm_new_Socket 0-IPC,bridge-pcm_new_Socket 0-FREQ,bridge-pcm_new_Socket 0-AFREQ,bridge-pcm_new_Socket 0-L3MISS,bridge-pcm_new_Socket 0-L2MISS,bridge-pcm_new_Socket 0-L3HIT,bridge-pcm_new_Socket 0-L2HIT,bridge-pcm_new_Socket 0-L3MPI,bridge-pcm_new_Socket 0-L2MPI,bridge-pcm_new_Socket 0-L3OCC,bridge-pcm_new_Socket 0-READ,bridge-pcm_new_Socket 0-WRITE,bridge-pcm_new_Socket 0-LOCAL,bridge-pcm_new_Socket 0-TEMP,bridge-pcm_new_Socket 0-INST,bridge-pcm_new_Socket 0-ACYC,bridge-pcm_new_Socket 0-TIME(ticks),bridge-pcm_new_Socket 0-PhysIPC,bridge-pcm_new_Socket 0-PhysIPC%,bridge-pcm_new_Socket 0-INSTnom,bridge-pcm_new_Socket 0-INSTnom%,bridge-pcm_new_Socket 1-EXEC,bridge-pcm_new_Socket 1-IPC,bridge-pcm_new_Socket 1-FREQ,bridge-pcm_new_Socket 1-AFREQ,bridge-pcm_new_Socket 1-L3MISS,bridge-pcm_new_Socket 1-L2MISS,bridge-pcm_new_Socket 1-L3HIT,bridge-pcm_new_Socket 1-L2HIT,bridge-pcm_new_Socket 1-L3MPI,bridge-pcm_new_Socket 1-L2MPI,bridge-pcm_new_Socket 1-L3OCC,bridge-pcm_new_Socket 1-READ,bridge-pcm_new_Socket 1-WRITE,bridge-pcm_new_Socket 1-LOCAL,bridge-pcm_new_Socket 1-TEMP,bridge-pcm_new_Socket 1-INST,bridge-pcm_new_Socket 1-ACYC,bridge-pcm_new_Socket 1-TIME(ticks),bridge-pcm_new_Socket 1-PhysIPC,bridge-pcm_new_Socket 1-PhysIPC%,bridge-pcm_new_Socket 1-INSTnom,bridge-pcm_new_Socket 1-INSTnom%,bridge-pcm_new_SKT0 Core C-State-C0res%,bridge-pcm_new_SKT0 Core C-State-C1res%,bridge-pcm_new_SKT0 Core C-State-C3res%,bridge-pcm_new_SKT0 Core C-State-C6res%,bridge-pcm_new_SKT0 Core C-State-C7res%,bridge-pcm_new_SKT0 Package C-State-C0res%,bridge-pcm_new_SKT0 Package C-State-C2res%,bridge-pcm_new_SKT0 Package C-State-C3res%,bridge-pcm_new_SKT0 Package C-State-C6res%,bridge-pcm_new_SKT0 Package C-State-C7res%,bridge-pcm_new_SKT1 Core C-State-C0res%,bridge-pcm_new_SKT1 Core C-State-C1res%,bridge-pcm_new_SKT1 Core C-State-C3res%,bridge-pcm_new_SKT1 Core C-State-C6res%,bridge-pcm_new_SKT1 Core C-State-C7res%,bridge-pcm_new_SKT1 Package C-State-C0res%,bridge-pcm_new_SKT1 Package C-State-C2res%,bridge-pcm_new_SKT1 Package C-State-C3res%,bridge-pcm_new_SKT1 Package C-State-C6res%,bridge-pcm_new_SKT1 Package C-State-C7res%,bridge-pcm_new_Proc Energy (Joules)-SKT0,bridge-pcm_new_Proc Energy (Joules)-SKT1,bridge-pcm_new_DRAM Energy (Joules)-SKT0,bridge-pcm_new_DRAM Energy (Joules)-SKT1,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_new_UncFREQ (Ghz)-SKT0,bridge-pcm_new_UncFREQ (Ghz)-SKT1,bridge-pcm_new_Core4 (Socket 0)-EXEC,bridge-pcm_new_Core4 (Socket 0)-IPC,bridge-pcm_new_Core4 (Socket 0)-FREQ,bridge-pcm_new_Core4 (Socket 0)-AFREQ,bridge-pcm_new_Core4 (Socket 0)-L3MISS,bridge-pcm_new_Core4 (Socket 0)-L2MISS,bridge-pcm_new_Core4 (Socket 0)-L3HIT,bridge-pcm_new_Core4 (Socket 0)-L2HIT,bridge-pcm_new_Core4 (Socket 0)-L3MPI,bridge-pcm_new_Core4 (Socket 0)-L2MPI,bridge-pcm_new_Core4 (Socket 0)-L3OCC,bridge-pcm_new_Core4 (Socket 0)-C0res%,bridge-pcm_new_Core4 (Socket 0)-C1res%,bridge-pcm_new_Core4 (Socket 0)-C3res%,bridge-pcm_new_Core4 (Socket 0)-C6res%,bridge-pcm_new_Core4 (Socket 0)-C7res%,bridge-pcm_new_Core4 (Socket 0)-TEMP,bridge-pcm_new_Core4 (Socket 0)-INST,bridge-pcm_new_Core4 (Socket 0)-ACYC,bridge-pcm_new_Core4 (Socket 0)-TIME(ticks),bridge-pcm_new_Core4 (Socket 0)-PhysIPC,bridge-pcm_new_Core4 (Socket 0)-PhysIPC%,bridge-pcm_new_Core4 (Socket 0)-INSTnom,bridge-pcm_new_Core4 (Socket 0)-INSTnom%,bridge-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_,pcm-memory_new_SKT0,pcm-memory_new_SKT1,pcm-memory_new_System
0,2260.6080594992,306.65215308604,10.653,2023-09-18,10:56:19.048,0.57,3.08,0.18,1.18,0.05,20.99,1.0,0.59,0.0,0.0007,6560.0,0.03,0.6,98.0,47.0,29551.91,9607.14,2599.36,6.15,153.8,1.14,28.42,0.23,1.7,0.13,1.23,0.29,8.68,0.97,0.5,0.0,0.0007,22440.0,0.53,0.02,99.0,44.0,11810.46,6928.7,2599.36,3.41,85.23,0.45,11.36,15.6,16.31,0.0,68.09,0.0,100.0,0.0,0.0,0.0,0.0,10.81,13.81,0.11,75.27,0.0,100.0,0.0,0.0,0.0,0.0,57.72,51.27,4.28,4.4,1553098.41,1562882.87,3.0,3.0,4.13,3.49,1.19,1.19,0.0,7.08,1.0,0.25,0.0,0.0007,1080.0,99.8,0.2,0.0,0.0,0.0,49.0,10746.71,3080.51,2599.36,6.98,174.43,8.27,206.71,,10919230.0,1201270.0,129220.0,16976736.0,9689596.0,0.0,617806.0,9927246.0,46774.0,2860732.0,4468072.0,0.0,9618.0,56602.0,Date,Ch0Read,Ch0Read,Read
1,1374.493029948,1494.8965893647,8.676,2023-09-18,10:56:20.049,0.56,2.84,0.2,1.18,0.37,23.46,0.98,0.58,0.0,0.0008,13960.0,0.07,0.65,97.0,47.0,28929.01,10191.16,2598.93,5.68,141.93,1.11,27.82,0.23,1.64,0.14,1.22,0.61,11.39,0.95,0.44,0.0,0.0009,23680.0,0.58,0.04,96.0,44.0,12205.71,7453.99,2598.93,3.27,81.87,0.47,11.74,16.67,17.91,0.33,65.09,0.0,100.0,0.0,0.0,0.0,0.0,11.8,15.91,0.06,72.23,0.0,100.0,0.0,0.0,0.0,0.0,58.1,52.04,4.31,4.42,0.03,0.1,3.0,3.0,4.04,3.43,1.18,1.18,0.0,7.17,1.0,0.25,0.0,0.0007,1320.0,99.65,0.35,0.0,0.0,0.0,48.0,10500.83,3062.75,2598.93,6.86,171.43,8.08,202.02,,10885476.0,1196706.0,350784.0,16878204.0,9694272.0,0.0,614460.0,9903796.0,46858.0,2612568.0,5136908.0,0.0,9604.0,56518.0,2023-09-18,4.96,278.48,580.64
2,3228.7145596357,3564.7174526773,8.538,2023-09-18,10:56:21.048,0.57,3.06,0.19,1.19,0.06,21.58,1.0,0.58,0.0,0.0007,13560.0,0.03,0.63,99.0,47.0,29459.13,9628.77,2596.65,6.12,152.97,1.13,28.37,0.23,1.75,0.13,1.24,0.1,7.86,0.99,0.37,0.0,0.0007,23480.0,0.53,0.01,99.0,43.0,12036.6,6885.04,2596.65,3.5,87.41,0.46,11.59,15.62,15.46,0.0,68.92,0.0,100.0,0.0,0.0,0.0,0.0,10.73,13.18,0.0,76.09,0.0,100.0,0.0,0.0,0.0,0.0,57.65,51.22,4.28,4.38,0.03,0.1,3.0,3.0,4.12,3.47,1.19,1.19,0.0,7.29,1.0,0.25,0.0,0.0007,1480.0,99.82,0.18,0.0,0.0,0.0,49.0,10700.73,3084.94,2596.65,6.94,173.43,8.24,206.05,,10886078.0,1200402.0,130480.0,16966180.0,9688350.0,0.0,618912.0,9928856.0,46774.0,2769088.0,3750012.0,0.0,9618.0,56784.0,2023-09-18,13.93,294.79,657.22
3,5096.8574691015,5096.9037777254,8.291,2023-09-18,10:56:22.048,0.57,3.06,0.19,1.19,0.06,21.7,1.0,0.58,0.0,0.0007,13560.0,0.02,0.63,99.0,47.0,29495.62,9630.67,2597.53,6.13,153.13,1.14,28.39,0.23,1.76,0.13,1.24,0.04,7.98,0.99,0.38,0.0,0.0007,23160.0,0.5,0.0,99.0,42.0,12052.39,6859.65,2597.53,3.51,87.85,0.46,11.6,15.62,15.59,0.0,68.79,0.0,100.0,0.0,0.0,0.0,0.0,10.68,13.22,0.0,76.1,0.0,100.0,0.0,0.0,0.0,0.0,57.67,51.2,4.29,4.38,0.03,0.1,3.0,3.0,4.12,3.47,1.19,1.19,0.0,7.31,1.0,0.25,0.0,0.0007,1720.0,99.8,0.2,0.0,0.0,0.0,48.0,10704.21,3084.44,2597.53,6.94,173.52,8.24,206.04,,10889984.0,1199702.0,400358.0,16976288.0,9688910.0,0.0,618450.0,9933980.0,46858.0,2622816.0,5323038.0,0.0,9618.0,56924.0,2023-09-18,3.94,265.05,551.59
4,5096.8436997561,5096.8339941254,8.659,2023-09-18,10:56:23.049,0.57,3.07,0.18,1.19,0.03,21.53,1.0,0.58,0.0,0.0007,13560.0,0.02,0.62,99.0,46.0,29523.04,9605.63,2597.2,6.15,153.68,1.14,28.42,0.23,1.76,0.13,1.24,0.05,7.92,0.99,0.38,0.0,0.0007,23720.0,0.49,0.0,99.0,43.0,12065.57,6874.23,2597.2,3.51,87.76,0.46,11.61,15.57,15.45,0.0,68.98,0.0,100.0,0.0,0.0,0.0,0.0,10.71,13.2,0.01,76.09,0.0,100.0,0.0,0.0,0.0,0.0,57.59,51.21,4.29,4.37,0.03,0.1,3.0,3.0,4.13,3.47,1.19,1.19,0.0,7.3,1.0,0.25,0.0,0.0007,1720.0,99.83,0.17,0.0,0.0,0.0,49.0,10721.93,3086.16,2597.2,6.95,173.71,8.26,206.41,,10888290.0,1200864.0,145978.0,16683366.0,9689946.0,0.0,612850.0,9932454.0,46844.0,2677304.0,3675448.0,0.0,9618.0,56602.0,2023-09-18,2.95,251.45,521.01
5,5096.9006522356,5096.8949749252,7.658,2023-09-18,10:56:24.049,0.57,3.06,0.18,1.18,0.04,21.84,1.0,0.58,0.0,0.0007,13400.0,0.02,0.63,99.0,46.0,29389.7,9595.51,2597.21,6.13,153.14,1.13,28.29,0.23,1.75,0.13,1.23,0.06,8.12,0.99,0.38,0.0,0.0007,24200.0,0.49,0.01,99.0,43.0,11965.46,6835.18,2597.21,3.5,87.53,0.46,11.52,15.59,16.14,0.01,68.27,0.0,100.0,0.0,0.0,0.0,0.0,10.71,14.46,0.01,74.82,0.0,100.0,0.0,0.0,0.0,0.0,57.65,51.3,4.3,4.38,0.33,0.33,3.0,3.0,4.1,3.46,1.18,1.19,0.0,7.39,1.0,0.25,0.0,0.0007,1720.0,99.78,0.22,0.0,0.0,0.0,49.0,10659.93,3077.35,2597.21,6.93,173.2,8.21,205.22,,10887828.0,1201032.0,450184.0,16884588.0,9687888.0,0.0,863576.0,9928044.0,46900.0,2615578.0,5472922.0,0.0,9618.0,80136.0,2023-09-18,2.75,245.3,507.38
6,5096.8894289904,5096.8976102061,8.182,2023-09-18,10:56:25.049,0.55,2.65,0.21,1.17,0.21,33.31,0.99,0.62,0.0,0.0012,14080.0,0.06,0.9,99.0,47.0,28603.17,10811.66,2597.69,5.29,132.28,1.1,27.52,0.23,1.71,0.13,1.23,0.17,10.04,0.98,0.42,0.0,0.0008,24080.0,0.7,0.01,98.0,44.0,11870.36,6959.41,2597.69,3.41,85.28,0.46,11.42,17.8,17.82,0.02,64.36,0.0,100.0,0.0,0.0,0.0,0.0,10.86,13.48,0.01,75.65,0.0,100.0,0.0,0.0,0.0,0.0,58.96,51.44,4.41,4.43,0.03,0.1,3.0,3.0,3.8,3.25,1.17,1.17,0.0,10.07,1.0,0.25,0.0,0.001,1600.0,99.74,0.26,0.0,0.0,0.0,49.0,9879.06,3040.77,2597.69,6.5,162.44,7.61,190.16,,15414406.0,1684788.0,177674.0,27389488.0,13715226.0,0.0,857094.0,14051338.0,66388.0,3032022.0,5819184.0,0.0,13622.0,79940.0,2023-09-18,2.45,250.79,517.15
7,5096.9035389906,5096.9060396045,8.24,2023-09-18,10:56:26.049,0.58,2.46,0.24,1.15,0.08,37.75,1.0,0.71,0.0,0.0013,14320.0,0.02,0.88,99.0,46.0,30189.42,12270.63,2598.04,4.92,123.01,1.16,29.05,0.23,1.73,0.13,1.24,0.06,9.64,0.99,0.39,0.0,0.0008,23760.0,0.7,0.01,99.0,42.0,11924.35,6890.78,2598.04,3.46,86.52,0.46,11.48,20.57,21.33,0.0,58.09,0.0,100.0,0.0,0.0,0.0,0.0,10.74,13.3,0.0,75.96,0.0,100.0,0.0,0.0,0.0,0.0,60.79,51.32,4.39,4.42,0.0,0.0,3.0,3.0,3.73,3.25,1.15,1.15,0.0,10.21,1.0,0.25,0.0,0.0011,1920.0,99.87,0.13,0.0,0.0,0.0,48.0,9697.94,2981.11,2598.04,6.51,162.66,7.47,186.64,,15409660.0,1674946.0,737548.0,30258858.0,13716038.0,0.0,868098.0,14054614.0,66346.0,2843526.0,4998826.0,0.0,13608.0,80500.0,2023-09-18,10.99,352.56,760.52
8,6212.3289059219,6407.2039794184,14.096,2023-09-18,10:56:27.049,0.58,2.47,0.24,1.15,0.04,37.69,1.0,0.7,0.0,0.0012,13800.0,0.02,0.88,99.0,47.0,30308.06,12265.42,2597.3,4.94,123.55,1.17,29.17,0.23,1.73,0.13,1.24,0.05,9.67,1.0,0.39,0.0,0.0008,23480.0,0.68,0.0,99.0,42.0,11922.58,6882.27,2597.3,3.46,86.62,0.46,11.48,20.5,20.33,0.0,59.17,0.0,100.0,0.0,0.0,0.0,0.0,10.72,13.34,0.0,75.94,0.0,100.0,0.0,0.0,0.0,0.0,60.79,51.37,4.37,4.41,0.03,0.1,3.0,3.0,3.74,3.25,1.15,1.15,0.0,10.23,1.0,0.25,0.0,0.0011,1840.0,99.88,0.12,0.0,0.0,0.0,48.0,9719.85,2990.74,2597.3,6.5,162.5,7.48,187.11,,15409436.0,1681848.0,170310.0,30450952.0,13714330.0,0.0,869036.0,14039970.0,66346.0,2778874.0,5162934.0,0.0,13608.0,80514.0,2023-09-18,3.89,350.84,723.58
9,7217.0728745146,7217.1103563684,7.267,2023-09-18,10:56:28.049,0.58,2.46,0.24,1.15,0.05,37.66,1.0,0.7,0.0,0.0012,13000.0,0.02,0.88,99.0,46.0,30279.44,12305.44,2597.13,4.92,123.03,1.17,29.15,0.23,1.73,0.13,1.23,0.04,9.68,1.0,0.39,0.0,0.0008,23520.0,0.66,0.0,99.0,42.0,11928.37,6908.88,2597.13,3.45,86.33,0.46,11.48,20.57,20.34,0.0,59.09,0.0,100.0,0.0,0.0,0.0,0.0,10.77,13.3,0.0,75.93,0.0,100.0,0.0,0.0,0.0,0.0,60.93,51.36,4.37,4.42,0.03,0.1,3.0,3.0,3.74,3.25,1.15,1.15,0.0,10.23,1.0,0.25,0.0,0.0011,1880.0,99.87,0.13,0.0,0.0,0.0,48.0,9725.02,2990.32,2597.13,6.5,162.61,7.49,187.22,,15411690.0,1688666.0,693504.0,30209410.0,13714596.0,140.0,868728.0,14037996.0,66318.0,2875404.0,5312650.0,0.0,13608.0,80458.0,2023-09-18,2.76,340.98,697.59
