,input_rate,output_rate,latency,bridge-pcm_new_System-Date,bridge-pcm_new_System-Time,bridge-pcm_new_Socket 0-EXEC,bridge-pcm_new_Socket 0-IPC,bridge-pcm_new_Socket 0-FREQ,bridge-pcm_new_Socket 0-AFREQ,bridge-pcm_new_Socket 0-L3MISS,bridge-pcm_new_Socket 0-L2MISS,bridge-pcm_new_Socket 0-L3HIT,bridge-pcm_new_Socket 0-L2HIT,bridge-pcm_new_Socket 0-L3MPI,bridge-pcm_new_Socket 0-L2MPI,bridge-pcm_new_Socket 0-L3OCC,bridge-pcm_new_Socket 0-READ,bridge-pcm_new_Socket 0-WRITE,bridge-pcm_new_Socket 0-LOCAL,bridge-pcm_new_Socket 0-TEMP,bridge-pcm_new_Socket 0-INST,bridge-pcm_new_Socket 0-ACYC,bridge-pcm_new_Socket 0-TIME(ticks),bridge-pcm_new_Socket 0-PhysIPC,bridge-pcm_new_Socket 0-PhysIPC%,bridge-pcm_new_Socket 0-INSTnom,bridge-pcm_new_Socket 0-INSTnom%,bridge-pcm_new_Socket 1-EXEC,bridge-pcm_new_Socket 1-IPC,bridge-pcm_new_Socket 1-FREQ,bridge-pcm_new_Socket 1-AFREQ,bridge-pcm_new_Socket 1-L3MISS,bridge-pcm_new_Socket 1-L2MISS,bridge-pcm_new_Socket 1-L3HIT,bridge-pcm_new_Socket 1-L2HIT,bridge-pcm_new_Socket 1-L3MPI,bridge-pcm_new_Socket 1-L2MPI,bridge-pcm_new_Socket 1-L3OCC,bridge-pcm_new_Socket 1-READ,bridge-pcm_new_Socket 1-WRITE,bridge-pcm_new_Socket 1-LOCAL,bridge-pcm_new_Socket 1-TEMP,bridge-pcm_new_Socket 1-INST,bridge-pcm_new_Socket 1-ACYC,bridge-pcm_new_Socket 1-TIME(ticks),bridge-pcm_new_Socket 1-PhysIPC,bridge-pcm_new_Socket 1-PhysIPC%,bridge-pcm_new_Socket 1-INSTnom,bridge-pcm_new_Socket 1-INSTnom%,bridge-pcm_new_SKT0 Core C-State-C0res%,bridge-pcm_new_SKT0 Core C-State-C1res%,bridge-pcm_new_SKT0 Core C-State-C3res%,bridge-pcm_new_SKT0 Core C-State-C6res%,bridge-pcm_new_SKT0 Core C-State-C7res%,bridge-pcm_new_SKT0 Package C-State-C0res%,bridge-pcm_new_SKT0 Package C-State-C2res%,bridge-pcm_new_SKT0 Package C-State-C3res%,bridge-pcm_new_SKT0 Package C-State-C6res%,bridge-pcm_new_SKT0 Package C-State-C7res%,bridge-pcm_new_SKT1 Core C-State-C0res%,bridge-pcm_new_SKT1 Core C-State-C1res%,bridge-pcm_new_SKT1 Core C-State-C3res%,bridge-pcm_new_SKT1 Core C-State-C6res%,bridge-pcm_new_SKT1 Core C-State-C7res%,bridge-pcm_new_SKT1 Package C-State-C0res%,bridge-pcm_new_SKT1 Package C-State-C2res%,bridge-pcm_new_SKT1 Package C-State-C3res%,bridge-pcm_new_SKT1 Package C-State-C6res%,bridge-pcm_new_SKT1 Package C-State-C7res%,bridge-pcm_new_Proc Energy (Joules)-SKT0,bridge-pcm_new_Proc Energy (Joules)-SKT1,bridge-pcm_new_DRAM Energy (Joules)-SKT0,bridge-pcm_new_DRAM Energy (Joules)-SKT1,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_new_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_new_UncFREQ (Ghz)-SKT0,bridge-pcm_new_UncFREQ (Ghz)-SKT1,bridge-pcm_new_Core4 (Socket 0)-EXEC,bridge-pcm_new_Core4 (Socket 0)-IPC,bridge-pcm_new_Core4 (Socket 0)-FREQ,bridge-pcm_new_Core4 (Socket 0)-AFREQ,bridge-pcm_new_Core4 (Socket 0)-L3MISS,bridge-pcm_new_Core4 (Socket 0)-L2MISS,bridge-pcm_new_Core4 (Socket 0)-L3HIT,bridge-pcm_new_Core4 (Socket 0)-L2HIT,bridge-pcm_new_Core4 (Socket 0)-L3MPI,bridge-pcm_new_Core4 (Socket 0)-L2MPI,bridge-pcm_new_Core4 (Socket 0)-L3OCC,bridge-pcm_new_Core4 (Socket 0)-C0res%,bridge-pcm_new_Core4 (Socket 0)-C1res%,bridge-pcm_new_Core4 (Socket 0)-C3res%,bridge-pcm_new_Core4 (Socket 0)-C6res%,bridge-pcm_new_Core4 (Socket 0)-C7res%,bridge-pcm_new_Core4 (Socket 0)-TEMP,bridge-pcm_new_Core4 (Socket 0)-INST,bridge-pcm_new_Core4 (Socket 0)-ACYC,bridge-pcm_new_Core4 (Socket 0)-TIME(ticks),bridge-pcm_new_Core4 (Socket 0)-PhysIPC,bridge-pcm_new_Core4 (Socket 0)-PhysIPC%,bridge-pcm_new_Core4 (Socket 0)-INSTnom,bridge-pcm_new_Core4 (Socket 0)-INSTnom%,bridge-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_,pcm-memory_new_SKT0,pcm-memory_new_SKT1,pcm-memory_new_System
0,2513.4860121713,259.06454160525,12.429,2023-09-21,10:07:58.901,0.55,2.08,0.27,1.15,0.66,27.15,0.98,0.6,0.0,0.0009,15560.0,0.21,0.66,97.0,37.0,28734.66,13833.28,2600.39,4.15,103.86,1.1,27.62,0.27,1.52,0.18,1.17,2.02,41.43,0.95,0.53,0.0001,0.0029,24040.0,0.92,0.34,96.0,28.0,14066.5,9235.15,2600.39,3.05,76.16,0.54,13.52,23.08,19.44,0.0,57.48,0.0,100.0,0.0,0.0,0.0,0.0,15.14,19.52,0.02,65.32,0.0,100.0,0.0,0.0,0.0,0.0,62.47,57.8,4.41,4.62,1075162.92,1082649.93,3.0,3.0,3.72,3.19,1.16,1.17,0.0,7.93,1.0,0.12,0.0,0.0008,1320.0,99.47,0.53,0.0,0.0,0.0,38.0,9665.12,3025.26,2600.39,6.39,159.74,7.43,185.84,,10996734.0,1193192.0,275506.0,31536134.0,9691668.0,0.0,604002.0,9937508.0,46928.0,3290378.0,6243118.0,0.0,9618.0,56420.0,Date,Ch0Read,Ch0Read,Read
1,1435.5855510706,1546.7964774085,9.83,2023-09-21,10:07:59.902,0.53,2.56,0.21,1.17,0.65,32.95,0.98,0.55,0.0,0.0012,18080.0,0.21,0.67,96.0,37.0,27433.86,10705.07,2598.64,5.13,128.13,1.06,26.39,0.26,1.32,0.19,1.16,2.88,65.81,0.96,0.54,0.0002,0.0049,25320.0,0.8,0.12,97.0,28.0,13367.87,10109.75,2598.64,2.64,66.11,0.51,12.86,17.61,18.33,0.14,63.92,0.0,100.0,0.0,0.0,0.0,0.0,16.72,21.59,0.06,61.64,0.0,100.0,0.0,0.0,0.0,0.0,59.71,58.81,4.37,4.53,0.03,0.1,3.0,3.0,3.92,3.35,1.17,1.18,0.01,8.15,1.0,0.08,0.0,0.0008,1480.0,99.3,0.7,0.0,0.0,0.0,38.0,10186.42,3038.98,2598.64,6.7,167.6,7.84,195.98,,10777788.0,1204742.0,34214950.0,26151076.0,9689792.0,0.0,558740.0,9997918.0,46886.0,4497108.0,36443708.0,0.0,9660.0,55888.0,2023-09-21,44.09,473.07,1168.04
2,3845.2193813997,4086.0275603244,7.766,2023-09-21,10:08:00.901,0.55,2.6,0.21,1.16,0.42,61.47,0.99,0.55,0.0,0.0021,16560.0,0.17,0.65,98.0,37.0,28786.86,11072.16,2596.4,5.2,130.0,1.11,27.72,0.24,1.49,0.16,1.2,2.53,38.84,0.93,0.51,0.0002,0.0031,22880.0,0.77,0.05,98.0,27.0,12491.91,8369.14,2596.4,2.99,74.63,0.48,12.03,18.31,18.4,0.0,63.28,0.0,100.0,0.0,0.0,0.0,0.0,13.46,15.91,0.01,70.62,0.0,100.0,0.0,0.0,0.0,0.0,60.72,55.83,4.38,4.49,0.03,0.1,3.0,3.0,3.94,3.39,1.16,1.17,0.0,8.42,1.0,0.07,0.0,0.0008,1560.0,99.56,0.44,0.0,0.0,0.0,39.0,10241.71,3022.2,2596.4,6.78,169.44,7.89,197.25,,10840746.0,1205792.0,357070.0,60646222.0,9691752.0,0.0,603568.0,9927498.0,46830.0,37176230.0,4960270.0,0.0,9618.0,56518.0,2023-09-21,42.7,444.97,1106.12
3,5096.7504907791,5096.9503028772,11.076,2023-09-21,10:08:01.901,0.57,2.37,0.24,1.15,0.5,99.02,0.99,0.56,0.0,0.0034,16960.0,0.18,0.65,99.0,37.0,29546.68,12463.88,2597.27,4.74,118.53,1.14,28.44,0.23,1.69,0.13,1.23,0.08,8.3,0.99,0.42,0.0,0.0007,22840.0,0.53,0.01,96.0,25.0,11806.39,6972.09,2597.27,3.39,84.67,0.45,11.37,20.92,21.13,0.01,57.94,0.0,100.0,0.0,0.0,0.0,0.0,10.92,13.75,0.38,74.95,0.0,100.0,0.0,0.0,0.0,0.0,62.65,53.6,4.37,4.4,0.03,0.1,3.0,3.0,3.88,3.38,1.15,1.15,0.0,8.42,1.0,0.07,0.0,0.0008,1600.0,99.77,0.23,0.0,0.0,0.0,39.0,10072.64,2976.88,2597.27,6.77,169.18,7.76,193.91,,10835818.0,1218322.0,37470384.0,60411498.0,9690842.0,0.0,605584.0,9919756.0,46858.0,3104920.0,5312146.0,0.0,9632.0,56714.0,2023-09-21,31.86,335.97,838.12
4,5094.5528953343,5094.4918421345,8.87,2023-09-21,10:08:02.902,0.57,2.37,0.24,1.15,0.5,97.93,0.99,0.57,0.0,0.0033,17600.0,0.18,0.65,99.0,36.0,29467.4,12444.08,2599.0,4.74,118.4,1.13,28.34,0.23,1.69,0.13,1.23,0.13,8.39,0.98,0.43,0.0,0.0007,23800.0,0.53,0.01,96.0,28.0,11843.83,6987.89,2599.0,3.39,84.75,0.46,11.39,20.78,19.87,0.01,59.35,0.0,100.0,0.0,0.0,0.0,0.0,10.95,14.09,0.0,74.96,0.0,100.0,0.0,0.0,0.0,0.0,62.58,53.65,4.39,4.4,0.03,0.1,3.0,3.0,3.9,3.39,1.15,1.15,0.01,8.44,1.0,0.08,0.0,0.0008,1680.0,99.82,0.18,0.0,0.0,0.0,39.0,10134.5,2992.78,2599.0,6.77,169.32,7.8,194.97,,10845352.0,1215200.0,37207058.0,60399878.0,9690870.0,0.0,598934.0,9939132.0,46914.0,3187842.0,4577804.0,0.0,9618.0,56700.0,2023-09-21,34.36,265.11,713.39
5,5096.8705768981,5096.9213391871,11.783,2023-09-21,10:08:03.902,0.56,2.35,0.24,1.15,0.5,97.29,0.99,0.56,0.0,0.0033,17520.0,0.18,0.65,99.0,36.0,29249.1,12461.66,2597.37,4.69,117.36,1.13,28.15,0.23,1.69,0.13,1.22,0.13,8.34,0.98,0.43,0.0,0.0007,24960.0,0.53,0.01,96.0,27.0,11717.65,6945.04,2597.37,3.37,84.36,0.45,11.28,20.88,20.75,0.0,58.37,0.0,100.0,0.0,0.0,0.0,0.0,10.98,15.78,0.0,73.23,0.0,100.0,0.0,0.0,0.0,0.0,62.5,53.73,4.36,4.4,0.33,0.33,3.0,3.0,3.77,3.29,1.15,1.15,0.0,8.48,1.0,0.11,0.0,0.0009,1720.0,99.78,0.22,0.0,0.0,0.0,40.0,9795.32,2981.63,2597.37,6.57,164.26,7.54,188.56,,10872750.0,1213198.0,37468270.0,60133192.0,9690856.0,0.0,594846.0,9954014.0,46886.0,3398458.0,5685988.0,0.0,9604.0,56406.0,2023-09-21,33.94,265.59,711.55
6,5097.2382029647,5097.1305874537,11.994,2023-09-21,10:08:04.902,0.53,1.84,0.29,1.14,0.74,77.61,0.99,0.56,0.0,0.0028,19600.0,0.24,0.78,97.0,38.0,27446.87,14888.39,2596.62,3.69,92.18,1.06,26.42,0.25,1.26,0.2,1.18,0.72,12.02,0.94,0.5,0.0001,0.0009,25920.0,0.71,0.11,95.0,28.0,13073.73,10366.9,2596.62,2.52,63.06,0.5,12.58,25.08,21.3,0.03,53.59,0.0,100.0,0.0,0.0,0.0,0.0,16.9,16.62,0.03,66.45,0.0,100.0,0.0,0.0,0.0,0.0,63.76,57.37,4.45,4.5,0.03,0.1,3.0,3.0,3.59,3.12,1.15,1.15,0.01,9.03,1.0,0.11,0.0,0.001,1440.0,99.7,0.3,0.0,0.0,0.0,38.0,9314.01,2985.23,2596.62,6.24,156.0,7.17,179.33,,12880140.0,1425158.0,36981042.0,65437610.0,11270238.0,0.0,679476.0,11814180.0,55636.0,3083878.0,5867386.0,0.0,11410.0,65968.0,2023-09-21,35.23,265.55,718.16
7,5097.0078069752,5097.1243779434,14.493,2023-09-21,10:08:05.903,0.54,2.51,0.21,1.16,0.49,62.5,0.99,0.54,0.0,0.0022,19680.0,0.18,0.76,98.0,37.0,27832.34,11091.26,2596.39,5.02,125.47,1.07,26.8,0.27,1.64,0.16,1.18,1.38,31.22,0.96,0.51,0.0001,0.0023,24880.0,0.94,0.22,98.0,27.0,13759.66,8378.05,2596.39,3.28,82.12,0.53,13.25,18.35,18.4,0.01,63.24,0.0,100.0,0.0,0.0,0.0,0.0,13.7,19.72,0.01,66.57,0.0,100.0,0.0,0.0,0.0,0.0,60.46,56.47,4.43,4.54,0.0,0.0,3.0,3.0,3.82,3.29,1.16,1.17,0.01,9.7,1.0,0.08,0.0,0.001,1520.0,99.55,0.45,0.0,0.0,0.0,39.0,9930.19,3022.47,2596.39,6.57,164.27,7.65,191.23,,12909442.0,1217328.0,330904.0,65013410.0,11498424.0,0.0,701610.0,11804198.0,55608.0,41603058.0,6348160.0,0.0,11410.0,67270.0,2023-09-21,48.97,413.08,1072.47
8,5605.3327703443,5652.7450924772,11.059,2023-09-21,10:08:06.902,0.55,2.25,0.24,1.15,0.62,103.4,0.99,0.54,0.0,0.0036,19360.0,0.21,0.77,99.0,36.0,28419.53,12618.16,2598.95,4.5,112.61,1.09,27.34,0.23,1.66,0.14,1.23,0.21,9.64,0.98,0.44,0.0,0.0008,24400.0,0.64,0.02,96.0,27.0,11771.76,7095.35,2598.95,3.32,82.95,0.45,11.33,21.13,20.63,0.0,58.24,0.0,100.0,0.0,0.0,0.0,0.0,11.13,13.94,0.01,74.92,0.0,100.0,0.0,0.0,0.0,0.0,62.4,53.71,4.43,4.43,0.03,0.1,3.0,3.0,3.77,3.29,1.15,1.15,0.01,9.63,1.0,0.08,0.0,0.001,1600.0,99.75,0.25,0.0,0.0,0.0,38.0,9800.75,2982.02,2598.95,6.57,164.33,7.54,188.58,,12886524.0,1420860.0,37226252.0,64450946.0,11494238.0,0.0,700868.0,11791164.0,55608.0,4721430.0,4874492.0,0.0,11410.0,67354.0,2023-09-21,36.31,410.37,1007.51
9,6043.0611542992,6026.3223058069,12.499,2023-09-21,10:08:07.902,0.55,2.3,0.24,1.15,0.47,103.22,1.0,0.54,0.0,0.0036,19720.0,0.18,0.75,99.0,36.0,28749.33,12483.39,2597.04,4.61,115.15,1.11,27.68,0.23,1.7,0.13,1.23,0.06,8.53,0.99,0.43,0.0,0.0007,24200.0,0.61,0.01,97.0,28.0,11780.13,6949.77,2597.04,3.39,84.75,0.45,11.34,20.91,20.57,0.0,58.52,0.0,100.0,0.0,0.0,0.0,0.0,10.92,14.29,0.0,74.79,0.0,100.0,0.0,0.0,0.0,0.0,62.39,53.57,4.42,4.41,0.07,0.1,3.0,3.0,3.77,3.29,1.15,1.15,0.0,9.78,1.0,0.08,0.0,0.001,1880.0,99.79,0.21,0.0,0.0,0.0,39.0,9798.34,2982.26,2597.04,6.57,164.28,7.55,188.64,,12896100.0,1419166.0,37812558.0,65272802.0,11497724.0,406.0,707952.0,11784304.0,55594.0,3148418.0,4883998.0,0.0,11424.0,67424.0,2023-09-21,40.22,320.86,852.23
