skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL,skt-1_PCIRdCur,skt-1_RFO,skt-1_CRd,skt-1_DRd,skt-1_ItoM,skt-1_PRd,skt-1_WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7524930,5407668,5698098,59765426,978922,0,292180
7449862,5389734,5616898,59322634,1019816,0,296002,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7514724,5459048,6072836,59662708,1034110,0,295946
7514052,5379542,6313650,59682882,1025388,0,295526,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7495684,5416222,7720762,59630340,1032248,0,295988
7416430,5421080,9419760,59521224,1028776,0,296366,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7501746,5426540,8806126,59303076,1031058,0,295218
7501396,5442444,8732444,59463670,1023918,0,297332,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7498652,5419806,8386742,59436664,1027754,0,296338
7503286,5431384,8275862,59379348,1023022,0,298256,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7477554,5411966,5103280,59430770,1030372,0,297990
7486164,5414458,5099962,59420172,1032164,0,295680,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7466466,5387270,5134178,59240230,1023484,0,296940
7463638,5393864,5247998,59087490,1027740,0,296338,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7469812,5399786,5266198,59108168,1030484,0,293804
7460110,5408130,5335232,59203368,1028972,0,296044,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7462266,5376406,5391764,59216234,1026228,14,295960
7455364,5405876,5241082,59167766,1023456,14,295428,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7446866,5369154,5257070,59168116,1018976,0,295960
7438774,5319650,5320812,59173142,1030540,0,297220,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7436926,5217730,5361930,59025666,1022644,0,296282
7456316,5243826,5206040,59117926,1023834,0,296086,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7460796,5239990,5244456,59059658,1019886,0,295890
7463876,5274416,5364464,59609914,1023876,0,297164,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7434728,5396160,5450088,59622920,1020138,0,297136
7462476,5372920,6228992,59169824,1024618,0,297290,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7452732,5390574,6331766,59002160,1028286,0,296940
7462784,5401368,7541226,59116736,1019410,0,297360,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7361760,5371268,9267608,59072818,1016876,0,296338
7435162,5377918,8906044,59011666,1014510,0,297332,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7448924,5388404,8837066,58852024,1017674,0,296814
7444892,5378170,8498042,59076290,1026102,0,295470,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7396480,5380172,7623462,58997302,1019522,0,297276
7457912,5373438,5250210,59052280,1021888,0,297136,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7449526,5355966,5927698,59022992,1021440,0,297234
7439502,5372962,5428892,58950514,1019578,0,297570,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7466256,5389370,5120668,59187282,1025388,0,297318
7476084,5398526,5137272,59045434,1027866,0,297556,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7471114,5393010,5187798,59152212,1026466,0,297584
7439068,5382356,5183850,59213476,1025962,0,297500,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7475286,5383532,5091310,59085768,1024002,0,297052
7475496,5338718,5108922,59273158,1028734,0,296632,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7481670,5307890,5100886,59114258,1019956,0,297612
7419664,5321582,5109972,59061156,1026746,168,296702,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7469882,5226774,5263986,59218754,1018402,0,296786
7476252,5264126,5156452,59217256,1027698,0,297094,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7471240,5238520,5249776,59155166,1028902,14,297360
7465416,5282816,5167876,59174430,1027712,14,297500,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7470344,5279456,5111134,59182746,1027390,0,297458
7482692,5310914,5349232,59188500,1017730,168,297612,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7475356,5336506,5781062,59158498,1026284,0,297164
7467138,5382118,5925850,59202850,1022966,0,295610,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7439670,5389328,6183198,59071838,1028216,0,297444
7440958,5336828,6044206,59299898,1024380,0,297276,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7462938,5385968,6517910,59032358,1021482,0,297346
7454832,5380340,7532028,59105606,1025178,168,296590,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7431564,5383896,9013732,59031980,1006222,0,296828
7456512,5386990,8804278,58845892,1027222,0,296646,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7469378,5373592,8735286,59113922,1022378,0,296310
7470022,5388586,8408330,58968546,1029728,0,297262,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7429884,5291566,8056538,58869090,1022560,0,296674
7456064,5377568,5811792,58774044,1026074,168,297010,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7466466,5378730,5141668,58858226,1026228,0,296212
7462126,5365640,5105156,59020248,1018514,0,295134,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7450954,5357982,5092556,58709126,1024506,0,296226
7449554,5364464,5176332,58755942,969234,0,295652,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7462798,5400136,5031964,59332686,1022322,0,297234
7482454,5389356,5070170,60094034,1026382,168,296422,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7474656,5392828,5079858,60102602,1020712,0,296828
7453978,5363106,5179664,60017020,1027376,0,296380,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7448266,5352256,5103924,60022858,1021132,0,297150
7443786,5347580,5179678,59911096,1018542,0,296380,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7443786,5366004,5150726,59205888,1026928,0,296632
7439698,5363526,5172286,58794246,1017380,168,296716,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7439600,5362322,5170298,58803374,1019830,0,296856
7438256,5383756,5876808,58844604,1022112,0,296632,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7440286,5361804,5226354,58809002,1013194,0,296422
7439880,5371856,5206292,58812502,1009750,0,296604,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7432838,5367054,5188890,58864148,1002274,14,290906
7430612,5374460,5215588,58872464,1002176,182,296758,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7427896,5384512,5212144,58832648,1012438,0,297024
7428638,5356722,5151790,58895522,1010464,0,296632,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7420672,5396104,5133618,58858380,1013446,0,295722
7435960,5363176,5169122,58763250,1012270,0,296618,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7423472,5387914,5225822,58804998,1018500,0,296800
7432950,5350870,5255796,58755746,1015364,168,295750,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7415268,5378338,5204444,58758336,1017170,0,296450
7424606,5365192,5163480,58840824,1014454,0,296814,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7401800,5377470,5236014,58851884,1018304,0,296408
7395290,5367698,5248586,58756572,1018794,0,295540,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7400666,5367026,5233074,58793868,1014468,966,296114
7421008,5370568,5268984,58783858,1021734,1134,296702,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7426790,5368664,5273394,58777824,1016344,966,296996
7406742,5373088,5169220,58847404,1011416,966,296534,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7406602,5370246,5198788,58883524,1020516,966,295792
7427826,5369448,5188204,58768486,1010520,0,296324,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7439992,5391918,5282550,58787092,1011066,0,294308
7410186,5362770,5246416,58852346,1009008,168,294532,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7408156,5409544,5121704,58911818,1015518,0,294000
7451066,5399394,5115964,59075814,1012270,0,293790,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7444696,5389160,5275900,58770138,1017772,0,292698
7425068,5307372,5212256,58864470,1020586,0,290458,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7429674,5375468,5135662,59012394,1018542,0,290234
7431788,5391344,5197612,58874522,1021202,168,291354,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7426188,5381586,5223596,58888004,1018766,0,292264
7430892,5382286,5162570,58940714,1016736,0,291956,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7424858,5379332,5262096,58855328,1023428,0,295372
7378350,5382356,5261648,58891938,1012900,0,296814,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7299124,5310494,5298622,58847236,1021748,14,296870
7356972,5359690,5197402,58957696,1019242,182,296212,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7346668,5385128,5179342,58947224,1015840,0,296534
7319760,5384834,5205564,58942856,1024842,0,296618,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7328972,5392016,5143894,59008082,1020656,0,296352
7257082,5360950,5196478,58640960,832622,0,432446,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7289758,5371198,5239108,58775934,1023596,0,295344
7298116,5374740,5286694,58694020,1022070,168,296800,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7313530,5374572,5277314,58731596,1018402,0,296926
7340032,5373186,5179048,58865114,1022532,0,296170,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7394730,5359172,5140758,58745974,1024016,0,296772
7429058,5326482,5252576,58738372,1023288,0,292264,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7443478,5317774,5240466,58737084,1026438,0,295666
7436338,5311684,5226508,58823744,1021636,168,296422,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7443996,5281052,5175800,58835140,1028174,0,296296
7435330,5284916,5329968,58970632,1022910,0,296576,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7452368,5231366,5173252,58729804,1022924,0,293622
7450282,5217800,5134808,58743762,1026774,0,296156,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7433790,5255250,5322142,59081680,1026648,0,295414
7428470,5270146,5396426,59159506,1021104,168,296660,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7441756,5299252,5565028,59132822,1019018,0,296562
7448070,5308394,5696320,59150112,1025206,0,296198,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7439530,5369798,5457452,59209864,1025234,980,296338
7447734,5368090,6119218,59159436,1021426,0,295932,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7433594,5376266,6441666,59164448,1021048,0,296198
7440230,5365150,6338248,59212048,1026480,1148,296170,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7329994,5366998,6592110,59340134,1025290,980,296100
7425124,5350996,6953996,59547656,1026088,0,296100,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7449092,5369112,9321200,59450398,1026704,0,295638
7442596,5360390,9316398,59350060,1026956,980,296212,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7441854,5365640,8691886,59323236,1023316,980,295862
7441812,5350072,8594824,59189494,1026872,168,295568,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7432544,5357268,8276702,59387440,1017870,14,295526
7421750,5351150,7501144,59367770,1025906,994,295666,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7424214,5369686,5494958,59203130,1025710,980,296226
7446348,5365360,5279624,59122602,1021510,0,296296,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7458374,5374530,5369602,59139682,1027474,0,296422
7454314,5373494,5307848,59205426,1025584,980,296492,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7451178,5372570,5290698,59363220,1025094,980,296716
7456946,5368692,5462324,60083352,1019816,0,295764,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7450828,5375216,5494286,60230282,1026536,0,295988
7422884,5355798,5310144,60273528,1024646,980,296632,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7401128,5346124,5338844,60109966,1021328,980,294938
7430654,5362336,5599006,59877664,1026172,0,295372,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7445816,5366060,5230862,59735662,1023372,0,296422
7417396,5364786,5233522,59010658,1024058,980,296058,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL
PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7450170,5397112,5333006,58793448,1021090,0,296268
