TIME 2024-02-08 12:46:18
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.98          2k       160.0         0.0         0.0
       1        1.02          1k         0.0         0.0         0.0
       2        0.97          1k       120.0         0.0         0.0
       3        1.00          4k       160.0         2.9         0.0
       4        1.98         89k      1320.0        11.0         0.9
       5        0.26          1k        40.0         0.0         0.0
       6        0.19          0k        40.0         0.0         0.0
       7        0.21          0k        80.0         0.0         0.0
       8        0.23          0k        80.0         0.0         0.0
       9        0.17          0k        40.0         0.0         0.0
      10        0.94         12k       440.0         0.5         0.4
      11        0.14          0k         0.0         0.0         0.0
      12        0.23          0k         0.0         0.0         0.0
      13        0.23          0k         0.0         0.0         0.0
      14        0.21          1k        40.0         0.0         0.0
      15        0.31          0k         0.0         0.0         0.0
      16        0.22          0k        40.0         0.0         0.0
      17        0.20          0k        80.0         0.0         0.0
      18        0.22          0k         0.0         0.0         0.0
      19        0.21          0k        40.0         0.0         0.0
      20        0.28          0k        40.0         0.0         0.0
      21        0.34          0k        40.0         0.0         0.0
      22        0.29          0k        80.0         0.0         0.0
      23        0.34          0k        80.0         0.0         0.0
      24        0.29          1k       120.0         0.0         0.0
      25        0.19          0k        40.0         0.0         0.0
      26        0.44          1k       120.0         0.0         0.0
      27        0.41          0k         0.0         0.0         0.0
      28        0.27          0k         0.0         0.0         0.0
      29        0.31          0k         0.0         0.0         0.0
      30        0.09          0k         0.0         0.0         0.0
      31        0.55          0k        80.0         0.0         0.0
      32        0.25          0k         0.0         0.0         0.0
      33        0.25          0k         0.0         0.0         0.0
      34        0.35          0k         0.0         0.0         0.0
      35        0.25          0k         0.0         0.0         0.0
      36        0.26          0k         0.0         0.0         0.0
      37        0.24          0k         0.0         0.0         0.0
      38        0.25          0k        40.0         0.0         0.0
      39        0.26          0k         0.0         0.0         0.0
TIME 2024-02-08 12:46:19
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.98        301k       200.0        68.2         0.0
       1        1.01        303k         0.0         0.1         0.1
       2        0.97        315k       120.0        17.1         0.0
       3        1.00        442k        80.0       275.2         0.2
       4        3.33      25320k      1360.0       422.0         0.3
       5        0.29          2k        40.0         0.0         0.0
       6        0.18          0k        40.0         0.0         0.0
       7        0.08          1k        80.0         0.0         0.0
       8        0.22          0k        80.0         0.0         0.0
       9        0.22          0k        40.0         0.0         0.0
      10        1.45         12k      1160.0         0.5         0.2
      11        0.12          0k         0.0         0.0         0.0
      12        0.12          0k         0.0         0.0         0.0
      13        0.19          0k         0.0         0.0         0.0
      14        0.22         17k        40.0         0.0         0.0
      15        0.24          1k         0.0         0.0         0.0
      16        0.26          1k        40.0         0.0         0.0
      17        0.71         12k      2320.0         1.6         1.1
      18        0.34          2k       280.0         0.3         0.0
      19        0.15          0k        40.0         0.0         0.0
      20        0.35          0k        40.0         0.0         0.0
      21        0.19          2k        40.0         0.0         0.0
      22        0.35          0k        80.0         0.0         0.0
      23        0.37          0k        80.0         0.0         0.0
      24        0.23          0k       120.0         0.0         0.0
      25        0.10          1k        40.0         0.0         0.0
      26        0.30          0k       120.0         0.0         0.0
      27        0.38          3k         0.0         0.0         0.0
      28        0.24          0k         0.0         0.0         0.0
      29        0.25          0k         0.0         0.0         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.34          1k        80.0         0.0         0.0
      32        0.34          0k        40.0         0.0         0.0
      33        0.33          0k         0.0         0.0         0.0
      34        0.08         13k         0.0         0.0         0.0
      35        0.19          0k         0.0         0.0         0.0
      36        0.08          0k         0.0         0.0         0.0
      37        0.05          1k         0.0         0.0         0.0
      38        0.17          1k        40.0         0.0         0.0
      39        0.20          0k         0.0         0.0         0.0
TIME 2024-02-08 12:46:20
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        273k       160.0       130.7         0.0
       1        1.00        273k        40.0         0.0         0.0
       2        0.97        295k       120.0        37.1         0.0
       3        1.01        502k       160.0       469.0         0.0
       4        3.23      22353k      1240.0      1071.0         0.0
       5        0.27          1k        40.0         0.0         0.0
       6        0.12          0k        40.0         0.0         0.0
       7        0.08          0k        80.0         0.0         0.0
       8        0.21          0k        80.0         0.0         0.0
       9        0.17          0k        40.0         0.0         0.0
      10        1.50          6k      1320.0         0.1         0.0
      11        0.15          0k         0.0         0.0         0.0
      12        0.14          0k         0.0         0.0         0.0
      13        0.12          0k         0.0         0.0         0.0
      14        0.24         17k        80.0         0.0         0.0
      15        0.22          0k         0.0         0.0         0.0
      16        0.26          0k        40.0         0.0         0.0
