TIME 2024-02-08 13:37:34
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.94          4k        40.0         0.0         0.0
       1        0.98          3k       240.0         1.0         0.0
       2        0.97          3k         0.0         0.0         0.0
       3        1.01          3k       120.0         0.0         0.0
       4        1.82        414k       440.0        33.1         1.4
       5        0.28          1k        80.0         0.0         0.0
       6        0.22          0k        40.0         0.0         0.0
       7        0.22          0k         0.0         0.0         0.0
       8        0.23          0k         0.0         0.0         0.0
       9        0.16          0k         0.0         0.0         0.0
      10        0.94         17k      1160.0         1.2         0.4
      11        0.13          0k         0.0         0.0         0.0
      12        0.22          0k         0.0         0.0         0.0
      13        0.22          0k         0.0         0.0         0.0
      14        0.24          1k         0.0         0.0         0.0
      15        0.32          0k         0.0         0.0         0.0
      16        0.24          0k         0.0         0.0         0.0
      17        0.25          0k         0.0         0.0         0.0
      18        0.16          0k         0.0         0.0         0.0
      19        0.27          0k         0.0         0.0         0.0
      20        0.30          0k         0.0         0.0         0.0
      21        0.32          0k         0.0         0.0         0.0
      22        0.30          0k        40.0         0.0         0.0
      23        0.30          0k        40.0         0.0         0.0
      24        0.23          1k         0.0         0.0         0.0
      25        0.24          0k         0.0         0.0         0.0
      26        0.32          0k         0.0         0.0         0.0
      27        0.25          0k        40.0         0.0         0.0
      28        0.27          0k         0.0         0.0         0.0
      29        0.30          0k        40.0         0.0         0.0
      30        0.15          0k         0.0         0.0         0.0
      31        0.49          0k         0.0         0.0         0.0
      32        0.27          0k         0.0         0.0         0.0
      33        0.26          0k         0.0         0.0         0.0
      34        0.21          0k         0.0         0.0         0.0
      35        0.28          0k         0.0         0.0         0.0
      36        0.21          0k         0.0         0.0         0.0
      37        0.24          0k         0.0         0.0         0.0
      38        0.20          0k         0.0         0.0         0.0
      39        0.25          0k         0.0         0.0         0.0
TIME 2024-02-08 13:37:35
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96        122k       120.0         1.2         0.0
       1        1.00         93k       360.0        35.9         0.0
       2        0.98         91k         0.0         0.3         0.0
       3        1.02         97k       120.0         0.2         0.0
       4        3.03      53114k       280.0       655.8         0.1
       5        0.26          2k        80.0         0.0         0.0
       6        0.06          1k        40.0         0.0         0.0
       7        0.14          0k         0.0         0.0         0.0
       8        0.18          0k         0.0         0.0         0.0
       9        0.20          0k         0.0         0.0         0.0
      10        1.44         16k      1920.0         0.7         0.2
      11        0.07          0k         0.0         0.0         0.0
      12        0.20          0k         0.0         0.0         0.0
      13        0.20          0k         0.0         0.0         0.0
      14        0.23         18k       120.0         0.1         0.0
      15        0.17          0k         0.0         0.0         0.0
      16        0.20          1k         0.0         0.0         0.0
      17        0.30          2k        40.0         0.0         0.0
      18        0.21          1k       120.0         0.1         0.0
      19        0.11          0k         0.0         0.0         0.0
      20        0.24          0k         0.0         0.0         0.0
      21        0.18          1k         0.0         0.0         0.0
      22        0.26          0k        40.0         0.0         0.0
      23        0.31          0k        40.0         0.0         0.0
      24        0.22          1k         0.0         0.0         0.0
      25        0.18          1k         0.0         0.0         0.0
      26        0.72         14k       240.0         0.5         0.9
      27        0.30          1k        40.0         0.0         0.0
      28        0.19          0k         0.0         0.0         0.0
      29        0.19          0k        40.0         0.0         0.0
      30        0.36         10k       400.0         0.3         0.1
      31        0.38          2k        40.0         0.0         0.0
      32        0.20          0k         0.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.07         13k         0.0         0.0         0.0
      35        0.28          1k         0.0         0.0         0.0
      36        0.21          0k         0.0         0.0         0.0
      37        0.04          1k         0.0         0.0         0.0
      38        0.21          1k         0.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-02-08 13:37:36
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96        121k       240.0         0.4         0.0
       1        1.00         92k       480.0        36.9         0.1
       2        0.98         91k        80.0         0.2         0.0
       3        1.02         97k       200.0         0.4         0.0
       4        2.94      53821k       120.0       724.9         0.0
       5        0.27          3k         0.0         0.1         0.0
       6        0.07          1k        40.0         0.0         0.0
       7        0.11          0k         0.0         0.0         0.0
       8        0.21          0k         0.0         0.0         0.0
       9        0.11          0k         0.0         0.0         0.0
      10        1.48          9k      2080.0         0.4         0.4
      11        0.13          0k         0.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.16          0k         0.0         0.0         0.0
      14        0.24         17k       200.0         0.1         0.0
      15        0.11          0k         0.0         0.0         0.0
      16        1.06          7k      1800.0         1.4         0.8
      17        0.28          1k        40.0         0.0         0.0
      18        0.23          0k       120.0         0.0         0.0
      19        0.15          0k         0.0         0.0         0.0
      20        0.30          1k        40.0         0.0         0.0
      21        0.20          3k         0.0         0.0         0.1
      22        0.27          0k        40.0         0.0         0.0
      23        0.26          1k        40.0         0.0         0.0
      24        0.26          0k         0.0         0.0         0.0
      25        0.09          1k         0.0         0.0         0.0
      26        0.37          4k       200.0         0.0         0.0
      27        0.25          1k        40.0         0.0         0.0
      28        0.21          0k         0.0         0.0         0.0
      29        0.25          1k        40.0         0.0         0.0
      30        0.17          1k       360.0         0.0         0.0
      31        0.43          0k       160.0         0.0         0.1
      32        0.30          0k        40.0         0.0         0.0
      33        0.20          0k         0.0         0.0         0.0
      34        0.00         13k         0.0         0.0         0.0
      35        0.31          2k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.28          2k        80.0         0.0         0.1
      38        0.22          0k         0.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-02-08 13:37:37
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96        121k       360.0         0.4         0.0
       1        1.00         91k       480.0        35.7         0.0
       2        0.98         91k        40.0         0.1         0.0
       3        1.02         98k       120.0         0.0         0.0
       4        2.81      47670k       240.0       319.3         0.6
       5        0.28          4k         0.0         0.9         0.1
       6        0.10          1k        40.0         0.0         0.0
       7        0.14          1k         0.0         0.0         0.0
       8        0.17          1k         0.0         0.0         0.0
       9        0.18          1k         0.0         0.0         0.0
      10        1.49          7k      2160.0         0.3         0.2
      11        0.17          0k         0.0         0.0         0.0
      12        0.17          0k         0.0         0.0         0.0
      13        0.19          0k         0.0         0.0         0.0
      14        0.23         16k       200.0         0.0         0.0
      15        0.18          0k         0.0         0.0         0.0
      16        0.28          1k      1800.0         0.0         0.0
      17        0.30          1k        40.0         0.0         0.0
      18        0.22          0k       240.0         0.2         0.0
      19        1.67         10k       640.0         0.7         0.0
      20        0.26          1k         0.0         0.0         0.0
      21        0.18          1k         0.0         0.0         0.0
      22        0.28          0k        40.0         0.0         0.0
      23        0.29          0k        40.0         0.0         0.0
      24        0.23          1k         0.0         0.1         0.0
      25        0.14          1k         0.0         0.0         0.0
      26        0.36          5k       160.0         0.0         0.0
      27        0.29          1k        40.0         0.0         0.0
