TIME 2024-02-08 12:26:44
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.99          3k        40.0         0.0         0.0
       1        1.02          1k        40.0         0.0         0.0
       2        0.99          1k       240.0         0.1         0.0
       3        1.02          4k       160.0         0.0         0.0
       4        2.11        590k       400.0        35.4         1.9
       5        0.24          1k        40.0         0.2         0.0
       6        0.24          0k         0.0         0.0         0.0
       7        0.23          0k         0.0         0.0         0.0
       8        0.23          0k         0.0         0.0         0.0
       9        0.23          0k         0.0         0.0         0.0
      10        0.93         16k      1040.0         1.4         0.3
      11        0.10          0k         0.0         0.0         0.0
      12        0.22          0k         0.0         0.0         0.0
      13        0.09          0k         0.0         0.0         0.0
      14        0.25          1k         0.0         0.0         0.0
      15        0.26          0k         0.0         0.0         0.0
      16        0.21          0k         0.0         0.0         0.0
      17        0.22          0k         0.0         0.0         0.0
      18        0.20          0k         0.0         0.0         0.0
      19        0.21          0k         0.0         0.0         0.0
      20        0.32          0k         0.0         0.0         0.0
      21        0.32          0k         0.0         0.0         0.0
      22        0.33          0k         0.0         0.0         0.0
      23        0.32          0k        40.0         0.0         0.0
      24        0.26          0k        80.0         0.0         0.0
      25        0.22          0k         0.0         0.0         0.0
      26        0.31          0k        40.0         0.0         0.0
      27        0.24          0k        40.0         0.0         0.0
      28        0.26          0k         0.0         0.0         0.0
      29        0.27          0k         0.0         0.0         0.0
      30        0.14          0k         0.0         0.0         0.0
      31        0.53          0k         0.0         0.0         0.0
      32        0.27          0k         0.0         0.0         0.0
      33        0.20          1k         0.0         0.0         0.0
      34        0.18          0k         0.0         0.0         0.0
      35        0.27          0k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.24          0k         0.0         0.0         0.0
      38        0.24          0k         0.0         0.0         0.0
      39        0.25          0k         0.0         0.0         0.0
TIME 2024-02-08 12:26:45
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.99         64k        40.0        16.5         0.0
       1        1.02         39k        80.0         0.3         0.0
       2        0.98         35k       120.0         0.0         0.0
       3        1.01        148k       120.0         0.4         0.0
       4        3.10      48559k       320.0      2043.2         0.5
       5        0.27          2k        40.0         0.4         0.0
       6        0.19          0k         0.0         0.0         0.0
       7        0.12          0k         0.0         0.0         0.0
       8        0.21          0k         0.0         0.0         0.0
       9        0.18          0k         0.0         0.0         0.0
      10        1.44         13k      2240.0         1.1         0.4
      11        0.15          0k         0.0         0.0         0.0
      12        0.20          0k         0.0         0.0         0.0
      13        0.03          1k         0.0         0.0         0.0
      14        0.22         17k        40.0         0.0         0.0
