TIME 2024-02-08 13:46:13
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.95          5k        40.0         0.0         0.0
       1        0.99          3k       200.0         0.8         0.0
       2        0.97          3k       200.0         0.1         0.0
       3        1.00          3k       280.0         0.0         0.0
       4        1.85         53k      1800.0         9.1         1.0
       5        0.26          1k       160.0         0.1         0.0
       6        0.20          0k         0.0         0.0         0.0
       7        0.20          0k         0.0         0.0         0.0
       8        0.21          0k        40.0         0.0         0.0
       9        0.17          0k        80.0         0.0         0.0
      10        0.94         13k       680.0         0.7         0.4
      11        0.09          0k         0.0         0.0         0.0
      12        0.21          0k         0.0         0.0         0.0
      13        0.09          0k         0.0         0.0         0.0
      14        0.30          1k         0.0         0.0         0.0
      15        0.21          0k         0.0         0.0         0.0
      16        0.22          0k        80.0         0.0         0.0
      17        0.22          0k        80.0         0.0         0.0
      18        0.29          0k         0.0         0.0         0.0
      19        0.21          0k       120.0         0.0         0.0
      20        0.28          0k        80.0         0.0         0.0
      21        0.26          0k         0.0         0.0         0.0
      22        0.28          0k         0.0         0.0         0.0
      23        0.30          0k         0.0         0.0         0.0
      24        0.29          1k        40.0         0.0         0.0
      25        0.24          1k        80.0         0.0         0.0
      26        0.19          0k         0.0         0.0         0.0
      27        0.29          1k         0.0         0.0         0.0
      28        0.30          0k        80.0         0.0         0.0
      29        0.24          0k         0.0         0.0         0.0
      30        0.10          0k         0.0         0.0         0.0
      31        0.38          0k         0.0         0.0         0.0
      32        0.27          0k         0.0         0.0         0.0
      33        0.18          0k         0.0         0.0         0.0
      34        0.17          0k       120.0         0.0         0.0
      35        0.25          0k         0.0         0.0         0.0
      36        0.22          0k        40.0         0.0         0.0
      37        0.25          0k        80.0         0.0         0.0
      38        0.30          0k         0.0         0.0         0.0
      39        0.24          0k         0.0         0.0         0.0
TIME 2024-02-08 13:46:14
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96        142k        40.0         0.3         0.0
       1        1.00        114k       160.0        34.3         1.8
       2        0.98        103k       200.0         1.0         0.0
       3        1.01        109k       280.0         0.3         0.0
       4        3.40      20898k      1720.0       196.1         5.4
       5        0.25          5k       160.0         0.1         0.0
       6        0.14          0k         0.0         0.0         0.0
       7        0.15          0k         0.0         0.0         0.0
       8        0.17          0k        40.0         0.0         0.0
       9        0.21          0k        40.0         0.0         0.0
      10        1.44         12k      1800.0         1.1         0.4
      11        0.13          0k         0.0         0.0         0.0
      12        0.19          0k         0.0         0.0         0.0
      13        0.03          1k         0.0         0.0         0.0
      14        0.23         18k       120.0         0.1         0.2
      15        0.10          0k         0.0         0.0         0.0
      16        0.16          0k        80.0         0.0         0.0
      17        0.31          1k       160.0         0.1         0.0
      18        0.19          1k         0.0         0.0         0.0
      19        0.10          0k       160.0         0.0         0.0
      20        0.27          1k        80.0         0.0         0.0
      21        0.17          1k         0.0         0.0         0.0
      22        0.31          0k         0.0         0.0         0.0
      23        0.26          0k         0.0         0.0         0.0
      24        0.20          1k        40.0         0.0         0.2
      25        0.32          6k       240.0         0.3         0.3
      26        0.29          1k         0.0         0.0         0.1
      27        0.22          1k        40.0         0.0         0.0
      28        0.19          0k        80.0         0.0         0.0
      29        0.19          0k         0.0         0.0         0.0
      30        0.16          1k         0.0         0.0         0.0
      31        0.34          1k        40.0         0.0         0.0
      32        0.20          0k         0.0         0.0         0.0
      33        0.22          2k         0.0         0.0         0.0
      34        0.00          8k       120.0         0.0         0.0
      35        0.25          0k        40.0         0.0         0.0
      36        0.18          0k        40.0         0.0         0.0
      37        0.05          1k        80.0         0.0         0.0
      38        0.31          2k       120.0         0.1         0.0
      39        0.35          0k         0.0         0.0         0.0
TIME 2024-02-08 13:46:15
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.96        140k        80.0         0.9         0.0
       1        1.00        114k       320.0        34.8         0.0
       2        0.98        105k       360.0         0.5         0.2
       3        1.01        106k       320.0         0.3         0.0
       4        3.29      17835k      1680.0       393.3         1.2
       5        0.21          4k       200.0         0.4         0.0
       6        0.21          0k         0.0         0.0         0.0
       7        0.10          0k         0.0         0.0         0.0
       8        0.17          0k        40.0         0.0         0.0
       9        0.17          0k        40.0         0.0         0.0
      10        1.48         24k      2040.0         1.2         0.4
      11        0.11          0k         0.0         0.0         0.0
      12        0.11          0k         0.0         0.0         0.0
      13        1.39         16k       840.0         0.9         0.0
      14        0.48         27k       600.0         0.6         0.2
      15        1.17          6k       440.0         0.5         0.1
      16        1.59         11k       480.0         0.6         0.0
      17        0.43          6k       240.0         0.0         0.1
      18        0.21          1k         0.0         0.0         0.0
      19        1.14          6k       440.0         0.4         0.1
      20        0.27          1k        80.0         0.0         0.0
      21        0.18          1k         0.0         0.0         0.0
      22        0.24          1k        40.0         0.0         0.0
      23        0.27          0k         0.0         0.0         0.0
      24        0.32          1k        40.0         0.0         0.0
      25        0.33          7k       280.0         0.1         0.2
      26        0.21          0k         0.0         0.0         0.0
      27        0.29          2k        40.0         0.3         0.0
      28        0.25          0k        80.0         0.0         0.0
      29        0.19          0k         0.0         0.0         0.0
      30        0.14          1k         0.0         0.0         0.0
      31        0.49          1k       120.0         0.0         0.0
