tag,instance_id,service_id,thread_info.core,rx_pps,tx_pps,rx,tx,act_out,act_tonf,act_drop,thread_info.parent,state,rte_atomic16_read(thread_info.children_cnt),rx_drop_rate,tx_drop_rate,rx_drop,tx_drop,act_next,act_buffer,act_returned
ndpi_stat,1,1,3,4511406,4511401,302547022,302547015,302547015,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,4511932,4511929,307059005,307058995,307058995,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,4511150,4511155,311570203,311570200,311570200,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,4510310,4510310,316080576,316080573,316080573,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,4512263,4512263,320592892,320592887,320592887,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,3913591,3913595,324506529,324506529,324506529,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,779728,779728,325286275,325286275,325286275,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812939,812942,326099235,326099235,326099235,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812927,812927,326912177,326912177,326912177,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812950,812952,327725150,327725150,327725150,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812916,812917,328538093,328538093,328538093,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812930,812930,329351041,329351041,329351041,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812915,812917,330163975,330163975,330163975,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812930,812928,330976949,330976947,330976947,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812938,812939,331789991,331789990,331789990,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,875341,875341,332665347,332665347,332665347,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190153,1190155,333855521,333855521,333855521,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190069,1190073,335045622,335045622,335045622,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192985,1192985,336238660,336238660,336238660,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192973,1192973,337431677,337431677,337431677,0,0,0,W,0,0,0,442687,0,0,0,0
