,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-23,00:40:36.526,    7.60,    9.00,   15.49,   12.20,,,,,   23.09,   21.20,     52407,   44.29,  251.44,    1.60,  247.75,    4.90,,,,,  499.19,    6.50,     52587,  505.69,    522.27,     27.71,    549.98
2024-02-23,00:40:37.527,   26.44,   25.93,   82.83,   55.57,,,,,  109.27,   81.50,     52495,  190.77,  342.57,   19.87,  343.53,   22.91,,,,,  686.10,   42.79,     52805,  728.88,    795.36,    124.28,    919.65
2024-02-23,00:40:38.528,   12.04,   23.89,   33.03,   35.72,,,,,   45.07,   59.62,     52435,  104.69,  319.13,    3.28,  323.76,    6.61,,,,,  642.89,    9.90,     52676,  652.79,    687.97,     69.51,    757.48
2024-02-23,00:40:39.528,   10.77,   22.14,   28.41,   32.12,,,,,   39.18,   54.26,     52433,   93.44,  290.37,    2.40,  289.04,    5.70,,,,,  579.41,    8.11,     52664,  587.52,    618.59,     62.37,    680.96
2024-02-23,00:40:40.528,   23.18,  143.46,   70.68,  172.53,,,,,   93.86,  316.00,     52460,  409.86,  303.01,    1.92,  307.62,    5.25,,,,,  610.63,    7.17,     52928,  617.80,    704.49,    323.17,   1027.66
2024-02-23,00:40:41.528,   50.89,  514.87,  158.12,  586.06,,,,,  209.01, 1100.93,     52430, 1309.93,  422.50,    1.59,  424.47,    4.88,,,,,  846.98,    6.47,     53856,  853.45,   1055.98,   1107.40,   2163.38
2024-02-23,00:40:42.528,   50.34,  516.34,  155.67,  586.39,,,,,  206.01, 1102.74,     52474, 1308.75,  435.22,    1.69,  435.84,    4.98,,,,,  871.06,    6.67,     54030,  877.74,   1077.08,   1109.41,   2186.49
2024-02-23,00:40:43.528,   49.89,  516.79,  153.72,  586.06,,,,,  203.61, 1102.85,     52430, 1306.46,  443.87,    1.70,  442.76,    5.00,,,,,  886.63,    6.70,     54052,  893.34,   1090.24,   1109.55,   2199.80
2024-02-23,00:40:44.529,   51.11,  519.04,  158.46,  590.13,,,,,  209.57, 1109.17,     52474, 1318.74,  450.11,    1.79,  449.52,    5.09,,,,,  899.63,    6.88,     54042,  906.51,   1109.20,   1116.05,   2225.25
2024-02-23,00:40:45.529,   50.00,  519.97,  154.39,  589.47,,,,,  204.39, 1109.44,     52425, 1313.83,  453.25,    1.29,  452.57,    4.59,,,,,  905.82,    5.88,     54108,  911.70,   1110.21,   1115.32,   2225.53
2024-02-23,00:40:46.528,   49.90,  520.83,  154.17,  590.34,,,,,  204.07, 1111.17,     52431, 1315.24,  453.67,    1.87,  454.34,    5.16,,,,,  908.01,    7.02,     54061,  915.04,   1112.08,   1118.20,   2230.27
2024-02-23,00:40:47.529,   65.57,  531.82,  207.72,  619.24,,,,,  273.29, 1151.06,     52498, 1424.35,  495.41,   17.46,  493.47,   20.70,,,,,  988.88,   38.16,     54270, 1027.04,   1262.17,   1189.22,   2451.39
2024-02-23,00:40:48.529,   51.81,  560.93,  161.54,  632.96,,,,,  213.35, 1193.89,     52436, 1407.24,  511.48,    4.44,  512.73,    7.75,,,,, 1024.20,   12.19,     54421, 1036.39,   1237.56,   1206.08,   2443.64
2024-02-23,00:40:49.529,   49.37,  559.56,  152.13,  627.82,,,,,  201.50, 1187.38,     52478, 1388.88,  479.26,    1.67,  480.42,    4.99,,,,,  959.69,    6.66,     54280,  966.34,   1161.18,   1194.04,   2355.22
2024-02-23,00:40:50.529,   40.07,  556.61,  122.61,  610.65,,,,,  162.68, 1167.26,     52417, 1329.94,  473.05,    2.27,  474.52,    5.54,,,,,  947.57,    7.81,     54222,  955.38,   1110.25,   1175.06,   2285.32
2024-02-23,00:40:51.530,   12.63,  548.21,   36.09,  559.77,,,,,   48.73, 1107.98,     52478, 1156.70,  463.82,    1.50,  464.64,    4.82,,,,,  928.45,    6.31,     54131,  934.76,    977.18,   1114.29,   2091.47
2024-02-23,00:40:52.529,   12.89,  538.48,   37.13,  550.70,,,,,   50.02, 1089.18,     52413, 1139.20,  462.75,    1.82,  462.25,    5.11,,,,,  925.00,    6.93,     54089,  931.93,    975.03,   1096.11,   2071.14
2024-02-23,00:40:53.530,   12.72,  532.20,   36.59,  544.27,,,,,   49.31, 1076.47,     52467, 1125.78,  455.14,    1.42,  456.14,    4.75,,,,,  911.28,    6.17,     54031,  917.45,    960.59,   1082.64,   2043.23
2024-02-23,00:40:54.530,   12.75,  525.89,   36.78,  538.35,,,,,   49.53, 1064.24,     52411, 1113.78,  453.95,    1.70,  455.65,    4.99,,,,,  909.61,    6.69,     54140,  916.29,    959.14,   1070.93,   2030.07
2024-02-23,00:40:55.530,   13.02,  522.63,   37.90,  535.54,,,,,   50.92, 1058.17,     52467, 1109.09,  452.25,    1.55,  452.93,    4.85,,,,,  905.17,    6.40,     54013,  911.57,    956.10,   1064.57,   2020.66
2024-02-23,00:40:56.530,   13.14,  518.44,   38.10,  531.19,,,,,   51.24, 1049.63,     52411, 1100.86,  452.83,    1.69,  453.49,    4.98,,,,,  906.32,    6.66,     54102,  912.99,    957.56,   1056.29,   2013.85
2024-02-23,00:40:57.531,   13.80,  516.09,   40.32,  529.57,,,,,   54.12, 1045.67,     52485, 1099.78,  454.20,    1.97,  454.11,    5.28,,,,,  908.31,    7.25,     54206,  915.56,    962.43,   1052.91,   2015.34
2024-02-23,00:40:58.531,   43.97,  569.71,  152.84,  625.79,,,,,  196.81, 1195.50,     52487, 1392.31,  526.97,   12.07,  527.85,   15.40,,,,, 1054.82,   27.47,     54461, 1082.29,   1251.63,   1222.97,   2474.60
2024-02-23,00:40:59.530,   11.92,  554.31,   33.32,  565.11,,,,,   45.24, 1119.42,     52410, 1164.67,  485.53,    1.97,  486.41,    5.25,,,,,  971.94,    7.22,     54374,  979.15,   1017.18,   1126.64,   2143.82
2024-02-23,00:41:00.530,   12.94,  545.36,   37.50,  558.00,,,,,   50.44, 1103.36,     52461, 1153.80,  470.19,    1.35,  471.46,    4.68,,,,,  941.65,    6.03,     54245,  947.68,    992.09,   1109.39,   2101.48
2024-02-23,00:41:01.530,   11.75,  536.86,   32.85,  547.33,,,,,   44.59, 1084.19,     52412, 1128.78,  467.30,    1.98,  466.83,    5.27,,,,,  934.13,    7.25,     54176,  941.38,    978.73,   1091.44,   2070.17
2024-02-23,00:41:02.530,   13.16,  531.54,   38.12,  544.33,,,,,   51.28, 1075.87,     52466, 1127.15,  464.53,    1.46,  463.93,    4.75,,,,,  928.46,    6.21,     54164,  934.67,    979.74,   1082.08,   2061.82
2024-02-23,00:41:03.530,   11.98,  525.67,   33.39,  536.49,,,,,   45.37, 1062.15,     52415, 1107.52,  459.52,    1.61,  459.36,    4.90,,,,,  918.88,    6.51,     54125,  925.39,    964.24,   1068.66,   2032.91
2024-02-23,00:41:04.531,   46.86,  578.19,  168.56,  644.69,,,,,  215.42, 1222.88,     52498, 1438.30,  468.83,    2.90,  469.86,    6.20,,,,,  938.69,    9.10,     54183,  947.79,   1154.11,   1231.98,   2386.09
2024-02-23,00:41:05.531,   54.11,  600.33,  199.02,  679.95,,,,,  253.12, 1280.28,     52478, 1533.40,  459.80,    1.36,  463.39,    4.67,,,,,  923.19,    6.03,     54180,  929.21,   1176.31,   1286.31,   2462.62
2024-02-23,00:41:06.531,   52.06,  599.44,  191.18,  676.15,,,,,  243.24, 1275.59,     52517, 1518.83,  460.38,    1.71,  461.70,    5.03,,,,,  922.08,    6.74,     54175,  928.82,   1165.32,   1282.33,   2447.65
2024-02-23,00:41:07.531,   51.86,  599.44,  189.97,  675.65,,,,,  241.83, 1275.09,     52474, 1516.91,  464.64,    1.65,  466.40,    4.95,,,,,  931.05,    6.60,     54189,  937.65,   1172.87,   1281.69,   2454.56
2024-02-23,00:41:08.531,   84.39,  609.36,  300.22,  723.55,,,,,  384.61, 1332.91,     52530, 1717.52,  515.64,   10.25,  519.48,   13.57,,,,, 1035.12,   23.81,     54385, 1058.93,   1419.73,   1356.73,   2776.45
2024-02-23,00:41:09.532,   50.60,  605.63,  185.10,  680.30,,,,,  235.70, 1285.93,     52513, 1521.62,  492.10,    1.54,  495.00,    4.83,,,,,  987.10,    6.37,     54471,  993.47,   1222.80,   1292.30,   2515.10
2024-02-23,00:41:10.531,   57.71,  604.10,  205.29,  688.27,,,,,  263.00, 1292.38,     52454, 1555.38,  475.52,    1.70,  477.97,    4.98,,,,,  953.49,    6.68,     54172,  960.16,   1216.49,   1299.05,   2515.54
2024-02-23,00:41:11.532,   79.39,  602.99,  269.55,  716.99,,,,,  348.94, 1319.98,     52467, 1668.92,  469.44,    1.62,  471.48,    4.93,,,,,  940.91,    6.55,     54105,  947.46,   1289.85,   1326.53,   2616.38
2024-02-23,00:41:12.532,   79.92,  604.06,  271.63,  718.92,,,,,  351.55, 1322.98,     52529, 1674.54,  470.30,    2.13,  472.03,    5.45,,,,,  942.33,    7.58,     54171,  949.91,   1293.88,   1330.57,   2624.45
2024-02-23,00:41:13.532,   79.90,  603.19,  271.15,  717.79,,,,,  351.05, 1320.98,     52474, 1672.03,  466.83,    1.48,  470.30,    4.77,,,,,  937.14,    6.24,     54239,  943.38,   1288.19,   1327.22,   2615.41
2024-02-23,00:41:14.533,   79.82,  604.01,  270.62,  718.13,,,,,  350.44, 1322.14,     52541, 1672.58,  463.00,    1.83,  466.67,    5.16,,,,,  929.66,    6.99,     54147,  936.65,   1280.10,   1329.12,   2609.23
2024-02-23,00:41:15.532,   79.84,  603.77,  270.29,  717.54,,,,,  350.14, 1321.32,     52470, 1671.45,  458.96,    1.26,  459.72,    4.57,,,,,  918.68,    5.83,     54130,  924.51,   1268.82,   1327.15,   2595.97
2024-02-23,00:41:16.532,   80.09,  603.86,  270.71,  717.90,,,,,  350.81, 1321.76,     52499, 1672.57,  456.59,    1.75,  456.55,    5.07,,,,,  913.14,    6.82,     54011,  919.96,   1263.95,   1328.58,   2592.52
2024-02-23,00:41:17.533,   79.55,  604.03,  269.00,  717.45,,,,,  348.55, 1321.48,     52522, 1670.03,  455.99,    1.80,  456.85,    5.11,,,,,  912.85,    6.91,     54287,  919.76,   1261.39,   1328.39,   2589.78
2024-02-23,00:41:18.533,   99.64,  595.50,  338.88,  729.28,,,,,  438.52, 1324.79,     52523, 1763.31,  485.55,    8.73,  487.57,   11.93,,,,,  973.11,   20.66,     54208,  993.77,   1411.64,   1345.45,   2757.08
2024-02-23,00:41:19.533,   92.21,  603.93,  315.41,  732.28,,,,,  407.61, 1336.21,     52508, 1743.82,  516.85,    5.12,  519.77,    8.44,,,,, 1036.62,   13.56,     54488, 1050.19,   1444.23,   1349.78,   2794.01
2024-02-23,00:41:20.533,   63.22,  457.98,  212.55,  546.62,,,,,  275.77, 1004.60,     52455, 1280.37,  403.96,    1.23,  406.30,    4.55,,,,,  810.26,    5.78,     53892,  816.04,   1086.03,   1010.38,   2096.41
2024-02-23,00:41:21.533,    5.84,    5.26,    8.83,    5.39,,,,,   14.67,   10.64,     52459,   25.32,   90.18,    1.20,   94.80,    4.50,,,,,  184.98,    5.70,     52488,  190.68,    199.66,     16.34,    216.00
2024-02-23,00:41:22.533,    6.36,    5.33,   10.72,    6.29,,,,,   17.08,   11.63,     52405,   28.70,   70.90,    1.17,   70.67,    4.48,,,,,  141.58,    5.65,     52413,  147.22,    158.65,     17.27,    175.93
2024-02-23,00:41:23.534,    5.52,    4.40,    7.46,    3.99,,,,,   12.99,    8.39,     52454,   21.38,   65.70,    1.59,   64.08,    4.88,,,,,  129.78,    6.47,     52469,  136.25,    142.77,     14.86,    157.63
2024-02-23,00:41:24.533,    5.94,    4.30,    9.14,    4.55,,,,,   15.07,    8.85,     52404,   23.92,   61.11,    1.34,   68.03,    4.65,,,,,  129.14,    5.99,     52411,  135.13,    144.21,     14.85,    159.06
2024-02-23,00:41:25.534,    5.43,    4.26,    7.35,    3.77,,,,,   12.78,    8.03,     52455,   20.80,   56.34,    1.18,   64.39,    4.48,,,,,  120.73,    5.66,     52461,  126.39,    133.50,     13.69,    147.19
2024-02-23,00:41:26.534,    5.91,    4.31,    9.14,    4.61,,,,,   15.06,    8.91,     52403,   23.97,   57.17,    1.25,   60.83,    4.53,,,,,  118.00,    5.78,     52412,  123.78,    133.06,     14.69,    147.75
2024-02-23,00:41:27.534,    6.07,    4.36,    9.51,    4.63,,,,,   15.58,    8.98,     52463,   24.56,   52.10,    1.12,   55.42,    4.43,,,,,  107.53,    5.55,     52459,  113.07,    123.11,     14.53,    137.64
2024-02-23,00:41:28.534,    5.67,    4.30,    8.11,    4.19,,,,,   13.78,    8.49,     52402,   22.26,   53.18,    1.35,   51.68,    4.66,,,,,  104.86,    6.01,     52413,  110.88,    118.64,     14.50,    133.14
2024-02-23,00:41:29.535,   28.05,   18.78,   85.98,   47.86,,,,,  114.03,   66.64,     52509,  180.67,  124.12,    8.72,  122.25,   12.01,,,,,  246.37,   20.73,     52514,  267.09,    360.40,     87.36,    447.76
2024-02-23,00:41:30.534,   21.77,  159.36,   67.32,  184.81,,,,,   89.09,  344.17,     52430,  433.26,  182.38,    2.39,  181.42,    5.70,,,,,  363.80,    8.09,     52940,  371.89,    452.89,    352.25,    805.15
2024-02-23,00:41:31.535,   64.42,  633.77,  221.86,  727.29,,,,,  286.28, 1361.06,     52532, 1647.34,  451.07,    1.25,  454.10,    4.57,,,,,  905.17,    5.82,     54466,  910.99,   1191.45,   1366.88,   2558.32
2024-02-23,00:41:32.535,   64.06,  632.88,  219.74,  725.68,,,,,  283.79, 1358.56,     52463, 1642.35,  462.01,    1.76,  464.72,    5.08,,,,,  926.74,    6.84,     54505,  933.58,   1210.53,   1365.40,   2575.93
2024-02-23,00:41:33.535,   63.78,  632.62,  219.03,  725.27,,,,,  282.81, 1357.89,     52478, 1640.70,  475.02,    1.38,  477.24,    4.68,,,,,  952.25,    6.06,     54413,  958.31,   1235.06,   1363.95,   2599.01
2024-02-23,00:41:34.536,   85.97,  652.48,  299.99,  774.68,,,,,  385.96, 1427.15,     52554, 1813.11,  517.00,    6.27,  517.94,    9.56,,,,, 1034.94,   15.83,     54932, 1050.77,   1420.89,   1442.99,   2863.88
2024-02-23,00:41:35.535,   98.26,  663.09,  345.80,  801.89,,,,,  444.07, 1464.98,     52512, 1909.05,  518.58,    1.56,  524.11,    4.84,,,,, 1042.69,    6.40,     54741, 1049.09,   1486.76,   1471.39,   2958.14
2024-02-23,00:41:36.536,   98.23,  656.59,  346.78,  795.73,,,,,  445.01, 1452.32,     52530, 1897.32,  507.52,    1.26,  511.79,    4.56,,,,, 1019.31,    5.82,     54644, 1025.13,   1464.32,   1458.14,   2922.45
2024-02-23,00:41:37.536,   96.80,  661.24,  342.05,  799.18,,,,,  438.85, 1460.42,     52561, 1899.27,  505.00,    1.73,  509.82,    5.02,,,,, 1014.82,    6.75,     54773, 1021.57,   1453.67,   1467.17,   2920.84
2024-02-23,00:41:38.536,   97.68,  662.06,  344.70,  800.72,,,,,  442.37, 1462.77,     52572, 1905.15,  501.33,    1.52,  504.23,    4.81,,,,, 1005.57,    6.33,     54756, 1011.90,   1447.94,   1469.11,   2917.05
2024-02-23,00:41:39.536,  118.97,  630.43,  417.33,  790.14,,,,,  536.31, 1420.57,     52579, 1956.88,  541.88,   10.16,  543.15,   13.41,,,,, 1085.03,   23.56,     54809, 1108.59,   1621.34,   1444.13,   3065.47
2024-02-23,00:41:40.536,   95.47,  653.36,  340.61,  790.17,,,,,  436.08, 1443.53,     52541, 1879.61,  528.48,    2.26,  530.16,    5.55,,,,, 1058.63,    7.81,     54930, 1066.45,   1494.71,   1451.34,   2946.06
2024-02-23,00:41:41.536,   83.14,  619.46,  305.45,  741.59,,,,,  388.59, 1361.05,     52529, 1749.64,  484.93,    1.71,  485.96,    5.05,,,,,  970.89,    6.76,     54355,  977.65,   1359.48,   1367.81,   2727.29
2024-02-23,00:41:42.537,   84.15,  620.54,  308.09,  743.40,,,,,  392.24, 1363.95,     52584, 1756.18,  466.12,    1.35,  469.70,    4.64,,,,,  935.82,    5.99,     54214,  941.81,   1328.06,   1369.94,   2697.99
2024-02-23,00:41:43.537,   82.94,  618.47,  303.18,  739.60,,,,,  386.13, 1358.07,     52500, 1744.20,  462.94,    1.84,  465.23,    5.15,,,,,  928.17,    6.99,     54191,  935.16,   1314.30,   1365.06,   2679.35
2024-02-23,00:41:44.537,   83.56,  619.42,  306.14,  741.65,,,,,  389.70, 1361.07,     52521, 1750.77,  454.47,    1.45,  458.58,    4.75,,,,,  913.04,    6.20,     54099,  919.24,   1302.74,   1367.27,   2670.01
2024-02-23,00:41:45.537,   82.96,  619.62,  303.69,  740.98,,,,,  386.65, 1360.60,     52579, 1747.25,  456.33,    1.95,  459.93,    5.25,,,,,  916.26,    7.19,     54171,  923.45,   1302.91,   1367.79,   2670.70
2024-02-23,00:41:46.537,   83.24,  619.54,  305.04,  741.49,,,,,  388.28, 1361.03,     52518, 1749.31,  452.64,    1.40,  457.85,    4.71,,,,,  910.49,    6.11,     54129,  916.60,   1298.77,   1367.14,   2665.91
2024-02-23,00:41:47.537,   82.26,  618.17,  303.18,  739.48,,,,,  385.45, 1357.65,     52527, 1743.10,  451.32,    1.63,  453.43,    4.95,,,,,  904.75,    6.58,     54044,  911.33,   1290.20,   1364.24,   2654.43
2024-02-23,00:41:48.538,   83.31,  619.95,  307.16,  742.89,,,,,  390.47, 1362.84,     52557, 1753.31,  447.72,    1.38,  449.00,    4.69,,,,,  896.72,    6.07,     54094,  902.79,   1287.18,   1368.91,   2656.10
2024-02-23,00:41:49.543,   82.46,  620.35,  304.07,  742.18,,,,,  386.52, 1362.53,     52503, 1749.06,  453.45,    2.36,  452.64,    5.69,,,,,  906.10,    8.05,     54298,  914.15,   1292.62,   1370.58,   2663.20
2024-02-23,00:41:50.537,  108.98,  603.36,  386.97,  752.47,,,,,  495.95, 1355.83,     52544, 1851.78,  520.84,    9.20,  521.46,   12.44,,,,, 1042.30,   21.64,     54292, 1063.94,   1538.25,   1377.47,   2915.72
2024-02-23,00:41:51.538,   97.07,  662.12,  343.17,  800.42,,,,,  440.24, 1462.54,     52556, 1902.78,  523.70,    1.83,  528.06,    5.16,,,,, 1051.76,    6.99,     54753, 1058.75,   1492.00,   1469.53,   2961.53
2024-02-23,00:41:52.538,   96.59,  661.34,  341.34,  799.17,,,,,  437.93, 1460.51,     52543, 1898.44,  517.29,    1.97,  521.31,    5.25,,,,, 1038.60,    7.22,     54851, 1045.82,   1476.53,   1467.74,   2944.27
2024-02-23,00:41:53.538,   96.33,  661.20,  340.05,  798.56,,,,,  436.38, 1459.76,     52529, 1896.14,  513.21,    1.97,  516.65,    5.26,,,,, 1029.86,    7.23,     54773, 1037.09,   1466.24,   1466.99,   2933.23
2024-02-23,00:41:54.539,   97.46,  662.09,  344.89,  801.20,,,,,  442.35, 1463.29,     52583, 1905.64,  506.80,    1.42,  509.42,    4.73,,,,, 1016.22,    6.15,     54972, 1022.37,   1458.57,   1469.44,   2928.01
2024-02-23,00:41:55.539,   96.33,  660.87,  341.00,  798.91,,,,,  437.33, 1459.78,     52525, 1897.11,  502.83,    1.61,  505.70,    4.90,,,,, 1008.53,    6.51,     54770, 1015.04,   1445.86,   1466.29,   2912.15
2024-02-23,00:41:56.539,   97.09,  661.52,  344.09,  800.49,,,,,  441.18, 1462.01,     52565, 1903.19,  501.26,    1.47,  503.27,    4.74,,,,, 1004.53,    6.22,     54560, 1010.74,   1445.70,   1468.22,   2913.93
2024-02-23,00:41:57.539,   96.35,  661.11,  341.93,  799.69,,,,,  438.28, 1460.80,     52530, 1899.08,  503.50,    1.79,  505.73,    5.08,,,,, 1009.23,    6.88,     54489, 1016.10,   1447.51,   1467.68,   2915.19
2024-02-23,00:41:58.539,   97.57,  661.65,  345.81,  801.16,,,,,  443.38, 1462.80,     52594, 1906.18,  499.71,    1.41,  500.86,    4.69,,,,, 1000.57,    6.11,     54706, 1006.68,   1443.95,   1468.91,   2912.86
2024-02-23,00:41:59.539,   96.48,  661.17,  342.06,  799.35,,,,,  438.55, 1460.51,     52494, 1899.06,  498.97,    1.62,  499.85,    4.91,,,,,  998.82,    6.52,     54636, 1005.34,   1437.36,   1467.04,   2904.40
2024-02-23,00:42:00.539,  108.37,  657.35,  377.28,  805.66,,,,,  485.64, 1463.01,     52577, 1948.65,  559.69,   21.27,  560.08,   24.46,,,,, 1119.76,   45.72,     54833, 1165.48,   1605.41,   1508.73,   3114.14
2024-02-23,00:42:01.540,   97.23,  662.40,  343.41,  800.95,,,,,  440.64, 1463.35,     52602, 1903.99,  537.15,    3.06,  538.37,    6.35,,,,, 1075.52,    9.41,     54829, 1084.93,   1516.15,   1472.76,   2988.92
2024-02-23,00:42:02.540,   96.84,  661.85,  343.24,  800.47,,,,,  440.08, 1462.33,     52526, 1902.41,  522.33,    1.84,  523.37,    5.13,,,,, 1045.70,    6.97,     54711, 1052.67,   1485.78,   1469.30,   2955.08
2024-02-23,00:42:03.540,   96.62,  661.18,  341.15,  798.94,,,,,  437.77, 1460.12,     52530, 1897.89,  516.11,    2.12,  517.32,    5.41,,,,, 1033.43,    7.53,     54693, 1040.95,   1471.19,   1467.65,   2938.84
2024-02-23,00:42:04.541,   78.19,  564.10,  277.80,  676.14,,,,,  355.99, 1240.23,     52511, 1596.22,  533.68,    6.01,  535.37,    9.26,,,,, 1069.05,   15.27,     54872, 1084.33,   1425.04,   1255.50,   2680.54
2024-02-23,00:42:05.540,   51.61,  499.34,  181.48,  574.67,,,,,  233.10, 1074.02,     52505, 1307.11,  524.25,    1.74,  525.45,    5.06,,,,, 1049.70,    6.81,     54698, 1056.51,   1282.80,   1080.82,   2363.62
2024-02-23,00:42:06.540,   50.04,  511.93,  174.09,  584.67,,,,,  224.13, 1096.59,     52461, 1320.73,  507.98,    1.41,  511.39,    4.74,,,,, 1019.37,    6.15,     54699, 1025.52,   1243.50,   1102.74,   2346.25
2024-02-23,00:42:07.541,   48.92,  520.15,  169.82,  591.32,,,,,  218.75, 1111.48,     52496, 1330.23,  499.28,    1.34,  502.09,    4.65,,,,, 1001.37,    6.00,     54620, 1007.37,   1220.12,   1117.47,   2337.59
2024-02-23,00:42:08.540,   49.10,  525.91,  169.75,  597.16,,,,,  218.84, 1123.07,     52441, 1341.91,  506.05,    2.29,  508.28,    5.59,,,,, 1014.33,    7.89,     54692, 1022.22,   1233.17,   1130.96,   2364.13
2024-02-23,00:42:09.541,   48.89,  530.04,  168.30,  600.72,,,,,  217.19, 1130.76,     52496, 1347.95,  504.01,    1.33,  507.05,    4.63,,,,, 1011.06,    5.95,     54946, 1017.01,   1228.25,   1136.71,   2364.97
2024-02-23,00:42:10.541,   50.81,  407.70,  169.89,  476.54,,,,,  220.70,  884.24,     52463, 1104.94,  453.23,   18.30,  454.82,   21.55,,,,,  908.05,   39.86,     54071,  947.91,   1128.75,    924.10,   2052.85
2024-02-23,00:42:11.541,    8.56,   11.96,   17.61,   15.83,,,,,   26.16,   27.78,     52463,   53.95,  121.32,    3.11,  124.62,    6.38,,,,,  245.94,    9.49,     52508,  255.43,    272.10,     37.28,    309.38
2024-02-23,00:42:12.541,    8.66,   11.03,   17.36,   14.88,,,,,   26.02,   25.92,     52406,   51.94,   82.94,    2.81,   83.92,    6.12,,,,,  166.86,    8.93,     52425,  175.79,    192.88,     34.85,    227.73
2024-02-23,00:42:13.542,    7.71,   10.37,   14.42,   13.06,,,,,   22.12,   23.43,     52454,   45.55,   86.16,    2.02,   82.08,    5.29,,,,,  168.24,    7.31,     52466,  175.55,    190.36,     30.74,    221.10
2024-02-23,00:42:14.541,    7.14,   10.00,   12.81,   12.13,,,,,   19.96,   22.13,     52404,   42.09,   67.78,    1.50,   67.97,    4.79,,,,,  135.75,    6.29,     52407,  142.04,    155.70,     28.43,    184.13
