System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,Proc Energy (Joules),Proc Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),LLCRDMISSLAT (ns),UncFREQ (Ghz),UncFREQ (Ghz),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),
Date,Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
2024-02-23,00:35:06.288,0.36,1.88,0.19,1.18,0.56,155.12,1.00,0.28,0.0000,0.0083, 12040,0.39,0.13,97,50,18647.42,9892.86,2599.23,3.77,94.25,0.72,17.93,0.19,1.36,0.14,1.23,0.24,51.34,1.00,0.49,0.0000,0.0053, 16200,0.24,0.01,95,43,9635.55,7065.34,2599.23,2.73,68.19,0.37,9.26,16.10,16.32,0.00,67.58,0.00,100.00,0.00,0.00,0.00,0.00,11.08,14.26,0.03,74.63,0.00,100.00,0.00,0.00,0.00,0.00,56.56,52.01,4.26 ,4.40 ,1002525.48 ,1008807.43 ,3.00,3.00,2.13,1.80,1.18,1.19,0.05,47.94,1.00,0.10,0.0000,0.0086,  4760,99.71,0.29,0.00,0.00,0.00,53,5544.13,3074.82,2599.23,3.61,90.15,4.27,106.63,
2024-02-23,00:35:07.289,0.32,1.45,0.22,1.16,0.74,150.21,1.00,0.30,0.0000,0.0090, 15600,0.15,0.07,74,50,16688.71,11542.82,2598.38,2.89,72.29,0.64,16.06,0.19,1.16,0.16,1.20,0.50,57.61,0.99,0.40,0.0001,0.0060, 18800,0.31,0.03,91,44,9652.59,8295.67,2598.38,2.33,58.18,0.37,9.29,19.07,18.48,0.02,62.44,0.00,100.00,0.00,0.00,0.00,0.00,13.32,17.19,0.06,69.43,0.00,100.00,0.00,0.00,0.00,0.00,57.18,53.18,4.17 ,4.43 ,0.03 ,0.00 ,3.00,3.00,1.64,1.39,1.17,1.18,0.02,45.61,1.00,0.12,0.0000,0.0107,  1080,99.64,0.36,0.00,0.00,0.00,53,4250.90,3047.75,2598.38,2.79,69.74,3.27,81.80,
2024-02-23,00:35:08.289,0.33,1.77,0.19,1.19,0.11,156.30,1.00,0.29,0.0000,0.0092, 15560,0.02,0.01,66,49,17078.85,9661.68,2597.79,3.54,88.38,0.66,16.44,0.19,1.45,0.13,1.23,0.12,56.98,1.00,0.40,0.0000,0.0057, 19200,0.19,0.01,97,42,9956.07,6880.94,2597.79,2.89,72.35,0.38,9.58,15.66,15.35,0.01,68.98,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.51,0.01,75.75,0.00,100.00,0.00,0.00,0.00,0.00,56.22,51.86,4.08 ,4.35 ,0.03 ,0.00 ,3.00,3.00,1.80,1.51,1.19,1.19,0.01,49.67,1.00,0.10,0.0000,0.0106,  1840,99.82,0.18,0.00,0.00,0.00,53,4670.51,3086.28,2597.79,3.03,75.67,3.60,89.90,
2024-02-23,00:35:09.289,0.33,1.77,0.19,1.19,0.06,156.51,1.00,0.28,0.0000,0.0092, 15520,0.02,0.01,57,50,17045.71,9657.36,2596.97,3.53,88.25,0.66,16.41,0.19,1.44,0.13,1.23,0.09,56.78,1.00,0.40,0.0000,0.0057, 18400,0.15,0.01,97,42,9993.11,6930.52,2596.97,2.88,72.09,0.38,9.62,15.67,15.76,0.01,68.55,0.00,100.00,0.00,0.00,0.00,0.00,10.81,13.39,0.00,75.79,0.00,100.00,0.00,0.00,0.00,0.00,56.27,51.96,4.07 ,4.32 ,0.10 ,0.00 ,3.00,3.00,1.80,1.51,1.19,1.19,0.00,49.74,1.00,0.10,0.0000,0.0107,  1800,99.75,0.25,0.00,0.00,0.00,53,4662.24,3081.32,2596.97,3.03,75.65,3.59,89.76,
2024-02-23,00:35:10.289,0.33,1.77,0.19,1.19,0.08,156.17,1.00,0.29,0.0000,0.0091, 15200,0.02,0.01,62,50,17097.80,9648.67,2596.78,3.54,88.60,0.66,16.46,0.19,1.45,0.13,1.24,0.07,56.86,1.00,0.40,0.0000,0.0057, 18600,0.12,0.01,97,43,9962.63,6874.93,2596.78,2.90,72.46,0.38,9.59,15.64,15.45,0.01,68.90,0.00,100.00,0.00,0.00,0.00,0.00,10.72,13.38,0.00,75.90,0.00,100.00,0.00,0.00,0.00,0.00,56.23,51.92,4.04 ,4.30 ,0.00 ,0.00 ,3.00,3.00,1.80,1.51,1.19,1.19,0.00,49.67,1.00,0.10,0.0000,0.0106,  1360,99.84,0.16,0.00,0.00,0.00,53,4663.98,3085.71,2596.78,3.02,75.57,3.59,89.80,
2024-02-23,00:35:11.288,0.32,1.53,0.21,1.19,0.07,152.14,1.00,0.29,0.0000,0.0092, 15440,0.02,0.01,59,50,16515.06,10761.41,2596.85,3.07,76.73,0.64,15.90,0.19,1.45,0.13,1.22,0.09,56.71,1.00,0.40,0.0000,0.0057, 18760,0.13,0.01,97,43,9886.54,6830.10,2596.85,2.89,72.37,0.38,9.52,17.48,14.37,0.00,68.15,0.00,100.00,0.00,0.00,0.00,0.00,10.74,15.11,0.00,74.15,0.00,100.00,0.00,0.00,0.00,0.00,56.23,52.03,4.05 ,4.30 ,0.33 ,0.33 ,3.00,3.00,1.80,1.52,1.18,1.19,0.00,49.58,1.00,0.10,0.0000,0.0106,  1080,99.75,0.25,0.00,0.00,0.00,53,4665.49,3075.63,2596.85,3.03,75.85,3.59,89.83,
2024-02-23,00:35:12.289,0.33,1.77,0.19,1.19,0.08,156.61,1.00,0.29,0.0000,0.0092, 15880,0.02,0.01,61,50,17092.72,9659.20,2599.37,3.54,88.48,0.66,16.44,0.19,1.45,0.13,1.23,0.08,57.04,1.00,0.40,0.0000,0.0057, 19240,0.13,0.01,97,43,9970.36,6893.82,2599.37,2.89,72.31,0.38,9.59,15.65,15.40,0.00,68.96,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.47,0.00,75.78,0.00,100.00,0.00,0.00,0.00,0.00,56.29,52.01,4.06 ,4.31 ,0.00 ,0.00 ,3.00,3.00,1.80,1.51,1.19,1.19,0.01,49.75,1.00,0.10,0.0000,0.0106,  1440,99.83,0.17,0.00,0.00,0.00,52,4673.78,3088.63,2599.37,3.03,75.66,3.60,89.90,
2024-02-23,00:35:13.289,0.33,1.78,0.18,1.19,0.06,155.89,1.00,0.28,0.0000,0.0091, 15080,0.02,0.01,42,50,17112.67,9598.46,2596.85,3.57,89.14,0.66,16.47,0.19,1.45,0.13,1.23,0.12,56.92,1.00,0.40,0.0000,0.0057, 19360,0.14,0.01,97,43,9974.38,6901.04,2596.85,2.89,72.27,0.38,9.60,15.57,15.71,0.00,68.71,0.00,100.00,0.00,0.00,0.00,0.00,10.76,13.48,0.00,75.75,0.00,100.00,0.00,0.00,0.00,0.00,56.24,51.94,4.03 ,4.31 ,0.00 ,0.00 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,49.59,1.00,0.10,0.0000,0.0106,  1320,99.76,0.24,0.00,0.00,0.00,51,4693.20,3081.42,2596.85,3.05,76.15,3.61,90.36,
2024-02-23,00:35:14.289,0.33,1.76,0.19,1.19,0.09,156.47,1.00,0.29,0.0000,0.0092, 15520,0.02,0.01,60,49,17062.64,9667.47,2596.88,3.53,88.25,0.66,16.43,0.19,1.45,0.13,1.23,0.10,57.04,1.00,0.40,0.0000,0.0057, 19920,0.15,0.01,96,43,9988.13,6901.42,2596.88,2.89,72.36,0.38,9.62,15.69,15.64,0.01,68.66,0.00,100.00,0.00,0.00,0.00,0.00,10.77,13.67,0.01,75.55,0.00,100.00,0.00,0.00,0.00,0.00,56.27,52.03,4.01 ,4.33 ,0.00 ,0.00 ,3.00,3.00,1.79,1.51,1.19,1.19,0.00,49.66,1.00,0.10,0.0000,0.0107,   880,99.77,0.23,0.00,0.00,0.00,52,4659.07,3082.14,2596.88,3.02,75.58,3.59,89.70,
2024-02-23,00:35:15.289,0.33,1.78,0.18,1.19,0.06,156.45,1.00,0.28,0.0000,0.0092, 15160,0.01,0.01,52,49,17074.77,9599.08,2596.95,3.56,88.94,0.66,16.44,0.19,1.45,0.13,1.23,0.09,57.02,1.00,0.40,0.0000,0.0057, 19240,0.15,0.01,97,42,10003.19,6880.93,2596.95,2.91,72.69,0.39,9.63,15.57,15.65,0.00,68.77,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.41,0.00,75.86,0.00,100.00,0.00,0.00,0.00,0.00,56.16,52.01,4.06 ,4.32 ,0.03 ,0.00 ,3.00,3.00,1.80,1.52,1.19,1.19,0.00,49.74,1.00,0.10,0.0000,0.0106,  1000,99.75,0.25,0.00,0.00,0.00,52,4671.20,3081.74,2596.95,3.03,75.79,3.60,89.94,
2024-02-23,00:35:16.289,0.33,1.77,0.19,1.19,0.08,156.57,1.00,0.29,0.0000,0.0092, 15640,0.02,0.01,61,49,17067.62,9632.96,2596.83,3.54,88.59,0.66,16.43,0.19,1.46,0.13,1.24,0.06,56.88,1.00,0.40,0.0000,0.0057, 18640,0.13,0.01,97,41,10013.36,6872.55,2596.83,2.91,72.85,0.39,9.64,15.62,15.46,0.00,68.91,0.00,100.00,0.00,0.00,0.00,0.00,10.71,13.51,0.00,75.77,0.00,100.00,0.00,0.00,0.00,0.00,56.24,52.03,4.06 ,4.32 ,0.00 ,0.00 ,3.00,3.00,1.80,1.51,1.19,1.19,0.01,49.74,1.00,0.10,0.0000,0.0107,  1680,99.80,0.20,0.00,0.00,0.00,52,4667.02,3084.31,2596.83,3.03,75.66,3.59,89.86,
2024-02-23,00:35:17.290,0.33,1.70,0.19,1.18,0.35,156.30,1.00,0.29,0.0000,0.0092, 15200,0.05,0.03,50,49,17033.94,9996.85,2596.99,3.41,85.20,0.66,16.39,0.19,1.38,0.14,1.20,0.72,59.64,0.99,0.41,0.0001,0.0059, 20880,0.32,0.05,92,42,10098.57,7331.39,2596.99,2.75,68.87,0.39,9.72,16.38,18.37,0.12,65.14,0.00,100.00,0.00,0.00,0.00,0.00,11.74,18.16,0.07,70.03,0.00,100.00,0.00,0.00,0.00,0.00,56.65,52.88,4.07 ,4.42 ,0.13 ,0.00 ,3.00,3.00,1.79,1.52,1.18,1.18,0.00,49.03,1.00,0.10,0.0000,0.0105,   760,99.68,0.32,0.00,0.00,0.00,52,4650.54,3056.47,2596.99,3.04,76.08,3.58,89.53,
2024-02-23,00:35:18.290,0.33,1.76,0.19,1.19,0.11,156.59,1.00,0.29,0.0000,0.0092, 14840,0.02,0.01,66,48,17051.64,9667.62,2597.78,3.53,88.19,0.66,16.41,0.19,1.45,0.13,1.23,0.10,56.93,1.00,0.40,0.0000,0.0057, 20640,0.20,0.01,97,42,10028.46,6893.43,2597.78,2.91,72.74,0.39,9.65,15.67,15.38,0.01,68.94,0.00,100.00,0.00,0.00,0.00,0.00,10.75,13.48,0.00,75.77,0.00,100.00,0.00,0.00,0.00,0.00,56.24,52.06,4.08 ,4.36 ,0.03 ,0.00 ,3.00,3.00,1.80,1.51,1.19,1.19,0.00,49.71,1.00,0.10,0.0000,0.0107,   760,99.84,0.16,0.00,0.00,0.00,52,4667.01,3086.86,2597.78,3.02,75.59,3.59,89.83,
2024-02-23,00:35:19.289,0.33,1.77,0.19,1.19,0.05,156.12,1.00,0.28,0.0000,0.0091, 14120,0.02,0.01,58,49,17086.72,9635.51,2596.93,3.55,88.67,0.66,16.45,0.19,1.45,0.13,1.23,0.09,56.69,1.00,0.40,0.0000,0.0057, 21040,0.18,0.01,97,41,9980.35,6904.29,2596.93,2.89,72.28,0.38,9.61,15.63,15.58,0.00,68.79,0.00,100.00,0.00,0.00,0.00,0.00,10.82,14.28,0.01,74.89,0.00,100.00,0.00,0.00,0.00,0.00,56.26,52.10,4.05 ,4.35 ,0.00 ,0.00 ,3.00,3.00,1.80,1.52,1.19,1.19,0.00,49.70,1.00,0.10,0.0000,0.0106,   720,99.79,0.21,0.00,0.00,0.00,52,4673.15,3083.30,2596.93,3.03,75.78,3.60,89.98,
2024-02-23,00:35:20.290,0.33,1.78,0.19,1.19,0.07,155.52,1.00,0.29,0.0000,0.0091,  7640,0.02,0.01,70,48,17123.96,9627.80,2596.88,3.56,88.93,0.66,16.48,0.19,1.45,0.13,1.23,0.08,56.59,1.00,0.40,0.0000,0.0056, 21360,0.16,0.01,97,41,10018.37,6886.07,2596.88,2.91,72.74,0.39,9.64,15.62,15.58,0.00,68.80,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.55,0.00,75.71,0.00,100.00,0.00,0.00,0.00,0.00,56.24,52.04,4.03 ,4.33 ,0.00 ,0.00 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,49.47,1.00,0.10,0.0000,0.0105,   760,99.77,0.23,0.00,0.00,0.00,52,4699.26,3082.36,2596.88,3.05,76.23,3.62,90.47,
2024-02-23,00:35:21.290,0.43,2.25,0.19,1.18,1.81,37.50,0.95,0.35,0.0001,0.0017,  5800,0.36,1.35,99,47,22276.67,9902.36,2597.72,4.50,112.48,0.86,21.43,0.23,1.68,0.14,1.23,0.07,12.08,0.99,0.41,0.0000,0.0010, 20760,0.80,0.01,98,41,11914.52,7095.18,2597.72,3.36,83.96,0.46,11.46,16.09,15.73,0.01,68.17,0.00,100.00,0.00,0.00,0.00,0.00,11.09,13.33,0.00,75.58,0.00,100.00,0.00,0.00,0.00,0.00,56.48,52.24,4.68 ,4.48 ,0.03 ,0.17 ,3.00,3.00,3.46,2.92,1.19,1.19,0.02,14.63,1.00,0.16,0.0000,0.0016,   760,99.76,0.24,0.00,0.00,0.00,51,8996.66,3080.90,2597.72,5.84,146.01,6.93,173.17,
2024-02-23,00:35:22.290,0.43,2.26,0.19,1.18,1.63,38.53,0.96,0.35,0.0001,0.0017,  5520,0.34,1.33,99,48,22389.95,9919.36,2596.42,4.51,112.86,0.86,21.56,0.23,1.68,0.14,1.22,0.07,12.07,0.99,0.40,0.0000,0.0010, 21440,0.84,0.01,98,40,11822.92,7050.13,2596.42,3.35,83.85,0.46,11.38,16.17,16.20,0.00,67.63,0.00,100.00,0.00,0.00,0.00,0.00,11.09,14.45,0.01,74.45,0.00,100.00,0.00,0.00,0.00,0.00,56.41,52.29,4.66 ,4.48 ,0.33 ,0.33 ,3.00,3.00,3.38,2.86,1.18,1.19,0.02,15.09,1.00,0.15,0.0000,0.0017,   600,99.78,0.22,0.00,0.00,0.00,51,8784.36,3073.08,2596.42,5.72,142.92,6.77,169.16,
2024-02-23,00:35:23.291,0.43,2.27,0.19,1.18,1.56,38.71,0.96,0.35,0.0001,0.0017,  5920,0.33,1.33,99,47,22523.37,9904.36,2599.49,4.55,113.70,0.87,21.66,0.23,1.68,0.14,1.23,0.08,12.20,0.99,0.41,0.0000,0.0010, 21040,0.87,0.01,98,41,11930.41,7106.13,2599.49,3.36,83.94,0.46,11.48,16.09,15.63,0.01,68.27,0.00,100.00,0.00,0.00,0.00,0.00,11.11,13.48,0.00,75.41,0.00,100.00,0.00,0.00,0.00,0.00,56.41,52.33,4.65 ,4.50 ,0.00 ,0.00 ,3.00,3.00,3.40,2.87,1.19,1.19,0.02,15.19,1.00,0.15,0.0000,0.0017,   640,99.76,0.24,0.00,0.00,0.00,51,8840.54,3082.91,2599.49,5.74,143.38,6.80,170.07,
2024-02-23,00:35:24.291,0.43,2.24,0.19,1.18,1.66,38.78,0.96,0.35,0.0001,0.0017,  5680,0.34,1.33,99,48,22411.99,10012.19,2595.97,4.48,111.92,0.86,21.58,0.23,1.68,0.14,1.23,0.07,12.05,0.99,0.40,0.0000,0.0010, 20840,0.89,0.01,98,41,11893.53,7098.17,2595.97,3.35,83.78,0.46,11.45,16.29,15.53,0.00,68.18,0.00,100.00,0.00,0.00,0.00,0.00,11.12,13.49,0.00,75.39,0.00,100.00,0.00,0.00,0.00,0.00,56.44,52.22,4.66 ,4.49 ,0.00 ,0.00 ,3.00,3.00,3.39,2.86,1.19,1.19,0.02,15.06,1.00,0.16,0.0000,0.0017,   720,99.75,0.25,0.00,0.00,0.00,50,8804.12,3079.15,2595.97,5.72,142.96,6.78,169.54,
2024-02-23,00:35:25.291,0.43,2.27,0.19,1.18,1.59,38.82,0.96,0.34,0.0001,0.0017,  5680,0.34,1.33,99,47,22537.69,9927.43,2598.67,4.54,113.51,0.87,21.68,0.23,1.68,0.14,1.23,0.08,12.31,0.99,0.40,0.0000,0.0010, 21160,0.91,0.01,98,40,11906.11,7103.43,2598.67,3.35,83.81,0.46,11.45,16.14,15.78,0.00,68.08,0.00,100.00,0.00,0.00,0.00,0.00,11.11,13.51,0.00,75.37,0.00,100.00,0.00,0.00,0.00,0.00,56.51,52.33,4.64 ,4.49 ,0.03 ,0.00 ,3.00,3.00,3.40,2.87,1.19,1.19,0.02,15.18,1.00,0.15,0.0000,0.0017,   800,99.75,0.25,0.00,0.00,0.00,50,8833.59,3080.79,2598.67,5.73,143.37,6.80,169.97,
2024-02-23,00:35:26.291,0.43,2.25,0.19,1.18,1.61,38.86,0.96,0.35,0.0001,0.0017,  5480,0.34,1.33,99,48,22491.09,9985.07,2596.94,4.50,112.62,0.87,21.65,0.23,1.68,0.14,1.23,0.06,11.95,1.00,0.40,0.0000,0.0010, 20480,0.90,0.01,98,40,11898.88,7086.04,2596.94,3.36,83.96,0.46,11.46,16.24,15.42,0.00,68.35,0.00,100.00,0.00,0.00,0.00,0.00,11.09,13.42,0.00,75.49,0.00,100.00,0.00,0.00,0.00,0.00,56.35,52.20,4.65 ,4.49 ,0.00 ,0.00 ,3.00,3.00,3.39,2.86,1.19,1.19,0.02,15.14,1.00,0.15,0.0000,0.0017,   560,99.78,0.22,0.00,0.00,0.00,51,8798.66,3081.09,2596.94,5.71,142.78,6.78,169.42,
2024-02-23,00:35:27.292,0.42,1.85,0.23,1.16,2.25,36.49,0.94,0.38,0.0001,0.0017, 10640,0.42,1.34,98,47,21754.09,11727.71,2597.83,3.71,92.75,0.84,20.93,0.22,1.40,0.16,1.20,0.30,13.69,0.98,0.41,0.0000,0.0012, 21760,0.94,0.02,96,40,11554.87,8249.24,2597.83,2.80,70.04,0.44,11.12,19.46,19.20,0.03,61.31,0.00,100.00,0.00,0.00,0.00,0.00,13.24,16.73,0.02,70.01,0.00,100.00,0.00,0.00,0.00,0.00,57.47,53.26,4.69 ,4.52 ,0.13 ,0.00 ,3.00,3.00,3.42,2.93,1.17,1.17,0.02,13.13,1.00,0.15,0.0000,0.0015,   280,99.79,0.21,0.00,0.00,0.00,50,8896.65,3038.97,2597.83,5.86,146.38,6.85,171.21,
2024-02-23,00:35:28.292,0.43,2.20,0.19,1.18,1.82,38.30,0.95,0.35,0.0001,0.0017,  5880,0.36,1.34,99,47,22268.01,10124.70,2596.78,4.40,109.97,0.86,21.44,0.23,1.63,0.14,1.21,0.24,13.29,0.98,0.40,0.0000,0.0011, 21480,1.03,0.02,98,41,11765.56,7216.96,2596.78,3.26,81.51,0.45,11.33,16.54,16.72,0.18,66.56,0.00,100.00,0.00,0.00,0.00,0.00,11.45,16.19,0.02,72.35,0.00,100.00,0.00,0.00,0.00,0.00,56.56,52.63,4.66 ,4.53 ,0.13 ,0.00 ,3.00,3.00,3.41,2.89,1.18,1.18,0.02,14.72,1.00,0.15,0.0000,0.0017,   680,99.68,0.32,0.00,0.00,0.00,49,8849.67,3065.53,2596.78,5.77,144.34,6.82,170.40,
2024-02-23,00:35:29.291,0.43,2.27,0.19,1.18,1.57,38.80,0.96,0.34,0.0001,0.0017,  5840,0.33,1.33,99,48,22551.46,9948.62,2596.50,4.53,113.34,0.87,21.71,0.23,1.67,0.14,1.23,0.09,12.15,0.99,0.40,0.0000,0.0010, 21120,0.98,0.01,98,41,11903.21,7145.91,2596.50,3.33,83.29,0.46,11.46,16.19,15.75,0.01,68.05,0.00,100.00,0.00,0.00,0.00,0.00,11.20,13.41,0.00,75.40,0.00,100.00,0.00,0.00,0.00,0.00,56.42,52.25,4.64 ,4.51 ,0.00 ,0.00 ,3.00,3.00,3.39,2.86,1.19,1.19,0.02,15.20,1.00,0.15,0.0000,0.0017,   480,99.74,0.26,0.00,0.00,0.00,51,8800.67,3078.51,2596.50,5.72,142.94,6.78,169.47,
2024-02-23,00:35:30.292,0.43,2.27,0.19,1.18,1.59,38.60,0.96,0.35,0.0001,0.0017,  5480,0.34,1.33,99,47,22583.26,9946.22,2598.70,4.54,113.53,0.87,21.72,0.23,1.68,0.14,1.23,0.08,12.15,0.99,0.40,0.0000,0.0010, 21760,0.94,0.01,98,39,11862.30,7080.27,2598.70,3.35,83.77,0.46,11.41,16.15,15.36,0.00,68.49,0.00,100.00,0.00,0.00,0.00,0.00,11.07,13.42,0.01,75.50,0.00,100.00,0.00,0.00,0.00,0.00,56.50,52.31,4.67 ,4.51 ,0.00 ,0.00 ,3.00,3.00,3.40,2.86,1.19,1.19,0.02,15.10,1.00,0.16,0.0000,0.0017,   400,99.82,0.18,0.00,0.00,0.00,50,8823.28,3085.48,2598.70,5.72,142.98,6.79,169.77,
2024-02-23,00:35:31.292,0.46,2.41,0.19,1.18,1.25,27.54,0.95,0.34,0.0001,0.0012,  6840,0.38,1.42,99,47,23911.82,9941.58,2596.07,4.81,120.26,0.92,23.03,0.23,1.68,0.14,1.23,0.08,9.85,0.99,0.41,0.0000,0.0008, 21200,1.02,0.01,98,40,12015.15,7146.62,2596.07,3.36,84.06,0.46,11.57,16.17,15.52,0.00,68.30,0.00,100.00,0.00,0.00,0.00,0.00,11.20,13.42,0.00,75.38,0.00,100.00,0.00,0.00,0.00,0.00,56.42,52.24,4.68 ,4.47 ,0.33 ,0.00 ,3.00,3.00,3.76,3.17,1.19,1.19,0.01,10.85,1.00,0.16,0.0000,0.0011,   440,99.77,0.23,0.00,0.00,0.00,50,9766.54,3079.60,2596.07,6.34,158.57,7.52,188.10,
2024-02-23,00:35:32.292,0.46,2.38,0.19,1.18,1.32,27.62,0.95,0.35,0.0001,0.0012,  7760,0.38,1.42,99,48,23865.01,10040.11,2598.98,4.75,118.85,0.92,22.96,0.23,1.69,0.14,1.23,0.06,9.61,0.99,0.40,0.0000,0.0008, 21720,1.01,0.01,98,39,12030.28,7129.91,2598.98,3.37,84.36,0.46,11.57,16.31,15.29,0.00,68.39,0.00,100.00,0.00,0.00,0.00,0.00,11.15,13.37,0.00,75.47,0.00,100.00,0.00,0.00,0.00,0.00,56.55,52.33,4.70 ,4.48 ,0.33 ,0.00 ,3.00,3.00,3.75,3.16,1.19,1.19,0.01,10.80,1.00,0.16,0.0000,0.0011,   520,99.82,0.18,0.00,0.00,0.00,50,9752.42,3085.83,2598.98,6.32,158.02,7.50,187.62,
2024-02-23,00:35:33.292,0.46,2.41,0.19,1.18,1.24,27.50,0.95,0.34,0.0001,0.0012,  5600,0.37,1.41,99,47,23832.25,9895.47,2596.40,4.82,120.42,0.92,22.95,0.23,1.68,0.14,1.22,0.08,9.55,0.99,0.41,0.0000,0.0008, 21480,1.01,0.01,99,41,11943.64,7098.20,2596.40,3.37,84.13,0.46,11.50,16.14,16.55,0.01,67.30,0.00,100.00,0.00,0.00,0.00,0.00,11.18,14.43,0.00,74.39,0.00,100.00,0.00,0.00,0.00,0.00,56.52,52.27,4.69 ,4.48 ,0.33 ,0.33 ,3.00,3.00,3.75,3.17,1.18,1.19,0.01,10.85,1.00,0.15,0.0000,0.0011,   840,99.76,0.24,0.00,0.00,0.00,50,9739.39,3071.03,2596.40,6.34,158.57,7.50,187.56,
2024-02-23,00:35:34.292,0.47,2.44,0.19,1.18,0.94,29.92,0.97,0.36,0.0000,0.0012,  6680,0.31,1.32,99,46,24624.84,10111.36,2596.23,4.87,121.77,0.95,23.71,0.23,1.69,0.14,1.23,0.09,10.02,0.99,0.40,0.0000,0.0008, 21680,1.03,0.01,98,39,11996.37,7101.53,2596.23,3.38,84.46,0.46,11.55,16.46,15.61,0.00,67.92,0.00,100.00,0.00,0.00,0.00,0.00,11.14,13.86,0.00,75.00,0.00,100.00,0.00,0.00,0.00,0.00,56.75,52.33,4.64 ,4.49 ,0.33 ,0.00 ,3.00,3.00,3.70,3.13,1.18,1.19,0.01,11.25,1.00,0.16,0.0000,0.0012,  1080,99.67,0.33,0.00,0.00,0.00,50,9614.89,3073.85,2596.23,6.26,156.40,7.41,185.16,
2024-02-23,00:35:35.292,0.49,2.55,0.19,1.18,0.49,29.46,0.98,0.33,0.0000,0.0012,  6800,0.25,1.29,99,47,25288.56,9902.58,2598.68,5.11,127.69,0.97,24.33,0.23,1.69,0.14,1.23,0.06,9.68,0.99,0.40,0.0000,0.0008, 21760,1.02,0.01,99,38,12040.98,7108.92,2598.68,3.39,84.69,0.46,11.58,16.09,15.65,0.01,68.25,0.00,100.00,0.00,0.00,0.00,0.00,11.12,13.40,0.00,75.48,0.00,100.00,0.00,0.00,0.00,0.00,57.00,52.29,4.62 ,4.48 ,0.33 ,0.00 ,3.00,3.00,3.69,3.11,1.19,1.19,0.01,11.71,1.00,0.15,0.0000,0.0012,  1280,99.76,0.24,0.00,0.00,0.00,50,9588.28,3082.07,2598.68,6.22,155.55,7.38,184.49,
