Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1708640442,Device: id=1,RX,0.81039249910191,9841.3953897591,9971.0581896154,668036465,178785549590
1708640443,Device: id=1,RX,0.80942490376049,9829.6327677588,9959.1407523605,668845907,180014279638
1708640444,Device: id=1,RX,0.80861656999398,9819.8285066729,9949.2071578719,669654572,181241831718
1708640445,Device: id=1,RX,0.81039642329959,9841.455188485,9971.1186162129,670465020,182472091910
1708640446,Device: id=1,RX,0.8098335569611,9834.6075963596,9964.1809654734,671274899,183701486842
1708640447,Device: id=1,RX,0.80808341549007,9813.3538786414,9942.6472251198,672083050,184928258670
1708640448,Device: id=1,RX,0.80421990106143,9766.4232153317,9895.0983995016,672887299,186149105744
1708640449,Device: id=1,RX,0.80432927542958,9767.7757447815,9896.4684288503,673691656,187370119798
1708640450,Device: id=1,RX,1.5595377567199,8975.4094311755,9224.9354722507,675251227,188492069892
1708640451,Device: id=1,RX,2.3388409466022,9579.8894453615,9954.1039968178,677590128,189689586820
1708640452,Device: id=1,RX,2.3406956852996,9587.4864549942,9961.9977646422,679930829,190888025348
1708640453,Device: id=1,RX,2.3402180584569,9585.5300954407,9959.9649847938,682271048,192086217092
1708640454,Device: id=1,RX,2.3413898208632,9590.3337302371,9964.9561015752,684612480,193285030404
1708640455,Device: id=1,RX,2.3409131821528,9588.3732261894,9962.9193353338,686953423,194483592324
1708640456,Device: id=1,RX,2.3411325933023,9589.2760302126,9963.857245141,689294591,195682269956
1708640457,Device: id=1,RX,2.3387099655238,9579.3529467985,9953.5465412823,691633311,196879694212
1708640458,Device: id=1,RX,2.3367106182233,9571.1636202522,9945.0373191679,693970029,198076093444
1708640459,Device: id=1,RX,2.3369165790201,9572.0072356853,9945.9138883285,696306960,199272601732
1708640460,Device: id=1,RX,2.3359020747171,9567.8518260475,9941.5961580022,698642867,200468585732
1708640461,Device: id=1,RX,2.2546622897041,9235.0936666864,9595.839633039,700897572,201622994308
1708640462,Device: id=1,RX,2.3367718519222,9571.4144334998,9945.2979298074,703234364,202819431428
1708640463,Device: id=1,RX,2.3369955033579,9572.3305097598,9946.2497902971,705571364,204015975044
1708640464,Device: id=1,RX,2.3348068211928,9563.3656676085,9936.9347589994,707906173,205211396868
1708640465,Device: id=1,RX,2.3371949055106,9573.1472610242,9947.0984459059,710243408,206408060804
1708640466,Device: id=1,RX,2.3368583120688,9571.7685742755,9945.6659042066,712580298,207604548100
