System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,Proc Energy (Joules),Proc Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),LLCRDMISSLAT (ns),UncFREQ (Ghz),UncFREQ (Ghz),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),
Date,Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
2024-02-22,23:18:57.662,0.32,1.73,0.19,1.19,0.08,182.01,1.00,0.31,0.0000,0.0109, 21400,0.02,0.01,72,43,16628.42,9617.37,2597.83,3.46,86.45,0.64,16.01,0.19,1.40,0.13,1.24,0.06,73.34,1.00,0.41,0.0000,0.0076, 23000,0.01,0.01,68,36,9665.33,6881.94,2597.83,2.81,70.22,0.37,9.30,15.59,15.55,0.01,68.85,0.00,100.00,0.00,0.00,0.00,0.00,10.72,13.17,0.00,76.11,0.00,100.00,0.00,0.00,0.00,0.00,57.59,52.30,4.12 ,4.20 ,0.33 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.01,53.92,1.00,0.10,0.0000,0.0099,  1680,99.82,0.18,0.00,0.00,0.00,45,5446.86,3085.91,2597.83,3.53,88.25,4.19,104.84,
2024-02-22,23:18:58.662,0.32,1.73,0.19,1.19,0.08,182.06,1.00,0.31,0.0000,0.0110, 21160,0.02,0.01,71,43,16618.35,9611.26,2596.77,3.46,86.45,0.64,16.00,0.19,1.41,0.13,1.24,0.04,73.31,1.00,0.41,0.0000,0.0076, 22840,0.01,0.01,56,36,9661.65,6865.88,2596.77,2.81,70.36,0.37,9.30,15.59,15.54,0.01,68.86,0.00,100.00,0.00,0.00,0.00,0.00,10.69,13.15,0.01,76.15,0.00,100.00,0.00,0.00,0.00,0.00,57.59,52.35,4.10 ,4.18 ,0.33 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.93,1.00,0.10,0.0000,0.0099,  1800,99.79,0.21,0.00,0.00,0.00,44,5446.57,3083.32,2596.77,3.53,88.32,4.19,104.87,
2024-02-22,23:18:59.662,0.32,1.73,0.19,1.19,0.05,181.90,1.00,0.31,0.0000,0.0110, 20680,0.02,0.01,65,43,16604.90,9624.73,2596.69,3.45,86.26,0.64,15.99,0.19,1.40,0.13,1.24,0.04,73.41,1.00,0.41,0.0000,0.0076, 23200,0.01,0.00,69,36,9656.32,6907.00,2596.69,2.80,69.90,0.37,9.30,15.61,15.63,0.01,68.75,0.00,100.00,0.00,0.00,0.00,0.00,10.77,13.31,0.00,75.93,0.00,100.00,0.00,0.00,0.00,0.00,57.52,52.40,4.09 ,4.16 ,0.33 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.88,1.00,0.10,0.0000,0.0099,  1840,99.79,0.21,0.00,0.00,0.00,45,5443.44,3083.26,2596.69,3.53,88.27,4.19,104.81,
2024-02-22,23:19:00.663,0.32,1.73,0.19,1.19,0.06,182.42,1.00,0.30,0.0000,0.0110, 21000,0.02,0.01,71,42,16604.85,9619.60,2599.25,3.45,86.31,0.64,15.97,0.19,1.41,0.13,1.24,0.04,73.58,1.00,0.41,0.0000,0.0076, 23120,0.01,0.00,60,37,9674.23,6879.21,2599.25,2.81,70.32,0.37,9.30,15.59,15.54,0.00,68.87,0.00,100.00,0.00,0.00,0.00,0.00,10.70,13.23,0.00,76.07,0.00,100.00,0.00,0.00,0.00,0.00,57.64,52.43,4.11 ,4.14 ,0.30 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.99,1.00,0.10,0.0000,0.0099,  1880,99.81,0.19,0.00,0.00,0.00,45,5452.47,3087.19,2599.25,3.53,88.31,4.20,104.89,
2024-02-22,23:19:01.662,0.32,1.72,0.19,1.18,0.06,181.01,1.00,0.31,0.0000,0.0109, 20840,0.02,0.01,62,43,16559.86,9618.01,2596.54,3.44,86.09,0.64,15.94,0.18,1.40,0.13,1.23,0.06,72.87,1.00,0.41,0.0000,0.0076, 23360,0.01,0.01,70,37,9599.53,6855.84,2596.54,2.80,70.01,0.37,9.24,15.63,16.17,0.00,68.20,0.00,100.00,0.00,0.00,0.00,0.00,10.77,14.71,0.00,74.53,0.00,100.00,0.00,0.00,0.00,0.00,57.58,52.49,4.10 ,4.14 ,0.33 ,0.33 ,3.00,3.00,2.09,1.76,1.19,1.19,0.00,53.52,1.00,0.10,0.0000,0.0099,  1800,99.82,0.18,0.00,0.00,0.00,44,5432.95,3078.72,2596.54,3.53,88.23,4.18,104.62,
2024-02-22,23:19:02.662,0.32,1.72,0.19,1.19,0.06,182.31,1.00,0.30,0.0000,0.0110, 20680,0.02,0.01,68,43,16580.83,9617.27,2596.75,3.45,86.20,0.64,15.96,0.19,1.41,0.13,1.24,0.04,73.48,1.00,0.41,0.0000,0.0076, 23360,0.01,0.00,59,36,9677.23,6881.35,2596.75,2.81,70.31,0.37,9.32,15.60,15.59,0.00,68.81,0.00,100.00,0.00,0.00,0.00,0.00,10.72,13.24,0.00,76.04,0.00,100.00,0.00,0.00,0.00,0.00,57.59,52.47,4.11 ,4.15 ,0.33 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.94,1.00,0.10,0.0000,0.0099,  1800,99.81,0.19,0.00,0.00,0.00,44,5448.56,3084.28,2596.75,3.53,88.33,4.20,104.91,
2024-02-22,23:19:03.662,0.32,1.73,0.18,1.19,0.05,182.05,1.00,0.31,0.0000,0.0110, 20520,0.02,0.01,47,41,16580.63,9601.96,2596.59,3.45,86.34,0.64,15.96,0.19,1.40,0.13,1.24,0.08,73.52,1.00,0.41,0.0000,0.0076, 23680,0.01,0.01,82,36,9664.74,6887.73,2596.59,2.81,70.16,0.37,9.30,15.57,15.48,0.00,68.95,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.24,0.00,76.02,0.00,100.00,0.00,0.00,0.00,0.00,57.59,52.47,4.11 ,4.16 ,0.17 ,0.00 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.92,1.00,0.10,0.0000,0.0099,  1800,99.82,0.18,0.00,0.00,0.00,44,5450.79,3085.14,2596.59,3.53,88.34,4.20,104.96,
2024-02-22,23:19:04.663,0.32,1.72,0.19,1.19,0.07,182.29,1.00,0.31,0.0000,0.0110, 20560,0.02,0.01,64,43,16581.83,9620.17,2599.29,3.45,86.18,0.64,15.95,0.19,1.41,0.13,1.24,0.05,73.57,1.00,0.41,0.0000,0.0076, 23200,0.01,0.01,60,36,9676.72,6882.94,2599.29,2.81,70.30,0.37,9.31,15.59,15.53,0.00,68.87,0.00,100.00,0.00,0.00,0.00,0.00,10.71,13.25,0.00,76.04,0.00,100.00,0.00,0.00,0.00,0.00,57.58,52.52,4.10 ,4.16 ,0.30 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.95,1.00,0.10,0.0000,0.0099,  1920,99.79,0.21,0.00,0.00,0.00,44,5449.86,3086.18,2599.29,3.53,88.29,4.19,104.83,
2024-02-22,23:19:05.663,0.32,1.73,0.18,1.19,0.05,182.30,1.00,0.31,0.0000,0.0110, 20360,0.02,0.01,66,43,16557.75,9595.02,2596.59,3.45,86.28,0.64,15.94,0.19,1.41,0.13,1.24,0.04,73.57,1.00,0.41,0.0000,0.0076, 23400,0.01,0.00,65,36,9683.70,6873.00,2596.59,2.82,70.45,0.37,9.32,15.56,15.50,0.00,68.94,0.00,100.00,0.00,0.00,0.00,0.00,10.71,13.25,0.00,76.04,0.00,100.00,0.00,0.00,0.00,0.00,57.57,52.42,4.12 ,4.14 ,0.33 ,0.23 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.94,1.00,0.10,0.0000,0.0099,  1880,99.80,0.20,0.00,0.00,0.00,44,5448.81,3084.28,2596.59,3.53,88.33,4.20,104.92,
2024-02-22,23:19:06.666,0.31,1.50,0.21,1.17,0.49,173.81,1.00,0.32,0.0000,0.0106, 21960,0.10,0.05,78,43,16325.13,10851.71,2597.06,3.01,75.22,0.63,15.71,0.19,1.27,0.15,1.21,0.28,74.59,1.00,0.41,0.0000,0.0077, 23800,0.03,0.02,64,36,9636.17,7576.65,2597.06,2.54,63.59,0.37,9.27,17.83,17.58,0.07,64.53,0.00,100.00,0.00,0.00,0.00,0.00,12.00,15.25,0.03,72.71,0.00,100.00,0.00,0.00,0.00,0.00,58.27,53.33,4.14 ,4.20 ,0.00 ,0.00 ,3.00,3.00,2.02,1.72,1.18,1.18,0.01,50.77,1.00,0.11,0.0000,0.0097,  1160,99.70,0.30,0.00,0.00,0.00,45,5247.07,3059.07,2597.06,3.43,85.76,4.04,101.01,
2024-02-22,23:19:07.664,0.32,1.49,0.21,1.17,0.41,169.14,1.00,0.31,0.0000,0.0103, 21080,0.08,0.04,66,43,16434.79,11046.28,2597.75,2.98,74.39,0.63,15.82,0.18,1.21,0.15,1.20,0.31,71.77,1.00,0.41,0.0000,0.0076, 24200,0.03,0.02,66,35,9439.83,7828.42,2597.75,2.41,60.29,0.36,9.09,18.14,17.19,0.13,64.54,0.00,100.00,0.00,0.00,0.00,0.00,12.52,16.41,0.74,70.33,0.00,100.00,0.00,0.00,0.00,0.00,58.04,53.54,4.13 ,4.24 ,0.33 ,0.33 ,3.00,3.00,1.91,1.62,1.18,1.18,0.01,48.85,1.00,0.10,0.0000,0.0098,  1520,99.76,0.24,0.00,0.00,0.00,44,4967.31,3058.96,2597.75,3.25,81.19,3.82,95.61,
2024-02-22,23:19:08.664,0.32,1.72,0.19,1.19,0.08,182.43,1.00,0.31,0.0000,0.0110, 20840,0.02,0.01,73,43,16576.38,9628.52,2597.56,3.44,86.08,0.64,15.96,0.19,1.41,0.13,1.24,0.05,73.51,1.00,0.41,0.0000,0.0076, 23880,0.01,0.01,61,35,9687.23,6878.14,2597.56,2.82,70.42,0.37,9.33,15.62,15.62,0.00,68.76,0.00,100.00,0.00,0.00,0.00,0.00,10.71,13.20,0.00,76.08,0.00,100.00,0.00,0.00,0.00,0.00,57.60,52.48,4.11 ,4.18 ,0.33 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.94,1.00,0.10,0.0000,0.0099,  1680,99.82,0.18,0.00,0.00,0.00,44,5448.10,3084.99,2597.56,3.53,88.30,4.20,104.88,
2024-02-22,23:19:09.663,0.32,1.73,0.18,1.19,0.05,182.36,1.00,0.31,0.0000,0.0110, 20600,0.02,0.01,66,42,16568.12,9597.18,2596.79,3.45,86.32,0.64,15.95,0.19,1.41,0.13,1.24,0.04,73.48,1.00,0.41,0.0000,0.0076, 23480,0.01,0.00,64,36,9670.99,6872.07,2596.79,2.81,70.36,0.37,9.31,15.56,15.46,0.00,68.98,0.00,100.00,0.00,0.00,0.00,0.00,10.70,13.17,0.00,76.12,0.00,100.00,0.00,0.00,0.00,0.00,57.58,52.56,4.12 ,4.15 ,0.33 ,0.33 ,3.00,3.00,2.10,1.77,1.19,1.19,0.00,53.96,1.00,0.10,0.0000,0.0099,  1760,99.83,0.17,0.00,0.00,0.00,44,5450.94,3085.67,2596.79,3.53,88.33,4.20,104.96,
2024-02-22,23:19:10.664,0.37,2.00,0.19,1.19,0.21,84.60,1.00,0.33,0.0000,0.0044, 13280,0.27,0.58,99,42,19414.98,9720.61,2597.06,3.99,99.87,0.75,18.68,0.22,1.61,0.13,1.23,0.04,27.24,1.00,0.41,0.0000,0.0024, 22840,0.42,0.01,98,35,11208.33,6941.64,2597.06,3.23,80.73,0.43,10.79,15.78,15.58,0.00,68.64,0.00,100.00,0.00,0.00,0.00,0.00,10.82,13.16,0.00,76.02,0.00,100.00,0.00,0.00,0.00,0.00,57.43,52.64,4.47 ,4.47 ,0.00 ,0.17 ,3.00,3.00,2.74,2.30,1.19,1.19,0.01,29.33,1.00,0.18,0.0000,0.0041,  3480,99.80,0.20,0.00,0.00,0.00,44,7104.28,3082.90,2597.06,4.61,115.22,5.47,136.77,
2024-02-22,23:19:11.664,0.38,2.05,0.19,1.19,0.12,68.10,1.00,0.34,0.0000,0.0034, 13680,0.29,0.65,99,43,19901.88,9710.28,2598.20,4.10,102.48,0.77,19.15,0.22,1.65,0.13,1.23,0.03,18.91,1.00,0.41,0.0000,0.0016, 22960,0.50,0.00,99,35,11493.66,6951.42,2598.20,3.31,82.67,0.44,11.06,15.75,15.49,0.00,68.76,0.00,100.00,0.00,0.00,0.00,0.00,10.84,13.21,0.00,75.95,0.00,100.00,0.00,0.00,0.00,0.00,57.40,52.60,4.48 ,4.52 ,0.33 ,0.33 ,3.00,3.00,2.81,2.36,1.19,1.19,0.00,25.38,1.00,0.21,0.0000,0.0035,  4080,99.83,0.17,0.00,0.00,0.00,43,7293.19,3086.53,2598.20,4.73,118.15,5.61,140.35,
2024-02-22,23:19:12.665,0.38,2.03,0.19,1.18,0.15,68.10,1.00,0.34,0.0000,0.0034, 13280,0.29,0.65,99,42,19894.30,9790.83,2598.11,4.06,101.60,0.77,19.14,0.22,1.64,0.13,1.23,0.04,18.93,1.00,0.41,0.0000,0.0017, 22560,0.51,0.01,98,36,11425.70,6977.65,2598.11,3.27,81.87,0.44,10.99,15.91,15.81,0.00,68.28,0.00,100.00,0.00,0.00,0.00,0.00,10.93,14.09,0.00,74.98,0.00,100.00,0.00,0.00,0.00,0.00,57.41,52.68,4.51 ,4.52 ,0.33 ,0.33 ,3.00,3.00,2.80,2.36,1.19,1.19,0.00,25.34,1.00,0.21,0.0000,0.0035,  3680,99.81,0.19,0.00,0.00,0.00,44,7279.03,3082.00,2598.11,4.72,118.09,5.60,140.08,
2024-02-22,23:19:13.665,0.38,2.05,0.19,1.19,0.12,68.27,1.00,0.34,0.0000,0.0034, 13240,0.29,0.65,99,42,19896.11,9713.61,2598.12,4.10,102.41,0.77,19.14,0.22,1.65,0.13,1.23,0.05,18.95,1.00,0.41,0.0000,0.0017, 22680,0.53,0.01,99,35,11417.05,6923.58,2598.12,3.30,82.45,0.44,10.99,15.77,15.78,0.00,68.45,0.00,100.00,0.00,0.00,0.00,0.00,10.85,14.26,0.00,74.88,0.00,100.00,0.00,0.00,0.00,0.00,57.45,52.69,4.49 ,4.53 ,0.10 ,0.00 ,3.00,3.00,2.79,2.35,1.19,1.19,0.00,25.42,1.00,0.21,0.0000,0.0035,  3840,99.82,0.18,0.00,0.00,0.00,44,7259.09,3082.88,2598.12,4.71,117.73,5.59,139.70,
2024-02-22,23:19:14.665,0.38,2.06,0.19,1.19,0.12,68.16,1.00,0.34,0.0000,0.0034, 13200,0.29,0.65,99,42,19973.32,9713.55,2595.44,4.11,102.81,0.77,19.24,0.22,1.66,0.13,1.23,0.03,18.81,1.00,0.41,0.0000,0.0016, 22720,0.53,0.00,99,35,11487.14,6933.49,2595.44,3.31,82.84,0.44,11.06,15.78,15.52,0.01,68.70,0.00,100.00,0.00,0.00,0.00,0.00,10.82,13.13,0.01,76.04,0.00,100.00,0.00,0.00,0.00,0.00,57.35,52.62,4.49 ,4.53 ,0.33 ,0.33 ,3.00,3.00,2.81,2.36,1.19,1.19,0.00,25.39,1.00,0.21,0.0000,0.0035,  3840,99.84,0.16,0.00,0.00,0.00,44,7282.45,3082.84,2595.44,4.72,118.11,5.61,140.29,
2024-02-22,23:19:15.665,0.38,2.05,0.19,1.19,0.12,68.22,1.00,0.34,0.0000,0.0034, 13880,0.29,0.65,99,41,19859.55,9706.12,2597.94,4.09,102.30,0.76,19.11,0.22,1.65,0.13,1.23,0.04,18.91,1.00,0.41,0.0000,0.0016, 23240,0.53,0.00,99,35,11487.84,6944.18,2597.94,3.31,82.72,0.44,11.06,15.75,15.62,0.00,68.63,0.00,100.00,0.00,0.00,0.00,0.00,10.83,13.23,0.00,75.95,0.00,100.00,0.00,0.00,0.00,0.00,57.45,52.65,4.47 ,4.54 ,0.00 ,0.00 ,3.00,3.00,2.80,2.36,1.19,1.19,0.00,25.39,1.00,0.21,0.0000,0.0035,  3960,99.77,0.23,0.00,0.00,0.00,43,7279.65,3083.03,2597.94,4.72,118.06,5.60,140.11,
2024-02-22,23:19:16.665,0.39,2.02,0.19,1.18,0.43,69.04,0.99,0.34,0.0000,0.0034, 11720,0.30,0.58,99,42,20061.97,9909.70,2597.98,4.05,101.22,0.77,19.30,0.22,1.64,0.13,1.23,0.08,19.33,1.00,0.41,0.0000,0.0017, 23600,0.56,0.01,97,35,11463.01,7005.99,2597.98,3.27,81.81,0.44,11.03,16.13,16.23,0.00,67.64,0.00,100.00,0.00,0.00,0.00,0.00,10.95,13.62,0.01,75.43,0.00,100.00,0.00,0.00,0.00,0.00,57.67,52.76,4.46 ,4.55 ,0.33 ,0.33 ,3.00,3.00,2.80,2.37,1.18,1.19,0.01,25.21,1.00,0.21,0.0000,0.0035,  3520,99.65,0.35,0.00,0.00,0.00,44,7277.28,3071.37,2597.98,4.74,118.47,5.60,140.06,
2024-02-22,23:19:17.666,0.38,1.60,0.24,1.15,1.78,62.07,0.97,0.35,0.0001,0.0032, 12120,0.44,0.44,95,41,19648.33,12262.25,2598.30,3.20,80.12,0.76,18.90,0.21,1.22,0.17,1.19,0.49,21.90,0.98,0.41,0.0000,0.0020, 23200,0.81,0.03,95,35,10952.58,8987.27,2598.30,2.44,60.93,0.42,10.54,20.43,20.86,0.06,58.65,0.00,100.00,0.00,0.00,0.00,0.00,14.56,17.68,0.09,67.67,0.00,100.00,0.00,0.00,0.00,0.00,58.86,54.53,4.41 ,4.61 ,0.00 ,0.33 ,3.00,3.00,2.81,2.42,1.16,1.17,0.01,21.73,1.00,0.19,0.0000,0.0030,  3720,99.63,0.37,0.00,0.00,0.00,44,7305.23,3023.46,2598.30,4.83,120.81,5.62,140.57,
2024-02-22,23:19:18.666,0.39,2.07,0.19,1.18,0.77,71.29,0.99,0.34,0.0000,0.0035, 11880,0.26,0.26,99,43,20254.04,9787.32,2597.03,4.14,103.47,0.78,19.50,0.22,1.64,0.13,1.22,0.08,18.94,1.00,0.41,0.0000,0.0017, 23040,0.73,0.01,98,35,11379.26,6959.00,2597.03,3.27,81.76,0.44,10.96,15.95,16.62,0.00,67.43,0.00,100.00,0.00,0.00,0.00,0.00,10.94,14.59,0.00,74.46,0.00,100.00,0.00,0.00,0.00,0.00,57.59,52.87,4.29 ,4.59 ,0.53 ,0.33 ,3.00,3.00,2.66,2.25,1.18,1.19,0.02,26.77,1.00,0.21,0.0000,0.0039,  3600,99.79,0.21,0.00,0.00,0.00,44,6912.15,3071.65,2597.03,4.50,112.52,5.32,133.09,
2024-02-22,23:19:19.666,0.39,2.07,0.19,1.19,0.70,71.48,0.99,0.33,0.0000,0.0035, 12080,0.25,0.25,99,42,20293.67,9791.94,2596.44,4.14,103.62,0.78,19.54,0.22,1.64,0.13,1.23,0.04,18.89,1.00,0.41,0.0000,0.0016, 22960,0.67,0.00,99,34,11482.99,7008.05,2596.44,3.28,81.93,0.44,11.06,15.91,15.49,0.00,68.60,0.00,100.00,0.00,0.00,0.00,0.00,10.94,13.24,0.00,75.82,0.00,100.00,0.00,0.00,0.00,0.00,57.60,52.74,4.28 ,4.57 ,0.33 ,0.33 ,3.00,3.00,2.66,2.24,1.19,1.19,0.01,26.91,1.00,0.21,0.0000,0.0039,  3920,99.80,0.20,0.00,0.00,0.00,44,6906.85,3082.48,2596.44,4.48,112.03,5.32,133.01,
2024-02-22,23:19:20.666,0.39,2.06,0.19,1.18,0.75,71.45,0.99,0.34,0.0000,0.0035, 11960,0.26,0.26,99,41,20310.77,9854.71,2598.36,4.12,103.05,0.78,19.54,0.22,1.63,0.14,1.23,0.04,19.02,1.00,0.41,0.0000,0.0017, 23040,0.63,0.01,98,35,11480.22,7025.46,2598.36,3.27,81.70,0.44,11.04,16.01,15.70,0.00,68.29,0.00,100.00,0.00,0.00,0.00,0.00,10.97,13.27,0.00,75.76,0.00,100.00,0.00,0.00,0.00,0.00,57.64,52.87,4.30 ,4.58 ,0.00 ,0.33 ,3.00,3.00,2.67,2.25,1.19,1.19,0.01,26.83,1.00,0.21,0.0000,0.0039,  3760,99.79,0.21,0.00,0.00,0.00,44,6932.03,3082.76,2598.36,4.50,112.43,5.34,133.39,
2024-02-22,23:19:21.666,0.39,2.08,0.19,1.19,0.71,71.61,0.99,0.33,0.0000,0.0035, 11960,0.25,0.25,99,41,20359.81,9792.50,2595.85,4.16,103.96,0.78,19.61,0.22,1.64,0.13,1.23,0.03,18.77,1.00,0.41,0.0000,0.0016, 22960,0.60,0.00,98,35,11479.14,6994.25,2595.85,3.28,82.06,0.44,11.06,15.91,15.53,0.00,68.56,0.00,100.00,0.00,0.00,0.00,0.00,10.92,13.14,0.00,75.94,0.00,100.00,0.00,0.00,0.00,0.00,57.61,52.77,4.28 ,4.55 ,0.20 ,0.33 ,3.00,3.00,2.67,2.24,1.19,1.19,0.01,26.93,1.00,0.21,0.0000,0.0039,  3640,99.83,0.17,0.00,0.00,0.00,44,6917.86,3082.87,2595.85,4.49,112.20,5.33,133.25,
2024-02-22,23:19:22.666,0.39,2.06,0.19,1.18,0.74,71.41,0.99,0.34,0.0000,0.0035, 12040,0.26,0.26,99,42,20341.52,9865.81,2598.66,4.12,103.09,0.78,19.57,0.22,1.63,0.14,1.23,0.03,18.98,1.00,0.41,0.0000,0.0017, 23000,0.58,0.01,98,35,11480.81,7048.02,2598.66,3.26,81.45,0.44,11.04,16.03,15.60,0.00,68.37,0.00,100.00,0.00,0.00,0.00,0.00,11.00,13.22,0.00,75.77,0.00,100.00,0.00,0.00,0.00,0.00,57.62,52.81,4.30 ,4.55 ,0.33 ,0.33 ,3.00,3.00,2.67,2.25,1.19,1.19,0.01,26.81,1.00,0.21,0.0000,0.0039,  3680,99.78,0.22,0.00,0.00,0.00,45,6935.18,3083.04,2598.66,4.50,112.47,5.34,133.44,
2024-02-22,23:19:23.666,0.39,2.08,0.19,1.18,0.70,71.62,0.99,0.33,0.0000,0.0035, 12280,0.25,0.25,99,42,20322.90,9777.60,2595.77,4.16,103.93,0.78,19.57,0.22,1.64,0.13,1.23,0.05,18.89,1.00,0.41,0.0000,0.0017, 23200,0.58,0.01,98,35,11407.93,6974.36,2595.77,3.27,81.78,0.44,10.99,15.91,15.98,0.00,68.11,0.00,100.00,0.00,0.00,0.00,0.00,10.96,14.39,0.00,74.65,0.00,100.00,0.00,0.00,0.00,0.00,57.60,52.94,4.28 ,4.55 ,0.33 ,0.33 ,3.00,3.00,2.66,2.24,1.19,1.19,0.01,26.94,1.00,0.21,0.0000,0.0039,  3760,99.80,0.20,0.00,0.00,0.00,44,6896.23,3077.28,2595.77,4.48,112.05,5.31,132.83,
2024-02-22,23:19:24.667,0.39,2.07,0.19,1.18,0.73,71.51,0.99,0.34,0.0000,0.0035, 12200,0.25,0.26,99,42,20353.83,9843.05,2598.61,4.14,103.39,0.78,19.58,0.22,1.64,0.13,1.23,0.04,18.93,1.00,0.41,0.0000,0.0017, 22640,0.59,0.01,98,35,11449.93,6999.03,2598.61,3.27,81.80,0.44,11.02,16.00,15.83,0.00,68.17,0.00,100.00,0.00,0.00,0.00,0.00,10.95,13.79,0.00,75.25,0.00,100.00,0.00,0.00,0.00,0.00,57.61,52.93,4.30 ,4.55 ,0.33 ,0.33 ,3.00,3.00,2.66,2.25,1.19,1.19,0.01,26.88,1.00,0.21,0.0000,0.0039,  3560,99.81,0.19,0.00,0.00,0.00,44,6921.50,3081.79,2598.61,4.49,112.30,5.33,133.17,
2024-02-22,23:19:25.667,0.39,2.08,0.19,1.19,0.71,71.65,0.99,0.33,0.0000,0.0035, 12040,0.25,0.26,99,42,20372.29,9806.59,2598.52,4.15,103.87,0.78,19.60,0.22,1.64,0.13,1.23,0.03,18.89,1.00,0.41,0.0000,0.0016, 22760,0.57,0.00,98,34,11490.33,7009.29,2598.52,3.28,81.96,0.44,11.05,15.92,15.62,0.00,68.45,0.00,100.00,0.00,0.00,0.00,0.00,10.94,13.22,0.00,75.84,0.00,100.00,0.00,0.00,0.00,0.00,57.61,52.97,4.31 ,4.55 ,0.33 ,0.33 ,3.00,3.00,2.66,2.24,1.19,1.19,0.01,26.93,1.00,0.21,0.0000,0.0039,  3600,99.79,0.21,0.00,0.00,0.00,44,6922.13,3083.88,2598.52,4.49,112.23,5.33,133.19,
2024-02-22,23:19:26.667,0.39,2.06,0.19,1.18,0.69,71.56,0.99,0.34,0.0000,0.0035, 13080,0.25,0.27,98,41,20280.18,9852.08,2595.75,4.12,102.92,0.78,19.53,0.22,1.62,0.14,1.23,0.12,20.08,0.99,0.42,0.0000,0.0017, 24280,0.60,0.01,98,35,11520.69,7094.28,2595.75,3.25,81.20,0.44,11.10,16.03,15.71,0.00,68.26,0.00,100.00,0.00,0.00,0.00,0.00,11.11,13.64,0.01,75.23,0.00,100.00,0.00,0.00,0.00,0.00,57.65,53.07,4.32 ,4.55 ,0.00 ,0.33 ,3.00,3.00,2.67,2.25,1.19,1.19,0.01,26.82,1.00,0.21,0.0000,0.0039,  3480,99.76,0.24,0.00,0.00,0.00,44,6920.65,3077.78,2595.75,4.50,112.43,5.33,133.31,
