,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-22,23:20:33.947,   71.91,  635.35,  270.83,  751.92,,,,,  342.74, 1387.26,    105066, 1730.01,  493.31,    1.04,  497.13,    4.36,,,,,  990.45,    5.40,     55072,  995.84,   1333.19,   1392.66,   2725.85
2024-02-22,23:20:34.947,   72.40,  635.56,  272.26,  752.73,,,,,  344.65, 1388.29,    105033, 1732.95,  489.20,    1.17,  493.64,    4.48,,,,,  982.84,    5.66,     54878,  988.49,   1327.49,   1393.95,   2721.44
2024-02-22,23:20:35.948,   71.30,  635.25,  268.34,  751.05,,,,,  339.64, 1386.29,    105055, 1725.93,  484.17,    0.91,  489.00,    4.24,,,,,  973.17,    5.15,     54817,  978.32,   1312.81,   1391.44,   2704.26
2024-02-22,23:20:36.948,   71.11,  608.50,  267.62,  723.17,,,,,  338.74, 1331.67,    105146, 1670.41,  501.56,    4.76,  505.34,    8.07,,,,, 1006.90,   12.83,     54958, 1019.73,   1345.64,   1344.50,   2690.14
2024-02-22,23:20:37.947,   47.81,  483.58,  186.27,  565.13,,,,,  234.08, 1048.71,    104967, 1282.79,  519.51,    1.72,  522.51,    5.03,,,,, 1042.03,    6.75,     54851, 1048.78,   1276.11,   1055.46,   2331.57
2024-02-22,23:20:38.948,   46.03,  499.36,  178.42,  578.39,,,,,  224.45, 1077.75,    105074, 1302.20,  513.29,    1.98,  516.19,    5.34,,,,, 1029.47,    7.32,     54928, 1036.79,   1253.93,   1085.07,   2339.00
2024-02-22,23:20:39.961,   61.85,  504.25,  233.84,  601.42,,,,,  295.69, 1105.67,    105185, 1401.35,  527.33,    8.19,  530.84,   11.45,,,,, 1058.16,   19.63,     55254, 1077.80,   1353.85,   1125.30,   2479.15
2024-02-22,23:20:40.951,   62.42,  587.66,  239.10,  688.38,,,,,  301.52, 1276.05,    104959, 1577.57,  550.68,    8.02,  552.73,   11.24,,,,, 1103.41,   19.26,     55038, 1122.67,   1404.93,   1295.31,   2700.24
2024-02-22,23:20:41.950,   50.19,  587.34,  195.57,  672.71,,,,,  245.76, 1260.05,    105099, 1505.81,  522.10,    1.49,  525.10,    4.82,,,,, 1047.19,    6.31,     55066, 1053.51,   1292.95,   1266.37,   2559.32
2024-02-22,23:20:42.950,   50.40,  586.24,  195.81,  671.55,,,,,  246.21, 1257.79,    104974, 1504.00,  510.05,    1.69,  513.33,    5.03,,,,, 1023.38,    6.72,     54957, 1030.10,   1269.59,   1264.51,   2534.10
2024-02-22,23:20:43.951,   50.19,  584.89,  195.07,  670.07,,,,,  245.25, 1254.96,    105094, 1500.21,  504.18,    1.18,  507.93,    4.50,,,,, 1012.11,    5.68,     54942, 1017.79,   1257.36,   1260.64,   2518.00
2024-02-22,23:20:44.950,   50.01,  583.96,  193.47,  668.65,,,,,  243.48, 1252.61,    105010, 1496.09,  500.07,    1.59,  503.43,    4.91,,,,, 1003.50,    6.50,     54930, 1010.00,   1246.98,   1259.11,   2506.09
2024-02-22,23:20:45.951,   49.63,  583.24,  193.46,  667.83,,,,,  243.09, 1251.08,    105092, 1494.17,  494.86,    0.74,  499.16,    4.07,,,,,  994.02,    4.82,     54922,  998.84,   1237.11,   1255.90,   2493.01
2024-02-22,23:20:46.951,   50.39,  583.23,  194.53,  668.17,,,,,  244.92, 1251.40,    105003, 1496.32,  500.33,    5.17,  504.77,    8.50,,,,, 1005.10,   13.67,     54847, 1018.76,   1250.01,   1265.06,   2515.08
2024-02-22,23:20:47.951,   49.23,  582.60,  191.78,  666.72,,,,,  241.02, 1249.32,    105057, 1490.34,  523.41,    2.14,  527.28,    5.49,,,,, 1050.69,    7.63,     55152, 1058.33,   1291.71,   1256.96,   2548.67
2024-02-22,23:20:48.951,   66.29,  586.57,  248.13,  689.94,,,,,  314.42, 1276.51,    105069, 1590.93,  527.71,    4.82,  532.14,    8.28,,,,, 1059.85,   13.10,     54896, 1072.95,   1374.28,   1289.61,   2663.88
2024-02-22,23:20:49.952,   63.10,  581.98,  236.50,  683.17,,,,,  299.60, 1265.16,    105151, 1564.75,  512.22,    2.59,  518.16,    5.93,,,,, 1030.38,    8.51,     54860, 1038.90,   1329.98,   1273.67,   2603.65
2024-02-22,23:20:50.952,   99.76,  509.89,  346.51,  652.47,,,,,  446.27, 1162.37,    105127, 1608.64,  404.33,    8.98,  411.28,   12.27,,,,,  815.61,   21.25,     53403,  836.86,   1261.88,   1183.61,   2445.49
2024-02-22,23:20:51.953,   78.37,  492.57,  266.38,  611.73,,,,,  344.75, 1104.30,    105069, 1449.05,  347.12,    0.91,  350.67,    4.23,,,,,  697.79,    5.14,     53174,  702.93,   1042.54,   1109.44,   2151.98
2024-02-22,23:20:52.952,   77.83,  470.23,  264.88,  588.67,,,,,  342.71, 1058.90,    104932, 1401.60,  324.69,    0.97,  325.76,    4.29,,,,,  650.45,    5.26,     52955,  655.71,    993.15,   1064.16,   2057.31
2024-02-22,23:20:53.953,   77.22,  456.93,  262.84,  574.47,,,,,  340.06, 1031.40,    105013, 1371.46,  312.61,    0.85,  312.75,    4.19,,,,,  625.35,    5.04,     53015,  630.39,    965.41,   1036.44,   2001.85
2024-02-22,23:20:54.953,   77.57,  448.39,  264.26,  566.27,,,,,  341.84, 1014.66,    104980, 1356.50,  299.71,    0.82,  299.69,    4.13,,,,,  599.40,    4.96,     52890,  604.36,    941.24,   1019.62,   1960.85
2024-02-22,23:20:55.954,   76.79,  441.18,  261.51,  558.30,,,,,  338.30,  999.48,    104973, 1337.78,  291.37,    0.69,  294.95,    4.02,,,,,  586.32,    4.71,     52898,  591.03,    924.62,   1004.19,   1928.81
2024-02-22,23:20:56.954,   77.77,  405.76,  268.82,  524.87,,,,,  346.59,  930.63,    104981, 1277.22,  303.03,    5.10,  307.98,    8.43,,,,,  611.01,   13.53,     52941,  624.55,    957.60,    944.16,   1901.76
2024-02-22,23:20:57.954,   50.15,  140.43,  195.25,  228.52,,,,,  245.40,  368.95,    104918,  614.34,  349.49,    2.20,  353.58,    5.51,,,,,  703.07,    7.72,     53066,  710.79,    948.47,    376.66,   1325.13
2024-02-22,23:20:58.954,   48.85,  135.09,  190.90,  220.95,,,,,  239.74,  356.04,    104909,  595.79,  332.09,    1.25,  336.25,    4.57,,,,,  668.34,    5.82,     53046,  674.16,    908.08,    361.87,   1269.95
2024-02-22,23:20:59.955,   47.36,  132.03,  184.40,  214.81,,,,,  231.77,  346.84,    104888,  578.61,  313.16,    0.99,  317.55,    4.34,,,,,  630.71,    5.33,     52945,  636.04,    862.48,    352.17,   1214.65
2024-02-22,23:21:00.954,   70.19,  173.29,  258.78,  281.50,,,,,  328.97,  454.78,    105122,  783.75,  384.98,   19.26,  389.94,   22.63,,,,,  774.92,   41.89,     53281,  816.81,   1103.89,    496.67,   1600.56
2024-02-22,23:21:01.954,   48.34,  147.00,  187.23,  231.47,,,,,  235.57,  378.48,    104894,  614.05,  370.87,    2.01,  382.08,    5.31,,,,,  752.95,    7.32,     53279,  760.27,    988.52,    385.80,   1374.32
2024-02-22,23:21:02.955,   48.24,  146.34,  187.79,  231.15,,,,,  236.03,  377.49,    105008,  613.52,  334.40,    0.98,  337.77,    4.31,,,,,  672.17,    5.30,     53117,  677.46,    908.20,    382.78,   1290.98
2024-02-22,23:21:03.955,   47.01,  142.22,  182.56,  224.69,,,,,  229.57,  366.92,    104888,  596.48,  318.38,    1.42,  317.91,    4.74,,,,,  636.29,    6.16,     52950,  642.46,    865.86,    373.08,   1238.94
2024-02-22,23:21:04.955,   47.69,  144.19,  186.54,  228.65,,,,,  234.23,  372.85,    105003,  607.08,  308.54,    1.02,  310.51,    4.34,,,,,  619.05,    5.35,     53004,  624.40,    853.28,    378.20,   1231.48
2024-02-22,23:21:05.955,   46.56,  141.60,  182.11,  224.02,,,,,  228.68,  365.62,    104903,  594.29,  300.83,    0.89,  301.07,    4.20,,,,,  601.91,    5.09,     52897,  607.00,    830.58,    370.71,   1201.29
