skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL,skt-1_PCIRdCur,skt-1_RFO,skt-1_CRd,skt-1_DRd,skt-1_ItoM,skt-1_PRd,skt-1_WiL
7737982,4424420,5176612,42638638,6556746,0,483042,20723738,504462,4998812,39912446,0,128128,599060
8163722,6220578,306292,56503468,8262534,0,488572,20788194,567658,3335150,46849278,0,128660,581336
8620346,6565622,331716,59264030,8725052,0,561848,20908048,567952,3528980,46800992,0,128086,687190
9183986,6971160,351680,62150270,9325134,0,518896,20718866,548380,3339196,46043228,0,125650,613998
9815260,7394058,361914,65176566,9736328,0,523236,20906228,553308,3354274,46467386,0,125804,611604
10527440,7822822,682514,67248776,10307682,0,550998,20877276,548940,3184678,45262840,0,126840,615076
11727534,8277612,342804,71768046,10616382,0,571830,20724298,544712,3159450,45669582,0,126294,611296
13004110,8688288,324730,73140900,10379810,0,642908,20913606,546532,3150924,46096904,0,124306,602728
14858256,9242030,316582,73231704,10076878,0,655060,20971524,555156,3135860,46186490,0,124544,601664
16785804,9622088,339346,73657374,9731526,0,731444,20860700,540652,3158484,45684044,0,126252,611352
18005624,9714572,250418,73580108,8318632,4424,690508,20580070,558852,3076080,46191474,0,109032,573356
19014338,10135538,414708,73894856,9572682,140,794724,20612956,552356,3147354,46531282,0,123998,600740
20015730,10408636,240142,74406052,9253090,252,795984,20923182,549640,3611874,45806390,0,126168,609980
20660220,10672662,244300,74233404,9156798,140,858830,20519856,559258,2985192,46249518,0,127134,616490
21300188,10828328,239862,74707108,8980678,168,852936,20503518,557298,3093580,46017776,0,126392,604352
21360962,10972360,272328,74142124,9135686,168,896126,20316898,573244,3109582,47368384,0,127624,588784
22013012,11134606,443590,74307506,8978774,140,888118,20803300,575218,3168396,47129166,0,125188,594804
22086568,11164678,387828,75179006,8940974,476,910028,20921390,559300,3148250,46376736,0,125636,605654
22087548,11281452,290150,75296578,8941660,280,909314,20763022,562198,3142048,46918214,0,127260,609028
22019984,11318580,267008,74843426,8944264,168,921354,20324598,575246,3046876,47376350,0,126826,595490
22652280,11423846,238210,74746784,8957172,168,458290,21074410,581238,3138002,46635946,0,126588,445872
10810058,10389932,220486,74756976,8951670,252,798406,16160690,539434,3123960,46526018,0,127694,543788
22375136,11477256,226702,75068014,8896846,280,903126,20578026,566300,3261244,46316326,0,125482,587874
22756972,11550056,209832,75755666,8825600,280,918330,21161938,554260,3078138,45674608,0,126364,602392
22768452,11587982,331268,76062000,8751092,196,917980,21069706,552454,3105018,45383660,0,127414,612920
22775312,11544008,316764,76196428,8811054,140,943586,20975444,560308,3040268,45399368,0,126434,607600
22976100,11714262,272174,76165726,8703100,168,951258,21235452,556164,3103254,45452316,0,127050,612598
22826006,11817820,315910,76227354,8527904,196,960064,20945386,559412,3080028,45125878,0,127904,624638
22833608,11907084,425446,75323080,8904784,0,968170,20823908,573076,3081680,45731168,0,129164,618170
22842106,11817792,349930,75754182,8794380,0,990458,20713224,573132,3123848,46805864,0,129178,609364
23099552,11869102,356496,75600182,8742412,0,1004906,21056392,574378,3098844,46420066,0,129808,601580
23115736,11907322,7314958,73781484,8734362,0,1025948,21123746,576436,6242572,46310530,0,129220,603666
23221114,11948706,338324,76714134,8779890,0,1050826,21144340,571046,3142398,46998406,0,128968,606004
23230760,11846632,337568,76956782,8761998,0,1053360,21150626,547134,2973502,46365144,0,128772,617778
23040878,12005098,341516,77189616,8788822,0,1055586,21124026,567854,3085516,47109202,0,129094,612752
22965362,11948552,481334,77008316,8773856,0,1074192,21138684,574966,3116414,46819514,0,129416,606410
23094232,12205536,664874,77063770,8767822,0,1078028,21168616,580930,3980508,46949518,0,136962,622356
23084698,12267458,297584,76743464,8735174,0,1063748,20944840,578536,3040758,47314176,0,130270,624470
22789130,12300372,290752,77768362,8434804,0,1065218,20567722,579152,3187324,46572400,0,130298,628502
22826468,12301954,300468,77808290,8630202,0,1070524,20526058,575680,3092866,46085228,0,129738,629888
23007026,12296914,290374,78330042,8634640,0,1074388,20896834,559398,3128706,45590230,0,128674,621110
23114140,12280828,357392,78368710,8565228,0,534926,21065800,560826,3004050,46119934,0,118790,492310
21592774,12337766,410354,78559222,8587642,14,1088892,20337814,564298,2935646,45378410,0,128464,624470
22116710,12305650,296688,78611316,8632428,196,1096942,20640928,556640,2888718,45955910,0,126084,618450
22764770,12126170,291648,78702722,8583722,168,1098370,20875778,535598,2919266,45906140,0,126518,619962
22689058,12418280,222362,78778042,8641066,168,1092686,21103614,569716,2911804,46681432,0,126938,611016
22823584,12531106,214522,78910314,8631546,280,1114442,20893936,580552,2904384,47127136,0,126812,605024
22675030,12578986,204526,78429778,8605660,196,1116654,21031220,579586,2892918,47083456,0,126966,618646
22683514,12698070,241066,78203272,8479464,406,1123248,20476904,580300,2976512,46794692,0,125888,618562
22859690,12748708,202398,78387358,8518440,140,1130570,20529432,581322,2931726,47052236,0,124124,603008
22660274,12791408,240618,78851458,8672398,378,1123514,20443710,580580,2932076,47266814,0,125426,603372
23164932,12815376,264964,79217082,8548638,182,982520,21016520,582260,3029040,47419134,0,125230,589260
19485452,12775462,217686,77884814,8656984,154,1147944,19330108,578312,3029642,46853436,0,124306,600628
23694160,12859224,273938,78866186,8592430,182,1157744,21186872,579012,3057768,47087362,0,124222,606746
23793224,12849382,272888,79000040,8483146,210,1155042,21249606,566902,3220336,46493804,0,125286,606886
23697506,12798030,344302,78336608,8360912,140,1176448,21235214,562744,3134236,46124806,0,125678,629048
23756572,12892628,317310,79537052,8364314,140,1183770,21217196,556108,3113334,46465902,0,125860,633892
23714978,12786914,429534,79020634,8322636,252,1188068,21134246,555632,3270904,45533026,0,126294,634228
23683534,13041210,280420,79049264,8253742,140,1201788,20960492,569576,3008502,45706038,0,126644,638960
23616936,13044766,341418,79193240,8257704,168,1195404,20915006,568386,3223822,45693718,0,126784,635460
23654638,13048420,310520,79151814,8267042,210,1203328,21005418,564550,3055668,45160234,0,124418,639352
23691850,13023850,356594,79430036,8324232,14,1204182,20948886,568148,3094560,45869908,0,127358,629090
23648618,8394834,4055786,78809976,8440852,0,1225084,20715492,446796,6774264,47014100,14,125076,613886
23858240,12938254,375606,79592954,8442476,14,1216054,21238602,565166,3099740,46847570,14,126980,623322
23918328,12924450,302330,79509514,8278970,0,1223446,21258972,552916,3005226,45554264,14,128268,633094
23318190,13042484,370748,79504558,8360394,0,1221920,20700890,562128,3213714,45964170,14,129304,637742
23507820,13125294,346262,79640344,8513442,0,1244082,20628398,571004,2982000,46533536,14,129486,629832
23660546,13191164,333032,78952692,8537942,0,1243046,20660570,578830,3009972,46316326,14,129290,624988
23776830,13234564,311808,79838472,8491546,0,1236606,20816908,582008,2890384,46401208,14,129556,630518
23720830,13233416,333634,79702420,8414686,0,1254764,20639864,577248,2889810,46306008,14,129388,633444
23765812,13291124,290136,80797388,8436680,0,1245818,20692224,576184,2937340,46581976,14,129584,633696
23787652,13283172,355012,80773350,8423422,0,1231510,20794984,569982,2958480,46362876,14,129220,603904
23663136,13276424,4895100,62096482,9144856,140,1253098,20655698,576982,11550588,38550204,14,126560,620522
