latency
203962
6125
5414
90701
128010
314704
125795
116781
124071
11171
174010
158397
321648
43977
1118787
12195
12921
90710
965004
964724
965920
965044
965069
965097
964829
956957
964896
965286
1340714
1353722
1347453
1353987
1353344
1353872
1354013
5348765
1211085
1296326
1348317
1307225
1353875
1353562
1354064
1353898
1354064
1353388
1341254
1354374
1353955
1354064
15000000
1353948
1353939
1354045
1354275
1353718
1325846
1353081
348093
347923
348003
347990
347968
343776
348109
348163
347686
348086
965239
964812
965136
964768
964758
964375
964668
965092
965344
965162
922809
965296
959696
955955
948694
964553
965011
964729
964611
964560
553200
553591
553731
553258
552935
553191
553008
553136
552605
2609414
964701
964681
964665
965047
965159
958950
965107
964902
964701
964711
938534
961498
962074
925453
953936
841415
900844
961261
961613
961264
347862
347984
348144
348121
348041
348007
347450
348016
348035
347958
15000000
1353641
1353718
1353450
1353972
1354115
1335655
1353814
1353843
1353779
961927
965200
964732
964841
964473
965433
952391
963674
963696
964637
965273
964896
963837
965044
960051
964915
964666
946035
964774
963098
963417
943808
955462
963865
946490
955286
964969
963552
938019
950214
963226
943769
964893
944023
955244
963888
943299
964768
965015
951072
965347
965417
963693
965290
966404
954531
965690
966061
964771
965638
854790
932650
986688
1934887
962393
962224
944663
961898
879504
955744
916957
913564
2411203
15000000
856967
914915
920771
954006
907012
939875
1242061
1232071
1240134
1350278
1353636
1354442
1354426
1353497
1353543
1353274
1354054
1353907
1353952
1362285
1352112
1353296
1353693
1354314
1354003
1354499
1353908
1354275
1353939
1346854
1350870
1354051
1350016
1353671
1353962
1354384
964608
964828
964682
965162
965149
964829
962726
965367
964982
965216
1353718
1353540
1349385
1354189
15000000
1338010
1280352
1353891
1353664
1345127
552788
553136
553420
553769
554297
612992
553369
553318
553068
553097
965392
964867
964636
964877
964509
964806
962903
963622
965350
956685
553341
553354
553494
553472
553827
889770
553824
553549
511860
553210
1345786
1258410
1234400
1297638
1234204
1235900
1231092
1232112
1232396
1232141
960499
961069
961447
956916
961325
923088
948541
961645
961552
902944
348083
348045
348039
348086
348016
348153
348144
348064
348041
348134
1353930
1354112
1353997
1354141
1323078
1353331
1827780
1345562
1354583
1353523
347885
348019
347949
348003
346970
347612
348121
347180
139027
347491
960969
961536
961322
961316
961530
961584
961770
961740
961479
961600
946317
952442
957868
958681
965244
913824
951926
965043
964477
943341
922647
954791
938563
954141
963677
965014
965264
910956
964822
965488
961369
961593
962249
961933
962298
961725
961773
962196
942032
961770
293268
319955
320320
108807
321238
321020
109340
244029
713383
318970
1354288
1285622
1330400
1353689
1233459
1233837
1249178
1246816
1245479
1283738
965133
965946
965309
965318
965085
965460
966211
966285
965037
2416634
1263763
1236169
1234371
1242390
1236758
1233789
1235814
1236051
1241597
1234871
1235811
1233930
1250992
1237689
1353431
1353568
1353763
1354588
1354246
1353943
242141
314768
187955
137158
319101
316883
94499
85476
318960
310496
138148
320416
93296
265143
320342
118534
90727
321450
323885
319673
3087792
1335008
1353226
1295290
1354151
1353594
1353542
1354310
1353859
1351783
321024
322390
322054
106435
88851
320224
321302
91213
73750
321878
1354387
1347581
1353542
1354246
1354265
1349747
1354160
1353123
1353795
1354474
1354380
1464854
1352029
1354656
1353869
1353968
1353705
1353696
1349043
1260835
1323136
1353446
1354342
1354570
1353264
1353964
1353975
1353702
1354144
1353811
960375
959648
965222
928857
959526
964714
959552
959456
959130
959414
320755
321737
733027
89177
320160
320036
322345
18665
320423
321033
348029
348009
348099
347984
340310
348068
348112
348150
348067
348164
965018
965325
964861
964439
965219
964765
964800
965491
964848
964887
1353737
1354230
1353536
1682704
1352832
1353482
1354023
1354394
1354314
1353472
964797
964803
965040
965142
964752
965149
964938
964666
964723
964918
550896
553856
553510
553043
553559
553606
553500
551517
553968
553651
553802
553206
548160
553917
539472
554135
553328
554244
553693
553703
1353824
1354627
1353603
1353357
1353539
1353879
1354115
1351738
1354304
1350160
347565
348253
346375
348051
347616
348384
348154
347872
344166
346899
1354368
1354313
1353648
1354272
1353712
1354208
1353933
1354547
1354391
1353961
961799
961924
961440
954173
961351
961216
15000000
961786
961625
961818
961575
962035
961613
961772
961728
961511
961664
961546
961930
961574
1354173
1354387
1354083
1354221
1346887
1355543
1354240
1326912
1354602
1353875
1354004
1354620
1354918
1354448
1350093
1348323
1351462
1577216
1343527
1348765
1283977
1354538
1313389
1338484
1463415
1354147
1354838
1354349
1283657
1354445
962272
962067
961236
961517
1273917
1254164
1357607
1228841
2313132
1299360
1266378
1355555
1301942
1292282
1206035
1252496
1246006
1250733
1222896
1285095
1942474
1904889
1872858
1862656
1866886
1848682
1871751
1914378
1999488
1952288
1169168
1161533
1164803
1172915
964983
965405
964841
965452
965436
934519
1331309
1354906
1354739
1335037
1353881
1354023
1355456
1350852
1349545
1738636
321152
322109
254480
321702
322282
82073
324570
15000000
151193
321190
1236842
1356327
1354711
1344397
1354442
1353936
1353658
1353635
1338224
1353836
2039274
1353984
1354272
1354393
1353991
1340730
1354019
1354435
1354067
1354570
113498
74967
324522
322457
88064
324285
311322
86266
326999
316489
1354515
1353661
1353741
1354214
1351386
1353837
1353763
1354038
1354092
1354371
1354346
1346883
1354054
1354160
1353927
1354544
1354519
1354896
1353920
1354266
965501
15000000
965353
965171
965462
965200
964813
965600
964726
965037
553565
554032
553398
554016
553434
553242
553661
554310
726464
553485
348025
348083
348118
348234
348224
348208
348038
348061
348204
340400
348266
348384
459165
348218
348234
348228
348170
348039
348160
348276
1172451
1171488
1183341
1163479
966160
965718
1007203
966275
965606
965994
965718
965171
965616
1365292
964394
15000000
966132
965328
1232307
965348
965088
15000000
962310
964413
15000000
1004192
968195
15000000
15000000
994227
348253
348246
348214
348180
348192
345357
348298
348266
348371
348250
965046
963082
965053
963174
960633
964691
958970
965421
963357
964983
348291
348358
348196
348227
348131
347872
348333
348291
348375
348372
347869
348102
347139
348352
348093
348100
348403
348275
348195
348090
348278
348164
348153
348432
348291
412720
348214
348163
348199
348042
1870652
1973959
1927597
1989792
1962307
3179322
2078518
2123014
2233299
2410752
2680349
2168371
1928727
1913018
15000000
1481392
1354381
1353654
1353764
1354659
1354912
1354717
15000000
1354452
1355079
1355437
15000000
1353673
1353728
1354592
964720
950426
965366
966240
965235
966221
1612109
965667
965754
964922
965386
965229
998605
963331
1088781
997129
957069
965341
960467
954522
963344
948074
963539
943779
960903
15000000
965046
965814
930778
961293
583693
595843
597456
582781
584832
590365
587772
653408
554122
555001
964957
965145
960455
960883
965716
1154496
1151862
1348250
1154967
1173920
15000000
15000000
1901293
1843472
1881222
15000000
1952980
1834419
1920825
1856816
1158311
1151898
1163424
1172506
1170873
1198103
1157530
1192295
1615059
1195609
15000000
1819149
1852906
1833689
1856477
15000000
1349402
1467532
1398169
1596525
1551354
1520182
1618084
15000000
1565975
1399155
1423997
1550569
15000000
15000000
332790
339795
238186
335981
330854
155299
342368
336099
253603
336608
695411
554675
553898
554336
554461
555011
554410
554515
555030
553280
1025879
1006979
1019620
963085
15000000
1052013
991143
15000000
1009190
1012656
1801145
15000000
15000000
983021
15000000
965046
991593
1042983
15000000
966087
15000000
617952
15000000
595484
613747
623424
624842
639840
624483
645875
300310
310089
335386
281542
337184
60263
318752
118813
323348
333450
15000000
2598692
1507766
1433642
1151248
1418377
1508276
1495085
15000000
1501469
1025146
1073267
1059722
1038390
1088391
1171222
1328361
1248250
1239440
1244054
1183923
1282803
2208231
1155703
1211715
15000000
15000000
1205927
1203892
1200915
336957
328493
330557
337692
53910
338714
42025
317187
335664
334137
334058
326394
336473
329044
256877
334646
253187
344035
12083
377392
583472
586077
580778
723977
559011
562349
555814
576240
558957
575114
3266826
15000000
15000000
15000000
15000000
15000000
3707967
15000000
15000000
15000000
1135488
1123728
1114202
1086215
1216099
1224599
1195949
1238505
1193533
1217837
1218269
1208688
1206678
1178768
1362956
1255690
1166989
1246544
1589863
1190195
2099033
1948906
1894726
1928288
1929049
1947965
1891379
2094570
1907901
1860240
1865117
1870544
1934201
1896937
1898964
2132774
1414845
1391952
1446624
15000000
1063609
1069328
15000000
1047571
1037750
1054646
1020832
1030259
1043552
1038397
559152
653683
628774
647552
554941
592477
633382
15000000
587539
428105
1548679
1539012
1497827
1517866
1557021
1375622
2975523
1355274
1354259
1355079
960893
960806
961290
964336
961801
956633
960848
956858
961372
957923
15000000
1354653
1341609
15000000
1281613
15000000
1374288
1401913
1354541
1353674
1030115
1055821
1005952
970778
1071882
1095837
1071789
1873232
1016352
1010787
586144
567194
15000000
554800
587062
554518
15000000
588535
597597
591286
600775
587507
15000000
641165
614147
638627
15000000
622428
877959
572272
348169
348333
348506
348295
348320
348327
348137
348141
348163
348221
594400
15000000
586172
588998
593843
554499
15000000
573974
562464
598720
599949
593975
616217
599555
551868
618522
596579
476534
592246
611504
334457
333507
253875
331024
280086
343991
239927
331068
17236
1133181
348266
348064
348342
341396
348339
347453
348391
348313
348371
344544
348298
348218
15000000
349264
367299
355165
362388
359299
362835
366070
1273923
1220032
15000000
15000000
15000000
1488186
959376
1038192
15000000
1001676
15000000
15000000
3650272
15000000
3655779
3570822
3573273
3591142
3548563
3575760
15000000
15000000
15000000
1486864
1501114
1481568
15000000
15000000
15000000
1214928
1081060
1038176
1086877
15000000
1028697
965405
965728
965229
965731
965354
554237
554438
554505
554240
554029
553913
553529
576295
554912
554170
15000000
15000000
1444893
1445465
1354627
15000000
1376899
15000000
15000000
1411530
574676
15000000
15000000
579165
615555
656714
656109
680154
679683
623593
1201251
1155338
15000000
1167808
1115232
1077389
1106560
1220359
1102269
15000000
15000000
605021
15000000
580243
607187
627654
587469
623063
15000000
614109
15000000
1593236
1586195
1613818
1606000
1526115
15000000
15000000
15000000
1354480
323517
325030
333763
298080
327450
270771
319165
269904
340167
276076
965696
965088
984278
1641075
966499
965066
965671
953363
15000000
995248
333625
334582
346355
278329
275802
338695
38775
333702
320310
325258
1035895
960739
1018512
975398
1045997
15000000
965975
966246
962039
963840
591088
596532
594086
593149
1821248
554531
554288
554788
554790
555174
965558
965424
994678
965082
965012
1172013
1146259
1157331
1174570
1181223
348490
348180
348160
348419
366682
348295
348236
348599
15000000
365529
1138765
1264692
1162934
1142458
1169360
1147735
1133639
1157286
1160964
861760
1275324
1247578
1223110
1212916
1280461
2356020
1328832
1233760
1255552
1242950
1162052
1166781
1156912
1193757
1153315
1177520
1149011
1136093
1163804
1135478
1186333
1112567
1965216
1187673
1336794
1235226
1266192
1219190
1182208
1266502
15000000
618035
604919
15000000
15000000
686256
1402953
553933
554122
554732
965049
965114
965514
965373
963101
966141
965430
923021
965353
962554
349626
348999
349104
360612
363117
375923
357990
349187
381808
15000000
577117
15000000
566455
586092
596570
690173
604227
678291
554186
554727
1354781
15000000
1377715
1355104
1354643
1354112
1345680
1354544
1354554
1353596
348224
348102
348548
348211
348349
348256
348387
349469
348416
348301
261424
336489
184259
319222
75834
369770
105776
333072
189322
332646
1109882
15000000
1113097
1044060
1137814
1103808
1129162
1085456
1488697
1082035
348320
348345
348259
348432
348291
15000000
348330
350093
358221
348167
1126041
1107529
1113703
1136659
1110918
1096519
1105034
1083008
1066900
1088759
321545
324697
344886
326563
325540
294570
322563
269575
324199
336089
1068089
1065344
1068243
1056787
1065095
1075968
1051040
1060195
1061981
1419174
15000000
1054710
1095328
1068704
1068531
1068647
1161533
1148889
1166940
999491
1172490
1099575
1062422
1107629
1102774
1097094
1094518
1067833
1085350
1049498
340739
23107
337763
46035
327482
338154
326710
332176
287482
340492
1197491
1167066
1135651
1190791
1434899
1157082
2298739
2246371
2240691
2104698
15000000
1129126
1018272
978330
972848
974451
1026038
936138
935833
901632
2114771
2264781
2313517
2245347
2266176
2267469
15000000
2215616
2264884
2234121
703431
715885
707203
686828
699277
671613
376189
15000000
326176
340755
15000000
5707619
3571895
15000000
3506288
3425171
3490540
3531175
15000000
15000000
15000000
3488643
3860000
3924569
3814492
3849939
3733638
15000000
15000000
15000000
279091
355760
374535
272474
331216
268893
322029
118048
322797
167671
1900906
1892486
3647385
1966106
1925626
1857632
1929453
1877344
1939760
2037884
1922340
1863542
2038288
2190800
1944016
2242599
1875843
1891344
1893690
1983725
1907392
1834329
1980890
2199683
1971360
1771756
1441110
1354547
1354208
1354748
314499
325475
272554
334387
333325
258297
342016
28445
321641
49408
962995
962311
962221
962089
968153
962276
985891
987066
972973
1014316
1358756
1354854
1354016
1353536
1473165
1354294
2300368
3590223
3015514
15000000
3168861
15000000
15000000
15000000
6045459
15000000
15000000
3519360
15000000
15000000
564733
573847
575424
562323
574935
575690
576608
577731
577884
581040
15000000
3299395
3255516
15000000
3298992
15000000
1353789
1353980
1354362
1354365
1354611
1354166
1354237
1356672
1355203
15000000
15000000
1354464
1354793
1362403
1550922
1368960
1384634
1355328
1355837
1401164
1391428
15000000
1354474
1354612
554390
554877
567248
555043
560404
555309
740137
554877
15000000
554083
348172
348346
348259
348172
348416
348391
348649
348934
348269
348454
343955
348262
348349
342358
357491
348368
15000000
348349
369539
348304
360131
374822
360665
363094
358985
373348
370906
401740
348298
348342
348797
348663
348189
348659
348627
348122
347213
384535
348381
349891
964230
965434
975408
966118
966150
965283
961658
966691
947683
965667
368556
373831
357584
363053
367289
372224
360912
357645
366010
373404
353763
371053
363753
364160
370794
366713
374765
355709
350208
372857
1078525
1104909
1121549
1062573
1141398
1133690
1118064
1084954
1517079
1073194
348371
354934
364729
357466
348147
387731
360413
365543
398102
365399
611165
598809
583562
583722
731450
607274
556362
567021
577965
929968
1354909
1355024
1354256
1353885
1353818
1354541
1354336
1354967
1355200
1354828
962493
962253
958157
990342
962422
962535
15000000
962429
15000000
961670
965312
962301
962298
962266
962413
962252
939879
962311
961974
962179
1569283
1354228
1353942
1355031
1353623
1354422
1354624
1354099
1354810
1352592
827590
349261
348967
15000000
349264
349341
