cos_way,binary,ddio_ways
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
fe000,11111110000000000000,7
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffe00,11111111111000000000,11
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
ffff0,11111111111111110000,16
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
fffff,11111111111111111111,20
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
fff80,11111111111110000000,13
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
ffffe,11111111111111111110,19
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fffe0,11111111111111100000,15
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ffffc,11111111111111111100,18
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
ff800,11111111100000000000,9
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
fc000,11111100000000000000,6
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
ffff8,11111111111111111000,17
