Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1708644903,Device: id=0,TX,3.4025929405981,3484.2633210933,4028.678191589,3420189,437786368
1708644904,Device: id=0,TX,1.8815725623009,1926.7129168134,2227.7645267815,5304036,678916608
1708644905,Device: id=0,TX,4.2606643939011,4362.9336512904,5044.6399543145,9564721,1224285952
1708644906,Device: id=0,TX,7.8804779493215,8069.6083961088,9330.4848680003,17445227,2232990592
1708644907,Device: id=0,TX,8.2374444314285,8435.1430977827,9753.1342068113,25682729,3287390848
1708644908,Device: id=0,TX,8.2773526167956,8476.0090795987,9800.385498286,33960106,4346895104
1708644909,Device: id=0,TX,8.2411953536817,8438.9860901649,9757.577346754,42201322,5401771008
1708644910,Device: id=0,TX,8.2310560885495,8428.5993866794,9745.5683608473,50432397,6455348352
1708644911,Device: id=0,TX,8.2416290165551,8439.4322089311,9758.0928515799,58674069,7510282880
1708644912,Device: id=0,TX,8.2742604788758,8472.8458023563,9796.7274789765,66948363,8569392896
1708644913,Device: id=0,TX,8.2233747156613,8420.7746206797,9736.5145751855,75171771,9621993984
1708644914,Device: id=0,TX,8.261959409386,8460.1911393491,9782.1046448509,83433751,10679520512
1708644915,Device: id=0,TX,8.2697764894784,8468.2511252258,9791.4153635424,91703536,11738052992
1708644916,Device: id=0,TX,8.2294742747715,8426.981657366,9743.6975413295,99933016,12791426432
1708644917,Device: id=0,TX,8.223539537781,8420.9055106838,9736.6718367288,108156587,13844043648
1708644918,Device: id=0,TX,8.2467433111284,8444.6651505955,9764.144080376,116403387,14899634048
1708644919,Device: id=0,TX,8.281059105691,8479.8004282617,9804.7698851722,124684515,15959617920
1708644920,Device: id=0,TX,4.5882916771947,9155.094715937,9889.2213842881,129272889,17104025292
1708644921,Device: id=0,TX,1.1896872940721,9783.9811065079,9974.3310735595,130462586,18327032908
1708644922,Device: id=0,TX,1.1896494059058,9783.6695144572,9974.0134194022,131652283,19550040524
1708644923,Device: id=0,TX,1.1897099033018,9784.1670450634,9974.5206295917,132842044,20773113932
1708644924,Device: id=0,TX,1.1898221964861,9785.0905439184,9975.4620953562,134031869,21996253132
1708644925,Device: id=0,TX,1.1896182236935,9783.4130717451,9973.7519875361,135221502,23219194956
1708644926,Device: id=0,TX,1.1898120569108,9785.0153800244,9975.3853091301,136411326,24442334156
1708644927,Device: id=0,TX,1.1893480566693,9781.1912182234,9971.4869072904,137600703,25665012812
1708644928,Device: id=0,TX,1.1896393207501,9783.5865741976,9973.9288655176,138790400,26888020428
1708644929,Device: id=0,TX,1.1896561912862,9783.7170932648,9974.0620838706,139980066,28110995148
1708644930,Device: id=0,TX,0.99066122692587,9801.6412586218,9960.1470549299,140970742,29336218576
1708644931,Device: id=0,TX,0.81242209108143,9866.0427544338,9996.0302890068,141783189,30569511732
1708644932,Device: id=0,TX,0.81245906744037,9866.491795734,9996.4852465244,142595702,31802905076
1708644933,Device: id=0,TX,0.81247556871015,9866.6921869284,9996.688277922,143408215,33036298420
1708644934,Device: id=0,TX,0.81271411573952,9869.5891022916,9999.6233608099,144220984,34270080372
1708644935,Device: id=0,TX,0.81271413314702,9869.5893136881,9999.6235749916,145033753,35503862324
1708644936,Device: id=0,TX,0.81271359745466,9869.5828078096,9999.6169834023,145846490,36737595700
1708644937,Device: id=0,TX,0.81109136249696,9849.8945301055,9979.669148105,146657627,37968901794
1708644938,Device: id=0,TX,0.81233715515231,9864.9991495398,9994.9730943641,147470012,39202099316
1708644939,Device: id=0,TX,0.81271414449974,9869.5894515553,9999.6237146753,148282781,40435881268
1708644940,Device: id=0,TX,0.81271410741419,9869.5890011889,9999.6232583752,149095550,41669663220
1708644941,Device: id=0,TX,0.81271409303408,9869.5888265571,9999.6230814425,149908319,42903445172
1708644942,Device: id=0,TX,0.81271409454778,9869.5888449394,9999.623100067,150721088,44137227124
1708644943,Device: id=0,TX,0.81271358231713,9869.5947676297,9999.6289408004,151533825,45370962018
1708644944,Device: id=0,TX,0.81269109313169,9869.2973713893,9999.3279462904,152346530,46604645300
1708644945,Device: id=0,TX,0.81271418082844,9869.5898927306,9999.6241616631,153159299,47838427252
1708644946,Device: id=0,TX,0.81271411422582,9869.5890839093,9999.6233421854,153972068,49072209204
1708644947,Device: id=0,TX,0.81271411195528,9869.5890563358,9999.6233142487,154784837,50305991156
1708644948,Device: id=0,TX,0.81245853175996,9866.4852904384,9996.47865552,155597350,51539384500
1708644949,Device: id=0,TX,0.81271411801006,9869.589129865,9999.6233887467,156410119,52773166452
1708644950,Device: id=0,TX,0.81271361940409,9869.5830743631,9999.6172534678,157222856,54006899828
1708644951,Device: id=0,TX,0.81271411876691,9869.5891390562,9999.6233980589,158035625,55240681780
1708644952,Device: id=0,TX,0.81271409530462,9869.5888541305,9999.6231093793,158848394,56474463732
1708644953,Device: id=0,TX,0.81271410968473,9869.5890287624,9999.6232863119,159661163,57708245684
1708644954,Device: id=0,TX,0.8127141028731,9869.588946042,9999.6232025017,160473932,58942027636
1708644955,Device: id=0,TX,0.81271411044158,9869.5890379535,9999.6232956242,161286701,60175809588
1708644956,Device: id=0,TX,0.81271013398227,9869.5407478861,9999.5743693232,162099470,61409591540
1708644957,Device: id=0,TX,0.81271368373862,9869.5838556408,9999.6180450389,162912207,62643324916
1708644958,Device: id=0,TX,0.81216374070388,9862.9174910711,9992.8636895837,163724400,63876234018
1708644959,Device: id=0,TX,0.81269328350377,9869.3239712052,9999.3548965658,164537105,65109917300
1708644960,Device: id=0,TX,2.7340542002929,9533.1792611243,9970.6279331712,167271175,66301571594
1708644961,Device: id=0,TX,4.5109330875005,9238.3899392144,9960.1392332144,171782167,67456385418
1708644962,Device: id=0,TX,4.5067886232646,9229.9000284851,9950.9862082074,176289013,68610137610
1708644963,Device: id=0,TX,4.5084339901399,9233.2738358057,9954.6232742281,180797451,69764297866
1708644964,Device: id=0,TX,4.5104889511915,9237.4803480419,9959.1585802325,185307947,70918984714
1708644965,Device: id=0,TX,4.511599356816,9239.752410772,9961.6083078625,189819565,72073958538
1708644966,Device: id=0,TX,4.5076424594082,9231.6527808665,9952.8755743719,194327214,73227916810
1708644967,Device: id=0,TX,4.5106578755074,9237.826305046,9959.5315651272,198837902,74382652810
1708644968,Device: id=0,TX,4.5113242410931,9239.1910217669,9961.0029003418,203349263,75537561098
1708644969,Device: id=0,TX,4.4008482817118,9012.9342089581,9717.069934032,207750129,76664182410
1708644970,Device: id=0,TX,2.7780552592469,9529.4159547728,9973.9047962523,210528267,77855394882
1708644971,Device: id=0,TX,1.1926026319978,9807.9650695449,9998.7814906646,211720875,79081396034
1708644972,Device: id=0,TX,1.1925547862376,9807.5551383182,9998.3639041162,212913453,80307364290
1708644973,Device: id=0,TX,1.1925084415986,9807.1904476764,9997.9917983322,214105997,81533299650
1708644974,Device: id=0,TX,1.1917432341357,9800.8809335681,9991.5598510298,215297743,82758412610
1708644975,Device: id=0,TX,1.1926232273087,9808.1344453447,9998.9541617141,216490415,83984479554
1708644976,Device: id=0,TX,1.1925934528855,9807.8731331585,9998.6880856202,217683057,85210513602
1708644977,Device: id=0,TX,1.1926354736985,9808.2351596654,9999.0568354572,218875729,86436580546
1708644978,Device: id=0,TX,1.1925529203795,9807.5397935251,9998.3482607858,220068307,87662548802
1708644979,Device: id=0,TX,1.1910737270196,9795.3831313916,9985.9549277148,221259444,88887036738
1708644980,Device: id=0,TX,1.1926024165234,9807.9632974837,9998.7796841274,222452052,90113037890
1708644981,Device: id=0,TX,1.1926283436767,9808.1600745738,9998.9806095621,223644694,91339071938
1708644982,Device: id=0,TX,1.1926138499828,9808.0573262089,9998.8755422061,224837366,92565138882
1708644983,Device: id=0,TX,1.1926852470936,9808.636272217,9999.465911752,226030071,93791238722
1708644984,Device: id=0,TX,1.192434730056,9806.5677961779,9997.3573529869,227222521,95017075394
1708644985,Device: id=0,TX,1.1926852187145,9808.6442626643,9999.4738976586,228415257,96243208130
1708644986,Device: id=0,TX,1.1923334025667,9805.7344793891,9996.5078237998,229607643,97468979010
1708644987,Device: id=0,TX,1.1924989795584,9807.1126318492,9997.9124685786,230800187,98694914370
1708644988,Device: id=0,TX,1.192573435144,9807.7085066832,9998.5202563063,231992765,99920882626
1708644989,Device: id=0,TX,1.1913401457018,9797.5741585713,9988.1885818836,233184158,101145633730
1708644990,Device: id=0,TX,1.7901877368616,9687.8884493417,9974.3184872395,234974350,102356622670
1708644991,Device: id=0,TX,2.341898422745,9592.412867592,9967.1166152312,237316270,103555685326
1708644992,Device: id=0,TX,2.3412471305195,9589.7451746116,9964.3447154948,239657520,104754404942
1708644993,Device: id=0,TX,2.340275117857,9585.7597148857,9960.2037337428,241997842,105952648910
1708644994,Device: id=0,TX,2.337856515643,9575.8613120604,9949.9183545633,244335729,107149647182
1708644995,Device: id=0,TX,2.3378315787639,9575.7550746518,9949.808127254,246673587,108346630094
1708644996,Device: id=0,TX,2.3387194811845,9579.3919229757,9953.5870399652,249012340,109544071246
1708644997,Device: id=0,TX,2.3380645573287,9576.7093548821,9950.7996840547,251350453,110741184718
1708644998,Device: id=0,TX,2.338066309363,9576.716531237,9950.8071407351,253688585,111938307918
1708644999,Device: id=0,TX,2.3222955845769,9512.1196425003,9883.6869360326,256010936,113127351246
1708645000,Device: id=0,TX,1.7369687567442,9677.9230751259,9955.838076205,257747944,114337118962
1708645001,Device: id=0,TX,1.1900665705754,9787.1002764994,9977.5109277915,258938025,115560521330
1708645002,Device: id=0,TX,1.1898829227837,9785.5817334797,9975.9630011251,260127947,116783759218
1708645003,Device: id=0,TX,1.1898622903663,9785.4202761342,9975.7982425929,261317836,118006964210
1708645004,Device: id=0,TX,1.190000558413,9786.5656163753,9976.9657057214,262507852,119230300786
1708645005,Device: id=0,TX,1.189822935593,9785.0966223294,9975.4682920243,263697677,120453439986
1708645006,Device: id=0,TX,1.1896810141304,9783.9212368433,9974.2701991042,264887407,121676480498
1708645007,Device: id=0,TX,1.1896513414155,9783.6854320776,9974.0296467041,266077104,122899488114
1708645008,Device: id=0,TX,1.190011857558,9786.6503165884,9977.0522137976,267267121,124122824690
1708645009,Device: id=0,TX,1.1899361374099,9786.0275941609,9976.4173761465,268457074,125346095474
1708645010,Device: id=0,TX,1.18533183694,9728.426221582,9918.0793154924,269642418,126562161230
1708645011,Device: id=0,TX,1.192631753563,9770.0239653203,9960.8450458903,270835060,127783424718
1708645012,Device: id=0,TX,1.1932756956477,9775.307330778,9966.2314420816,272028341,129005343566
1708645013,Device: id=0,TX,1.1936155164091,9778.0911427209,9969.0696253464,273222006,130227655630
1708645014,Device: id=0,TX,1.193731896026,9779.0445246121,9970.0416279763,274415799,131450098766
1708645015,Device: id=0,TX,1.1934276855253,9776.5524320953,9967.5008617793,275609272,132672214222
1708645016,Device: id=0,TX,1.1937585367061,9779.2709566679,9970.2723225409,276803064,133894657358
1708645017,Device: id=0,TX,1.1934037839938,9776.3566305089,9967.301235948,277996473,135116707278
1708645018,Device: id=0,TX,1.1934964991729,9777.1161534678,9968.0755933355,279190010,136338888270
1708645019,Device: id=0,TX,1.1931946771031,9774.6354351286,9965.5465834651,280383228,137560741582
1708645020,Device: id=0,TX,2.8210153873898,9284.0734381225,9735.4359001049,283204263,138721258830
1708645021,Device: id=0,TX,4.5093187990822,9235.0859245082,9956.5769323614,287713635,139875658190
1708645022,Device: id=0,TX,4.5088159562005,9234.0540543028,9955.4646072949,292222469,141029919566
1708645023,Device: id=0,TX,4.493757858108,9203.2150694163,9922.2163267136,296716276,142180334030
1708645024,Device: id=0,TX,4.5100724157762,9236.6272835156,9958.2388700397,301226374,143334918990
1708645025,Device: id=0,TX,4.5112705183835,9239.0809976559,9960.8842805972,305737673,144489811406
1708645026,Device: id=0,TX,4.5108373256373,9238.1938189146,9959.9277910165,310248552,145644596302
1708645027,Device: id=0,TX,4.5098946313536,9236.2631810181,9957.8463220347,314758473,146799135950
1708645028,Device: id=0,TX,4.5099400997655,9236.35630033,9957.9467162925,319268458,147953691982
1708645029,Device: id=0,TX,4.5113886859331,9239.3230047993,9961.1451945486,323779883,149108616654
1708645030,Device: id=0,TX,2.5790760250982,9569.6246850448,9982.2768490605,326359128,150304898112
1708645031,Device: id=0,TX,0.81229068988443,9864.4470183714,9994.4135287529,327171449,151538000000
1708645032,Device: id=0,TX,0.81271357399148,9869.5825228731,9999.6166947117,327984186,152771733376
1708645033,Device: id=0,TX,0.81271403248626,9869.6973798735,9999.7316250713,328796955,154005528990
1708645034,Device: id=0,TX,0.81271407335604,9869.4792989734,9999.5135507103,329609724,155239297280
1708645035,Device: id=0,TX,0.81271408319506,9869.5887070721,9999.6229603833,330422493,156473079232
1708645036,Device: id=0,TX,0.81271399767126,9869.5876684723,9999.6219080997,331235262,157706861184
1708645037,Device: id=0,TX,0.81271408773615,9869.588762219,9999.6230162568,332048031,158940643136
1708645038,Device: id=0,TX,0.81271404308213,9869.5882199412,9999.6224668344,332860800,160174425088
1708645039,Device: id=0,TX,0.8127135376614,9869.5820816811,9999.6162477069,333673537,161408158464
1708645040,Device: id=0,TX,1.0110876289724,9837.8546007714,9999.628621407,334684656,162637928444
1708645041,Device: id=0,TX,1.1912832103661,9797.0976986567,9987.7030123153,335875986,163862613756
1708645042,Device: id=0,TX,1.1924502980149,9806.7040512533,9997.4960989357,337068499,165088516220
1708645043,Device: id=0,TX,1.1926667294559,9808.4922070408,9999.3188837538,338261171,166314583164
1708645044,Device: id=0,TX,1.192647940512,9808.3212395219,9999.1449100038,339453877,167540683004
1708645045,Device: id=0,TX,1.1926518944295,9808.3702037709,9999.1945068797,340646549,168766749948
1708645046,Device: id=0,TX,1.1926769942314,9808.5684007281,9999.3967198051,341839254,169992849788
1708645047,Device: id=0,TX,1.1926911077705,9808.6762464971,9999.5068237403,343031960,171218949628
1708645048,Device: id=0,TX,1.1927033049626,9808.7930039845,9999.6255327785,344224696,172445082364
1708645049,Device: id=0,TX,1.1926541656101,9808.3806582843,9999.2053247819,345417401,173671182204
1708645050,Device: id=0,TX,1.1925960351384,9807.8943695728,9998.7097351949,346610043,174897216252
1708645051,Device: id=0,TX,1.1914350752085,9798.3630824956,9988.9926945289,347801500,176122034176
1708645052,Device: id=0,TX,1.1921494231556,9804.2214321813,9994.9653398862,348993661,177347573756
1708645053,Device: id=0,TX,1.1924900807131,9807.0394477386,9997.8378606527,350186205,178573509116
1708645054,Device: id=0,TX,1.1925723029787,9807.7074197248,9998.5189882014,351378782,179799477372
1708645055,Device: id=0,TX,1.1927045359753,9808.7866798796,9999.6194056356,352571488,181025577212
1708645056,Device: id=0,TX,1.1926596173498,9808.4337170741,9999.2592558501,353764160,182251644156
1708645057,Device: id=0,TX,1.192704159454,9808.7918073853,9999.6244728979,354956870,183477749136
1708645058,Device: id=0,TX,1.1926560483569,9808.3961417592,9999.2211094963,356149538,184703810940
1708645059,Device: id=0,TX,1.1926620660602,9808.4456315382,9999.2715621078,357342243,185929910780
1708645060,Device: id=0,TX,1.1927045559695,9808.786844312,9999.6195732671,358534949,187156010620
1708645061,Device: id=0,TX,1.19261460856,9808.0635647484,9998.881902118,359727621,188382077564
1708645062,Device: id=0,TX,1.19124700425,9796.7999391983,9987.3994598783,360918887,189606697084
1708645063,Device: id=0,TX,1.1927035581923,9808.7868625823,9999.619431893,362111592,190832796924
1708645064,Device: id=0,TX,1.192703219434,9808.7923005972,9999.6248157067,363304328,192058929660
1708645065,Device: id=0,TX,1.1927035415305,9808.7867255553,9999.6192922001,364497033,193285029500
1708645066,Device: id=0,TX,1.1926585110033,9808.4081711049,9999.2335328655,365689739,194511129340
1708645067,Device: id=0,TX,1.1925875745262,9807.8412368859,9998.6552488101,366882347,195737130492
1708645068,Device: id=0,TX,1.192704494876,9808.7863418797,9999.6190610598,368075053,196963230332
1708645069,Device: id=0,TX,1.1926519588515,9808.3707335779,9999.1950469942,369267725,198189297276
1708645070,Device: id=0,TX,1.1926522085627,9808.3645635384,9999.1889169084,370460430,199415397116
1708645071,Device: id=0,TX,1.1925346519377,9807.3895540964,9998.1950984064,371653008,200641365372
1708645072,Device: id=0,TX,1.1918780131233,9801.9975800887,9992.6980621884,372844913,201866642812
1708645073,Device: id=0,TX,1.1927035359765,9808.7866798796,9999.6192456358,374037618,203092742652
1708645074,Device: id=0,TX,1.1927031350162,9808.791606345,9999.6241079476,375230354,204318875388
1708645075,Device: id=0,TX,1.1927046004012,9808.7872097174,9999.6199457815,376423060,205544975228
1708645076,Device: id=0,TX,1.1927031805574,9808.7919808758,9999.624489765,377615796,206771107964
1708645077,Device: id=0,TX,1.1927044537767,9808.7860038798,9999.6187164841,378808502,207997207804
1708645078,Device: id=0,TX,1.1926926669918,9808.6972934153,9999.528120134,380001207,209223307644
1708645079,Device: id=0,TX,1.192703196108,9808.7921087644,9999.6246201416,381193943,210449440380
1708645080,Device: id=0,TX,1.1927045870717,9808.7871000957,9999.6198340272,382386649,211675540220
1708645081,Device: id=0,TX,1.1926798843863,9808.5921693445,9999.4209508464,383579354,212901640060
1708645082,Device: id=0,TX,1.1911740178112,9796.2161464291,9986.8039892788,384770586,214126226684
1708645083,Device: id=0,TX,1.1918019461879,9801.3637815533,9992.0520929434,385962396,215351405436
1708645084,Device: id=0,TX,1.1896251367979,9783.4699250915,9973.8099469791,387152032,216574350344
1708645085,Device: id=0,TX,1.1897722152123,9784.6877218589,9975.0512762928,388341859,217797492628
1708645086,Device: id=0,TX,1.1897209668135,9784.2498075287,9974.6051622189,389531615,219020559868
1708645087,Device: id=0,TX,1.1896435334123,9783.629442738,9973.972408084,390721311,220243567484
1708645088,Device: id=0,TX,1.1893183122616,9780.9383768392,9971.2293068011,391910691,221466248196
1708645089,Device: id=0,TX,1.189497007121,9782.4244105588,9972.7439316981,393100193,222689056380
1708645090,Device: id=0,TX,1.1912298558168,9776.689995824,9967.2867727547,394291458,223911178684
1708645091,Device: id=0,TX,1.1921730636051,9766.2745693652,9957.022259542,395483683,225132016188
1708645092,Device: id=0,TX,1.1927714388699,9771.1682680282,9962.0116982474,396676517,226353476284
1708645093,Device: id=0,TX,1.1924878540018,9768.8533321338,9959.6513887741,397869030,227574608700
1708645094,Device: id=0,TX,1.192813582066,9771.5298882413,9962.3800613719,399061894,228796101564
1708645095,Device: id=0,TX,1.192801058794,9771.419105832,9962.267275239,400254727,230017561660
1708645096,Device: id=0,TX,1.1929247315811,9772.424041592,9963.2919986449,401447689,231239152828
1708645097,Device: id=0,TX,1.1926958984538,9770.5658240994,9961.397167852,402640425,232460514620
1708645098,Device: id=0,TX,1.1930795897388,9773.7008311966,9964.5935655548,403833514,233682236860
1708645099,Device: id=0,TX,1.1933501616932,9775.9173569437,9966.8533828147,405026923,234904286780
1708645100,Device: id=0,TX,1.1932857614542,9775.3897901886,9966.3155120212,406220268,236126271164
1708645101,Device: id=0,TX,1.1930135536768,9773.1516718802,9964.0338404685,407413294,237347927868
1708645102,Device: id=0,TX,1.1930319273624,9773.3103812958,9964.1954896738,408606383,238569650108
1708645103,Device: id=0,TX,1.1895997707217,9745.2023457233,9935.5383090388,409796016,239787834428
1708645104,Device: id=0,TX,1.1930393125204,9773.3626888065,9964.2489788097,410989105,241009555644
1708645105,Device: id=0,TX,1.1930650124788,9773.5896061789,9964.4800081755,412182225,242231310652
1708645106,Device: id=0,TX,1.1931050054231,9773.9090367147,9964.8058375824,413375378,243453098428
1708645107,Device: id=0,TX,1.1934174416187,9776.4685140742,9967.4153047332,414568851,244675213884
1708645108,Device: id=0,TX,1.1929024283044,9772.2413334365,9963.1057219652,415761813,245896805052
1708645109,Device: id=0,TX,1.1933194463768,9775.6657368719,9966.5968482922,416955158,247118789436
1708645110,Device: id=0,TX,0.99380689106145,9824.1535389774,9983.1626415472,417948968,248346812470
1708645111,Device: id=0,TX,0.81242041847265,9866.0224423231,9996.0097092787,418761417,249580108662
1708645112,Device: id=0,TX,0.81237163879638,9865.4300617262,9995.4095239336,419573802,250813307702
1708645113,Device: id=0,TX,0.81135968544988,9853.1409005599,9982.9584502319,420385195,252045000886
1708645114,Device: id=0,TX,0.81266157118632,9868.9510010809,9998.9768524707,421197900,253278685686
1708645115,Device: id=0,TX,0.81271355279894,9869.5822655111,9999.6164339589,422010637,254512419062
1708645116,Device: id=0,TX,0.81271402037669,9869.5879442068,9999.622187467,422823406,255746201014
