SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),System-Read,System-Write,System-Memory
  454.16,  271.15,  457.72,  271.74,  442.42,  278.00,  459.66,  271.23, 1813.97, 1092.11,4263828694, 2906.08,   1813.97,   1092.11,   2906.08
  476.45,  292.72,  481.74,  292.94,  455.89,  299.39,  483.99,  293.13, 1898.06, 1178.18,4268235705, 3076.24,   1898.06,   1178.18,   3076.24
  480.58,  294.40,  485.96,  294.68,  460.34,  301.09,  487.95,  295.09, 1914.83, 1185.26,4263978450, 3100.09,   1914.83,   1185.26,   3100.09
  476.37,  293.11,  481.63,  293.26,  456.77,  300.31,  483.92,  293.39, 1898.69, 1180.06,4263986296, 3078.75,   1898.69,   1180.06,   3078.75
  476.65,  293.37,  481.58,  293.61,  456.26,  300.39,  483.49,  293.07, 1897.99, 1180.44,4268237881, 3078.43,   1897.99,   1180.44,   3078.43
  478.15,  293.82,  483.51,  294.66,  457.84,  300.97,  485.30,  294.08, 1904.81, 1183.53,4263983588, 3088.33,   1904.81,   1183.53,   3088.33
  478.18,  293.84,  483.71,  294.80,  457.90,  300.92,  485.66,  294.42, 1905.44, 1183.98,4264239569, 3089.42,   1905.44,   1183.98,   3089.42
  476.45,  293.33,  482.50,  294.34,  456.44,  300.51,  484.27,  294.12, 1899.67, 1182.29,4268233040, 3081.96,   1899.67,   1182.29,   3081.96
  474.35,  292.18,  480.43,  292.70,  454.42,  299.00,  482.36,  293.08, 1891.56, 1176.96,4263970630, 3068.51,   1891.56,   1176.96,   3068.51
  477.25,  294.07,  483.26,  294.40,  456.90,  300.89,  484.77,  294.47, 1902.18, 1183.83,4268243700, 3086.01,   1902.18,   1183.83,   3086.01
  478.46,  294.28,  485.28,  295.03,  458.47,  301.10,  486.41,  294.73, 1908.62, 1185.15,4263974806, 3093.76,   1908.62,   1185.15,   3093.76
  474.52,  292.95,  481.14,  293.60,  454.41,  299.69,  482.19,  293.15, 1892.26, 1179.40,4264257699, 3071.66,   1892.26,   1179.40,   3071.66
  475.49,  293.59,  482.60,  294.63,  455.51,  300.48,  483.71,  293.95, 1897.31, 1182.66,4268502121, 3079.96,   1897.31,   1182.66,   3079.96
  474.41,  292.57,  481.67,  293.92,  454.74,  299.72,  482.57,  293.06, 1893.39, 1179.28,4264226494, 3072.67,   1893.39,   1179.28,   3072.67
  474.25,  292.75,  481.33,  293.85,  454.49,  299.76,  482.38,  293.20, 1892.44, 1179.56,4263967000, 3072.01,   1892.44,   1179.56,   3072.01
  473.43,  292.54,  480.27,  293.62,  453.33,  299.41,  481.67,  293.04, 1888.69, 1178.60,4264229231, 3067.30,   1888.69,   1178.60,   3067.30
  473.96,  292.87,  481.20,  294.08,  453.90,  299.76,  482.26,  293.37, 1891.31, 1180.08,4268278243, 3071.39,   1891.31,   1180.08,   3071.39
  474.50,  292.79,  481.83,  293.86,  454.59,  299.68,  482.86,  293.30, 1893.80, 1179.63,4264253096, 3073.43,   1893.80,   1179.63,   3073.43
  466.00,  288.23,  473.13,  289.14,  446.61,  294.92,  474.05,  288.69, 1859.78, 1160.99,4263889385, 3020.77,   1859.78,   1160.99,   3020.77
  473.47,  292.89,  481.11,  293.85,  453.95,  299.51,  481.83,  293.29, 1890.36, 1179.54,4268231830, 3069.90,   1890.36,   1179.54,   3069.90
  474.72,  293.21,  482.27,  294.28,  455.73,  299.86,  483.28,  293.75, 1896.00, 1181.10,4264011653, 3077.10,   1896.00,   1181.10,   3077.10
  473.72,  293.20,  480.89,  293.76,  454.98,  300.14,  481.47,  293.10, 1891.07, 1180.21,4268151407, 3071.28,   1891.07,   1180.21,   3071.28
  473.91,  293.33,  481.47,  294.23,  455.28,  300.20,  481.64,  293.43, 1892.31, 1181.20,4263982643, 3073.51,   1892.31,   1181.20,   3073.51
  473.71,  293.31,  481.54,  294.12,  454.91,  300.21,  481.95,  293.70, 1892.11, 1181.34,4263953397, 3073.45,   1892.11,   1181.34,   3073.45
  474.45,  293.81,  481.94,  293.92,  455.42,  300.22,  482.80,  294.00, 1894.60, 1181.95,4268438104, 3076.55,   1894.60,   1181.95,   3076.55
  474.47,  293.77,  482.26,  294.34,  455.17,  300.41,  482.69,  294.35, 1894.60, 1182.87,4264245211, 3077.47,   1894.60,   1182.87,   3077.47
  462.86,  275.14,  468.42,  276.67,  454.48,  281.99,  468.52,  275.55, 1854.28, 1109.35,4263937301, 2963.62,   1854.28,   1109.35,   2963.62
  445.83,  266.23,  451.16,  267.61,  438.03,  273.02,  451.35,  266.68, 1786.37, 1073.55,4268347689, 2859.92,   1786.37,   1073.55,   2859.92
