System-Date,System-Time,Socket 0-EXEC,Socket 0-IPC,Socket 0-FREQ,Socket 0-AFREQ,Socket 0-L3MISS,Socket 0-L2MISS,Socket 0-L3HIT,Socket 0-L2HIT,Socket 0-L3MPI,Socket 0-L2MPI,Socket 0-L3OCC,Socket 0-READ,Socket 0-WRITE,Socket 0-LOCAL,Socket 0-TEMP,Socket 0-INST,Socket 0-ACYC,Socket 0-TIME(ticks),Socket 0-PhysIPC,Socket 0-PhysIPC%,Socket 0-INSTnom,Socket 0-INSTnom%,Socket 1-EXEC,Socket 1-IPC,Socket 1-FREQ,Socket 1-AFREQ,Socket 1-L3MISS,Socket 1-L2MISS,Socket 1-L3HIT,Socket 1-L2HIT,Socket 1-L3MPI,Socket 1-L2MPI,Socket 1-L3OCC,Socket 1-READ,Socket 1-WRITE,Socket 1-LOCAL,Socket 1-TEMP,Socket 1-INST,Socket 1-ACYC,Socket 1-TIME(ticks),Socket 1-PhysIPC,Socket 1-PhysIPC%,Socket 1-INSTnom,Socket 1-INSTnom%,SKT0 Core C-State-C0res%,SKT0 Core C-State-C1res%,SKT0 Core C-State-C3res%,SKT0 Core C-State-C6res%,SKT0 Core C-State-C7res%,SKT0 Package C-State-C0res%,SKT0 Package C-State-C2res%,SKT0 Package C-State-C3res%,SKT0 Package C-State-C6res%,SKT0 Package C-State-C7res%,SKT1 Core C-State-C0res%,SKT1 Core C-State-C1res%,SKT1 Core C-State-C3res%,SKT1 Core C-State-C6res%,SKT1 Core C-State-C7res%,SKT1 Package C-State-C0res%,SKT1 Package C-State-C2res%,SKT1 Package C-State-C3res%,SKT1 Package C-State-C6res%,SKT1 Package C-State-C7res%,Proc Energy (Joules)-SKT0,Proc Energy (Joules)-SKT1,DRAM Energy (Joules)-SKT0,DRAM Energy (Joules)-SKT1,LLCRDMISSLAT (ns)-SKT0,LLCRDMISSLAT (ns)-SKT1,UncFREQ (Ghz)-SKT0,UncFREQ (Ghz)-SKT1,Core3 (Socket 0)-EXEC,Core3 (Socket 0)-IPC,Core3 (Socket 0)-FREQ,Core3 (Socket 0)-AFREQ,Core3 (Socket 0)-L3MISS,Core3 (Socket 0)-L2MISS,Core3 (Socket 0)-L3HIT,Core3 (Socket 0)-L2HIT,Core3 (Socket 0)-L3MPI,Core3 (Socket 0)-L2MPI,Core3 (Socket 0)-L3OCC,Core3 (Socket 0)-C0res%,Core3 (Socket 0)-C1res%,Core3 (Socket 0)-C3res%,Core3 (Socket 0)-C6res%,Core3 (Socket 0)-C7res%,Core3 (Socket 0)-TEMP,Core3 (Socket 0)-INST,Core3 (Socket 0)-ACYC,Core3 (Socket 0)-TIME(ticks),Core3 (Socket 0)-PhysIPC,Core3 (Socket 0)-PhysIPC%,Core3 (Socket 0)-INSTnom,Core3 (Socket 0)-INSTnom%,-
2024-02-22,23:43:12.446,0.36,1.96,0.19,1.18,0.11,117.73,1.00,0.36,0.0000,0.0062, 17680,0.03,0.02,71,40,18876.70,9652.51,2597.44,3.91,97.78,0.73,18.17,0.21,1.56,0.13,1.23,0.16,33.85,1.00,0.42,0.0000,0.0031, 24960,0.61,0.01,99,28,10823.90,6932.12,2597.44,3.12,78.07,0.42,10.42,15.70,16.47,0.00,67.83,0.00,100.00,0.00,0.00,0.00,0.00,10.88,14.53,0.00,74.59,0.00,100.00,0.00,0.00,0.00,0.00,57.70,53.73,4.13 ,4.59 ,0.00 ,0.00 ,3.00,3.00,1.81,1.53,1.18,1.19,0.00,43.49,1.00,0.16,0.0000,0.0093,  2480,99.75,0.25,0.00,0.00,0.00,44,4691.04,3074.13,2597.44,3.05,76.30,3.61,90.30,
2024-02-22,23:43:13.446,0.36,1.85,0.20,1.18,0.47,118.25,1.00,0.36,0.0000,0.0063, 17520,0.08,0.04,66,41,18894.16,10231.59,2597.32,3.69,92.33,0.73,18.18,0.21,1.47,0.14,1.21,0.66,35.67,0.98,0.43,0.0001,0.0032, 24920,0.71,0.04,96,30,10978.39,7491.98,2597.32,2.93,73.27,0.42,10.56,16.75,18.06,0.02,65.17,0.00,100.00,0.00,0.00,0.00,0.00,11.88,15.73,0.02,72.37,0.00,100.00,0.00,0.00,0.00,0.00,58.21,54.37,4.13 ,4.62 ,0.33 ,0.33 ,3.00,3.00,1.81,1.54,1.18,1.18,0.00,42.71,1.00,0.15,0.0000,0.0091,  1280,99.65,0.35,0.00,0.00,0.00,44,4701.44,3060.98,2597.32,3.07,76.80,3.62,90.50,
2024-02-22,23:43:14.446,0.37,1.97,0.19,1.19,0.09,117.66,1.00,0.36,0.0000,0.0062, 17440,0.02,0.01,69,40,19028.36,9645.41,2598.26,3.95,98.64,0.73,18.31,0.21,1.57,0.13,1.23,0.13,32.77,1.00,0.41,0.0000,0.0030, 24840,0.66,0.01,99,29,10850.53,6912.88,2598.26,3.14,78.48,0.42,10.44,15.64,15.61,0.00,68.74,0.00,100.00,0.00,0.00,0.00,0.00,10.78,13.49,0.02,75.71,0.00,100.00,0.00,0.00,0.00,0.00,57.75,53.62,4.12 ,4.60 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.65,1.00,0.16,0.0000,0.0093,  1880,99.81,0.19,0.00,0.00,0.00,44,4695.21,3085.41,2598.26,3.04,76.09,3.61,90.35,
2024-02-22,23:43:15.446,0.36,1.97,0.19,1.19,0.10,117.75,1.00,0.36,0.0000,0.0062, 17560,0.02,0.01,82,40,18947.68,9641.79,2597.37,3.93,98.26,0.73,18.24,0.21,1.58,0.13,1.24,0.06,32.49,1.00,0.41,0.0000,0.0030, 24600,0.55,0.01,99,29,10849.73,6880.97,2597.37,3.15,78.84,0.42,10.44,15.64,15.68,0.00,68.68,0.00,100.00,0.00,0.00,0.00,0.00,10.72,13.33,0.01,75.94,0.00,100.00,0.00,0.00,0.00,0.00,57.63,53.58,4.12 ,4.56 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.57,1.00,0.16,0.0000,0.0093,  2280,99.79,0.21,0.00,0.00,0.00,44,4694.27,3083.24,2597.37,3.05,76.13,3.61,90.37,
2024-02-22,23:43:16.446,0.37,1.97,0.19,1.19,0.10,117.73,1.00,0.36,0.0000,0.0062, 17440,0.03,0.01,71,41,18993.94,9656.37,2597.09,3.93,98.35,0.73,18.28,0.21,1.57,0.13,1.24,0.09,32.73,1.00,0.42,0.0000,0.0030, 25160,0.54,0.01,99,28,10833.74,6917.52,2597.09,3.13,78.31,0.42,10.43,15.67,15.66,0.01,68.67,0.00,100.00,0.00,0.00,0.00,0.00,10.78,13.26,0.01,75.95,0.00,100.00,0.00,0.00,0.00,0.00,57.68,53.60,4.12 ,4.55 ,0.33 ,0.33 ,3.00,3.00,1.80,1.52,1.19,1.19,0.00,43.60,1.00,0.16,0.0000,0.0093,  2640,99.76,0.24,0.00,0.00,0.00,44,4685.92,3081.77,2597.09,3.04,76.03,3.61,90.21,
2024-02-22,23:43:17.446,0.37,1.98,0.18,1.18,0.08,117.73,1.00,0.36,0.0000,0.0062, 17680,0.02,0.01,71,41,18966.99,9602.71,2596.96,3.95,98.76,0.73,18.26,0.21,1.57,0.13,1.22,0.09,32.80,1.00,0.41,0.0000,0.0031, 25120,0.55,0.01,99,28,10745.41,6852.53,2596.96,3.14,78.40,0.41,10.34,15.62,16.60,0.00,67.78,0.00,100.00,0.00,0.00,0.00,0.00,10.77,15.05,0.01,74.17,0.00,100.00,0.00,0.00,0.00,0.00,57.69,53.69,4.11 ,4.55 ,0.33 ,0.33 ,3.00,3.00,1.80,1.52,1.18,1.19,0.00,43.59,1.00,0.16,0.0000,0.0093,  2880,99.73,0.27,0.00,0.00,0.00,43,4676.67,3072.81,2596.96,3.04,76.10,3.60,90.05,
2024-02-22,23:43:18.446,0.36,1.96,0.19,1.19,0.08,117.67,1.00,0.36,0.0000,0.0062, 17360,0.02,0.01,74,40,18895.05,9633.37,2597.00,3.92,98.07,0.73,18.19,0.21,1.57,0.13,1.24,0.07,32.67,1.00,0.42,0.0000,0.0030, 24480,0.54,0.01,99,28,10843.92,6902.14,2597.00,3.14,78.55,0.42,10.44,15.63,15.66,0.00,68.71,0.00,100.00,0.00,0.00,0.00,0.00,10.76,13.24,0.00,76.00,0.00,100.00,0.00,0.00,0.00,0.00,57.68,53.58,4.13 ,4.55 ,0.33 ,0.33 ,3.00,3.00,1.80,1.52,1.19,1.19,0.00,43.61,1.00,0.16,0.0000,0.0093,  2840,99.76,0.24,0.00,0.00,0.00,44,4684.68,3081.60,2597.00,3.04,76.01,3.61,90.19,
2024-02-22,23:43:19.446,0.37,1.97,0.19,1.19,0.08,117.76,1.00,0.36,0.0000,0.0062, 17160,0.02,0.01,72,41,18980.73,9637.17,2596.98,3.94,98.48,0.73,18.27,0.21,1.57,0.13,1.24,0.07,32.62,1.00,0.41,0.0000,0.0030, 24360,0.52,0.01,99,28,10834.09,6891.04,2596.98,3.14,78.61,0.42,10.43,15.63,15.40,0.00,68.97,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.33,0.01,75.92,0.00,100.00,0.00,0.00,0.00,0.00,57.64,53.59,4.12 ,4.54 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.63,1.00,0.16,0.0000,0.0093,  2720,99.80,0.20,0.00,0.00,0.00,44,4692.81,3084.56,2596.98,3.04,76.07,3.61,90.35,
2024-02-22,23:43:20.446,0.36,1.96,0.19,1.19,0.11,117.72,1.00,0.36,0.0000,0.0062, 16360,0.03,0.01,72,40,18916.80,9647.53,2597.04,3.92,98.04,0.73,18.21,0.21,1.57,0.13,1.23,0.08,32.72,1.00,0.41,0.0000,0.0030, 24200,0.52,0.01,98,29,10841.91,6903.44,2597.04,3.14,78.53,0.42,10.44,15.66,15.85,0.00,68.49,0.00,100.00,0.00,0.00,0.00,0.00,10.77,13.42,0.00,75.81,0.00,100.00,0.00,0.00,0.00,0.00,57.68,53.61,4.12 ,4.54 ,0.33 ,0.33 ,3.00,3.00,1.80,1.52,1.19,1.19,0.01,43.56,1.00,0.16,0.0000,0.0093,  2720,99.71,0.29,0.00,0.00,0.00,43,4682.63,3078.81,2597.04,3.04,76.05,3.61,90.15,
2024-02-22,23:43:21.447,0.37,1.97,0.19,1.19,0.09,117.89,1.00,0.36,0.0000,0.0062, 16680,0.02,0.01,69,40,19002.08,9649.17,2599.52,3.94,98.46,0.73,18.27,0.21,1.57,0.13,1.23,0.08,32.87,1.00,0.41,0.0000,0.0030, 24440,0.52,0.01,99,29,10840.20,6901.48,2599.52,3.14,78.54,0.42,10.42,15.64,15.61,0.00,68.76,0.00,100.00,0.00,0.00,0.00,0.00,10.76,13.60,0.00,75.64,0.00,100.00,0.00,0.00,0.00,0.00,57.73,53.63,4.11 ,4.55 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.62,1.00,0.16,0.0000,0.0093,  2200,99.77,0.23,0.00,0.00,0.00,44,4698.07,3085.69,2599.52,3.05,76.13,3.61,90.37,
2024-02-22,23:43:22.448,0.37,1.97,0.19,1.19,0.11,117.72,1.00,0.36,0.0000,0.0062, 17160,0.03,0.01,71,40,19000.85,9661.32,2597.27,3.93,98.33,0.73,18.29,0.21,1.56,0.13,1.23,0.17,33.79,0.99,0.42,0.0000,0.0031, 25160,0.62,0.01,99,29,10846.21,6963.72,2597.27,3.12,77.88,0.42,10.44,15.68,15.78,0.00,68.53,0.00,100.00,0.00,0.00,0.00,0.00,10.89,13.84,0.00,75.26,0.00,100.00,0.00,0.00,0.00,0.00,57.69,53.73,4.12 ,4.59 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.52,1.00,0.16,0.0000,0.0093,  2000,99.74,0.26,0.00,0.00,0.00,44,4695.91,3080.45,2597.27,3.05,76.22,3.62,90.40,
2024-02-22,23:43:23.452,0.36,1.71,0.21,1.17,0.68,115.06,0.99,0.37,0.0000,0.0061, 16760,0.12,0.08,80,42,18734.67,10954.65,2598.19,3.42,85.51,0.72,18.02,0.20,1.35,0.15,1.21,0.39,34.07,0.99,0.41,0.0000,0.0032, 26600,0.64,0.02,96,30,10625.32,7850.48,2598.19,2.71,67.67,0.41,10.22,18.04,18.12,0.07,63.77,0.00,100.00,0.00,0.00,0.00,0.00,12.53,16.21,0.01,71.26,0.00,100.00,0.00,0.00,0.00,0.00,58.53,54.51,4.20 ,4.60 ,0.33 ,0.33 ,3.00,3.00,1.82,1.55,1.18,1.18,0.00,41.38,1.00,0.15,0.0000,0.0087,   760,99.80,0.20,0.00,0.00,0.00,43,4733.10,3055.48,2598.19,3.10,77.45,3.64,91.08,
2024-02-22,23:43:24.448,0.36,1.91,0.19,1.18,0.21,117.63,1.00,0.36,0.0000,0.0063, 16840,0.04,0.03,74,41,18777.73,9834.27,2598.10,3.82,95.47,0.72,18.07,0.21,1.54,0.13,1.23,0.17,33.07,0.99,0.42,0.0000,0.0031, 24440,0.68,0.01,98,29,10806.88,7007.39,2598.10,3.08,77.11,0.42,10.40,16.00,16.27,0.34,67.39,0.00,100.00,0.00,0.00,0.00,0.00,10.96,13.92,0.00,75.11,0.00,100.00,0.00,0.00,0.00,0.00,57.80,53.74,4.14 ,4.61 ,0.00 ,0.33 ,3.00,3.00,1.81,1.53,1.18,1.19,0.00,43.22,1.00,0.16,0.0000,0.0092,  1560,99.66,0.34,0.00,0.00,0.00,44,4709.71,3074.68,2598.10,3.06,76.59,3.63,90.64,
2024-02-22,23:43:25.449,0.37,1.97,0.19,1.19,0.09,117.57,1.00,0.36,0.0000,0.0062, 17400,0.03,0.01,74,40,18997.97,9641.84,2597.37,3.94,98.52,0.73,18.29,0.21,1.57,0.13,1.23,0.08,32.55,1.00,0.42,0.0000,0.0030, 24880,0.59,0.01,99,29,10844.80,6895.44,2597.37,3.15,78.64,0.42,10.44,15.63,15.41,0.00,68.96,0.00,100.00,0.00,0.00,0.00,0.00,10.75,13.42,0.00,75.82,0.00,100.00,0.00,0.00,0.00,0.00,57.65,53.60,4.11 ,4.57 ,0.33 ,0.33 ,3.00,3.00,1.81,1.53,1.19,1.19,0.00,43.55,1.00,0.16,0.0000,0.0092,  2160,99.82,0.18,0.00,0.00,0.00,44,4708.30,3085.80,2597.37,3.05,76.29,3.63,90.64,
2024-02-22,23:43:26.449,0.37,1.97,0.19,1.19,0.08,117.58,1.00,0.36,0.0000,0.0062, 17240,0.02,0.01,74,41,19007.51,9629.48,2597.22,3.95,98.69,0.73,18.30,0.21,1.57,0.13,1.23,0.07,32.63,1.00,0.41,0.0000,0.0030, 23720,0.54,0.01,99,28,10849.93,6893.99,2597.22,3.15,78.69,0.42,10.44,15.62,15.56,0.00,68.82,0.00,100.00,0.00,0.00,0.00,0.00,10.75,13.37,0.01,75.87,0.00,100.00,0.00,0.00,0.00,0.00,57.65,53.61,4.11 ,4.55 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.61,1.00,0.16,0.0000,0.0093,  2120,99.77,0.23,0.00,0.00,0.00,45,4690.11,3082.62,2597.22,3.04,76.07,3.61,90.29,
2024-02-22,23:43:27.449,0.36,1.97,0.19,1.19,0.06,117.59,1.00,0.36,0.0000,0.0062, 16880,0.02,0.01,76,41,18929.29,9630.34,2597.12,3.93,98.28,0.73,18.22,0.21,1.57,0.13,1.24,0.05,32.47,1.00,0.41,0.0000,0.0030, 23920,0.51,0.01,99,28,10838.61,6884.04,2597.12,3.15,78.72,0.42,10.43,15.61,15.36,0.00,69.03,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.33,0.00,75.94,0.00,100.00,0.00,0.00,0.00,0.00,57.64,53.59,4.12 ,4.54 ,0.33 ,0.33 ,3.00,3.00,1.81,1.52,1.19,1.19,0.00,43.62,1.00,0.16,0.0000,0.0093,  2480,99.83,0.17,0.00,0.00,0.00,44,4704.88,3086.44,2597.12,3.05,76.22,3.62,90.58,
2024-02-22,23:43:28.449,0.32,1.75,0.19,1.18,0.12,173.52,1.00,0.31,0.0000,0.0103, 18080,0.03,0.01,72,42,16853.61,9623.91,2597.25,3.50,87.56,0.65,16.22,0.18,1.40,0.13,1.23,0.08,68.63,1.00,0.42,0.0000,0.0072, 23840,0.05,0.01,92,29,9563.29,6843.58,2597.25,2.79,69.87,0.37,9.21,15.66,16.52,0.00,67.81,0.00,100.00,0.00,0.00,0.00,0.00,10.74,14.73,0.00,74.52,0.00,100.00,0.00,0.00,0.00,0.00,57.63,53.58,4.11 ,4.22 ,0.33 ,0.33 ,3.00,3.00,2.04,1.72,1.18,1.19,0.01,52.17,1.00,0.11,0.0000,0.0099,  1880,99.74,0.26,0.00,0.00,0.00,43,5286.15,3072.62,2597.25,3.44,86.02,4.07,101.76,
2024-02-22,23:43:29.449,0.32,1.74,0.19,1.19,0.08,179.60,1.00,0.31,0.0000,0.0108, 18680,0.02,0.01,67,42,16681.26,9613.50,2596.98,3.47,86.76,0.64,16.06,0.18,1.38,0.13,1.24,0.08,72.64,1.00,0.42,0.0000,0.0076, 23800,0.01,0.01,68,28,9519.28,6889.97,2596.98,2.76,69.08,0.37,9.16,15.60,15.73,0.01,68.67,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.29,0.00,75.97,0.00,100.00,0.00,0.00,0.00,0.00,57.65,53.47,4.13 ,4.17 ,0.33 ,0.33 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.18,1.00,0.11,0.0000,0.0099,  1520,99.78,0.22,0.00,0.00,0.00,44,5357.76,3082.52,2596.98,3.48,86.91,4.13,103.16,
2024-02-22,23:43:30.450,0.32,1.73,0.19,1.19,0.10,179.92,1.00,0.31,0.0000,0.0108, 19120,0.02,0.01,72,42,16687.17,9655.01,2599.51,3.46,86.42,0.64,16.05,0.18,1.38,0.13,1.24,0.06,72.61,1.00,0.42,0.0000,0.0076, 24080,0.01,0.01,57,29,9513.94,6890.56,2599.51,2.76,69.04,0.37,9.15,15.64,15.49,0.01,68.86,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.34,0.01,75.92,0.00,100.00,0.00,0.00,0.00,0.00,57.68,53.57,4.13 ,4.16 ,0.33 ,0.33 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.26,1.00,0.11,0.0000,0.0099,  1560,99.80,0.20,0.00,0.00,0.00,44,5365.43,3086.93,2599.51,3.48,86.91,4.13,103.20,
2024-02-22,23:43:31.450,0.32,1.74,0.19,1.19,0.08,179.14,1.00,0.31,0.0000,0.0107, 19880,0.02,0.01,63,42,16688.64,9609.20,2596.86,3.47,86.84,0.64,16.07,0.18,1.38,0.13,1.24,0.07,72.72,1.00,0.42,0.0000,0.0076, 24520,0.01,0.01,66,28,9523.05,6880.81,2596.86,2.77,69.20,0.37,9.17,15.59,15.61,0.00,68.80,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.40,0.01,75.87,0.00,100.00,0.00,0.00,0.00,0.00,57.56,53.54,4.13 ,4.16 ,0.33 ,0.33 ,3.00,3.00,2.07,1.74,1.19,1.19,0.01,52.89,1.00,0.11,0.0000,0.0099,  1640,99.79,0.21,0.00,0.00,0.00,43,5362.44,3083.00,2596.86,3.48,86.97,4.13,103.25,
2024-02-22,23:43:32.450,0.32,1.70,0.19,1.19,0.18,180.88,1.00,0.31,0.0000,0.0109, 21360,0.03,0.02,79,42,16645.99,9770.19,2596.88,3.41,85.19,0.64,16.02,0.18,1.37,0.13,1.23,0.08,72.87,1.00,0.42,0.0000,0.0077, 23680,0.02,0.01,43,28,9505.83,6921.65,2596.88,2.75,68.67,0.37,9.15,15.86,15.83,0.01,68.29,0.00,100.00,0.00,0.00,0.00,0.00,10.79,13.33,0.00,75.87,0.00,100.00,0.00,0.00,0.00,0.00,57.73,53.54,4.12 ,4.21 ,0.33 ,0.33 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,52.96,1.00,0.11,0.0000,0.0099,  1360,99.72,0.28,0.00,0.00,0.00,44,5344.51,3078.82,2596.88,3.47,86.79,4.12,102.90,
2024-02-22,23:43:33.450,0.32,1.73,0.19,1.19,0.10,179.73,1.00,0.31,0.0000,0.0108, 20840,0.02,0.01,68,42,16686.47,9660.71,2597.15,3.45,86.36,0.64,16.06,0.18,1.38,0.13,1.23,0.08,72.59,1.00,0.42,0.0000,0.0076, 24080,0.01,0.01,66,28,9522.75,6921.09,2597.15,2.75,68.80,0.37,9.17,15.68,15.66,0.00,68.66,0.00,100.00,0.00,0.00,0.00,0.00,10.81,13.67,0.01,75.51,0.00,100.00,0.00,0.00,0.00,0.00,57.66,53.60,4.11 ,4.19 ,0.33 ,0.33 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.15,1.00,0.11,0.0000,0.0099,  1360,99.80,0.20,0.00,0.00,0.00,44,5354.19,3083.20,2597.15,3.47,86.83,4.12,103.08,
2024-02-22,23:43:34.450,0.32,1.64,0.19,1.18,0.43,178.78,1.00,0.31,0.0000,0.0108, 21520,0.07,0.04,61,42,16556.98,10124.72,2597.12,3.27,81.77,0.64,15.93,0.19,1.32,0.14,1.21,0.63,74.24,0.99,0.42,0.0001,0.0076, 24720,0.06,0.04,78,29,9712.67,7372.53,2597.12,2.63,65.87,0.37,9.35,16.57,17.69,0.10,65.63,0.00,100.00,0.00,0.00,0.00,0.00,11.68,15.93,0.08,72.31,0.00,100.00,0.00,0.00,0.00,0.00,58.08,54.27,4.16 ,4.26 ,0.33 ,0.33 ,3.00,3.00,2.03,1.72,1.18,1.18,0.01,52.17,1.00,0.11,0.0000,0.0099,  1040,99.63,0.37,0.00,0.00,0.00,43,5259.82,3059.24,2597.12,3.44,85.97,4.05,101.26,
2024-02-22,23:43:35.450,0.32,1.70,0.19,1.18,0.13,179.99,1.00,0.31,0.0000,0.0108, 21040,0.03,0.02,80,42,16679.91,9792.70,2597.92,3.41,85.17,0.64,16.05,0.18,1.38,0.13,1.24,0.08,72.67,1.00,0.42,0.0000,0.0076, 25080,0.01,0.01,64,28,9530.26,6892.74,2597.92,2.77,69.13,0.37,9.17,15.91,15.99,0.00,68.10,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.40,0.01,75.84,0.00,100.00,0.00,0.00,0.00,0.00,57.78,53.55,4.13 ,4.19 ,462925.70 ,462913.48 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.12,1.00,0.11,0.0000,0.0099,  1240,99.78,0.22,0.00,0.00,0.00,43,5353.82,3081.06,2597.92,3.48,86.88,4.12,103.04,
2024-02-22,23:43:36.450,0.32,1.73,0.19,1.19,0.11,179.89,1.00,0.31,0.0000,0.0108, 21440,0.02,0.01,68,42,16654.75,9635.76,2597.31,3.46,86.42,0.64,16.03,0.18,1.38,0.13,1.23,0.08,72.80,1.00,0.42,0.0000,0.0076, 24480,0.01,0.01,62,28,9536.79,6890.21,2597.31,2.77,69.21,0.37,9.18,15.64,15.69,0.01,68.67,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.40,0.02,75.84,0.00,100.00,0.00,0.00,0.00,0.00,57.57,53.54,4.12 ,4.19 ,0.00 ,0.00 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.14,1.00,0.11,0.0000,0.0099,  1360,99.75,0.25,0.00,0.00,0.00,43,5356.91,3081.52,2597.31,3.48,86.92,4.13,103.13,
2024-02-22,23:43:37.450,0.32,1.73,0.19,1.19,0.09,180.00,1.00,0.31,0.0000,0.0108, 20240,0.02,0.01,68,42,16656.70,9631.26,2596.78,3.46,86.47,0.64,16.04,0.18,1.39,0.13,1.24,0.06,72.62,1.00,0.42,0.0000,0.0076, 24200,0.01,0.01,61,28,9536.58,6882.28,2596.78,2.77,69.28,0.37,9.18,15.62,15.53,0.00,68.84,0.00,100.00,0.00,0.00,0.00,0.00,10.73,13.36,0.01,75.90,0.00,100.00,0.00,0.00,0.00,0.00,57.63,53.55,4.13 ,4.18 ,0.00 ,0.00 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.19,1.00,0.11,0.0000,0.0099,  1440,99.82,0.18,0.00,0.00,0.00,43,5360.74,3084.71,2596.78,3.48,86.89,4.13,103.22,
2024-02-22,23:43:38.450,0.32,1.73,0.19,1.19,0.10,179.76,1.00,0.31,0.0000,0.0108, 20240,0.02,0.01,68,41,16663.92,9637.36,2596.99,3.46,86.45,0.64,16.04,0.18,1.38,0.13,1.23,0.06,72.70,1.00,0.42,0.0000,0.0076, 24240,0.01,0.01,58,28,9533.02,6896.15,2596.99,2.76,69.12,0.37,9.18,15.64,15.68,0.00,68.68,0.00,100.00,0.00,0.00,0.00,0.00,10.76,13.57,0.01,75.67,0.00,100.00,0.00,0.00,0.00,0.00,57.64,53.59,4.13 ,4.17 ,0.00 ,0.00 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.13,1.00,0.11,0.0000,0.0099,  1560,99.74,0.26,0.00,0.00,0.00,44,5353.38,3080.71,2596.99,3.48,86.89,4.12,103.07,
2024-02-22,23:43:39.451,0.32,1.74,0.18,1.18,0.08,179.20,1.00,0.31,0.0000,0.0108, 20280,0.02,0.01,56,41,16658.97,9593.70,2599.56,3.47,86.82,0.64,16.02,0.18,1.38,0.13,1.22,0.10,72.17,1.00,0.42,0.0000,0.0076, 24320,0.01,0.01,72,28,9438.01,6841.37,2599.56,2.76,68.98,0.36,9.08,15.62,17.07,0.00,67.31,0.00,100.00,0.00,0.00,0.00,0.00,10.77,15.50,0.01,73.72,0.00,100.00,0.00,0.00,0.00,0.00,57.67,53.71,4.12 ,4.18 ,0.13 ,0.00 ,3.00,3.00,2.06,1.74,1.18,1.18,0.01,53.08,1.00,0.11,0.0000,0.0099,  1720,99.78,0.22,0.00,0.00,0.00,44,5345.49,3071.16,2599.56,3.48,87.03,4.11,102.81,
2024-02-22,23:43:40.451,0.32,1.73,0.19,1.19,0.10,179.98,1.00,0.31,0.0000,0.0108, 20840,0.02,0.01,68,41,16684.83,9652.88,2596.96,3.46,86.42,0.64,16.06,0.18,1.38,0.13,1.24,0.07,72.65,1.00,0.42,0.0000,0.0076, 24600,0.01,0.01,61,28,9524.62,6891.80,2596.96,2.76,69.10,0.37,9.17,15.66,15.64,0.00,68.70,0.00,100.00,0.00,0.00,0.00,0.00,10.74,13.38,0.00,75.88,0.00,100.00,0.00,0.00,0.00,0.00,57.64,53.51,4.13 ,4.18 ,0.00 ,0.00 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.13,1.00,0.11,0.0000,0.0099,  1800,99.75,0.25,0.00,0.00,0.00,44,5355.62,3081.22,2596.96,3.48,86.91,4.12,103.11,
2024-02-22,23:43:41.451,0.32,1.74,0.19,1.19,0.08,179.87,1.00,0.31,0.0000,0.0108, 20840,0.02,0.01,67,41,16689.62,9616.04,2596.85,3.47,86.78,0.64,16.07,0.18,1.38,0.13,1.24,0.06,72.56,1.00,0.42,0.0000,0.0076, 24280,0.01,0.01,60,27,9528.15,6880.20,2596.85,2.77,69.24,0.37,9.17,15.60,15.53,0.01,68.87,0.00,100.00,0.00,0.00,0.00,0.00,10.72,13.29,0.00,75.98,0.00,100.00,0.00,0.00,0.00,0.00,57.63,53.54,4.12 ,4.16 ,0.00 ,0.00 ,3.00,3.00,2.06,1.74,1.19,1.19,0.01,53.19,1.00,0.11,0.0000,0.0099,  1800,99.79,0.21,0.00,0.00,0.00,44,5359.23,3083.34,2596.85,3.48,86.91,4.13,103.19,
