SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),System-Read,System-Write,System-Memory
  599.64,  250.66,  623.28,  260.65,  558.37,  248.14,  682.80,  273.40, 2464.09, 1032.85,    125731, 3496.93,   2464.09,   1032.85,   3496.93
  600.71,  251.06,  624.39,  260.78,  558.86,  248.27,  683.99,  273.94, 2467.96, 1034.05,    125831, 3502.01,   2467.96,   1034.05,   3502.01
  599.15,  250.15,  623.39,  260.46,  557.94,  247.97,  683.18,  273.82, 2463.66, 1032.41,    125728, 3496.07,   2463.66,   1032.41,   3496.07
  597.97,  249.90,  622.58,  260.05,  556.53,  247.55,  681.21,  272.74, 2458.29, 1030.24,    125745, 3488.53,   2458.29,   1030.24,   3488.53
  599.85,  250.68,  624.03,  260.96,  558.26,  247.91,  682.70,  273.53, 2464.84, 1033.07,    125885, 3497.91,   2464.84,   1033.07,   3497.91
  599.60,  250.36,  623.52,  260.87,  558.71,  248.16,  683.16,  274.07, 2464.99, 1033.46,    125743, 3498.44,   2464.99,   1033.46,   3498.44
  596.61,  249.31,  621.00,  260.16,  556.75,  247.67,  680.00,  272.81, 2454.35, 1029.95,    125653, 3484.30,   2454.35,   1029.95,   3484.30
  600.13,  251.22,  624.23,  261.47,  560.50,  249.03,  684.36,  274.60, 2469.22, 1036.31,    125811, 3505.53,   2469.22,   1036.31,   3505.53
  597.81,  249.99,  620.71,  259.73,  556.46,  247.05,  680.27,  272.80, 2455.25, 1029.56,    125698, 3484.81,   2455.25,   1029.56,   3484.81
  598.16,  249.86,  621.93,  260.27,  557.87,  247.82,  681.17,  273.08, 2459.14, 1031.03,    125839, 3490.17,   2459.14,   1031.03,   3490.17
  598.01,  249.78,  622.58,  260.60,  558.19,  247.84,  682.58,  273.44, 2461.35, 1031.66,    125744, 3493.01,   2461.35,   1031.66,   3493.01
  597.83,  249.65,  622.91,  260.73,  557.82,  247.55,  681.92,  273.27, 2460.50, 1031.20,    125760, 3491.69,   2460.50,   1031.20,   3491.69
  597.68,  249.72,  623.32,  260.68,  557.38,  247.56,  681.36,  272.92, 2459.73, 1030.89,    125834, 3490.61,   2459.73,   1030.89,   3490.61
  597.51,  250.06,  622.73,  260.60,  557.22,  247.68,  680.11,  272.77, 2457.56, 1031.11,    125771, 3488.67,   2457.56,   1031.11,   3488.67
  597.67,  250.01,  621.94,  260.44,  557.18,  247.67,  679.78,  272.90, 2456.57, 1031.02,    125702, 3487.59,   2456.57,   1031.02,   3487.59
  600.09,  252.02,  621.48,  260.05,  556.63,  247.78,  678.21,  270.87, 2456.41, 1030.71,    125728, 3487.12,   2456.41,   1030.71,   3487.12
  605.68,  257.91,  621.09,  260.06,  556.12,  247.80,  671.34,  264.68, 2454.23, 1030.45,    125403, 3484.67,   2454.23,   1030.45,   3484.67
  606.26,  258.22,  622.57,  260.41,  557.51,  248.21,  672.39,  265.12, 2458.74, 1031.96,    125406, 3490.69,   2458.74,   1031.96,   3490.69
  607.00,  258.22,  624.28,  261.19,  559.29,  248.66,  673.95,  265.73, 2464.52, 1033.80,    125530, 3498.32,   2464.52,   1033.80,   3498.32
  605.74,  257.68,  622.65,  260.72,  557.07,  247.91,  671.34,  264.82, 2456.80, 1031.12,    125397, 3487.92,   2456.80,   1031.12,   3487.92
  604.70,  257.35,  622.72,  260.88,  556.01,  247.62,  671.21,  264.81, 2454.64, 1030.66,    125375, 3485.30,   2454.64,   1030.66,   3485.30
  608.29,  258.68,  626.20,  261.94,  559.36,  248.84,  674.46,  265.78, 2468.31, 1035.24,    125497, 3503.56,   2468.31,   1035.24,   3503.56
  604.93,  257.27,  623.29,  260.59,  557.15,  247.67,  671.73,  264.43, 2457.09, 1029.95,    125374, 3487.04,   2457.09,   1029.95,   3487.04
  605.82,  257.67,  623.63,  260.93,  557.53,  247.67,  672.79,  264.98, 2459.77, 1031.25,    125415, 3491.02,   2459.77,   1031.25,   3491.02
  606.14,  258.05,  623.09,  260.98,  557.22,  247.76,  672.31,  265.12, 2458.76, 1031.92,    125512, 3490.68,   2458.76,   1031.92,   3490.68
  605.66,  257.99,  623.48,  261.08,  556.65,  247.37,  673.11,  265.38, 2458.89, 1031.82,    125385, 3490.71,   2458.89,   1031.82,   3490.71
  606.89,  258.67,  623.80,  260.79,  557.61,  247.71,  674.11,  265.90, 2462.41, 1033.08,    125515, 3495.49,   2462.41,   1033.08,   3495.49
  605.13,  257.86,  621.47,  260.31,  556.99,  247.07,  671.99,  264.95, 2455.58, 1030.19,    125363, 3485.78,   2455.58,   1030.19,   3485.78
  608.37,  259.00,  624.23,  261.53,  559.74,  248.27,  675.14,  266.07, 2467.47, 1034.86,    125393, 3502.33,   2467.47,   1034.86,   3502.33
  606.47,  258.52,  622.71,  260.74,  558.07,  247.81,  674.07,  265.30, 2461.32, 1032.35,    125522, 3493.67,   2461.32,   1032.35,   3493.67
  606.39,  258.43,  621.80,  260.53,  556.95,  247.21,  672.82,  265.13, 2457.96, 1031.30,    125364, 3489.26,   2457.96,   1031.30,   3489.26
  606.59,  258.56,  621.56,  259.97,  557.20,  247.66,  672.05,  264.60, 2457.40, 1030.79,    125382, 3488.19,   2457.40,   1030.79,   3488.19
  606.76,  258.60,  622.10,  260.27,  557.76,  247.77,  674.31,  265.47, 2460.94, 1032.10,    125504, 3493.04,   2460.94,   1032.10,   3493.04
  605.86,  258.39,  620.60,  259.76,  557.07,  247.59,  674.29,  265.28, 2457.82, 1031.02,    125347, 3488.84,   2457.82,   1031.02,   3488.84
  605.70,  258.46,  620.28,  259.57,  557.02,  247.68,  673.81,  265.05, 2456.82, 1030.75,    125462, 3487.57,   2456.82,   1030.75,   3487.57
  604.81,  257.73,  620.77,  259.75,  556.84,  247.29,  672.90,  264.94, 2455.32, 1029.72,    125413, 3485.04,   2455.32,   1029.72,   3485.04
  605.35,  257.96,  620.43,  259.68,  557.78,  247.68,  672.33,  264.69, 2455.88, 1030.02,    125359, 3485.90,   2455.88,   1030.02,   3485.90
  606.60,  258.61,  622.97,  260.52,  559.23,  248.21,  673.26,  265.23, 2462.06, 1032.57,    125519, 3494.63,   2462.06,   1032.57,   3494.63
  607.11,  258.56,  622.98,  260.32,  559.18,  248.20,  673.89,  265.11, 2463.15, 1032.19,    125434, 3495.34,   2463.15,   1032.19,   3495.34
  607.39,  258.58,  622.14,  259.97,  558.71,  248.15,  674.58,  265.54, 2462.82, 1032.23,    125421, 3495.06,   2462.82,   1032.23,   3495.06
  606.03,  258.21,  621.79,  259.99,  558.89,  248.39,  675.07,  265.57, 2461.78, 1032.16,    125494, 3493.94,   2461.78,   1032.16,   3493.94
  604.99,  257.88,  620.35,  259.29,  557.44,  247.76,  673.43,  265.03, 2456.21, 1029.96,    125388, 3486.17,   2456.21,   1029.96,   3486.17
  605.66,  258.30,  621.53,  259.91,  557.85,  248.22,  672.75,  264.61, 2457.79, 1031.03,    125386, 3488.82,   2457.79,   1031.03,   3488.82
  605.28,  258.10,  621.46,  259.78,  556.68,  247.62,  672.25,  264.58, 2455.67, 1030.09,    125530, 3485.76,   2455.67,   1030.09,   3485.76
  606.18,  258.45,  621.36,  259.78,  558.09,  248.13,  672.53,  264.71, 2458.16, 1031.06,    125377, 3489.22,   2458.16,   1031.06,   3489.22
  606.48,  258.95,  621.68,  260.07,  558.48,  248.15,  673.15,  264.96, 2459.79, 1032.13,    125402, 3491.92,   2459.79,   1032.13,   3491.92
  605.61,  258.30,  621.46,  259.97,  558.45,  248.38,  672.29,  264.56, 2457.81, 1031.21,    125537, 3489.03,   2457.81,   1031.21,   3489.03
  603.81,  257.67,  620.07,  259.52,  556.50,  247.30,  670.62,  264.15, 2450.99, 1028.64,    125360, 3479.63,   2450.99,   1028.64,   3479.63
  605.59,  258.23,  621.92,  260.23,  558.18,  248.14,  672.77,  264.83, 2458.47, 1031.42,    125387, 3489.89,   2458.47,   1031.42,   3489.89
  606.16,  258.32,  623.53,  260.49,  558.45,  247.80,  673.94,  264.95, 2462.08, 1031.56,    125485, 3493.64,   2462.08,   1031.56,   3493.64
  613.50,  261.57,  630.55,  263.34,  565.78,  250.92,  681.42,  267.83, 2491.25, 1043.66,    125395, 3534.91,   2491.25,   1043.66,   3534.91
  603.11,  257.20,  619.77,  259.19,  555.43,  246.97,  670.02,  263.75, 2448.33, 1027.11,    125502, 3475.44,   2448.33,   1027.11,   3475.44
  606.02,  258.07,  622.26,  260.17,  557.22,  247.52,  673.43,  264.89, 2458.93, 1030.65,    125399, 3489.58,   2458.93,   1030.65,   3489.58
  605.90,  258.09,  623.48,  261.10,  557.88,  248.02,  673.52,  264.74, 2460.79, 1031.95,    125410, 3492.74,   2460.79,   1031.95,   3492.74
