,ndpi_stats-pcm_new_System-Date,ndpi_stats-pcm_new_System-Time,ndpi_stats-pcm_new_Socket 0-EXEC,ndpi_stats-pcm_new_Socket 0-IPC,ndpi_stats-pcm_new_Socket 0-FREQ,ndpi_stats-pcm_new_Socket 0-AFREQ,ndpi_stats-pcm_new_Socket 0-L3MISS,ndpi_stats-pcm_new_Socket 0-L2MISS,ndpi_stats-pcm_new_Socket 0-L3HIT,ndpi_stats-pcm_new_Socket 0-L2HIT,ndpi_stats-pcm_new_Socket 0-L3MPI,ndpi_stats-pcm_new_Socket 0-L2MPI,ndpi_stats-pcm_new_Socket 0-L3OCC,ndpi_stats-pcm_new_Socket 0-LMB,ndpi_stats-pcm_new_Socket 0-RMB,ndpi_stats-pcm_new_Socket 0-READ,ndpi_stats-pcm_new_Socket 0-WRITE,ndpi_stats-pcm_new_Socket 0-LOCAL,ndpi_stats-pcm_new_Socket 0-TEMP,ndpi_stats-pcm_new_Socket 0-INST,ndpi_stats-pcm_new_Socket 0-ACYC,ndpi_stats-pcm_new_Socket 0-TIME(ticks),ndpi_stats-pcm_new_Socket 0-PhysIPC,ndpi_stats-pcm_new_Socket 0-PhysIPC%,ndpi_stats-pcm_new_Socket 0-INSTnom,ndpi_stats-pcm_new_Socket 0-INSTnom%,ndpi_stats-pcm_new_SKT0 Core C-State-C0res%,ndpi_stats-pcm_new_SKT0 Core C-State-C1res%,ndpi_stats-pcm_new_SKT0 Core C-State-C3res%,ndpi_stats-pcm_new_SKT0 Core C-State-C6res%,ndpi_stats-pcm_new_SKT0 Core C-State-C7res%,ndpi_stats-pcm_new_SKT0 Package C-State-C0res%,ndpi_stats-pcm_new_SKT0 Package C-State-C2res%,ndpi_stats-pcm_new_SKT0 Package C-State-C3res%,ndpi_stats-pcm_new_SKT0 Package C-State-C6res%,ndpi_stats-pcm_new_SKT0 Package C-State-C7res%,ndpi_stats-pcm_new_Proc Energy (Joules)-SKT0,ndpi_stats-pcm_new_DRAM Energy (Joules)-SKT0,ndpi_stats-pcm_new_LLCRDMISSLAT (ns)-SKT0,ndpi_stats-pcm_new_UncFREQ (Ghz)-SKT0,ndpi_stats-pcm_new_Core3 (Socket 0)-EXEC,ndpi_stats-pcm_new_Core3 (Socket 0)-IPC,ndpi_stats-pcm_new_Core3 (Socket 0)-FREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-AFREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L3HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L2HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L3OCC,ndpi_stats-pcm_new_Core3 (Socket 0)-LMB,ndpi_stats-pcm_new_Core3 (Socket 0)-RMB,ndpi_stats-pcm_new_Core3 (Socket 0)-C0res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C1res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C3res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C6res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C7res%,ndpi_stats-pcm_new_Core3 (Socket 0)-TEMP,ndpi_stats-pcm_new_Core3 (Socket 0)-INST,ndpi_stats-pcm_new_Core3 (Socket 0)-ACYC,ndpi_stats-pcm_new_Core3 (Socket 0)-TIME(ticks),ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC,ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC%,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom%,ndpi_stats-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Ch2Read,pcm-memory_new_SKT0-Ch2Write,pcm-memory_new_SKT0-Ch3Read,pcm-memory_new_SKT0-Ch3Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory
0,2023-11-28,12:59:54.616,0.48,2.41,0.2,1.3,14.7,49.59,0.7,0.47,0.0006,0.0022,1480.0,4.0,0.0,1.5,0.95,100.0,55.0,22936.84,9511.38,2402.7,4.82,120.58,0.95,23.87,15.2,17.34,0.02,67.44,0.0,100.0,0.0,0.0,0.0,0.0,39.43,8.31,3228855.58,2.7,2.59,1.99,1.3,1.32,0.72,18.02,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.56,1.44,0.0,0.0,0.0,56.0,6231.84,3133.46,2402.7,3.98,99.44,5.19,129.71,,8898526.0,6839518.0,1044414.0,67698834.0,1001098.0,966.0,625982.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,360.23,227.06,368.86,235.61,358.72,225.31,359.56,225.99,1447.37,913.98,4124390934.0,2361.35,1447.37,913.98,2361.35
1,2023-11-28,12:59:55.616,0.48,2.41,0.2,1.3,14.68,49.59,0.7,0.47,0.0006,0.0022,1480.0,3.0,0.0,1.49,0.94,100.0,55.0,22870.49,9491.79,2400.13,4.82,120.48,0.95,23.82,15.17,17.33,0.01,67.49,0.0,100.0,0.0,0.0,0.0,0.0,39.44,8.31,0.0,2.7,2.59,1.98,1.3,1.32,0.71,18.05,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.52,1.48,0.0,0.0,0.0,57.0,6209.9,3129.65,2400.13,3.97,99.21,5.17,129.37,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,8784552.0,6648418.0,1168314.0,65706816.0,1023610.0,966.0,620872.0,371.5,234.43,380.1,242.94,369.67,232.37,370.56,233.23,1491.84,942.97,4265532023.0,2434.81,1491.84,942.97,2434.81
2,2023-11-28,12:59:56.617,0.48,2.42,0.2,1.3,14.56,49.35,0.7,0.47,0.0006,0.0021,1560.0,2.0,0.0,1.48,0.94,100.0,54.0,22966.84,9501.04,2402.42,4.83,120.86,0.96,23.9,15.16,17.26,0.05,67.54,0.0,100.0,0.0,0.0,0.0,0.0,39.41,8.29,0.37,2.7,2.6,1.99,1.3,1.32,0.71,17.97,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.54,1.46,0.0,0.0,0.0,56.0,6244.25,3133.96,2402.42,3.98,99.62,5.2,129.96,,8656760.0,6985062.0,931952.0,68728996.0,1004038.0,0.0,614922.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,369.87,233.9,378.33,241.77,367.9,231.34,368.95,232.43,1485.06,939.44,4264124871.0,2424.5,1485.06,939.44,2424.5
3,2023-11-28,12:59:57.618,0.48,2.41,0.2,1.3,14.65,49.79,0.71,0.47,0.0006,0.0022,1480.0,2.0,0.0,1.49,0.94,100.0,55.0,22882.89,9508.35,2402.6,4.81,120.33,0.95,23.81,15.17,17.18,0.0,67.66,0.0,100.0,0.0,0.0,0.0,0.0,39.45,8.29,0.0,2.7,2.58,1.97,1.31,1.32,0.72,18.16,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.6,1.4,0.0,0.0,0.0,57.0,6191.52,3136.66,2402.6,3.95,98.7,5.15,128.85,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,9152514.0,6603156.0,1159956.0,65869958.0,1061620.0,0.0,640598.0,368.79,233.65,377.17,241.53,367.11,231.21,367.6,232.05,1480.67,938.44,4264154430.0,2419.11,1480.67,938.44,2419.11
4,2023-11-28,12:59:58.618,0.48,2.41,0.2,1.3,14.56,49.54,0.71,0.47,0.0006,0.0022,1520.0,2.0,0.0,1.48,0.94,100.0,55.0,22839.01,9486.29,2400.21,4.82,120.38,0.95,23.79,15.17,17.49,0.01,67.33,0.0,100.0,0.0,0.0,0.0,0.0,39.39,8.28,0.33,2.7,2.58,1.98,1.3,1.32,0.71,18.07,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.49,1.51,0.0,0.0,0.0,56.0,6190.84,3127.11,2400.21,3.96,98.99,5.16,128.97,,8649256.0,6866804.0,875798.0,66213210.0,1011360.0,0.0,617484.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,369.8,234.39,378.6,242.83,368.34,232.16,368.8,233.08,1485.54,942.46,4268204958.0,2428.0,1485.54,942.46,2428.0
5,2023-11-28,12:59:59.618,0.47,2.39,0.2,1.3,14.66,49.9,0.71,0.47,0.0006,0.0022,1560.0,4.0,0.0,1.49,0.95,100.0,55.0,22707.96,9485.21,2400.07,4.79,119.7,0.95,23.65,15.21,17.67,0.01,67.11,0.0,100.0,0.0,0.0,0.0,0.0,39.39,8.28,0.37,2.7,2.56,1.96,1.3,1.32,0.71,18.19,0.96,0.12,0.0001,0.003,0.0,0.0,0.0,98.4,1.6,0.0,0.0,0.0,56.0,6133.14,3122.58,2400.07,3.93,98.21,5.11,127.76,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,9188606.0,6609554.0,1096802.0,64476216.0,1049818.0,0.0,618296.0,371.5,235.55,379.73,243.71,369.72,233.08,370.74,234.38,1491.69,946.71,4264206574.0,2438.41,1491.69,946.71,2438.41
6,2023-11-28,13:00:00.618,0.48,2.4,0.2,1.3,14.5,49.47,0.71,0.47,0.0006,0.0022,1680.0,2.0,0.0,1.48,0.94,100.0,54.0,22820.23,9491.6,2400.15,4.81,120.21,0.95,23.77,15.2,17.51,0.02,67.27,0.0,100.0,0.0,0.0,0.0,0.0,39.46,8.24,0.22,2.7,2.58,1.98,1.3,1.32,0.7,18.05,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.47,1.53,0.0,0.0,0.0,57.0,6188.84,3126.16,2400.15,3.96,98.98,5.16,128.93,,8658412.0,6930700.0,986510.0,66398416.0,1000216.0,0.0,620886.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,367.14,233.18,376.12,241.66,365.9,231.12,366.25,231.72,1475.41,937.68,4264284737.0,2413.09,1475.41,937.68,2413.09
7,2023-11-28,13:00:01.618,0.47,2.4,0.2,1.3,14.5,49.63,0.71,0.47,0.0006,0.0022,1640.0,3.0,0.0,1.48,0.94,100.0,55.0,22791.7,9490.33,2400.09,4.8,120.08,0.95,23.74,15.18,17.36,0.0,67.47,0.0,100.0,0.0,0.0,0.0,0.0,39.45,8.24,111247.67,2.7,2.57,1.97,1.3,1.32,0.71,18.14,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.49,1.51,0.0,0.0,0.0,56.0,6171.18,3128.24,2400.09,3.95,98.64,5.14,128.56,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,8831578.0,6701128.0,1345988.0,61687682.0,1057042.0,0.0,596764.0,368.46,234.23,377.17,242.35,366.6,231.89,367.18,232.65,1479.42,941.14,4268534365.0,2420.55,1479.42,941.14,2420.55
8,2023-11-28,13:00:02.618,0.48,2.4,0.2,1.3,14.44,49.47,0.71,0.47,0.0006,0.0022,1680.0,3.0,0.0,1.47,0.94,100.0,55.0,22829.81,9493.82,2400.19,4.81,120.24,0.95,23.78,15.18,17.32,0.01,67.48,0.0,100.0,0.0,0.0,0.0,0.0,39.46,8.32,0.04,2.7,2.58,1.98,1.3,1.32,0.7,18.08,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.48,1.52,0.0,0.0,0.0,56.0,6186.28,3128.37,2400.19,3.95,98.87,5.15,128.87,,8667470.0,7018466.0,1618218.0,68527634.0,981036.0,0.0,614320.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,365.86,232.8,374.17,240.86,363.92,230.4,364.66,231.35,1468.61,935.41,4264300214.0,2404.02,1468.61,935.41,2404.02
9,2023-11-28,13:00:03.618,0.48,2.41,0.2,1.3,14.35,49.4,0.71,0.47,0.0006,0.0022,1720.0,2.0,0.0,1.46,0.93,100.0,54.0,22844.27,9493.05,2400.18,4.81,120.32,0.95,23.79,15.16,17.19,0.01,67.64,0.0,100.0,0.0,0.0,0.0,0.0,39.43,8.27,0.11,2.7,2.58,1.98,1.3,1.32,0.69,18.09,0.96,0.12,0.0001,0.0029,0.0,0.0,0.0,98.52,1.48,0.0,0.0,0.0,56.0,6190.37,3130.94,2400.18,3.95,98.86,5.16,128.96,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,9261966.0,6675214.0,1985578.0,64613234.0,1037302.0,0.0,630182.0,364.97,232.7,373.6,240.96,363.45,230.62,364.5,231.58,1466.52,935.86,4264284846.0,2402.38,1466.52,935.86,2402.38
