,ndpi_stats-pcm_new_System-Date,ndpi_stats-pcm_new_System-Time,ndpi_stats-pcm_new_Socket 0-EXEC,ndpi_stats-pcm_new_Socket 0-IPC,ndpi_stats-pcm_new_Socket 0-FREQ,ndpi_stats-pcm_new_Socket 0-AFREQ,ndpi_stats-pcm_new_Socket 0-L3MISS,ndpi_stats-pcm_new_Socket 0-L2MISS,ndpi_stats-pcm_new_Socket 0-L3HIT,ndpi_stats-pcm_new_Socket 0-L2HIT,ndpi_stats-pcm_new_Socket 0-L3MPI,ndpi_stats-pcm_new_Socket 0-L2MPI,ndpi_stats-pcm_new_Socket 0-L3OCC,ndpi_stats-pcm_new_Socket 0-LMB,ndpi_stats-pcm_new_Socket 0-RMB,ndpi_stats-pcm_new_Socket 0-READ,ndpi_stats-pcm_new_Socket 0-WRITE,ndpi_stats-pcm_new_Socket 0-LOCAL,ndpi_stats-pcm_new_Socket 0-TEMP,ndpi_stats-pcm_new_Socket 0-INST,ndpi_stats-pcm_new_Socket 0-ACYC,ndpi_stats-pcm_new_Socket 0-TIME(ticks),ndpi_stats-pcm_new_Socket 0-PhysIPC,ndpi_stats-pcm_new_Socket 0-PhysIPC%,ndpi_stats-pcm_new_Socket 0-INSTnom,ndpi_stats-pcm_new_Socket 0-INSTnom%,ndpi_stats-pcm_new_SKT0 Core C-State-C0res%,ndpi_stats-pcm_new_SKT0 Core C-State-C1res%,ndpi_stats-pcm_new_SKT0 Core C-State-C3res%,ndpi_stats-pcm_new_SKT0 Core C-State-C6res%,ndpi_stats-pcm_new_SKT0 Core C-State-C7res%,ndpi_stats-pcm_new_SKT0 Package C-State-C0res%,ndpi_stats-pcm_new_SKT0 Package C-State-C2res%,ndpi_stats-pcm_new_SKT0 Package C-State-C3res%,ndpi_stats-pcm_new_SKT0 Package C-State-C6res%,ndpi_stats-pcm_new_SKT0 Package C-State-C7res%,ndpi_stats-pcm_new_Proc Energy (Joules)-SKT0,ndpi_stats-pcm_new_DRAM Energy (Joules)-SKT0,ndpi_stats-pcm_new_LLCRDMISSLAT (ns)-SKT0,ndpi_stats-pcm_new_UncFREQ (Ghz)-SKT0,ndpi_stats-pcm_new_Core3 (Socket 0)-EXEC,ndpi_stats-pcm_new_Core3 (Socket 0)-IPC,ndpi_stats-pcm_new_Core3 (Socket 0)-FREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-AFREQ,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MISS,ndpi_stats-pcm_new_Core3 (Socket 0)-L3HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L2HIT,ndpi_stats-pcm_new_Core3 (Socket 0)-L3MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L2MPI,ndpi_stats-pcm_new_Core3 (Socket 0)-L3OCC,ndpi_stats-pcm_new_Core3 (Socket 0)-LMB,ndpi_stats-pcm_new_Core3 (Socket 0)-RMB,ndpi_stats-pcm_new_Core3 (Socket 0)-C0res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C1res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C3res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C6res%,ndpi_stats-pcm_new_Core3 (Socket 0)-C7res%,ndpi_stats-pcm_new_Core3 (Socket 0)-TEMP,ndpi_stats-pcm_new_Core3 (Socket 0)-INST,ndpi_stats-pcm_new_Core3 (Socket 0)-ACYC,ndpi_stats-pcm_new_Core3 (Socket 0)-TIME(ticks),ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC,ndpi_stats-pcm_new_Core3 (Socket 0)-PhysIPC%,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom,ndpi_stats-pcm_new_Core3 (Socket 0)-INSTnom%,ndpi_stats-pcm_new_-,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Ch2Read,pcm-memory_new_SKT0-Ch2Write,pcm-memory_new_SKT0-Ch3Read,pcm-memory_new_SKT0-Ch3Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory
0,2023-11-28,14:52:40.335,0.32,1.58,0.2,1.3,46.17,64.44,0.28,0.38,0.003,0.0042,3680.0,2.0,0.0,3.12,1.07,100.0,55.0,15295.5,9694.02,2403.23,3.16,78.89,0.64,15.92,15.51,17.59,0.02,66.88,0.0,100.0,0.0,0.0,0.0,0.0,38.63,9.0,8115925.87,2.7,1.19,0.91,1.3,1.32,25.49,28.07,0.09,0.12,0.0089,0.0099,40.0,0.0,0.0,98.63,1.37,0.0,0.0,0.0,57.0,2848.6,3130.15,2403.23,1.82,45.5,2.37,59.3,,8088523744.0,5590788.0,5731712.0,75537882.0,1050322.0,0.0,306908.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,830.13,287.49,837.7,287.11,779.07,277.02,892.47,290.46,3339.37,1142.08,126266.0,4481.45,3339.37,1142.08,4481.45
1,2023-11-28,14:52:41.336,0.31,1.58,0.2,1.31,46.23,64.37,0.28,0.37,0.0031,0.0043,4520.0,2.0,0.0,3.36,1.15,100.0,56.0,15058.4,9508.97,2400.52,3.17,79.18,0.63,15.68,15.16,17.0,0.03,67.81,0.0,100.0,0.0,0.0,0.0,0.0,38.33,9.01,0.37,2.7,1.19,0.91,1.31,1.32,25.57,28.17,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.67,1.33,0.0,0.0,0.0,57.0,2863.55,3137.98,2400.52,1.83,45.63,2.39,59.65,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7623462.0,5605292.0,5734106.0,75428514.0,1037078.0,0.0,308630.0,835.3,289.87,843.31,289.48,785.12,279.45,898.82,293.09,3362.55,1151.88,126256.0,4514.44,3362.55,1151.88,4514.44
2,2023-11-28,14:52:42.336,0.31,1.58,0.2,1.31,46.12,64.27,0.28,0.37,0.0031,0.0043,4880.0,0.0,0.0,3.35,1.15,100.0,55.0,15054.35,9501.99,2400.2,3.17,79.22,0.63,15.68,15.13,16.99,0.02,67.86,0.0,100.0,0.0,0.0,0.0,0.0,38.31,8.99,0.37,2.7,1.19,0.91,1.31,1.33,25.55,28.16,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.68,1.32,0.0,0.0,0.0,57.0,2865.53,3138.43,2400.2,1.83,45.65,2.39,59.69,,7635502.0,5621308.0,5922266.0,75307946.0,1050952.0,0.0,308154.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,831.98,288.27,839.81,288.22,781.75,278.04,895.01,291.99,3348.56,1146.51,126156.0,4495.07,3348.56,1146.51,4495.07
3,2023-11-28,14:52:43.336,0.31,1.59,0.2,1.31,46.27,64.37,0.28,0.37,0.0031,0.0043,4960.0,0.0,0.0,3.37,1.15,100.0,55.0,15067.22,9504.69,2400.15,3.17,79.26,0.63,15.69,15.1,16.85,0.01,68.04,0.0,100.0,0.0,0.0,0.0,0.0,38.36,8.99,0.0,2.7,1.19,0.91,1.31,1.33,25.57,28.17,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,57.0,2866.68,3142.6,2400.15,1.82,45.61,2.39,59.72,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7685370.0,5626376.0,5877830.0,75500460.0,1048152.0,0.0,306054.0,837.22,290.7,845.19,290.11,787.06,280.36,900.57,293.95,3370.04,1155.12,126318.0,4525.16,3370.04,1155.12,4525.16
4,2023-11-28,14:52:44.336,0.31,1.59,0.2,1.31,46.12,64.28,0.28,0.37,0.0031,0.0043,5200.0,0.0,0.0,3.35,1.15,100.0,55.0,15071.34,9504.36,2400.06,3.17,79.29,0.63,15.7,15.09,16.79,0.0,68.11,0.0,100.0,0.0,0.0,0.0,0.0,38.32,9.01,0.33,2.7,1.2,0.91,1.31,1.33,25.58,28.2,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.79,1.21,0.0,0.0,0.0,57.0,2870.2,3143.79,2400.06,1.83,45.65,2.39,59.79,,7681100.0,5627972.0,5775462.0,75510778.0,1056090.0,0.0,305130.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,832.25,288.55,839.99,288.28,782.25,278.27,895.49,291.89,3349.98,1146.99,126247.0,4496.97,3349.98,1146.99,4496.97
5,2023-11-28,14:52:45.336,0.31,1.58,0.2,1.31,46.09,64.26,0.28,0.37,0.0031,0.0043,5240.0,0.0,0.0,3.35,1.15,100.0,55.0,15054.77,9502.11,2400.06,3.17,79.22,0.63,15.68,15.11,16.96,0.0,67.93,0.0,100.0,0.0,0.0,0.0,0.0,38.34,9.01,0.37,2.7,1.19,0.91,1.31,1.33,25.54,28.15,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.74,1.26,0.0,0.0,0.0,57.0,2866.61,3140.62,2400.06,1.83,45.64,2.39,59.72,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7738374.0,5616954.0,5837832.0,75432588.0,1055586.0,168.0,308630.0,832.28,288.75,840.24,288.11,781.58,278.35,895.36,291.73,3349.46,1146.94,126320.0,4496.41,3349.46,1146.94,4496.41
6,2023-11-28,14:52:46.336,0.31,1.59,0.2,1.31,46.54,64.54,0.28,0.37,0.0031,0.0043,5400.0,0.0,0.0,3.4,1.17,100.0,55.0,15079.94,9506.15,2400.06,3.17,79.32,0.63,15.71,15.08,16.67,0.0,68.25,0.0,100.0,0.0,0.0,0.0,0.0,38.35,9.03,0.33,2.7,1.19,0.91,1.31,1.33,25.52,28.14,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.79,1.21,0.0,0.0,0.0,57.0,2865.55,3144.89,2400.06,1.82,45.56,2.39,59.7,,7729666.0,5634412.0,6134058.0,75701080.0,1039514.0,0.0,308672.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,843.7,293.47,851.21,292.34,792.55,282.44,907.97,296.37,3395.43,1164.61,126263.0,4560.04,3395.43,1164.61,4560.04
7,2023-11-28,14:52:47.336,0.31,1.59,0.2,1.31,46.08,64.3,0.28,0.37,0.0031,0.0043,5440.0,0.0,0.0,3.34,1.14,100.0,54.0,15076.39,9506.51,2399.95,3.17,79.3,0.63,15.7,15.08,16.62,0.0,68.3,0.0,100.0,0.0,0.0,0.0,0.0,38.31,8.97,0.33,2.7,1.2,0.91,1.31,1.33,25.6,28.23,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.79,1.21,0.0,0.0,0.0,57.0,2871.66,3145.53,2399.95,1.83,45.65,2.39,59.83,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7663558.0,5548564.0,6933444.0,72246370.0,1052912.0,0.0,306782.0,830.22,287.59,840.41,289.06,778.61,276.98,895.7,291.09,3344.94,1144.72,126190.0,4489.66,3344.94,1144.72,4489.66
8,2023-11-28,14:52:48.336,0.31,1.59,0.2,1.31,46.2,64.38,0.28,0.36,0.0031,0.0043,5480.0,0.0,0.0,3.35,1.15,100.0,55.0,15098.68,9508.77,2399.96,3.18,79.39,0.63,15.73,15.08,16.59,0.0,68.33,0.0,100.0,0.0,0.0,0.0,0.0,38.36,8.94,0.37,2.7,1.2,0.91,1.31,1.33,25.64,28.26,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.82,1.18,0.0,0.0,0.0,57.0,2870.75,3146.47,2399.96,1.82,45.62,2.39,59.81,,7690298.0,5544616.0,9168446.0,69286756.0,1028174.0,0.0,306068.0,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,832.17,289.12,843.95,293.19,779.9,277.93,900.07,292.14,3356.09,1152.38,126269.0,4508.48,3356.09,1152.38,4508.48
9,2023-11-28,14:52:49.336,0.31,1.59,0.2,1.31,46.13,64.28,0.28,0.36,0.0031,0.0043,5880.0,1.0,0.0,3.35,1.15,100.0,55.0,15082.51,9502.65,2399.91,3.17,79.36,0.63,15.71,15.09,16.74,0.0,68.18,0.0,100.0,0.0,0.0,0.0,0.0,38.36,9.0,0.33,2.7,1.19,0.91,1.31,1.33,25.54,28.16,0.09,0.12,0.0089,0.0098,40.0,0.0,0.0,98.75,1.25,0.0,0.0,0.0,57.0,2867.02,3143.08,2399.91,1.82,45.61,2.39,59.73,,PCIRdCur,RFO,CRd,DRd,ItoM,PRd,WiL,7582652.0,5527956.0,8431346.0,66558548.0,1026326.0,0.0,305704.0,828.55,288.67,840.92,292.54,777.92,277.86,897.04,291.38,3344.43,1150.45,126089.0,4494.88,3344.43,1150.45,4494.88
